,the,influence,of,india,can,be,seen,in,which,religious,art,objects,from,thailand,",",burma,and,cambodia,?
refined,0.20095133781433105,0.23688365519046783,0.23328354954719543,0.14116406440734863,0.2511509954929352,0.3171243369579315,0.21139003336429596,0.2324686050415039,0.24729417264461517,0.1002684235572815,0.15360841155052185,0.21306823194026947,0.18398572504520416,0.0748416930437088,0.266305536031723,0.0998568907380104,0.2741645574569702,0.11112359166145325,0.15091994404792786
hindu,0.24637815356254578,0.23388661444187164,0.26595473289489746,0.5758537650108337,0.1756599098443985,0.1484423279762268,0.19322966039180756,0.18382437527179718,0.23338709771633148,0.48133349418640137,0.1873684525489807,0.25529745221138,0.1463775485754013,0.3544834554195404,0.23353105783462524,0.3220347464084625,0.24191761016845703,0.32369863986968994,0.14208142459392548
and,0.5171257257461548,0.34756016731262207,0.5116966962814331,0.2782815098762512,0.3675691485404968,0.41766801476478577,0.2522655725479126,0.4954058527946472,0.506277859210968,0.30280056595802307,0.2631918787956238,0.2794862985610962,0.3601827025413513,0.2133157104253769,0.6633074283599854,0.18490535020828247,1.0,0.19507674872875214,0.20544172823429108
buddhist,0.20901480317115784,0.19032108783721924,0.27792954444885254,0.3804824650287628,0.15813855826854706,0.18163301050662994,0.16078899800777435,0.22351108491420746,0.19033551216125488,0.47964730858802795,0.23792000114917755,0.20975537598133087,0.1325555145740509,0.431597501039505,0.17548716068267822,0.339261531829834,0.18679864704608917,0.35663071274757385,0.15461066365242004
sculptures,0.2478773295879364,0.2646556496620178,0.2783608138561249,0.18203923106193542,0.20738834142684937,0.23257912695407867,0.3168011009693146,0.2280999720096588,0.2569587528705597,0.26247525215148926,0.48366662859916687,0.3862657845020294,0.21169127523899078,0.16087329387664795,0.26061996817588806,0.13788607716560364,0.3066362738609314,0.19205906987190247,0.15626029670238495
reflect,0.279869943857193,0.3156106173992157,0.2477911114692688,0.18744756281375885,0.2978872060775757,0.3268892765045166,0.30735448002815247,0.21958297491073608,0.30025359988212585,0.2602402865886688,0.12575551867485046,0.3484534025192261,0.1762966811656952,0.06706976145505905,0.23001055419445038,0.10228821635246277,0.2440095692873001,0.060272324830293655,0.1725967973470688
the,1.0,0.3039984107017517,0.733189046382904,0.3108653426170349,0.312528520822525,0.4248143136501312,0.3442007005214691,0.6662389636039734,0.6521818041801453,0.22950971126556396,0.20297785103321075,0.24716724455356598,0.40150508284568787,0.20311841368675232,0.4933079481124878,0.22032786905765533,0.5171257257461548,0.21302706003189087,0.22068053483963013
influence,0.3039984107017517,1.0000001192092896,0.3608979284763336,0.2195078581571579,0.14030145108699799,0.2478046864271164,0.29809486865997314,0.26119694113731384,0.2613868713378906,0.3120396137237549,0.2847062051296234,0.2514041066169739,0.19930168986320496,0.08925315737724304,0.2585834860801697,0.11248892545700073,0.34756016731262207,0.11870600283145905,0.14200882613658905
of,0.733189046382904,0.3608979284763336,1.0,0.29747170209884644,0.2603091299533844,0.33904364705085754,0.28639769554138184,0.5696388483047485,0.5011631846427917,0.2958606779575348,0.22648051381111145,0.23814009130001068,0.4249346852302551,0.24186524748802185,0.4946078956127167,0.23701615631580353,0.5116966962814331,0.2602715492248535,0.1826142966747284
india,0.3108653426170349,0.2195078581571579,0.29747170209884644,1.0,0.19894768297672272,0.22012770175933838,0.18245920538902283,0.27070173621177673,0.28478068113327026,0.25335898995399475,0.16512785851955414,0.20168611407279968,0.1848762482404709,0.46993958950042725,0.2621418535709381,0.5050508975982666,0.2782815098762512,0.44460195302963257,0.10473668575286865
;,0.09152708947658539,0.07012156397104263,0.054534342139959335,0.08130510151386261,0.05390199273824692,0.06185305491089821,0.21329183876514435,0.092739537358284,-0.01244901679456234,-0.00047278180136345327,0.10231279581785202,0.13331931829452515,0.07524215430021286,0.01321219652891159,0.04938793554902077,-0.028660325333476067,0.08403264731168747,-0.0781358852982521,0.10349778085947037
items,0.23580949008464813,0.13494077324867249,0.21522082388401031,0.14377394318580627,0.3910302519798279,0.3670727014541626,0.23180896043777466,0.2189844399690628,0.33137381076812744,0.1236695647239685,0.2506609559059143,0.4797886610031128,0.22521184384822845,0.058980707079172134,0.21073096990585327,0.07149504870176315,0.2645854949951172,0.07679759711027145,0.19807128608226776
on,0.5107308030128479,0.22494085133075714,0.3966929316520691,0.14382734894752502,0.2772369682788849,0.37900757789611816,0.27378544211387634,0.46853652596473694,0.4245251417160034,0.16059501469135284,0.1585155427455902,0.18997140228748322,0.36926645040512085,0.201202392578125,0.49057599902153015,0.10024507343769073,0.4077630043029785,0.14553111791610718,0.2714994251728058
show,0.319829523563385,0.19339241087436676,0.21383242309093475,0.13025091588497162,0.23802384734153748,0.29246196150779724,0.32213258743286133,0.27595704793930054,0.32096749544143677,0.24575728178024292,0.19254061579704285,0.20859917998313904,0.2004580795764923,0.12252483516931534,0.31928569078445435,0.08513245731592178,0.3455478549003601,0.08391415327787399,0.2520138621330261
include,0.2951717972755432,0.2696292996406555,0.37431180477142334,0.12877817451953888,0.2617928385734558,0.29535481333732605,0.24118249118328094,0.28694382309913635,0.33084139227867126,0.21853506565093994,0.1146894246339798,0.21569319069385529,0.2679238021373749,0.0940151959657669,0.35606324672698975,0.09015073627233505,0.3915219306945801,0.12912853062152863,0.14925788342952728
betel-nut,0.30131229758262634,0.14590881764888763,0.2743335962295532,0.19718274474143982,0.2876874506473541,0.2879457473754883,0.2516735792160034,0.29036054015159607,0.29085272550582886,0.15393871068954468,0.1525844931602478,0.23963096737861633,0.24855443835258484,0.2339622676372528,0.38480111956596375,0.16086646914482117,0.29485616087913513,0.20080110430717468,0.24431467056274414
cutters,0.2845771014690399,0.08496008068323135,0.2524338960647583,0.15779918432235718,0.2102263867855072,0.22435472905635834,0.1566147357225418,0.18172994256019592,0.2911388576030731,0.1768488734960556,0.11848652362823486,0.2154998928308487,0.16906322538852692,0.053793035447597504,0.21521726250648499,0.13648223876953125,0.3254670202732086,0.1481143832206726,0.10420706868171692
",",0.4933079481124878,0.2585834860801697,0.4946078956127167,0.2621418535709381,0.3139454126358032,0.39254459738731384,0.28642043471336365,0.5201468467712402,0.3658004403114319,0.2753547728061676,0.2700960636138916,0.21213118731975555,0.39760664105415344,0.21077974140644073,1.0000001192092896,0.2341701090335846,0.6633074283599854,0.17942862212657928,0.31091248989105225
ivory,0.2150457501411438,0.08574045449495316,0.18637466430664062,0.20580138266086578,0.09540904313325882,0.13735567033290863,0.10921534895896912,0.11369050294160843,0.23664973676204681,0.1457933783531189,0.1108304038643837,0.1552886664867401,0.1703532338142395,0.16517674922943115,0.28446608781814575,0.2577722668647766,0.2290346324443817,0.2326425313949585,0.1248474270105362
combs,0.2017894983291626,0.13148359954357147,0.18958649039268494,0.03617839515209198,0.21330617368221283,0.22902008891105652,0.14752429723739624,0.18868955969810486,0.17371085286140442,0.13721083104610443,0.18729060888290405,0.24001435935497284,0.2005806863307953,0.042171910405159,0.34822797775268555,0.13008935749530792,0.34910082817077637,0.1232735812664032,0.24039559066295624
and,0.5171257257461548,0.34756016731262207,0.5116966962814331,0.2782815098762512,0.3675691485404968,0.41766801476478577,0.2522655725479126,0.4954058527946472,0.506277859210968,0.30280056595802307,0.2631918787956238,0.2794862985610962,0.3601827025413513,0.2133157104253769,0.6633074283599854,0.18490535020828247,1.0,0.19507674872875214,0.20544172823429108
bronze,0.2526973485946655,0.1144595518708229,0.2355436533689499,0.15899932384490967,0.12470647692680359,0.17763787508010864,0.12158159911632538,0.1848762184381485,0.19257061183452606,0.11581894010305405,0.1786264032125473,0.265851229429245,0.16964833438396454,0.061921898275613785,0.2434660792350769,0.12736649811267853,0.23318837583065033,0.21285760402679443,0.12390820682048798
palanquin,0.3625291585922241,0.2467702329158783,0.3211632966995239,0.2294708639383316,0.15419019758701324,0.15348969399929047,0.18436042964458466,0.3069990277290344,0.23283308744430542,0.1827176958322525,0.26451510190963745,0.14055947959423065,0.18960528075695038,0.22639267146587372,0.3643765151500702,0.23516589403152466,0.2875577509403229,0.2545204758644104,0.18031412363052368
