,what,actress,did,the,asl,translation,for,the,game,?
six-time,0.2736853361129761,0.2673887014389038,0.25986844301223755,0.365296334028244,0.21783490478992462,0.21157796680927277,0.37040430307388306,0.365296334028244,0.3764273226261139,0.24173711240291595
grammy,0.14717522263526917,0.37416720390319824,0.21635033190250397,0.19602857530117035,0.08577875047922134,0.1274230182170868,0.31679627299308777,0.19602857530117035,0.2189156711101532,0.1939576119184494
winner,0.16745254397392273,0.22012338042259216,0.1856318712234497,0.25965070724487305,0.08871714770793915,0.15928450226783752,0.23969365656375885,0.25965070724487305,0.27371957898139954,0.14322948455810547
and,0.31309178471565247,0.21803441643714905,0.34479495882987976,0.5171257257461548,0.18725135922431946,0.2206902801990509,0.5064792633056641,0.5171257257461548,0.25192898511886597,0.20544172823429108
academy,0.11844556778669357,0.34301671385765076,0.16967160999774933,0.2649388611316681,0.0776195153594017,0.1144757941365242,0.2934502065181732,0.2649388611316681,0.1403612643480301,0.1340850442647934
award,0.15951679646968842,0.3474014401435852,0.19671815633773804,0.24073810875415802,0.117316335439682,0.18897196650505066,0.33284175395965576,0.24073810875415802,0.25618883967399597,0.18240714073181152
nominee,0.18658216297626495,0.24912364780902863,0.19428716599941254,0.22298216819763184,0.09040432423353195,0.16197863221168518,0.3177494406700134,0.22298216819763184,0.16749390959739685,0.21817171573638916
lady,0.14833222329616547,0.3021601140499115,0.13136650621891022,0.21662424504756927,0.11180070042610168,0.12484363466501236,0.15180884301662445,0.21662424504756927,0.11427236348390579,0.14158371090888977
gaga,0.19459430873394012,0.32863375544548035,0.18077217042446136,0.22846719622612,0.1329747885465622,0.0944509506225586,0.21170346438884735,0.22846719622612,0.2677503526210785,0.20982980728149414
performed,0.17447373270988464,0.2681967318058014,0.2536868453025818,0.239950031042099,0.10982900857925415,0.17437197268009186,0.26222237944602966,0.239950031042099,0.12486236542463303,0.14428307116031647
the,0.42745697498321533,0.16107499599456787,0.34736719727516174,1.0,0.2632366418838501,0.26402729749679565,0.4739971458911896,1.0,0.285271555185318,0.22068053483963013
national,0.16882304847240448,0.1782662570476532,0.17743784189224243,0.32739606499671936,0.23568250238895416,0.06608978658914566,0.36267757415771484,0.32739606499671936,0.1871233880519867,0.15643028914928436
anthem,0.18111002445220947,0.14017951488494873,0.17120929062366486,0.23423314094543457,0.1722346842288971,0.23067684471607208,0.2096083015203476,0.23423314094543457,0.17884422838687897,0.17449809610843658
",",0.3087472915649414,0.29510700702667236,0.3015086054801941,0.4933079481124878,0.24909019470214844,0.2429160475730896,0.4464869201183319,0.4933079481124878,0.2653886377811432,0.31091248989105225
while,0.35511791706085205,0.12060223519802094,0.3330625295639038,0.39804592728614807,0.16585969924926758,0.1331203579902649,0.4232339859008789,0.39804592728614807,0.20527561008930206,0.21076419949531555
academy,0.11844556778669357,0.34301671385765076,0.16967160999774933,0.2649388611316681,0.0776195153594017,0.1144757941365242,0.2934502065181732,0.2649388611316681,0.1403612643480301,0.1340850442647934
award,0.15951679646968842,0.3474014401435852,0.19671815633773804,0.24073810875415802,0.117316335439682,0.18897196650505066,0.33284175395965576,0.24073810875415802,0.25618883967399597,0.18240714073181152
winner,0.16745254397392273,0.22012338042259216,0.1856318712234497,0.25965070724487305,0.08871714770793915,0.15928450226783752,0.23969365656375885,0.25965070724487305,0.27371957898139954,0.14322948455810547
marlee,0.2346910834312439,0.41954413056373596,0.13476203382015228,0.20077396929264069,0.13876166939735413,0.11568190157413483,0.20649117231369019,0.20077396929264069,0.16699646413326263,0.24211622774600983
matlin,0.19595620036125183,0.4521590769290924,0.22680321335792542,0.24170111119747162,0.1830216646194458,0.10121853649616241,0.2849089205265045,0.24170111119747162,0.25261926651000977,0.2595809996128082
provided,0.2206064909696579,0.1443403959274292,0.2778315246105194,0.304488867521286,0.2269008308649063,0.2794925570487976,0.38938868045806885,0.304488867521286,0.16750991344451904,0.16893617808818817
american,0.1909721940755844,0.44432276487350464,0.21486236155033112,0.24562937021255493,0.12234251201152802,0.09031417965888977,0.2306184321641922,0.24562937021255493,0.2207707315683365,0.18877598643302917
sign,0.2690769135951996,0.07709232717752457,0.222271129488945,0.22875791788101196,0.3066444396972656,0.12200762331485748,0.20212827622890472,0.22875791788101196,0.12377291917800903,0.21454890072345734
language,0.28220435976982117,0.18294347822666168,0.1788339912891388,0.30198320746421814,0.4214596748352051,0.40156617760658264,0.23522019386291504,0.30198320746421814,0.18264593183994293,0.25349316000938416
(,0.2411840260028839,0.2804248332977295,0.18979617953300476,0.33289089798927307,0.18849973380565643,0.2620614171028137,0.3357032239437103,0.33289089798927307,0.19185201823711395,0.40561532974243164
asl,0.27971982955932617,0.10597992688417435,0.15472246706485748,0.2632366418838501,1.0000001192092896,0.21214444935321808,0.22739969193935394,0.2632366418838501,0.193222314119339,0.2692483067512512
),0.26259949803352356,0.30819839239120483,0.18584993481636047,0.3456730246543884,0.20686595141887665,0.2564658224582672,0.3639558255672455,0.3456730246543884,0.19853033125400543,0.42300865054130554
translation,0.22188860177993774,0.14862719178199768,0.1068030595779419,0.26402729749679565,0.21214444935321808,0.9999998807907104,0.2431381344795227,0.26402729749679565,0.1691260188817978,0.22574150562286377
.,0.3567904531955719,0.19474907219409943,0.35288307070732117,0.5934505462646484,0.2819212079048157,0.2109805941581726,0.4726039469242096,0.5934505462646484,0.2581658959388733,0.4130953550338745
