,what,ethnic,neighborhood,in,fresno,had,primarily,japanese,residents,in,1940,?
(,0.2411840260028839,0.08725257962942123,0.09642431139945984,0.3087427020072937,0.188642680644989,0.16223937273025513,0.17388282716274261,0.18930432200431824,0.14958161115646362,0.3087427020072937,-0.1498207002878189,0.40561532974243164
incongruously,0.4178469181060791,0.1934623122215271,0.19245067238807678,0.26294100284576416,0.1729699820280075,0.2960132658481598,0.2624562680721283,0.1977533996105194,0.2584865689277649,0.26294100284576416,-0.13029055297374725,0.35512158274650574
",",0.3087472915649414,0.21101661026477814,0.21194669604301453,0.5201468467712402,0.2561432421207428,0.35487717390060425,0.3134990632534027,0.18483802676200867,0.2648939788341522,0.5201468467712402,-0.20017379522323608,0.31091248989105225
chinatown,0.10894989967346191,0.2126566618680954,0.34910160303115845,0.22750593721866608,0.22865614295005798,0.16404852271080017,0.1637474149465561,0.2832816541194916,0.2628687918186188,0.22750593721866608,-0.08086740970611572,0.19988462328910828
was,0.22111038863658905,0.14180785417556763,0.21888069808483124,0.45514053106307983,0.2749030292034149,0.5927209258079529,0.20725777745246887,0.21891649067401886,0.1920553296804428,0.45514053106307983,-0.21211829781532288,0.18412111699581146
primarily,0.23722688853740692,0.2672354280948639,0.23393946886062622,0.32119396328926086,0.18510904908180237,0.13138608634471893,1.0000001192092896,0.16351626813411713,0.22661519050598145,0.32119396328926086,-0.156075581908226,0.06029784679412842
a,0.3320399522781372,0.20294994115829468,0.22184410691261292,0.539380669593811,0.22242428362369537,0.34897568821907043,0.25209537148475647,0.24601349234580994,0.2285219132900238,0.539380669593811,-0.1571870893239975,0.23916715383529663
japanese,0.16184724867343903,0.1806010901927948,0.11754622310400009,0.1623581349849701,0.16877061128616333,0.19226674735546112,0.16351626813411713,1.0,0.13651922345161438,0.1623581349849701,-0.1513155847787857,0.12021756172180176
neighborhood,0.12062139064073563,0.2361871749162674,1.0000001192092896,0.20924240350723267,0.3306880593299866,0.2074786126613617,0.23393946886062622,0.11754622310400009,0.39616164565086365,0.20924240350723267,-0.13835057616233826,0.048473283648490906
and,0.31309178471565247,0.19576342403888702,0.21993553638458252,0.4954058527946472,0.21513071656227112,0.3872550129890442,0.3498952090740204,0.2319587618112564,0.3165581226348877,0.4954058527946472,-0.16331827640533447,0.20544172823429108
today,0.3814660608768463,0.26643964648246765,0.20771408081054688,0.3300545811653137,0.17968665063381195,0.28108924627304077,0.3456616997718811,0.1369892954826355,0.23751208186149597,0.3300545811653137,-0.1678684651851654,0.17338968813419342
japanese-american,0.22451743483543396,0.22838953137397766,0.19833822548389435,0.27361148595809937,0.31664198637008667,0.2558651268482208,0.21070563793182373,0.8523030281066895,0.19805195927619934,0.27361148595809937,-0.15707874298095703,0.1713699996471405
businesses,0.23735997080802917,0.252132385969162,0.27683407068252563,0.24867577850818634,0.24519230425357819,0.27338430285453796,0.20883385837078094,0.1458674967288971,0.4174673855304718,0.24867577850818634,-0.15513697266578674,0.15998470783233643
still,0.4548931419849396,0.22675344347953796,0.19037413597106934,0.3424699008464813,0.17643599212169647,0.2935110330581665,0.28589922189712524,0.15883219242095947,0.25233393907546997,0.3424699008464813,-0.19910763204097748,0.3039587736129761
remain,0.29587244987487793,0.17480969429016113,0.1240571066737175,0.2372020184993744,0.1473485231399536,0.286856085062027,0.20216220617294312,0.0977274626493454,0.2636624574661255,0.2372020184993744,-0.17398986220359802,0.1868363618850708
),0.26259949803352356,0.10970435291528702,0.11695244908332825,0.3326910734176636,0.20478583872318268,0.17014533281326294,0.16522355377674103,0.20897532999515533,0.141870379447937,0.3326910734176636,-0.1675441712141037,0.42300865054130554
.,0.3567904531955719,0.17723505198955536,0.15837088227272034,0.5591574311256409,0.2480216920375824,0.37348684668540955,0.22026880085468292,0.22132645547389984,0.2494935691356659,0.5591574311256409,-0.23981401324272156,0.4130953550338745
