,when,was,the,last,season,that,this,original,theme,was,used,?
the,0.5091903209686279,0.48711544275283813,1.0,0.3698786795139313,0.2507155239582062,0.5473989248275757,0.6274310946464539,0.4037000238895416,0.2470158040523529,0.48711544275283813,0.3718377649784088,0.22068053483963013
derbyshire,0.190410777926445,0.19486694037914276,0.17684753239154816,0.13684304058551788,0.15563920140266418,0.21964159607887268,0.21077170968055725,0.14948789775371552,0.14236398041248322,0.19486694037914276,0.18591465055942535,0.10152211040258408
arrangement,0.2718643844127655,0.1925918459892273,0.290839284658432,0.1003909707069397,0.14763572812080383,0.29160788655281067,0.32292744517326355,0.2835167348384857,0.30165839195251465,0.1925918459892273,0.239437535405159,0.11038770526647568
served,0.1625121384859085,0.35597074031829834,0.25209251046180725,0.14839519560337067,0.1379188895225525,0.09491900354623795,0.0837009996175766,0.11241386830806732,0.15149153769016266,0.35597074031829834,0.3078838586807251,0.117141492664814
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.2232367992401123,0.4137537479400635,0.4316047728061676,0.23508994281291962,0.21865783631801605,0.45456063747406006,0.3120402991771698,0.31091248989105225
with,0.5075214505195618,0.27411898970603943,0.4223487675189972,0.1975114792585373,0.26700887084007263,0.4154358208179474,0.36358317732810974,0.24073785543441772,0.22438909113407135,0.27411898970603943,0.3047430217266083,0.2433311939239502
minor,0.16065940260887146,0.1607157588005066,0.2544519603252411,0.2611742913722992,0.16891175508499146,0.2128409892320633,0.23920109868049622,0.1503390371799469,0.25610119104385376,0.1607157588005066,0.13444973528385162,0.21100293099880219
edits,0.24625730514526367,0.16741199791431427,0.2152666449546814,0.272122859954834,0.18069463968276978,0.34830132126808167,0.40818312764167786,0.17209234833717346,0.11452653259038925,0.16741199791431427,0.17288550734519958,0.4019436240196228
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.2232367992401123,0.4137537479400635,0.4316047728061676,0.23508994281291962,0.21865783631801605,0.45456063747406006,0.3120402991771698,0.31091248989105225
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.2661714553833008,0.22911055386066437,0.4735107421875,0.43993282318115234,0.2790030837059021,0.23320047557353973,0.3677520453929901,0.35160550475120544,0.27043893933296204
the,0.5091903209686279,0.48711544275283813,1.0,0.3698786795139313,0.2507155239582062,0.5473989248275757,0.6274310946464539,0.4037000238895416,0.2470158040523529,0.48711544275283813,0.3718377649784088,0.22068053483963013
theme,0.1518925577402115,0.21860456466674805,0.2470158040523529,0.19624456763267517,0.20135252177715302,0.22944191098213196,0.21212080121040344,0.29133370518684387,0.9999998807907104,0.21860456466674805,0.19152973592281342,0.21507632732391357
tune,0.18932923674583435,0.18018974363803864,0.22937244176864624,0.10716978460550308,0.1705506294965744,0.2466900497674942,0.19433817267417908,0.18398034572601318,0.41423365473747253,0.18018974363803864,0.2264809012413025,0.19689199328422546
up,0.3850642144680023,0.24070115387439728,0.38423117995262146,0.15019528567790985,0.19640566408634186,0.35427621006965637,0.37110671401023865,0.24083176255226135,0.13738784193992615,0.24070115387439728,0.2526317238807678,0.1819818764925003
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.30156898498535156,0.22382742166519165,0.5436353087425232,0.5759071707725525,0.30182456970214844,0.20641355216503143,0.3636345863342285,0.40058770775794983,0.29463258385658264
the,0.5091903209686279,0.48711544275283813,1.0,0.3698786795139313,0.2507155239582062,0.5473989248275757,0.6274310946464539,0.4037000238895416,0.2470158040523529,0.48711544275283813,0.3718377649784088,0.22068053483963013
end,0.3228412866592407,0.19220198690891266,0.39658910036087036,0.413840651512146,0.24212270975112915,0.3221861720085144,0.33479824662208557,0.19773522019386292,0.2778531610965729,0.19220198690891266,0.21065300703048706,0.12543344497680664
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.3052992522716522,0.1598338931798935,0.41498205065727234,0.45148900151252747,0.30228546261787415,0.17537155747413635,0.4069072902202606,0.3075267970561981,0.1826142966747284
season,0.1977832019329071,0.24797968566417694,0.2507155239582062,0.24131526052951813,1.0,0.21767571568489075,0.22691239416599274,0.19544589519500732,0.20135252177715302,0.24797968566417694,0.1434340626001358,0.16793298721313477
17,0.06161060184240341,0.06704052537679672,0.10537172853946686,0.07501407712697983,0.16613055765628815,0.06265442073345184,0.06239371374249458,0.19362995028495789,0.02438138611614704,0.06704052537679672,0.09580233693122864,0.17603135108947754
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.290768563747406,0.1242075115442276,0.2264307141304016,0.3388223350048065,0.24095207452774048,0.17606106400489807,0.2980341613292694,0.19005385041236877,0.40561532974243164
1979–80,0.20623406767845154,-0.06077699363231659,0.13860522210597992,0.1660005897283554,0.18186160922050476,0.21787817776203156,0.1778067648410797,-0.0291023887693882,0.04937731847167015,-0.06077699363231659,0.11013656854629517,0.1110924780368805
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.30915912985801697,0.14535100758075714,0.23478686809539795,0.3621573746204376,0.24932408332824707,0.16467611491680145,0.3267642855644226,0.1905621439218521,0.42300865054130554
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.3548945486545563,0.24674734473228455,0.4460422694683075,0.500583827495575,0.275844931602478,0.2135048359632492,0.40146201848983765,0.33111312985420227,0.4130953550338745
