,what,is,another,word,for,the,earth,'s,upper,mantle,?
in,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.19815877079963684,0.4322226941585541,0.6662389636039734,0.18566735088825226,-0.037580832839012146,0.27419501543045044,0.12298760563135147,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2835540175437927,0.4739971458911896,1.0,0.2801888585090637,-0.01540423184633255,0.35289278626441956,0.24731530249118805,0.22068053483963013
1960s,-0.17530474066734314,0.053287625312805176,-0.1258394718170166,-0.009172472171485424,-0.13260865211486816,-0.06868536025285721,-0.045589692890644073,0.03265397250652313,0.08831492811441422,0.042245540767908096,-0.08257022500038147
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.24605005979537964,0.4464869201183319,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.22235287725925446,0.15361756086349487,0.31091248989105225
a,0.3320399522781372,0.658733606338501,0.6191956996917725,0.3246598243713379,0.44038116931915283,0.5829201340675354,0.21121151745319366,0.04866964742541313,0.26226839423179626,0.16546060144901276,0.23916715383529663
series,0.17328087985515594,0.20355552434921265,0.1687842309474945,0.08282117545604706,0.2715710699558258,0.31376904249191284,0.23707154393196106,0.0006390819908119738,0.11932548880577087,0.16856136918067932,0.1709602326154709
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.23799116909503937,0.4185989499092102,0.733189046382904,0.2329314798116684,-0.03817026689648628,0.25818127393722534,0.19364143908023834,0.1826142966747284
discoveries,0.21252432465553284,0.17839635908603668,0.19067354500293732,0.0909295529127121,0.2391638159751892,0.296929270029068,0.2096988409757614,-0.06090160831809044,0.15814657509326935,0.21529142558574677,0.1343231350183487
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.24605005979537964,0.4464869201183319,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.22235287725925446,0.15361756086349487,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2835540175437927,0.4739971458911896,1.0,0.2801888585090637,-0.01540423184633255,0.35289278626441956,0.24731530249118805,0.22068053483963013
most,0.3219912350177765,0.41165053844451904,0.3596593141555786,0.18270719051361084,0.3906237483024597,0.47635307908058167,0.23000380396842957,0.024445664137601852,0.18505915999412537,0.1820906102657318,0.2107497900724411
important,0.31164905428886414,0.350485235452652,0.32454603910446167,0.2231571227312088,0.3458578288555145,0.39348116517066956,0.2135116308927536,-0.0359678789973259,0.1185004860162735,0.11361367255449295,0.17812499403953552
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.23799116909503937,0.4185989499092102,0.733189046382904,0.2329314798116684,-0.03817026689648628,0.25818127393722534,0.19364143908023834,0.1826142966747284
which,0.5261979103088379,0.4457404911518097,0.5561438798904419,0.3399123549461365,0.44095608592033386,0.6521818041801453,0.26013901829719543,0.03856118768453598,0.2984105050563812,0.3182186186313629,0.25814583897590637
was,0.22111038863658905,0.5810302495956421,0.34961897134780884,0.20755049586296082,0.3863949179649353,0.48711544275283813,0.18661361932754517,0.008974763564765453,0.16268539428710938,0.15010838210582733,0.18412111699581146
seafloor,0.2143954187631607,0.23558688163757324,0.2268604189157486,0.15285491943359375,0.20042243599891663,0.33544355630874634,0.4015771448612213,-0.009987762197852135,0.2965845763683319,0.474693238735199,0.17226876318454742
spreading,0.29376479983329773,0.23088431358337402,0.28365182876586914,0.2524857223033905,0.24025823175907135,0.3464648723602295,0.20524802803993225,-0.009455624967813492,0.14818735420703888,0.24395842850208282,0.18905867636203766
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.24605005979537964,0.4464869201183319,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.22235287725925446,0.15361756086349487,0.31091248989105225
showed,0.23458190262317657,0.1980302482843399,0.2467062622308731,0.09435651451349258,0.27973151206970215,0.3101346790790558,0.18004150688648224,0.01130695454776287,0.19971264898777008,0.1541462540626526,0.17389845848083496
that,0.6297725439071655,0.3995479643344879,0.5273378491401672,0.31071701645851135,0.4137635827064514,0.5473989248275757,0.33014219999313354,0.04397977516055107,0.19780731201171875,0.2387177050113678,0.32716336846351624
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2835540175437927,0.4739971458911896,1.0,0.2801888585090637,-0.01540423184633255,0.35289278626441956,0.24731530249118805,0.22068053483963013
earth,0.25883176922798157,0.26888176798820496,0.23142755031585693,0.16510836780071259,0.20491120219230652,0.2801888585090637,1.0,0.0661235973238945,0.1664598137140274,0.4542229175567627,0.17717236280441284
's,0.02692362666130066,0.02396530658006668,0.026405371725559235,0.0292508564889431,-0.07241261005401611,-0.01540423184633255,0.0661235973238945,0.9999999403953552,0.01445639319717884,-0.043731871992349625,-0.023395681753754616
lithosphere,0.22349202632904053,0.26867392659187317,0.22511714696884155,0.16194003820419312,0.17528744041919708,0.28085029125213623,0.5578895211219788,-0.017332687973976135,0.37513282895088196,0.6037241816520691,0.1646844744682312
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.24605005979537964,0.4464869201183319,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.22235287725925446,0.15361756086349487,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.5561438798904419,0.3399123549461365,0.44095608592033386,0.6521818041801453,0.26013901829719543,0.03856118768453598,0.2984105050563812,0.3182186186313629,0.25814583897590637
includes,0.17138352990150452,0.4033885896205902,0.17415325343608856,0.1954764723777771,0.3552350699901581,0.3388250470161438,0.09892898052930832,-0.0293574221432209,0.11944089084863663,0.10200092941522598,0.14011523127555847
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2835540175437927,0.4739971458911896,1.0,0.2801888585090637,-0.01540423184633255,0.35289278626441956,0.24731530249118805,0.22068053483963013
crust,0.22092486917972565,0.2493407428264618,0.1799187809228897,0.10931645333766937,0.1378122717142105,0.22538691759109497,0.52252197265625,-0.01568504609167576,0.2159949392080307,0.5828907489776611,0.1887258142232895
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.20273149013519287,0.5064792633056641,0.5171257257461548,0.27524080872535706,0.06895173341035843,0.2172592729330063,0.19090498983860016,0.20544172823429108
rigid,0.20563605427742004,0.2156284600496292,0.2068423628807068,0.14872445166110992,0.15037065744400024,0.21878214180469513,0.2312541902065277,0.03122038021683693,0.2114429473876953,0.39933377504348755,0.12727688252925873
uppermost,0.2495148926973343,0.3527969419956207,0.3020452857017517,0.12695877254009247,0.1912417858839035,0.42913731932640076,0.36624985933303833,0.003344533499330282,0.7288137674331665,0.5477229356765747,0.12623976171016693
portion,0.287394255399704,0.317487508058548,0.2651921510696411,0.18010087311267853,0.14566263556480408,0.42017096281051636,0.1612396389245987,-0.014645480550825596,0.26335451006889343,0.2370789498090744,0.11719609797000885
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.23799116909503937,0.4185989499092102,0.733189046382904,0.2329314798116684,-0.03817026689648628,0.25818127393722534,0.19364143908023834,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2835540175437927,0.4739971458911896,1.0,0.2801888585090637,-0.01540423184633255,0.35289278626441956,0.24731530249118805,0.22068053483963013
upper,0.1592642068862915,0.2177516371011734,0.1494065225124359,0.08719321340322495,0.12166716158390045,0.35289278626441956,0.1664598137140274,0.01445639319717884,1.0000001192092896,0.3616568446159363,0.051342256367206573
mantle,0.20894600450992584,0.21450211107730865,0.16693325340747833,0.1269424855709076,0.11542624980211258,0.24731530249118805,0.4542229175567627,-0.043731871992349625,0.3616568446159363,1.0,0.16224074363708496
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.24605005979537964,0.4464869201183319,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.22235287725925446,0.15361756086349487,0.31091248989105225
is,0.28837618231773376,1.0,0.41278526186943054,0.29004693031311035,0.43268078565597534,0.5823672413825989,0.26888176798820496,0.02396530658006668,0.2177516371011734,0.21450211107730865,0.22961433231830597
separated,0.18778635561466217,0.18671321868896484,0.25769221782684326,0.19295018911361694,0.13215556740760803,0.27899038791656494,0.19091524183750153,0.009744350798428059,0.2338138371706009,0.21228225529193878,0.0923643484711647
