,where,do,apicomplexans,store,energy,?
apicomplexans,0.28172066807746887,0.34538936614990234,0.9999998807907104,0.22661985456943512,0.25888699293136597,0.23464730381965637
store,0.2724713087081909,0.22585466504096985,0.22661985456943512,1.0,0.2687312364578247,0.17555226385593414
their,0.3356108069419861,0.35424983501434326,0.381574809551239,0.24125126004219055,0.2549895644187927,0.1898253709077835
energy,0.21021723747253418,0.21968168020248413,0.25888699293136597,0.2687312364578247,1.0000001192092896,0.14860127866268158
in,0.5344807505607605,0.23402775824069977,0.29351377487182617,0.3481425344944,0.17693158984184265,0.20430970191955566
amylopectin,0.22556447982788086,0.34018874168395996,0.5668400526046753,0.30676719546318054,0.36879459023475647,0.2531769871711731
starch,0.20085912942886353,0.2514069080352783,0.46845027804374695,0.3659400939941406,0.4449526071548462,0.1948019117116928
granules,0.1944318264722824,0.22485478222370148,0.5664713978767395,0.19222471117973328,0.3703930079936981,0.15524077415466309
that,0.4876193106174469,0.44533252716064453,0.36001303791999817,0.22256715595722198,0.2617390751838684,0.32716336846351624
are,0.32389864325523376,0.41111594438552856,0.4530037045478821,0.20947717130184174,0.24820072948932648,0.24591213464736938
located,0.350632905960083,0.17801830172538757,0.23773230612277985,0.16085709631443024,0.12124821543693542,0.08983194828033447
in,0.5344807505607605,0.23402775824069977,0.29351377487182617,0.3481425344944,0.17693158984184265,0.20430970191955566
their,0.3356108069419861,0.35424983501434326,0.381574809551239,0.24125126004219055,0.2549895644187927,0.1898253709077835
cytoplasm,0.22991377115249634,0.2390817254781723,0.5659264922142029,0.25968778133392334,0.36804312467575073,0.1524042785167694
",",0.3149496018886566,0.3283645510673523,0.3248426616191864,0.27140161395072937,0.21156731247901917,0.31091248989105225
even,0.35960274934768677,0.4404686391353607,0.3443266749382019,0.17870914936065674,0.22146748006343842,0.30082517862319946
though,0.34659990668296814,0.3790329694747925,0.37510761618614197,0.18940846621990204,0.19281087815761566,0.3188856542110443
they,0.43078136444091797,0.4667694866657257,0.41929563879966736,0.28481075167655945,0.26228758692741394,0.2753053903579712
are,0.32389864325523376,0.41111594438552856,0.4530037045478821,0.20947717130184174,0.24820072948932648,0.24591213464736938
nonphotosynthetic,0.23700720071792603,0.29266357421875,0.5241444110870361,0.28264015913009644,0.4724639058113098,0.1846344918012619
.,0.41390106081962585,0.3613996207714081,0.3341436982154846,0.2638673484325409,0.22292809188365936,0.4130953550338745
