,of,warsaw,'s,inhabitants,in,1901,",",what,percentage,was,catholic,?
according,0.3307822346687317,0.10470367968082428,-0.0037221983075141907,0.22857853770256042,0.29259276390075684,0.013727563433349133,0.3107093870639801,0.2776208221912384,0.18052242696285248,0.31116798520088196,0.15710529685020447,0.21173474192619324
to,0.41548454761505127,0.1953994333744049,0.03782717138528824,0.17665912210941315,0.45010748505592346,-0.024875154718756676,0.44245919585227966,0.455847829580307,0.25744274258613586,0.3636345863342285,0.2619607746601105,0.29463258385658264
the,0.733189046382904,0.23137180507183075,-0.01540423184633255,0.2644902467727661,0.6662389636039734,0.01573479175567627,0.4933079481124878,0.42745697498321533,0.2736506462097168,0.48711544275283813,0.26391419768333435,0.22068053483963013
1901,0.09594502300024033,-0.012067366391420364,0.09739921987056732,-0.06393679976463318,-0.01662074401974678,1.0000001192092896,0.02599540539085865,-0.07605163753032684,-0.03696262836456299,-0.008113718591630459,-0.07469522953033447,-0.041070252656936646
census,0.19615516066551208,0.13932354748249054,-0.02488090842962265,0.43237558007240295,0.2571312189102173,-0.019547389820218086,0.2530386745929718,0.2061002552509308,0.27352070808410645,0.1721275895833969,0.19895467162132263,0.12548218667507172
",",0.4946078956127167,0.25300899147987366,-0.0016132977325469255,0.2508344054222107,0.5201468467712402,0.02599540539085865,1.0000001192092896,0.3087472915649414,0.21945469081401825,0.45456063747406006,0.2713983952999115,0.31091248989105225
out,0.34176841378211975,0.10430089384317398,0.0021837172098457813,0.14867420494556427,0.3576207756996155,-0.03214217349886894,0.3161109685897827,0.3633197546005249,0.2497665137052536,0.28168347477912903,0.20937305688858032,0.22020699083805084
of,1.0,0.19253842532634735,-0.03817026689648628,0.26628780364990234,0.5696388483047485,0.09594502300024033,0.4946078956127167,0.33290785551071167,0.24724560976028442,0.4069072902202606,0.3452084958553314,0.1826142966747284
"711,988",0.23239538073539734,0.2807043790817261,-0.08086556941270828,0.021568039432168007,0.15355929732322693,0.02684847079217434,0.11560411006212234,0.0362110435962677,0.10231273621320724,0.21456320583820343,0.12589307129383087,0.08115584403276443
inhabitants,0.26628780364990234,0.19971264898777008,0.05056171491742134,1.0000001192092896,0.29904377460479736,-0.06393679976463318,0.2508344054222107,0.14762155711650848,0.22486861050128937,0.2085801661014557,0.2531570494174957,0.1312350630760193
56.2,0.2813231348991394,0.35300031304359436,0.018849648535251617,0.2901868522167206,0.15329475700855255,0.08503976464271545,0.29235735535621643,0.10557471215724945,0.11027582734823227,0.18462179601192474,0.19905789196491241,0.20704051852226257
%,0.19953428208827972,0.09878579527139664,0.031266406178474426,0.34079015254974365,0.19465309381484985,-0.04127652198076248,0.22757403552532196,0.20738190412521362,0.5639340281486511,0.11743833869695663,0.19130167365074158,0.21441808342933655
were,0.34038281440734863,0.18216076493263245,0.007088581565767527,0.24573756754398346,0.3815755248069763,0.021275173872709274,0.36755475401878357,0.22298263013362885,0.2134767770767212,0.590133786201477,0.2294636070728302,0.17890112102031708
catholics,0.3054737448692322,0.22003144025802612,0.09235575050115585,0.2933197319507599,0.20728369057178497,-0.025241641327738762,0.2824510335922241,0.2566930949687958,0.24587275087833405,0.2618641257286072,0.8498657941818237,0.17714823782444
",",0.4946078956127167,0.25300899147987366,-0.0016132977325469255,0.2508344054222107,0.5201468467712402,0.02599540539085865,1.0000001192092896,0.3087472915649414,0.21945469081401825,0.45456063747406006,0.2713983952999115,0.31091248989105225
35.7,0.04454684630036354,-0.04508567601442337,0.012480308301746845,-0.039326999336481094,0.05997404828667641,-0.055018194019794464,0.056101758033037186,0.1622350662946701,-0.014860833995044231,0.07882265001535416,-0.053466372191905975,0.029543422162532806
%,0.19953428208827972,0.09878579527139664,0.031266406178474426,0.34079015254974365,0.19465309381484985,-0.04127652198076248,0.22757403552532196,0.20738190412521362,0.5639340281486511,0.11743833869695663,0.19130167365074158,0.21441808342933655
jews,0.2207300066947937,0.2863190770149231,0.017030835151672363,0.2914930582046509,0.2334136962890625,0.022231541574001312,0.27184903621673584,0.22131574153900146,0.1891186386346817,0.1935933530330658,0.40418440103530884,0.16730794310569763
",",0.4946078956127167,0.25300899147987366,-0.0016132977325469255,0.2508344054222107,0.5201468467712402,0.02599540539085865,1.0000001192092896,0.3087472915649414,0.21945469081401825,0.45456063747406006,0.2713983952999115,0.31091248989105225
5,0.1043979674577713,0.17652776837348938,-0.00032236112747341394,0.07837554067373276,0.0862177163362503,-0.006471559405326843,0.10738879442214966,0.09269922226667404,0.0077420491725206375,-0.020029501989483833,0.0036639822646975517,0.06222071498632431
%,0.19953428208827972,0.09878579527139664,0.031266406178474426,0.34079015254974365,0.19465309381484985,-0.04127652198076248,0.22757403552532196,0.20738190412521362,0.5639340281486511,0.11743833869695663,0.19130167365074158,0.21441808342933655
