,where,did,apollo,1,'s,crew,conduct,tests,at,kennedy,space,center,?
they,0.43078136444091797,0.4879390597343445,0.20052532851696014,-0.2891935706138611,0.03738465905189514,0.20429614186286926,0.23458507657051086,0.293801873922348,0.29493749141693115,0.1910565197467804,0.19572578370571136,0.15221551060676575,0.2753053903579712
trained,0.2881280183792114,0.3202816843986511,0.12662896513938904,-0.21647809445858002,-0.017236167564988136,0.2328946739435196,0.2400314062833786,0.2487199306488037,0.2401636391878128,0.15331406891345978,0.08460064977407455,0.16192589700222015,0.14453530311584473
and,0.43859338760375977,0.34479495882987976,0.15251155197620392,-0.20516018569469452,0.06895173341035843,0.22802916169166565,0.2281462550163269,0.24490387737751007,0.3571503460407257,0.22218705713748932,0.22901733219623566,0.28670641779899597,0.20544172823429108
conducted,0.24747532606124878,0.2465403974056244,0.16067716479301453,-0.10859827697277069,-0.011587770655751228,0.20147274434566498,0.7445974349975586,0.26470011472702026,0.2766328454017639,0.13128291070461273,0.15321770310401917,0.1447198987007141,0.1105341762304306
tests,0.23362746834754944,0.23031574487686157,0.27316954731941223,-0.19568586349487305,0.009089943021535873,0.20060676336288452,0.2097947746515274,0.9999999403953552,0.19710280001163483,0.10695238411426544,0.16999498009681702,0.16841620206832886,0.18650490045547485
of,0.38066378235816956,0.2513895630836487,0.1786269098520279,-0.09473495930433273,-0.03817026689648628,0.20427432656288147,0.22399970889091492,0.20151495933532715,0.42558613419532776,0.1657739132642746,0.21300287544727325,0.24526838958263397,0.1826142966747284
their,0.3356108069419861,0.38078752160072327,0.1484338790178299,-0.33722230792045593,-0.005530759692192078,0.18931342661380768,0.25307026505470276,0.2561627924442291,0.23641370236873627,0.17850454151630402,0.1777881532907486,0.12172301113605499,0.1898253709077835
spacecraft,0.20317550003528595,0.13561677932739258,0.5222378373146057,-0.09230339527130127,-0.055100977420806885,0.4336627721786499,0.19030731916427612,0.2882740795612335,0.14872674643993378,0.2312728315591812,0.6220287084579468,0.22554470598697662,0.17708687484264374
at,0.4402937591075897,0.28390252590179443,0.16096128523349762,-0.032697923481464386,-0.08481216430664062,0.13483546674251556,0.17227941751480103,0.19710280001163483,1.0,0.23688986897468567,0.17771656811237335,0.29677248001098633,0.21978627145290375
north,0.23586879670619965,0.16732536256313324,0.06904546916484833,0.08195392787456512,0.06196961551904678,0.218119814991951,0.08168000727891922,0.15321221947669983,0.2535056173801422,0.06690383702516556,0.09438390284776688,0.26633593440055847,0.11829731613397598
american,0.1501617580652237,0.21486236155033112,0.15311019122600555,-0.27317798137664795,0.01565130427479744,0.2150454819202423,0.1377183049917221,0.11862196028232574,0.16126874089241028,0.22192241251468658,0.17944064736366272,0.19213251769542694,0.18877598643302917
",",0.3149496018886566,0.3015086054801941,0.19808128476142883,-0.15742997825145721,-0.0016132977325469255,0.2217068374156952,0.19693340361118317,0.1946844905614853,0.38314947485923767,0.3363509774208069,0.2285580337047577,0.1905742734670639,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.15251155197620392,-0.20516018569469452,0.06895173341035843,0.22802916169166565,0.2281462550163269,0.24490387737751007,0.3571503460407257,0.22218705713748932,0.22901733219623566,0.28670641779899597,0.20544172823429108
in,0.5344807505607605,0.2593238651752472,0.1461767554283142,-0.10660158097743988,-0.037580832839012146,0.18897703289985657,0.2630637288093567,0.20042650401592255,0.4374977946281433,0.10888300836086273,0.17648501694202423,0.27253323793411255,0.20430970191955566
the,0.5003893971443176,0.34736719727516174,0.2169172167778015,-0.1554475575685501,-0.01540423184633255,0.25329816341400146,0.24627962708473206,0.24070581793785095,0.457212895154953,0.20303435623645782,0.24495907127857208,0.29064592719078064,0.22068053483963013
altitude,0.23206697404384613,0.09068340808153152,0.1666635423898697,0.13268357515335083,0.021896332502365112,0.19318033754825592,0.07977287471294403,0.19638913869857788,0.28208163380622864,0.12767700850963593,0.22764664888381958,0.2577763497829437,0.10065968334674835
