,what,department,store,is,thought,to,be,the,first,in,the,world,?
newcastle,0.16276082396507263,0.18576107919216156,0.09673910588026047,0.1841045320034027,0.18031218647956848,0.23559264838695526,0.15002311766147614,0.2253497689962387,0.2823651134967804,0.19270820915699005,0.2253497689962387,0.1675499528646469,0.0902252271771431
store,0.18931551277637482,0.2920752465724945,1.0,0.24926087260246277,0.08982209861278534,0.303510457277298,0.2050829976797104,0.2639283239841461,0.14821122586727142,0.3481425344944,0.2639283239841461,0.15852484107017517,0.17555226385593414
bainbridge,0.16014397144317627,0.25959062576293945,0.22684049606323242,0.20226706564426422,0.19017356634140015,0.20779484510421753,0.16608932614326477,0.2501073181629181,0.22033651173114777,0.27472102642059326,0.2501073181629181,0.18027548491954803,0.2025415301322937
's,0.02692362666130066,-0.0554250031709671,0.02149244211614132,0.02396530658006668,0.04379833862185478,0.03782717138528824,0.025217169895768166,-0.01540423184633255,-0.014458609744906425,-0.037580832839012146,-0.01540423184633255,0.11877062171697617,-0.023395681753754616
",",0.3087472915649414,0.2484075129032135,0.27140161395072937,0.4691906273365021,0.2965437173843384,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.34503069519996643,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.31091248989105225
opened,0.14500318467617035,0.23581485450267792,0.3541247546672821,0.15947836637496948,0.1448410004377365,0.18903055787086487,0.16417944431304932,0.28544309735298157,0.2630454897880554,0.2972770035266876,0.28544309735298157,0.21536852419376373,0.1934700310230255
in,0.30808621644973755,0.3254720866680145,0.3481425344944,0.5394441485404968,0.24524326622486115,0.45010748505592346,0.3481820821762085,0.6662389636039734,0.4127444326877594,1.0,0.6662389636039734,0.3038199245929718,0.20430970191955566
1838,-0.05680972337722778,-0.09181378036737442,0.01782829314470291,-0.06300888955593109,-0.03646762669086456,-0.022671736776828766,0.027944566681981087,-0.02885512076318264,-0.031780075281858444,-0.062446266412734985,-0.02885512076318264,-0.03565668314695358,-0.11696195602416992
",",0.3087472915649414,0.2484075129032135,0.27140161395072937,0.4691906273365021,0.2965437173843384,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.34503069519996643,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.31091248989105225
is,0.28837618231773376,0.22835731506347656,0.24926087260246277,1.0,0.28001952171325684,0.42745086550712585,0.4819129705429077,0.5823672413825989,0.30889374017715454,0.5394441485404968,0.5823672413825989,0.24458536505699158,0.22961433231830597
often,0.3849453330039978,0.17442628741264343,0.1714496612548828,0.3856629431247711,0.36946478486061096,0.4351843297481537,0.463177889585495,0.38004449009895325,0.26239994168281555,0.3380797803401947,0.38004449009895325,0.23042024672031403,0.23748154938220978
cited,0.28291428089141846,0.15369313955307007,0.07902789860963821,0.2182154804468155,0.2610846757888794,0.17193306982517242,0.28031376004219055,0.2582094371318817,0.185808464884758,0.21365566551685333,0.2582094371318817,0.17513281106948853,0.32995760440826416
as,0.31749409437179565,0.17185625433921814,0.1751573234796524,0.43216490745544434,0.3461970388889313,0.42092081904411316,0.5230465531349182,0.48381632566452026,0.33842000365257263,0.3887844979763031,0.48381632566452026,0.22848254442214966,0.27043893933296204
the,0.42745697498321533,0.32582083344459534,0.2639283239841461,0.5823672413825989,0.3509289622306824,0.535392165184021,0.4248143136501312,1.0,0.49448907375335693,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
world,0.21669597923755646,0.21057160198688507,0.15852484107017517,0.24458536505699158,0.3198055326938629,0.26213452219963074,0.2187124341726303,0.33604270219802856,0.31190985441207886,0.3038199245929718,0.33604270219802856,1.0000001192092896,0.17579582333564758
’,-0.01733604073524475,0.0018867946928367019,0.10339920222759247,0.024411404505372047,-0.02632128819823265,0.00253736088052392,-0.06709875911474228,-0.04090067744255066,0.043459873646497726,-0.04677301645278931,-0.04090067744255066,0.02615460380911827,0.045561522245407104
s,0.3634900748729706,0.16349166631698608,0.19951632618904114,0.3467119336128235,0.3414223790168762,0.35941416025161743,0.24300897121429443,0.46610721945762634,0.33876267075538635,0.3340029716491699,0.46610721945762634,0.3157685399055481,0.25130221247673035
first,0.28086137771606445,0.1776544749736786,0.14821122586727142,0.30889374017715454,0.2547401189804077,0.3792489171028137,0.29818081855773926,0.49448907375335693,1.0,0.4127444326877594,0.49448907375335693,0.31190985441207886,0.18701928853988647
department,0.20655807852745056,0.9999998807907104,0.2920752465724945,0.22835731506347656,0.14810049533843994,0.22088827192783356,0.16264782845973969,0.32582083344459534,0.1776544749736786,0.3254720866680145,0.32582083344459534,0.21057160198688507,0.1343645304441452
store,0.18931551277637482,0.2920752465724945,1.0,0.24926087260246277,0.08982209861278534,0.303510457277298,0.2050829976797104,0.2639283239841461,0.14821122586727142,0.3481425344944,0.2639283239841461,0.15852484107017517,0.17555226385593414
.,0.3567904531955719,0.2694511413574219,0.2638673484325409,0.4569662809371948,0.3521888852119446,0.4645031690597534,0.4383580684661865,0.5934505462646484,0.4345304071903229,0.5591574311256409,0.5934505462646484,0.3177160322666168,0.4130953550338745
,what,department,store,is,thought,to,be,the,first,in,the,world,?
john,0.18237407505512238,0.14108723402023315,0.1489502638578415,0.16449548304080963,0.21057581901550293,0.2070634365081787,0.1672002226114273,0.2230520099401474,0.2870165705680847,0.22177861630916595,0.2230520099401474,0.1892431378364563,0.13162356615066528
lewis,0.1725902110338211,0.12967590987682343,0.09964395314455032,0.19331887364387512,0.19162201881408691,0.1887945681810379,0.19303053617477417,0.2039148360490799,0.24138006567955017,0.22841347754001617,0.2039148360490799,0.15344178676605225,0.153382807970047
is,0.28837618231773376,0.22835731506347656,0.24926087260246277,1.0,0.28001952171325684,0.42745086550712585,0.4819129705429077,0.5823672413825989,0.30889374017715454,0.5394441485404968,0.5823672413825989,0.24458536505699158,0.22961433231830597
still,0.4548931419849396,0.1610531061887741,0.20516952872276306,0.3574111759662628,0.37622207403182983,0.41205283999443054,0.4066932499408722,0.40142056345939636,0.33286094665527344,0.3424699008464813,0.40142056345939636,0.27459192276000977,0.3039587736129761
known,0.20381177961826324,0.10826250910758972,0.13157981634140015,0.41921812295913696,0.3826667070388794,0.14337651431560516,0.15196610987186432,0.3624623417854309,0.274125337600708,0.32641831040382385,0.3624623417854309,0.24694333970546722,0.18314571678638458
