,what,class,sizes,can,make,keeping,order,difficult,?
where,0.4457937180995941,0.19154156744480133,0.19369690120220184,0.3773181736469269,0.2980242967605591,0.19003355503082275,0.16017383337020874,0.3255346715450287,0.24793872237205505
school,0.18774057924747467,0.24335022270679474,0.09454009681940079,0.09772772341966629,0.13510222733020782,0.08094003051519394,0.10875319689512253,0.1024167388677597,0.15091250836849213
class,0.16880196332931519,1.0,0.18874098360538483,0.14804822206497192,0.1138315424323082,0.16156715154647827,0.29659363627433777,0.174441397190094,0.12778934836387634
sizes,0.24140392243862152,0.18874098360538483,1.0000001192092896,0.39535191655158997,0.3364928066730499,0.13620921969413757,0.1742851287126541,0.2883871793746948,0.19520455598831177
are,0.29724663496017456,0.1495869755744934,0.40432482957839966,0.5408529043197632,0.4522273540496826,0.31186816096305847,0.22330260276794434,0.3366478681564331,0.24591213464736938
typically,0.2460547685623169,0.2488412708044052,0.360007107257843,0.4739748239517212,0.3214651346206665,0.2963547110557556,0.21345588564872742,0.37733176350593567,0.14485043287277222
40,-0.05768606811761856,-0.08425096422433853,0.057231541723012924,0.06478159874677658,0.09677983820438385,-0.08395390957593918,-0.08178944885730743,-0.030825158581137657,0.010195288807153702
to,0.455847829580307,0.18696844577789307,0.25150856375694275,0.4979398250579834,0.497876912355423,0.2579748034477234,0.35544881224632263,0.4417358338832855,0.29463258385658264
50,-0.04124141484498978,-0.11398421227931976,-0.01610543020069599,0.029998835176229477,0.06736696511507034,-0.017606524750590324,0.038355182856321335,0.04282287135720253,0.030512850731611252
students,0.2380729615688324,0.26189082860946655,0.20079436898231506,0.16829217970371246,0.17995160818099976,0.09466395527124405,0.1669643670320511,0.2587570548057556,0.18017297983169556
",",0.3087472915649414,0.1753857135772705,0.23186881840229034,0.3139454126358032,0.324553906917572,0.2560509443283081,0.22478096187114716,0.24675612151622772,0.31091248989105225
maintaining,0.22433091700077057,0.23193475604057312,0.20706850290298462,0.2662898898124695,0.29602575302124023,0.4823732078075409,0.21866975724697113,0.26988694071769714,0.20531877875328064
order,0.16634008288383484,0.29659363627433777,0.1742851287126541,0.23769167065620422,0.23977865278720856,0.20988085865974426,1.0000001192092896,0.25916439294815063,0.13725648820400238
in,0.30808621644973755,0.1761927455663681,0.16292738914489746,0.26527702808380127,0.268858402967453,0.20820458233356476,0.24184700846672058,0.2128705233335495,0.20430970191955566
the,0.42745697498321533,0.18034407496452332,0.20901863276958466,0.312528520822525,0.3146495521068573,0.271767258644104,0.3284194767475128,0.277450829744339,0.22068053483963013
classroom,0.2124699205160141,0.4242788255214691,0.18516020476818085,0.2507420778274536,0.19791848957538605,0.17171938717365265,0.19694174826145172,0.21265237033367157,0.23190370202064514
can,0.34502777457237244,0.14804822206497192,0.39535191655158997,1.0,0.4845520555973053,0.29522275924682617,0.23769167065620422,0.44322800636291504,0.3226337134838104
divert,0.1819566786289215,0.15758736431598663,0.14202474057674408,0.20442146062850952,0.24123480916023254,0.20986314117908478,0.19964000582695007,0.20751352608203888,0.10722190886735916
the,0.42745697498321533,0.18034407496452332,0.20901863276958466,0.312528520822525,0.3146495521068573,0.271767258644104,0.3284194767475128,0.277450829744339,0.22068053483963013
teacher,0.20492632687091827,0.24741962552070618,0.10689318180084229,0.15007992088794708,0.11971144378185272,0.10949809104204178,0.11353614181280136,0.19903290271759033,0.1797819435596466
from,0.2737620174884796,0.17733758687973022,0.18155129253864288,0.2516351342201233,0.24641869962215424,0.17624595761299133,0.1814235895872116,0.20629183948040009,0.19969791173934937
instruction,0.3581218719482422,0.14764149487018585,0.27716079354286194,0.3018132448196411,0.20709189772605896,0.1535705029964447,0.2656940519809723,0.2538480758666992,0.2353983372449875
",",0.3087472915649414,0.1753857135772705,0.23186881840229034,0.3139454126358032,0.324553906917572,0.2560509443283081,0.22478096187114716,0.24675612151622772,0.31091248989105225
leaving,0.2528557777404785,0.07289878278970718,0.06616159528493881,0.23348040878772736,0.3057822585105896,0.2788260281085968,0.08944693952798843,0.21111033856868744,0.11571593582630157
little,0.2614184617996216,0.13250114023685455,0.11896604299545288,0.2442726194858551,0.2402752786874771,0.2779669165611267,0.10802944004535675,0.23136615753173828,0.20336517691612244
opportunity,0.2871367037296295,0.1676667481660843,0.18908433616161346,0.26113995909690857,0.2862107455730438,0.15980546176433563,0.18503962457180023,0.3396680951118469,0.19524551928043365
for,0.3017193675041199,0.17833863198757172,0.2093404084444046,0.35690054297447205,0.386745423078537,0.3490813970565796,0.16561681032180786,0.3228081464767456,0.264628142118454
concentration,0.2389112114906311,0.1387212574481964,0.18239012360572815,0.2020321935415268,0.20215696096420288,0.13552650809288025,0.17562079429626465,0.20574553310871124,0.1292840540409088
and,0.31309178471565247,0.20710228383541107,0.2505899667739868,0.3675691485404968,0.4160483181476593,0.28098368644714355,0.2671266496181488,0.28586524724960327,0.20544172823429108
focus,0.32940709590911865,0.18096958100795746,0.16730576753616333,0.23224039375782013,0.2888350188732147,0.26326584815979004,0.13735231757164001,0.3369605839252472,0.23925252258777618
on,0.34226128458976746,0.1869632750749588,0.21156607568264008,0.2772369682788849,0.27031177282333374,0.2436402589082718,0.17813007533550262,0.22092533111572266,0.2714994251728058
what,0.9999998807907104,0.16880196332931519,0.24140392243862152,0.34502777457237244,0.3792211413383484,0.3156749904155731,0.16634008288383484,0.37928828597068787,0.5051238536834717
is,0.28837618231773376,0.1275252103805542,0.19924768805503845,0.44256699085235596,0.3331545889377594,0.22661545872688293,0.19403748214244843,0.29025518894195557,0.22961433231830597
being,0.3760843276977539,0.21679922938346863,0.15722538530826569,0.433290958404541,0.318569153547287,0.3642975091934204,0.23337748646736145,0.2740176022052765,0.26743772625923157
taught,0.25590506196022034,0.17958194017410278,0.09838952869176865,0.1488049030303955,0.15947496891021729,0.07246004790067673,0.13130761682987213,0.2525426745414734,0.18297621607780457
.,0.3567904531955719,0.24688394367694855,0.2359694093465805,0.35783761739730835,0.3547073304653168,0.23620791733264923,0.20712141692638397,0.23902733623981476,0.4130953550338745
