,what,do,msps,who,are,not,in,the,chamber,when,the,division,bell,rings,return,to,do,?
this,0.5489566326141357,0.34963881969451904,0.27941185235977173,0.3345087468624115,0.35762670636177063,0.557635486125946,0.45205554366111755,0.6274310946464539,0.17083218693733215,0.4959332048892975,0.6274310946464539,0.18374662101268768,0.1803245097398758,0.23770315945148468,0.25008323788642883,0.5759071707725525,0.34963881969451904,0.3155723512172699
``,0.008517155423760414,0.06628920882940292,0.2439134567975998,0.02397952415049076,0.12624181807041168,0.09406080842018127,0.04765888676047325,0.029072100296616554,0.001059419009834528,0.07174111902713776,0.029072100296616554,0.040902670472860336,-0.007116734515875578,0.06438528746366501,0.09640642255544662,0.06720756739377975,0.06628920882940292,0.0685480609536171
decision,0.32053670287132263,0.2038339078426361,0.2575784921646118,0.2630499601364136,0.1736466884613037,0.31816837191581726,0.2212151288986206,0.2905151844024658,0.12028588354587555,0.2485322803258896,0.2905151844024658,0.24736246466636658,0.16463525593280792,0.055873770266771317,0.207100510597229,0.35372841358184814,0.2038339078426361,0.2796577215194702
time,0.36319252848625183,0.27283716201782227,0.2486211359500885,0.36634087562561035,0.24188680946826935,0.3786478340625763,0.3431483507156372,0.43061500787734985,0.1584310531616211,0.4363728165626526,0.43061500787734985,0.14781084656715393,0.13043759763240814,0.19870325922966003,0.2599903643131256,0.3679993152618408,0.27283716201782227,0.27391523122787476
'',0.08143015950918198,-0.00043653504690155387,-0.07969585806131363,0.024401003494858742,0.0263817198574543,0.04262445494532585,0.07432962208986282,0.041273195296525955,-0.13510598242282867,-0.07688097655773163,0.041273195296525955,-0.02279486693441868,-0.0503389909863472,-0.038412388414144516,-0.07134611904621124,-0.009905828163027763,-0.00043653504690155387,0.018684765323996544
is,0.28837618231773376,0.30895981192588806,0.24139109253883362,0.24293622374534607,0.5330929756164551,0.3776007890701294,0.5394441485404968,0.5823672413825989,0.18098223209381104,0.3471449911594391,0.5823672413825989,0.20176531374454498,0.14570754766464233,0.1426813155412674,0.16104018688201904,0.42745086550712585,0.30895981192588806,0.22961433231830597
heralded,0.18729710578918457,0.27018842101097107,0.2632284164428711,0.14717453718185425,0.2598876357078552,0.2910647690296173,0.25030696392059326,0.33707308769226074,0.12758700549602509,0.22165870666503906,0.33707308769226074,0.15261897444725037,0.13481633365154266,0.2069149613380432,0.14194174110889435,0.28912264108657837,0.27018842101097107,0.14380741119384766
by,0.2455483376979828,0.1481526494026184,0.19317159056663513,0.39727845788002014,0.37842893600463867,0.291808545589447,0.370934396982193,0.4408751428127289,0.16238753497600555,0.4376842677593231,0.4408751428127289,0.18997035920619965,0.1957823783159256,0.1573311686515808,0.1380302906036377,0.33534231781959534,0.1481526494026184,0.17966607213020325
the,0.42745697498321533,0.30239659547805786,0.3199247419834137,0.3733934462070465,0.40399202704429626,0.4310511648654938,0.6662389636039734,1.0,0.2594704031944275,0.5091903209686279,1.0,0.26203617453575134,0.21121244132518768,0.2546970844268799,0.2543797492980957,0.535392165184021,0.30239659547805786,0.22068053483963013
sounding,0.31646448373794556,0.18781206011772156,0.18497112393379211,0.2611096203327179,0.2835613489151001,0.27494534850120544,0.13402564823627472,0.28343066573143005,0.23474745452404022,0.25840261578559875,0.28343066573143005,0.0912664458155632,0.22094173729419708,0.17134593427181244,0.1377323418855667,0.24474841356277466,0.18781206011772156,0.23389481008052826
of,0.33290785551071167,0.26150479912757874,0.32335641980171204,0.2827862501144409,0.39081433415412903,0.3307090103626251,0.5696388483047485,0.733189046382904,0.24295011162757874,0.3757161796092987,0.733189046382904,0.23579144477844238,0.1333046406507492,0.20517703890800476,0.20821265876293182,0.41548454761505127,0.26150479912757874,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,0.3199247419834137,0.3733934462070465,0.40399202704429626,0.4310511648654938,0.6662389636039734,1.0,0.2594704031944275,0.5091903209686279,1.0,0.26203617453575134,0.21121244132518768,0.2546970844268799,0.2543797492980957,0.535392165184021,0.30239659547805786,0.22068053483963013
division,0.19144181907176971,0.12946900725364685,0.2513526976108551,0.14196254312992096,0.1811521351337433,0.17225386202335358,0.2658538520336151,0.26203617453575134,0.09439322352409363,0.19591639935970306,0.26203617453575134,1.0,0.160895437002182,0.1291552186012268,0.07512746006250381,0.20332986116409302,0.12946900725364685,0.08900629729032516
bell,0.11654898524284363,0.02143111079931259,0.11866078525781631,0.18710675835609436,0.1370142549276352,0.10317153483629227,0.22285841405391693,0.21121244132518768,0.1411588042974472,0.16916251182556152,0.21121244132518768,0.160895437002182,0.9999999403953552,0.24077898263931274,0.14848704636096954,0.1508869081735611,0.02143111079931259,0.08332687616348267
",",0.3087472915649414,0.3283645510673523,0.24289752542972565,0.3365725874900818,0.4062570035457611,0.3769696354866028,0.5201468467712402,0.4933079481124878,0.211589053273201,0.36674630641937256,0.4933079481124878,0.24344468116760254,0.273518443107605,0.21637700498104095,0.20895273983478546,0.44245919585227966,0.3283645510673523,0.31091248989105225
which,0.5261979103088379,0.31153854727745056,0.3488379716873169,0.3688730001449585,0.42922598123550415,0.46766895055770874,0.4840516746044159,0.6521818041801453,0.26306310296058655,0.572554349899292,0.6521818041801453,0.27775809168815613,0.21285298466682434,0.2616823613643646,0.19066447019577026,0.5345056653022766,0.31153854727745056,0.25814583897590637
is,0.28837618231773376,0.30895981192588806,0.24139109253883362,0.24293622374534607,0.5330929756164551,0.3776007890701294,0.5394441485404968,0.5823672413825989,0.18098223209381104,0.3471449911594391,0.5823672413825989,0.20176531374454498,0.14570754766464233,0.1426813155412674,0.16104018688201904,0.42745086550712585,0.30895981192588806,0.22961433231830597
heard,0.31528279185295105,0.20279142260551453,0.13110987842082977,0.3183361291885376,0.22439809143543243,0.26415038108825684,0.18653900921344757,0.2628673017024994,0.2974303066730499,0.2838207185268402,0.2628673017024994,0.11487400531768799,0.21660785377025604,0.21568523347377777,0.21594016253948212,0.21589848399162292,0.20279142260551453,0.2273091822862625
throughout,0.2130906730890274,0.1495947390794754,0.1497993916273117,0.22343657910823822,0.29618778824806213,0.2689456343650818,0.46596065163612366,0.4158564507961273,0.12673158943653107,0.30454620718955994,0.4158564507961273,0.1665157675743103,0.1541505604982376,0.17657676339149475,0.20858535170555115,0.31226396560668945,0.1495947390794754,0.12665234506130219
the,0.42745697498321533,0.30239659547805786,0.3199247419834137,0.3733934462070465,0.40399202704429626,0.4310511648654938,0.6662389636039734,1.0,0.2594704031944275,0.5091903209686279,1.0,0.26203617453575134,0.21121244132518768,0.2546970844268799,0.2543797492980957,0.535392165184021,0.30239659547805786,0.22068053483963013
parliamentary,0.23120512068271637,0.14556670188903809,0.5806832313537598,0.20465344190597534,0.1733841449022293,0.21181456744670868,0.2472391128540039,0.2708897888660431,0.2519800662994385,0.19091741740703583,0.2708897888660431,0.21455219388008118,0.15179026126861572,0.18496908247470856,0.09816884994506836,0.18938039243221283,0.14556670188903809,0.1612216979265213
campus,0.13670016825199127,0.07755901664495468,0.1909606009721756,0.18178072571754456,0.2026534378528595,0.10436110943555832,0.2525809109210968,0.20087170600891113,0.11441890895366669,0.12283117324113846,0.20087170600891113,0.22971348464488983,0.17819702625274658,0.09025374054908752,0.07580699771642685,0.11795692890882492,0.07755901664495468,0.06952692568302155
and,0.31309178471565247,0.276123583316803,0.2830604016780853,0.41279885172843933,0.48576638102531433,0.39099299907684326,0.4954058527946472,0.5171257257461548,0.2297973483800888,0.4716290831565857,0.5171257257461548,0.23460866510868073,0.23597855865955353,0.23554487526416779,0.20753136277198792,0.48971283435821533,0.276123583316803,0.20544172823429108
alerts,0.2558240592479706,0.295074999332428,0.21550317108631134,0.267032653093338,0.2721734642982483,0.2843184471130371,0.16593977808952332,0.24059510231018066,0.1370217502117157,0.2968437969684601,0.24059510231018066,0.0204666405916214,0.16397644579410553,0.19333189725875854,0.19631986320018768,0.32895153760910034,0.295074999332428,0.22458329796791077
msps,0.1885128617286682,0.2718619704246521,0.9999999403953552,0.2761230170726776,0.33991923928260803,0.2767341434955597,0.20608413219451904,0.3199247419834137,0.18511226773262024,0.2744959890842438,0.3199247419834137,0.2513526976108551,0.11866078525781631,0.2094450742006302,0.18447084724903107,0.23906059563159943,0.2718619704246521,0.14526908099651337
who,0.40942975878715515,0.2662210166454315,0.2761230170726776,0.9999998807907104,0.27294138073921204,0.369414746761322,0.2792111933231354,0.3733934462070465,0.16918787360191345,0.48282691836357117,0.3733934462070465,0.14196254312992096,0.18710675835609436,0.16410212218761444,0.14819499850273132,0.42656609416007996,0.2662210166454315,0.26220351457595825
are,0.29724663496017456,0.41111594438552856,0.33991923928260803,0.27294138073921204,1.0,0.46186959743499756,0.3841303884983063,0.40399202704429626,0.13027484714984894,0.29873907566070557,0.40399202704429626,0.1811521351337433,0.1370142549276352,0.24929514527320862,0.12447777390480042,0.3504326641559601,0.41111594438552856,0.24591213464736938
not,0.5449194312095642,0.6619802713394165,0.2767341434955597,0.369414746761322,0.46186959743499756,0.9999999403953552,0.3403114080429077,0.4310511648654938,0.08182881027460098,0.4799930453300476,0.4310511648654938,0.17225386202335358,0.10317153483629227,0.2052197903394699,0.27627745270729065,0.5149973034858704,0.6619802713394165,0.41942933201789856
in,0.30808621644973755,0.23402775824069977,0.20608413219451904,0.2792111933231354,0.3841303884983063,0.3403114080429077,1.0,0.6662389636039734,0.18419700860977173,0.4431333839893341,0.6662389636039734,0.2658538520336151,0.22285841405391693,0.17569245398044586,0.1852470338344574,0.45010748505592346,0.23402775824069977,0.20430970191955566
the,0.42745697498321533,0.30239659547805786,0.3199247419834137,0.3733934462070465,0.40399202704429626,0.4310511648654938,0.6662389636039734,1.0,0.2594704031944275,0.5091903209686279,1.0,0.26203617453575134,0.21121244132518768,0.2546970844268799,0.2543797492980957,0.535392165184021,0.30239659547805786,0.22068053483963013
chamber,0.1224752739071846,0.10256186872720718,0.18511226773262024,0.16918787360191345,0.13027484714984894,0.08182881027460098,0.18419700860977173,0.2594704031944275,1.0,0.25459346175193787,0.2594704031944275,0.09439322352409363,0.1411588042974472,0.2248917669057846,0.1147165298461914,0.1609310358762741,0.10256186872720718,0.04307165369391441
to,0.455847829580307,0.38876664638519287,0.23906059563159943,0.42656609416007996,0.3504326641559601,0.5149973034858704,0.45010748505592346,0.535392165184021,0.1609310358762741,0.5423505902290344,0.535392165184021,0.20332986116409302,0.1508869081735611,0.21012280881404877,0.3110596537590027,1.0,0.38876664638519287,0.29463258385658264
return,0.18344242870807648,0.22135837376117706,0.18447084724903107,0.14819499850273132,0.12447777390480042,0.27627745270729065,0.1852470338344574,0.2543797492980957,0.1147165298461914,0.24235358834266663,0.2543797492980957,0.07512746006250381,0.14848704636096954,0.23726801574230194,0.9999998807907104,0.3110596537590027,0.22135837376117706,0.14655634760856628
and,0.31309178471565247,0.276123583316803,0.2830604016780853,0.41279885172843933,0.48576638102531433,0.39099299907684326,0.4954058527946472,0.5171257257461548,0.2297973483800888,0.4716290831565857,0.5171257257461548,0.23460866510868073,0.23597855865955353,0.23554487526416779,0.20753136277198792,0.48971283435821533,0.276123583316803,0.20544172823429108
vote,0.30723845958709717,0.23587724566459656,0.3525722324848175,0.3261251747608185,0.20448122918605804,0.331701397895813,0.21458156406879425,0.22779929637908936,0.1277715116739273,0.18440549075603485,0.22779929637908936,0.10342957824468613,0.13508789241313934,0.1061038002371788,0.13893575966358185,0.2892617881298065,0.23587724566459656,0.2888886630535126
.,0.3567904531955719,0.3613996207714081,0.23013411462306976,0.3541337847709656,0.3452940285205841,0.4824007451534271,0.5591574311256409,0.5934505462646484,0.1907585710287094,0.475719153881073,0.5934505462646484,0.27855971455574036,0.24552388489246368,0.22442109882831573,0.25014954805374146,0.4645031690597534,0.3613996207714081,0.4130953550338745
