,where,did,montcalm,move,his,heaquarter,to,show,strategic,advancement,?
building,0.2663278877735138,0.14995639026165009,0.20633293688297272,0.18221034109592438,0.17787423729896545,0.2702387571334839,0.2658686637878418,0.18250925838947296,0.22872261703014374,0.21012093126773834,0.13549931347370148
on,0.37630224227905273,0.2670976221561432,0.26119282841682434,0.2874688506126404,0.32064297795295715,0.3263810873031616,0.41031414270401,0.3708709180355072,0.1951122283935547,0.18876156210899353,0.2714994251728058
vaudreuil,0.19425268471240997,0.15589730441570282,0.6197536587715149,0.11391208320856094,0.2932550609111786,0.18051406741142273,0.17409572005271912,0.12926194071769714,0.151698499917984,0.10346242785453796,0.19054962694644928
's,0.0007701900321990252,0.05069678649306297,-0.003908664919435978,0.03534839302301407,0.047556519508361816,0.059030354022979736,0.03782717138528824,6.513196422019973e-05,0.04406220093369484,0.019704720005393028,-0.023395681753754616
work,0.2737104296684265,0.336654931306839,0.1737566739320755,0.34735122323036194,0.36648666858673096,0.14602436125278473,0.3482864499092102,0.23820613324642181,0.20715154707431793,0.3551103472709656,0.2621155381202698
harassing,0.24240225553512573,0.242269366979599,0.22547681629657745,0.3204544484615326,0.20702332258224487,0.1728706806898117,0.33086901903152466,0.18061517179012299,0.23682230710983276,0.24061821401119232,0.31370699405670166
the,0.5003893971443176,0.34736719727516174,0.30913522839546204,0.29817628860473633,0.4394008219242096,0.43656957149505615,0.535392165184021,0.319829523563385,0.2726963460445404,0.34029486775398254,0.22068053483963013
oswego,0.29538053274154663,0.23585815727710724,0.4090902507305145,0.1424584835767746,0.4053581953048706,0.2768694758415222,0.28112345933914185,0.2054762840270996,0.18847845494747162,0.23890739679336548,0.2019198089838028
garrison,0.16317182779312134,0.14910924434661865,0.28146663308143616,0.11791138350963593,0.253822922706604,0.3210766017436981,0.21971097588539124,0.16258275508880615,0.24654456973075867,0.11310280114412308,0.1271563321352005
",",0.3149496018886566,0.3015086054801941,0.3917418122291565,0.25767531991004944,0.3378419280052185,0.3853827714920044,0.44245919585227966,0.31928569078445435,0.1978793889284134,0.28135618567466736,0.31091248989105225
montcalm,0.26574409008026123,0.1483006626367569,1.0,0.12116990983486176,0.2442459762096405,0.21790200471878052,0.22202105820178986,0.10031244903802872,0.2754344344139099,0.22497346997261047,0.23564797639846802
executed,0.1577942967414856,0.17208366096019745,0.2630142271518707,0.17638912796974182,0.16000033915042877,0.20436739921569824,0.1549084484577179,0.0940079465508461,0.12562739849090576,0.11329586803913116,0.14393280446529388
a,0.40997210144996643,0.2552328109741211,0.2294824868440628,0.2925316393375397,0.3497250974178314,0.32664865255355835,0.45503583550453186,0.24886544048786163,0.19782912731170654,0.280379056930542,0.23916715383529663
strategic,0.1758488416671753,0.16436968743801117,0.2754344344139099,0.2032870352268219,0.19366759061813354,0.2560507655143738,0.23311708867549896,0.10409441590309143,1.0,0.3682224154472351,0.13147149980068207
feint,0.2306799292564392,0.18157958984375,0.1710023432970047,0.2847535312175751,0.286906361579895,0.39903077483177185,0.26412639021873474,0.28223469853401184,0.18012572824954987,0.2543535828590393,0.2167971134185791
by,0.2641284465789795,0.18574509024620056,0.22522743046283722,0.18146000802516937,0.3107621967792511,0.21214881539344788,0.33534231781959534,0.2779667377471924,0.20507356524467468,0.24445685744285583,0.17966607213020325
moving,0.37392809987068176,0.22342470288276672,0.17808878421783447,0.6639419794082642,0.24661223590373993,0.29432621598243713,0.33396485447883606,0.17933416366577148,0.14773336052894592,0.18256689608097076,0.21667467057704926
his,0.29880598187446594,0.3546801507472992,0.2442459762096405,0.19469550251960754,0.9999998807907104,0.31626150012016296,0.3715193271636963,0.22677335143089294,0.19366759061813354,0.2752057909965515,0.18075084686279297
headquarters,0.22672916948795319,0.13968323171138763,0.23475748300552368,0.12588933110237122,0.18444274365901947,0.5211689472198486,0.1959306001663208,0.08446017652750015,0.33790621161460876,0.21578247845172882,0.08742920309305191
to,0.47735077142715454,0.4452643394470215,0.22202105820178986,0.37858664989471436,0.3715193271636963,0.30148398876190186,1.0,0.29833272099494934,0.23311708867549896,0.3042677640914917,0.29463258385658264
ticonderoga,0.25174954533576965,0.2279685139656067,0.43659356236457825,0.25090986490249634,0.32433751225471497,0.2795977294445038,0.2721521556377411,0.14421303570270538,0.3607371747493744,0.29496443271636963,0.1987834870815277
",",0.3149496018886566,0.3015086054801941,0.3917418122291565,0.25767531991004944,0.3378419280052185,0.3853827714920044,0.44245919585227966,0.31928569078445435,0.1978793889284134,0.28135618567466736,0.31091248989105225
as,0.35409465432167053,0.3596470057964325,0.2197580188512802,0.2628210484981537,0.3146366477012634,0.2931796908378601,0.42092081904411316,0.30768129229545593,0.21728792786598206,0.26619213819503784,0.27043893933296204
if,0.46109890937805176,0.3197491765022278,0.1800464242696762,0.34578680992126465,0.19270896911621094,0.24081242084503174,0.4559597074985504,0.2619461119174957,0.1464461088180542,0.1813899427652359,0.4441644251346588
to,0.47735077142715454,0.4452643394470215,0.22202105820178986,0.37858664989471436,0.3715193271636963,0.30148398876190186,1.0,0.29833272099494934,0.23311708867549896,0.3042677640914917,0.29463258385658264
presage,0.22145867347717285,0.1771956980228424,0.3182852268218994,0.13930732011795044,0.29557523131370544,0.28202831745147705,0.28555306792259216,0.2826313376426697,0.1502121239900589,0.3323887586593628,0.12631356716156006
another,0.42079871892929077,0.29175329208374023,0.1625165194272995,0.3259005546569824,0.349472314119339,0.2819724678993225,0.48769932985305786,0.23874609172344208,0.17529575526714325,0.22653476893901825,0.295511931180954
attack,0.19145746529102325,0.13678960502147675,0.19420576095581055,0.3290593922138214,0.27747949957847595,0.25691497325897217,0.19954605400562286,0.156902015209198,0.2728557288646698,0.20725975930690765,0.126759335398674
along,0.3530636131763458,0.18832118809223175,0.22891093790531158,0.25492024421691895,0.20555946230888367,0.23232966661453247,0.2976071536540985,0.2408057302236557,0.15939728915691376,0.18816660344600677,0.17134909331798553
lake,0.17913374304771423,0.14357861876487732,0.3213537633419037,0.1094096377491951,0.14502109587192535,0.24990445375442505,0.16680742800235748,0.15591254830360413,0.19025252759456635,0.12450691312551498,0.07226386666297913
george,0.12368191033601761,0.238631471991539,0.2865493893623352,0.13087376952171326,0.287258505821228,0.3279879689216614,0.17226167023181915,0.1482069343328476,0.194403275847435,0.15807107090950012,0.1479024887084961
.,0.41390106081962585,0.35288307070732117,0.34963828325271606,0.31650546193122864,0.3119256794452667,0.3927602469921112,0.4645031690597534,0.3016606271266937,0.19376522302627563,0.26983413100242615,0.4130953550338745
