,what,term,do,islamists,think,should,be,applied,to,them,?
islamists,0.26342982053756714,0.18487533926963806,0.26649510860443115,1.0000001192092896,0.31346267461776733,0.3024614155292511,0.25897660851478577,0.21079331636428833,0.28735893964767456,0.3468588590621948,0.17165705561637878
have,0.39808809757232666,0.24443839490413666,0.49831271171569824,0.2965492308139801,0.5388241410255432,0.4533415734767914,0.5760743618011475,0.2460879683494568,0.4544740617275238,0.5357621312141418,0.32991164922714233
asked,0.3468177318572998,0.11095292121171951,0.23928755521774292,0.22456544637680054,0.28437304496765137,0.2861650288105011,0.1780385971069336,0.2327987551689148,0.39673250913619995,0.3770144283771515,0.28475281596183777
the,0.42745697498321533,0.2740369141101837,0.30239659547805786,0.2982981204986572,0.3102172613143921,0.32399165630340576,0.4248143136501312,0.22842662036418915,0.535392165184021,0.4788833558559418,0.22068053483963013
question,0.5285786390304565,0.267291784286499,0.33009862899780273,0.26847729086875916,0.5355821251869202,0.4190307557582855,0.3342532515525818,0.22798581421375275,0.33945542573928833,0.3479582965373993,0.48000848293304443
",",0.3087472915649414,0.21599270403385162,0.3283645510673523,0.1822616159915924,0.3095206320285797,0.2706286907196045,0.39254459738731384,0.28330111503601074,0.44245919585227966,0.3985835015773773,0.31091248989105225
``,0.008517155423760414,0.11803510040044785,0.06628920882940292,0.11650486290454865,0.021398255601525307,0.14615385234355927,0.07670000940561295,0.08134695142507553,0.06720756739377975,0.08904550224542618,0.0685480609536171
if,0.5277165174484253,0.20444554090499878,0.4196736514568329,0.24595554172992706,0.5187872648239136,0.5581767559051514,0.5628611445426941,0.2651936411857605,0.4559597074985504,0.45413675904273987,0.4441644251346588
islam,0.23237212002277374,0.14762575924396515,0.23242424428462982,0.6555707454681396,0.2613517940044403,0.2698900103569031,0.1987190544605255,0.192557230591774,0.2398901730775833,0.22376085817813873,0.18358638882637024
is,0.28837618231773376,0.270183801651001,0.30895981192588806,0.20125271379947662,0.33370211720466614,0.33635082840919495,0.4819129705429077,0.21050988137722015,0.42745086550712585,0.2390832006931305,0.22961433231830597
a,0.3320399522781372,0.3080509603023529,0.26237669587135315,0.24227473139762878,0.35850703716278076,0.2715131938457489,0.39883795380592346,0.24149316549301147,0.45503583550453186,0.3151612877845764,0.23916715383529663
way,0.4835909903049469,0.2910570800304413,0.3526575565338135,0.2571032643318176,0.459640234708786,0.4029439091682434,0.4511762857437134,0.1921411007642746,0.4772548973560333,0.5301676392555237,0.31575819849967957
of,0.33290785551071167,0.26047757267951965,0.26150479912757874,0.22912132740020752,0.2625778615474701,0.23792634904384613,0.33904364705085754,0.2825285494327545,0.41548454761505127,0.34503093361854553,0.1826142966747284
life,0.24693015217781067,0.2368830144405365,0.1348615288734436,0.12439768761396408,0.26597753167152405,0.21260657906532288,0.23466241359710693,0.12206055968999863,0.24560359120368958,0.240503191947937,0.21677987277507782
",",0.3087472915649414,0.21599270403385162,0.3283645510673523,0.1822616159915924,0.3095206320285797,0.2706286907196045,0.39254459738731384,0.28330111503601074,0.44245919585227966,0.3985835015773773,0.31091248989105225
how,0.6468034982681274,0.23617766797542572,0.40287578105926514,0.22976233065128326,0.5059142112731934,0.40632209181785583,0.4158933162689209,0.2639940679073334,0.44169697165489197,0.5142028331756592,0.4024120569229126
can,0.34502777457237244,0.23030756413936615,0.45775556564331055,0.24219562113285065,0.4440207779407501,0.5246878266334534,0.5791122913360596,0.24775297939777374,0.4979398250579834,0.4612884819507599,0.3226337134838104
we,0.5622460842132568,0.27855828404426575,0.48431849479675293,0.31613823771476746,0.6787288188934326,0.5263530611991882,0.4495842754840851,0.24918454885482788,0.4005183279514313,0.5104594826698303,0.535264790058136
say,0.5386801958084106,0.30318987369537354,0.47272729873657227,0.2956295609474182,0.6831676363945007,0.43024763464927673,0.4455845355987549,0.24754075706005096,0.38071900606155396,0.4016338586807251,0.4357808530330658
that,0.6297725439071655,0.2833994925022125,0.44533252716064453,0.3097357153892517,0.5798900723457336,0.4588061273097992,0.6036020517349243,0.3206048607826233,0.5436353087425232,0.5601773262023926,0.32716336846351624
those,0.44466671347618103,0.241348996758461,0.43052518367767334,0.3109349012374878,0.4389123022556305,0.3780156075954437,0.4287525415420532,0.25480884313583374,0.47350940108299255,0.6141815781593323,0.3328189253807068
who,0.40942975878715515,0.19649659097194672,0.2662210166454315,0.3102952241897583,0.3902704119682312,0.2982507050037384,0.3371641933917999,0.14906133711338043,0.42656609416007996,0.5243523120880127,0.26220351457595825
want,0.516654908657074,0.17462457716464996,0.5319320559501648,0.26587414741516113,0.5737708210945129,0.5221331715583801,0.40190353989601135,0.16208285093307495,0.4966742694377899,0.5359536409378052,0.44783785939216614
to,0.455847829580307,0.3310292959213257,0.38876664638519287,0.28735893964767456,0.3748004138469696,0.44452130794525146,0.4972836375236511,0.26928162574768066,1.0,0.5916602611541748,0.29463258385658264
live,0.20532001554965973,0.11405672878026962,0.2297554910182953,0.08886214345693588,0.15712834894657135,0.14351330697536469,0.18831217288970947,0.06779954582452774,0.298321396112442,0.2562933564186096,0.19481121003627777
by,0.2455483376979828,0.1564474254846573,0.1481526494026184,0.2683607339859009,0.2680226266384125,0.2928081750869751,0.43158695101737976,0.2536679208278656,0.33534231781959534,0.35830166935920715,0.17966607213020325
its,0.30393704771995544,0.22507697343826294,0.18495778739452362,0.2106299251317978,0.2645775079727173,0.19050933420658112,0.2731834948062897,0.19149097800254822,0.3691340684890747,0.30336952209472656,0.15103481709957123
principles,0.3122304081916809,0.2562050521373749,0.2234688550233841,0.3125462234020233,0.30257242918014526,0.2691376805305481,0.22216558456420898,0.3533420264720917,0.22974111139774323,0.2748740017414093,0.19203636050224304
in,0.30808621644973755,0.27866655588150024,0.23402775824069977,0.19650150835514069,0.23837615549564362,0.23054338991641998,0.3481820821762085,0.2475845366716385,0.45010748505592346,0.29119014739990234,0.20430970191955566
legal,0.26388198137283325,0.222863107919693,0.23565219342708588,0.29187068343162537,0.23517894744873047,0.2933126986026764,0.2273482084274292,0.2559797465801239,0.2818027436733246,0.21380971372127533,0.2143220454454422
",",0.3087472915649414,0.21599270403385162,0.3283645510673523,0.1822616159915924,0.3095206320285797,0.2706286907196045,0.39254459738731384,0.28330111503601074,0.44245919585227966,0.3985835015773773,0.31091248989105225
social,0.22217629849910736,0.1878366321325302,0.21496951580047607,0.2587353587150574,0.2055123895406723,0.2230125218629837,0.1878766417503357,0.21273429691791534,0.19684761762619019,0.2040925770998001,0.1615191102027893
",",0.3087472915649414,0.21599270403385162,0.3283645510673523,0.1822616159915924,0.3095206320285797,0.2706286907196045,0.39254459738731384,0.28330111503601074,0.44245919585227966,0.3985835015773773,0.31091248989105225
political,0.21846716105937958,0.1986871212720871,0.16049352288246155,0.4060049057006836,0.2068554013967514,0.21718290448188782,0.19028756022453308,0.21585522592067719,0.2065112292766571,0.16637086868286133,0.17130474746227264
",",0.3087472915649414,0.21599270403385162,0.3283645510673523,0.1822616159915924,0.3095206320285797,0.2706286907196045,0.39254459738731384,0.28330111503601074,0.44245919585227966,0.3985835015773773,0.31091248989105225
economic,0.18082544207572937,0.23157739639282227,0.1544588953256607,0.28641945123672485,0.1825433224439621,0.1728612333536148,0.18845009803771973,0.21445827186107635,0.26856908202171326,0.1382765769958496,0.1206481084227562
",",0.3087472915649414,0.21599270403385162,0.3283645510673523,0.1822616159915924,0.3095206320285797,0.2706286907196045,0.39254459738731384,0.28330111503601074,0.44245919585227966,0.3985835015773773,0.31091248989105225
and,0.31309178471565247,0.22272127866744995,0.276123583316803,0.24194714426994324,0.30740439891815186,0.27632346749305725,0.41766801476478577,0.26963624358177185,0.48971283435821533,0.48717668652534485,0.20544172823429108
political,0.21846716105937958,0.1986871212720871,0.16049352288246155,0.4060049057006836,0.2068554013967514,0.21718290448188782,0.19028756022453308,0.21585522592067719,0.2065112292766571,0.16637086868286133,0.17130474746227264
spheres,0.19068695604801178,0.12261686474084854,0.18296459317207336,0.22172459959983826,0.2546387314796448,0.15846320986747742,0.24360422790050507,0.21332110464572906,0.1864084005355835,0.24006253480911255,0.14280365407466888
of,0.33290785551071167,0.26047757267951965,0.26150479912757874,0.22912132740020752,0.2625778615474701,0.23792634904384613,0.33904364705085754,0.2825285494327545,0.41548454761505127,0.34503093361854553,0.1826142966747284
life,0.24693015217781067,0.2368830144405365,0.1348615288734436,0.12439768761396408,0.26597753167152405,0.21260657906532288,0.23466241359710693,0.12206055968999863,0.24560359120368958,0.240503191947937,0.21677987277507782
