,which,country,is,the,most,dependent,on,arab,oil,?
although,0.3901670575141907,0.19152677059173584,0.301360160112381,0.3265823423862457,0.35402846336364746,0.19962987303733826,0.3547761142253876,0.14416168630123138,0.14899559319019318,0.15541206300258636
lacking,0.36635926365852356,0.14435483515262604,0.24207308888435364,0.31698739528656006,0.3299991488456726,0.277437299489975,0.28944677114486694,0.12832483649253845,0.14205113053321838,0.30209288001060486
historical,0.2430531233549118,0.23252078890800476,0.23039913177490234,0.30835282802581787,0.23410455882549286,0.11993174254894257,0.21965576708316803,0.10431602597236633,0.11414310336112976,0.1665111482143402
connections,0.33893296122550964,0.14877575635910034,0.26915499567985535,0.31443437933921814,0.2774876356124878,0.21161562204360962,0.28933900594711304,0.15055407583713531,0.18266084790229797,0.14831478893756866
to,0.5345056653022766,0.31281599402427673,0.42745086550712585,0.535392165184021,0.321603000164032,0.21439383924007416,0.41031414270401,0.2106133997440338,0.1619214415550232,0.29463258385658264
the,0.6521818041801453,0.30432501435279846,0.5823672413825989,1.0,0.47635307908058167,0.23169851303100586,0.5107308030128479,0.2674407660961151,0.21849922835826874,0.22068053483963013
middle,0.22406704723834991,0.154677152633667,0.21621397137641907,0.3405749201774597,0.23024573922157288,0.08212804049253464,0.22140929102897644,0.2581328749656677,0.1754237711429596,0.13139553368091583
east,0.22817298769950867,0.2239755243062973,0.2596127688884735,0.3383176326751709,0.1843280792236328,0.1044153943657875,0.20555776357650757,0.21831627190113068,0.17592141032218933,0.10070597380399704
",",0.3658004403114319,0.27878350019454956,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.18615542352199554,0.49057599902153015,0.21227021515369415,0.20043784379959106,0.31091248989105225
japan,0.24209867417812347,0.25777024030685425,0.1727645993232727,0.22735914587974548,0.15012551844120026,0.13545627892017365,0.22320449352264404,0.16181081533432007,0.16755861043930054,0.1312343180179596
was,0.2830964922904968,0.24557247757911682,0.5810302495956421,0.48711544275283813,0.29933857917785645,0.13589100539684296,0.3909217119216919,0.20103047788143158,0.15102124214172363,0.18412111699581146
the,0.6521818041801453,0.30432501435279846,0.5823672413825989,1.0,0.47635307908058167,0.23169851303100586,0.5107308030128479,0.2674407660961151,0.21849922835826874,0.22068053483963013
country,0.2308337539434433,1.0000001192092896,0.24409033358097076,0.30432501435279846,0.2174985557794571,0.2616720497608185,0.21584933996200562,0.28298380970954895,0.17200785875320435,0.12647280097007751
most,0.4637843072414398,0.2174985557794571,0.41165053844451904,0.47635307908058167,1.0,0.22182318568229675,0.28303956985473633,0.25006723403930664,0.20593872666358948,0.2107497900724411
dependent,0.32968035340309143,0.2616720497608185,0.2275722324848175,0.23169851303100586,0.22182318568229675,1.0000001192092896,0.23826982080936432,0.12295448780059814,0.17526336014270782,0.1324409693479538
on,0.4245251417160034,0.21584933996200562,0.3635730445384979,0.5107308030128479,0.28303956985473633,0.23826982080936432,0.9999999403953552,0.1135454848408699,0.12803566455841064,0.2714994251728058
arab,0.19349126517772675,0.28298380970954895,0.17620310187339783,0.2674407660961151,0.25006723403930664,0.12295448780059814,0.1135454848408699,1.0,0.2262253612279892,0.18450474739074707
oil,0.20154443383216858,0.17200785875320435,0.20966008305549622,0.21849922835826874,0.20593872666358948,0.17526336014270782,0.12803566455841064,0.2262253612279892,1.0,0.14867261052131653
.,0.45942068099975586,0.26130348443984985,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.20676179230213165,0.49257001280784607,0.22325089573860168,0.22117017209529877,0.4130953550338745
