,how,many,chloroplast,lineages,are,there,?
all,0.3725806474685669,0.5443700551986694,0.2406206578016281,0.32617634534835815,0.5343062281608582,0.38885584473609924,0.29575422406196594
primary,0.15994705259799957,0.22016435861587524,0.2639007270336151,0.2130424976348877,0.24237659573554993,0.19273145496845245,0.16286636888980865
chloroplasts,0.2384049892425537,0.25650450587272644,0.9777651429176331,0.4716196358203888,0.3103833794593811,0.22096920013427734,0.13049766421318054
belong,0.21365611255168915,0.26648932695388794,0.19649216532707214,0.3792107105255127,0.42716702818870544,0.2879621684551239,0.25791382789611816
to,0.44169697165489197,0.40243685245513916,0.22531428933143616,0.1984308809041977,0.3504326641559601,0.40669289231300354,0.29463258385658264
one,0.3213292360305786,0.4223630726337433,0.25640013813972473,0.2848050594329834,0.42537835240364075,0.43285492062568665,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.2069506198167801,0.2750193774700165,0.39081433415412903,0.44397735595703125,0.1826142966747284
three,0.23807744681835175,0.4501400589942932,0.22020289301872253,0.2109266072511673,0.38895705342292786,0.3531675636768341,0.20928427577018738
chloroplast,0.23138970136642456,0.2363777756690979,1.0000001192092896,0.42530593276023865,0.26561424136161804,0.18644510209560394,0.12532055377960205
lineages—the,0.21102413535118103,0.26437145471572876,0.44963914155960083,0.9500868916511536,0.3523106575012207,0.25507262349128723,0.24364161491394043
glaucophyte,0.20508450269699097,0.2589145004749298,0.626166582107544,0.57017982006073,0.3433919847011566,0.24757611751556396,0.21570050716400146
chloroplast,0.23138970136642456,0.2363777756690979,1.0000001192092896,0.42530593276023865,0.26561424136161804,0.18644510209560394,0.12532055377960205
lineage,0.12010884284973145,0.1655728965997696,0.32536736130714417,0.9164671897888184,0.23236465454101562,0.15920816361904144,0.1394401341676712
",",0.22659391164779663,0.40610817074775696,0.20078974962234497,0.229954794049263,0.4062570035457611,0.4587128460407257,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.21317854523658752,0.276839941740036,0.40399202704429626,0.47025805711746216,0.22068053483963013
rhodophyte,0.17484785616397858,0.2699468433856964,0.48207688331604004,0.5745075345039368,0.31372398138046265,0.29374051094055176,0.19692102074623108
",",0.22659391164779663,0.40610817074775696,0.20078974962234497,0.229954794049263,0.4062570035457611,0.4587128460407257,0.31091248989105225
or,0.3378981947898865,0.36905089020729065,0.2677285373210907,0.27927637100219727,0.5374364256858826,0.4594070315361023,0.32389625906944275
red,0.18390978872776031,0.20190106332302094,0.2599073648452759,0.15507352352142334,0.20341019332408905,0.2470591515302658,0.1495664119720459
algal,0.2134757936000824,0.2741160988807678,0.585027813911438,0.37179479002952576,0.2886090576648712,0.2389705330133438,0.18147486448287964
chloroplast,0.23138970136642456,0.2363777756690979,1.0000001192092896,0.42530593276023865,0.26561424136161804,0.18644510209560394,0.12532055377960205
lineage,0.12010884284973145,0.1655728965997696,0.32536736130714417,0.9164671897888184,0.23236465454101562,0.15920816361904144,0.1394401341676712
",",0.22659391164779663,0.40610817074775696,0.20078974962234497,0.229954794049263,0.4062570035457611,0.4587128460407257,0.31091248989105225
or,0.3378981947898865,0.36905089020729065,0.2677285373210907,0.27927637100219727,0.5374364256858826,0.4594070315361023,0.32389625906944275
the,0.33890387415885925,0.4335206151008606,0.21317854523658752,0.276839941740036,0.40399202704429626,0.47025805711746216,0.22068053483963013
chloroplastidan,0.23579932749271393,0.2526271641254425,0.9577533006668091,0.47404852509498596,0.29706889390945435,0.22360622882843018,0.16522066295146942
",",0.22659391164779663,0.40610817074775696,0.20078974962234497,0.229954794049263,0.4062570035457611,0.4587128460407257,0.31091248989105225
or,0.3378981947898865,0.36905089020729065,0.2677285373210907,0.27927637100219727,0.5374364256858826,0.4594070315361023,0.32389625906944275
green,0.15918397903442383,0.17024672031402588,0.3238564133644104,0.16309884190559387,0.21746626496315002,0.15556202828884125,0.11409882456064224
chloroplast,0.23138970136642456,0.2363777756690979,1.0000001192092896,0.42530593276023865,0.26561424136161804,0.18644510209560394,0.12532055377960205
lineage,0.12010884284973145,0.1655728965997696,0.32536736130714417,0.9164671897888184,0.23236465454101562,0.15920816361904144,0.1394401341676712
.,0.3287222981452942,0.3974229395389557,0.2371024191379547,0.21944721043109894,0.3452940285205841,0.43897318840026855,0.4130953550338745
