,roughly,",",how,much,oxygen,makes,up,the,earth,crust,?
oxygen,0.1742756962776184,0.21812842786312103,0.21928748488426208,0.2913925051689148,0.9999999403953552,0.22894568741321564,0.28784632682800293,0.20428593456745148,0.3065866231918335,0.35231712460517883,0.16786395013332367
is,0.26754480600357056,0.4691906273365021,0.22544461488723755,0.3156087100505829,0.21825239062309265,0.4565773010253906,0.2853454053401947,0.5823672413825989,0.26888176798820496,0.2493407428264618,0.22961433231830597
the,0.3095499873161316,0.4933079481124878,0.33890387415885925,0.35023224353790283,0.20428593456745148,0.3029823303222656,0.38423117995262146,1.0,0.2801888585090637,0.22538691759109497,0.22068053483963013
most,0.2205723077058792,0.3636029064655304,0.311336874961853,0.4205867648124695,0.21728017926216125,0.34993743896484375,0.1990664303302765,0.47635307908058167,0.23000380396842957,0.21495573222637177,0.2107497900724411
abundant,0.25605130195617676,0.2686839997768402,0.16567765176296234,0.37100011110305786,0.4410693645477295,0.20200903713703156,0.22567600011825562,0.24729062616825104,0.28695225715637207,0.3548648953437805,0.13836130499839783
element,0.16881941258907318,0.20181523263454437,0.23025715351104736,0.22256402671337128,0.35867807269096375,0.21519052982330322,0.17869918048381805,0.2041647583246231,0.3188229203224182,0.3146829605102539,0.18393386900424957
by,0.22591209411621094,0.3680937886238098,0.34370526671409607,0.24959969520568848,0.1292176991701126,0.2263995260000229,0.2738759219646454,0.4408751428127289,0.1861492097377777,0.14212141931056976,0.17966607213020325
mass,0.3029264211654663,0.2439754158258438,0.28030452132225037,0.2717016339302063,0.28330692648887634,0.17775657773017883,0.1803177148103714,0.2284930944442749,0.23690102994441986,0.25962385535240173,0.2076406031847
in,0.2718433141708374,0.5201468467712402,0.2601168751716614,0.2725222110748291,0.1672476977109909,0.22258508205413818,0.3120773434638977,0.6662389636039734,0.18566735088825226,0.1749051809310913,0.20430970191955566
the,0.3095499873161316,0.4933079481124878,0.33890387415885925,0.35023224353790283,0.20428593456745148,0.3029823303222656,0.38423117995262146,1.0,0.2801888585090637,0.22538691759109497,0.22068053483963013
earth,0.24971331655979156,0.23186853528022766,0.2756480276584625,0.23964592814445496,0.3065866231918335,0.22482211887836456,0.26390334963798523,0.2801888585090637,1.0,0.52252197265625,0.17717236280441284
's,0.024296239018440247,-0.0016132977325469255,-0.026164190843701363,0.06731651723384857,-0.011648092418909073,0.053655147552490234,-0.08862818777561188,-0.01540423184633255,0.0661235973238945,-0.01568504609167576,-0.023395681753754616
crust,0.27056682109832764,0.2004449963569641,0.2114359736442566,0.2817700505256653,0.35231712460517883,0.17949122190475464,0.21801185607910156,0.22538691759109497,0.52252197265625,1.0000001192092896,0.1887258142232895
as,0.2267342060804367,0.48816442489624023,0.33782753348350525,0.36514025926589966,0.16691245138645172,0.24537688493728638,0.22736889123916626,0.48381632566452026,0.22570030391216278,0.1780613511800766,0.27043893933296204
part,0.2155679613351822,0.3376222252845764,0.218691885471344,0.3357490599155426,0.17520982027053833,0.2367354929447174,0.27890995144844055,0.527681291103363,0.16151063144207,0.22978553175926208,0.08557961881160736
of,0.35703447461128235,0.4946078956127167,0.2480744868516922,0.2671096920967102,0.16848602890968323,0.2927091419696808,0.32945773005485535,0.733189046382904,0.2329314798116684,0.21774794161319733,0.1826142966747284
oxide,0.17271308600902557,0.17490515112876892,0.23803575336933136,0.20961040258407593,0.5954530835151672,0.22244690358638763,0.2097897231578827,0.12591426074504852,0.29111143946647644,0.36380016803741455,0.20583678781986237
compounds,0.18719133734703064,0.20700839161872864,0.27241960167884827,0.23060987889766693,0.514471173286438,0.2772940695285797,0.1942186951637268,0.18294313549995422,0.28153911232948303,0.3115813136100769,0.2057836651802063
such,0.15272000432014465,0.39626169204711914,0.307365357875824,0.36736616492271423,0.23563316464424133,0.26607847213745117,0.19254465401172638,0.3575236201286316,0.23082290589809418,0.18527443706989288,0.17851735651493073
as,0.2267342060804367,0.48816442489624023,0.33782753348350525,0.36514025926589966,0.16691245138645172,0.24537688493728638,0.22736889123916626,0.48381632566452026,0.22570030391216278,0.1780613511800766,0.27043893933296204
silicon,0.1158374473452568,0.22155345976352692,0.15065866708755493,0.23048420250415802,0.39430758357048035,0.2607768177986145,0.22148194909095764,0.23840630054473877,0.2520771324634552,0.3879636526107788,0.0868363156914711
dioxide,0.2407928705215454,0.20329879224300385,0.26440125703811646,0.3007051646709442,0.6974000334739685,0.2740155756473541,0.26629340648651123,0.21460992097854614,0.3681015074253082,0.40078645944595337,0.19322559237480164
",",0.2276160717010498,1.0000001192092896,0.22659391164779663,0.36182254552841187,0.21812842786312103,0.2926395535469055,0.34193792939186096,0.4933079481124878,0.23186853528022766,0.2004449963569641,0.31091248989105225
making,0.17767998576164246,0.3254455029964447,0.32306843996047974,0.40773311257362366,0.17077843844890594,0.6881927251815796,0.3334678113460541,0.35185980796813965,0.19145534932613373,0.18746677041053772,0.2539324164390564
up,0.2662174105644226,0.34193792939186096,0.2819872200489044,0.310188889503479,0.28784632682800293,0.29712793231010437,1.0000001192092896,0.38423117995262146,0.26390334963798523,0.21801185607910156,0.1819818764925003
almost,0.398272305727005,0.3425607979297638,0.23828135430812836,0.348380982875824,0.17669527232646942,0.2983517646789551,0.2946622669696808,0.3341992199420929,0.24033094942569733,0.18499723076820374,0.1372147500514984
half,0.3641723394393921,0.26690807938575745,0.19052551686763763,0.31262141466140747,0.20719686150550842,0.19678020477294922,0.2276652306318283,0.3189295828342438,0.23541691899299622,0.25782057642936707,0.07471233606338501
of,0.35703447461128235,0.4946078956127167,0.2480744868516922,0.2671096920967102,0.16848602890968323,0.2927091419696808,0.32945773005485535,0.733189046382904,0.2329314798116684,0.21774794161319733,0.1826142966747284
the,0.3095499873161316,0.4933079481124878,0.33890387415885925,0.35023224353790283,0.20428593456745148,0.3029823303222656,0.38423117995262146,1.0,0.2801888585090637,0.22538691759109497,0.22068053483963013
crust,0.27056682109832764,0.2004449963569641,0.2114359736442566,0.2817700505256653,0.35231712460517883,0.17949122190475464,0.21801185607910156,0.22538691759109497,0.52252197265625,1.0000001192092896,0.1887258142232895
