,browlee,also,applies,that,civil,disobedience,is,okay,regarding,?
the,0.21537820994853973,0.6021018624305725,0.2765985429286957,0.5473989248275757,0.2477465271949768,0.30963727831840515,0.5823672413825989,0.21400150656700134,0.29280903935432434,0.22068053483963013
same,0.13600629568099976,0.4217197597026825,0.3487139642238617,0.47339269518852234,0.2058480679988861,0.21625900268554688,0.31152886152267456,0.27598923444747925,0.23847505450248718,0.22649677097797394
principle,0.1383485645055771,0.22708576917648315,0.38018548488616943,0.3780646324157715,0.13597504794597626,0.42045682668685913,0.20634804666042328,0.24197810888290405,0.34832483530044556,0.2002675086259842
",",0.3124484419822693,0.4717654287815094,0.35769712924957275,0.4137537479400635,0.24795588850975037,0.2878543734550476,0.4691906273365021,0.2820502817630768,0.2758248746395111,0.31091248989105225
she,0.3515525162220001,0.43632110953330994,0.16033689677715302,0.3407060205936432,0.1733604520559311,0.2803308367729187,0.2892388105392456,0.19995860755443573,0.14674407243728638,0.14223381876945496
argues,0.19602736830711365,0.2078157514333725,0.2682315707206726,0.3249100148677826,0.17222075164318085,0.3338176906108856,0.2095448076725006,0.17529597878456116,0.337507039308548,0.20733967423439026
",",0.3124484419822693,0.4717654287815094,0.35769712924957275,0.4137537479400635,0.24795588850975037,0.2878543734550476,0.4691906273365021,0.2820502817630768,0.2758248746395111,0.31091248989105225
applies,0.19137023389339447,0.2557905912399292,1.0,0.3473225235939026,0.19074174761772156,0.30594176054000854,0.3432334363460541,0.35476434230804443,0.42125365138053894,0.3131009638309479
to,0.20155704021453857,0.5348826050758362,0.3004893660545349,0.5436353087425232,0.2019355595111847,0.30665844678878784,0.42745086550712585,0.28073519468307495,0.29117533564567566,0.29463258385658264
breaches,0.13897114992141724,0.22078008949756622,0.31540852785110474,0.3399461805820465,0.25868499279022217,0.3172273635864258,0.2925383448600769,0.2713245749473572,0.3952238857746124,0.26425766944885254
of,0.21007856726646423,0.4924938678741455,0.31259071826934814,0.41498205065727234,0.24698495864868164,0.31932318210601807,0.4854315221309662,0.0755801647901535,0.2715161442756653,0.1826142966747284
law,0.21014729142189026,0.26510846614837646,0.32963311672210693,0.23277728259563446,0.31305259466171265,0.3980846405029297,0.18597714602947235,0.15207991003990173,0.3377852141857147,0.1528988480567932
in,0.24746929109096527,0.5073733329772949,0.28927063941955566,0.435920387506485,0.26466667652130127,0.3054615259170532,0.5394441485404968,0.15281493961811066,0.2634240984916687,0.20430970191955566
protest,0.18368926644325256,0.22299544513225555,0.18895119428634644,0.2501324415206909,0.29364001750946045,0.5334797501564026,0.16113008558750153,0.1460849642753601,0.2719820737838745,0.1878921240568161
against,0.16523243486881256,0.29948410391807556,0.1814083307981491,0.3318655490875244,0.22722691297531128,0.3858777582645416,0.1754940152168274,0.1206076517701149,0.28153765201568604,0.18095137178897858
international,0.16271615028381348,0.27179598808288574,0.19381225109100342,0.16969050467014313,0.19249369204044342,0.24540762603282928,0.19279639422893524,0.15437592566013336,0.22278517484664917,0.15335838496685028
organizations,0.14760242402553558,0.29612380266189575,0.19040508568286896,0.27636170387268066,0.22486436367034912,0.340042382478714,0.16318725049495697,0.17058208584785461,0.2926596403121948,0.22215601801872253
and,0.28003576397895813,0.5755972862243652,0.30854010581970215,0.4731321930885315,0.25259146094322205,0.3041999638080597,0.3859752118587494,0.21752804517745972,0.3182925879955292,0.20544172823429108
foreign,0.08963510394096375,0.2790583372116089,0.17801512777805328,0.17737965285778046,0.15267176926136017,0.2506670355796814,0.14707332849502563,0.1396554559469223,0.2074424773454666,0.13770383596420288
governments,0.2071598470211029,0.31052255630493164,0.23332825303077698,0.31705090403556824,0.29547783732414246,0.4009304940700531,0.203748419880867,0.19490133225917816,0.28516489267349243,0.18805137276649475
.,0.28041550517082214,0.49166762828826904,0.29075032472610474,0.4460422694683075,0.2541380822658539,0.2603943943977356,0.4569662809371948,0.2619057595729828,0.27343305945396423,0.4130953550338745
,browlee,also,applies,that,civil,disobedience,is,okay,regarding,?
brownlee,0.7185229063034058,0.25355273485183716,0.1345950812101364,0.12388560175895691,0.23662586510181427,0.2422027885913849,0.2225184291601181,0.19488254189491272,0.20627924799919128,0.27307888865470886
argues,0.19602736830711365,0.2078157514333725,0.2682315707206726,0.3249100148677826,0.17222075164318085,0.3338176906108856,0.2095448076725006,0.17529597878456116,0.337507039308548,0.20733967423439026
that,0.22036775946617126,0.6005857586860657,0.3473225235939026,1.0,0.16867391765117645,0.3551425039768219,0.3995479643344879,0.39667847752571106,0.40174636244773865,0.32716336846351624
disobedience,0.29093530774116516,0.30266615748405457,0.30594176054000854,0.3551425039768219,0.5442691445350647,1.0,0.21453623473644257,0.16770364344120026,0.3454584777355194,0.19890835881233215
in,0.24746929109096527,0.5073733329772949,0.28927063941955566,0.435920387506485,0.26466667652130127,0.3054615259170532,0.5394441485404968,0.15281493961811066,0.2634240984916687,0.20430970191955566
opposition,0.2136199176311493,0.25369539856910706,0.20818756520748138,0.2671529948711395,0.22930368781089783,0.35063114762306213,0.21637342870235443,0.23238211870193481,0.3111202120780945,0.15647298097610474
to,0.20155704021453857,0.5348826050758362,0.3004893660545349,0.5436353087425232,0.2019355595111847,0.30665844678878784,0.42745086550712585,0.28073519468307495,0.29117533564567566,0.29463258385658264
the,0.21537820994853973,0.6021018624305725,0.2765985429286957,0.5473989248275757,0.2477465271949768,0.30963727831840515,0.5823672413825989,0.21400150656700134,0.29280903935432434,0.22068053483963013
decisions,0.16569553315639496,0.26944777369499207,0.3290964663028717,0.3629890978336334,0.24488519132137299,0.3744994103908539,0.2378915399312973,0.2802700698375702,0.4332033395767212,0.29068708419799805
of,0.21007856726646423,0.4924938678741455,0.31259071826934814,0.41498205065727234,0.24698495864868164,0.31932318210601807,0.4854315221309662,0.0755801647901535,0.2715161442756653,0.1826142966747284
non-governmental,0.23391184210777283,0.31326359510421753,0.2708625793457031,0.27752166986465454,0.35446062684059143,0.4362923204898834,0.21368014812469482,0.24340063333511353,0.3684045970439911,0.2302026003599167
agencies,0.13720418512821198,0.2734302580356598,0.1833381950855255,0.2424272745847702,0.24945448338985443,0.24546565115451813,0.1606675088405609,0.12538765370845795,0.28419557213783264,0.1637895703315735
such,0.13215948641300201,0.4748345613479614,0.28732815384864807,0.4479874074459076,0.09689128398895264,0.20085255801677704,0.23545363545417786,0.1915004551410675,0.32226744294166565,0.17851735651493073
as,0.276469886302948,0.5774298906326294,0.29222437739372253,0.4735107421875,0.18100082874298096,0.25773370265960693,0.43216490745544434,0.25675442814826965,0.2799603343009949,0.27043893933296204
trade,0.09715558588504791,0.2907755970954895,0.15943090617656708,0.20906251668930054,0.21266672015190125,0.21154998242855072,0.17870411276817322,0.13276757299900055,0.1911221295595169,0.09336511790752411
unions,0.15563802421092987,0.23307785391807556,0.2334967851638794,0.23865030705928802,0.3838612735271454,0.4490469694137573,0.1290096491575241,0.1446562558412552,0.243385910987854,0.1424994021654129
",",0.3124484419822693,0.4717654287815094,0.35769712924957275,0.4137537479400635,0.24795588850975037,0.2878543734550476,0.4691906273365021,0.2820502817630768,0.2758248746395111,0.31091248989105225
banks,0.22047555446624756,0.21642062067985535,0.1508459746837616,0.15736013650894165,0.16948948800563812,0.1402074098587036,0.18453240394592285,0.16676422953605652,0.10711339116096497,0.11048095673322678
",",0.3124484419822693,0.4717654287815094,0.35769712924957275,0.4137537479400635,0.24795588850975037,0.2878543734550476,0.4691906273365021,0.2820502817630768,0.2758248746395111,0.31091248989105225
and,0.28003576397895813,0.5755972862243652,0.30854010581970215,0.4731321930885315,0.25259146094322205,0.3041999638080597,0.3859752118587494,0.21752804517745972,0.3182925879955292,0.20544172823429108
