,what,does,the,riemann,hypothesis,state,the,source,of,irregularity,in,the,distribution,of,points,comes,from,?
[,0.010752761736512184,-0.04333333671092987,0.07130392640829086,-0.03890480473637581,-0.05458327382802963,0.057902660220861435,0.07130392640829086,0.039546187967061996,0.010817250236868858,0.1673368662595749,0.12324675917625427,0.07130392640829086,0.05788644775748253,0.010817250236868858,0.02905927412211895,-0.02329426445066929,0.1347220540046692,0.011015460826456547
clarification,0.48417627811431885,0.355287104845047,0.2771701216697693,0.19164486229419708,0.3027638792991638,0.16825707256793976,0.2771701216697693,0.3392491638660431,0.22668644785881042,0.2832345962524414,0.18623769283294678,0.2771701216697693,0.16306719183921814,0.22668644785881042,0.30681753158569336,0.22507336735725403,0.1669301688671112,0.5103763937950134
needed,0.3631289601325989,0.36562326550483704,0.3064746856689453,0.19975848495960236,0.23790796101093292,0.2064431756734848,0.3064746856689453,0.2555637061595917,0.27215874195098877,0.19497092068195343,0.21117523312568665,0.3064746856689453,0.16001173853874207,0.27215874195098877,0.29967349767684937,0.1823268085718155,0.22794225811958313,0.2863257825374603
],-0.03775298595428467,0.018593570217490196,-0.04779602214694023,0.06683900207281113,0.03045606054365635,-0.030086500570178032,-0.04779602214694023,-0.05242835357785225,-0.035044461488723755,-0.00777783477678895,-0.1088862195611,-0.04779602214694023,0.03284461796283722,-0.035044461488723755,0.07130731642246246,-0.03943751007318497,0.007451207842677832,-0.0022520492784678936
from,0.2737620174884796,0.1777622550725937,0.40150508284568787,0.15205073356628418,0.08770541846752167,0.29024070501327515,0.40150508284568787,0.22562673687934875,0.4249346852302551,0.16145667433738708,0.4274188280105591,0.40150508284568787,0.13387413322925568,0.4249346852302551,0.16285273432731628,0.31963786482810974,1.0,0.19969791173934937
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.2754093110561371,0.2433040589094162,0.25097307562828064,0.5829201340675354,0.18778453767299652,0.5052502155303955,0.2667108476161957,0.539380669593811,0.5829201340675354,0.21514776349067688,0.5052502155303955,0.22482505440711975,0.2963891625404358,0.322764128446579,0.23916715383529663
physical,0.27895045280456543,0.24003824591636658,0.20230218768119812,0.2996278405189514,0.18139472603797913,0.14310035109519958,0.20230218768119812,0.14487215876579285,0.3124530017375946,0.29071468114852905,0.20687337219715118,0.20230218768119812,0.23888345062732697,0.3124530017375946,0.19599342346191406,0.05031907185912132,0.15376286208629608,0.11781801283359528
viewpoint,0.3907443583011627,0.26335006952285767,0.22710895538330078,0.2966209650039673,0.2888037860393524,0.2200869768857956,0.22710895538330078,0.25107452273368835,0.20330668985843658,0.3030046224594116,0.15773071348667145,0.22710895538330078,0.15561777353286743,0.20330668985843658,0.32062795758247375,0.13370727002620697,0.19302873313426971,0.3248816728591919
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.260956346988678,0.15448060631752014,0.29481780529022217,0.4933079481124878,0.2657822072505951,0.4946078956127167,0.18724575638771057,0.5201468467712402,0.4933079481124878,0.20136328041553497,0.4946078956127167,0.2862778604030609,0.289667546749115,0.39760664105415344,0.31091248989105225
it,0.45803478360176086,0.34188351035118103,0.6251175999641418,0.23409591615200043,0.2407635748386383,0.32295069098472595,0.6251175999641418,0.3236563801765442,0.38761502504348755,0.24788714945316315,0.5130809545516968,0.6251175999641418,0.2561117708683014,0.38761502504348755,0.19351884722709656,0.27672162652015686,0.325604110956192,0.25732165575027466
roughly,0.2731170356273651,0.17797225713729858,0.3095499873161316,0.25186464190483093,0.2687757909297943,0.24165578186511993,0.3095499873161316,0.10978928208351135,0.35703447461128235,0.2968987822532654,0.2718433141708374,0.3095499873161316,0.18861103057861328,0.35703447461128235,0.1327946037054062,0.25174322724342346,0.288622111082077,0.09299357235431671
states,0.21526020765304565,0.18093830347061157,0.3463578522205353,0.13656620681285858,0.1534101366996765,0.5370627045631409,0.3463578522205353,0.15062680840492249,0.30884552001953125,0.1701916754245758,0.3977442979812622,0.3463578522205353,0.17878855764865875,0.30884552001953125,0.170137420296669,0.1485110968351364,0.24283263087272644,0.16272737085819244
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.2777266800403595,0.3562784492969513,0.24252457916736603,0.5473989248275757,0.3142060935497284,0.41498205065727234,0.3625975251197815,0.435920387506485,0.5473989248275757,0.25933966040611267,0.41498205065727234,0.2772720456123352,0.27738267183303833,0.3477667272090912,0.32716336846351624
the,0.42745697498321533,0.35928019881248474,1.0,0.22838398814201355,0.2221619188785553,0.3097178041934967,1.0,0.30258262157440186,0.733189046382904,0.26651984453201294,0.6662389636039734,1.0,0.27569329738616943,0.733189046382904,0.2560983896255493,0.32399529218673706,0.40150508284568787,0.22068053483963013
irregularity,0.26318156719207764,0.26422861218452454,0.26651984453201294,0.2598790228366852,0.3427236080169678,0.13367943465709686,0.26651984453201294,0.12738463282585144,0.2226521372795105,1.0000001192092896,0.22521953284740448,0.26651984453201294,0.2350306510925293,0.2226521372795105,0.21682825684547424,0.20066729187965393,0.16145667433738708,0.15191251039505005
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.22287186980247498,0.17262659966945648,0.33316072821617126,0.6662389636039734,0.24019475281238556,0.5696388483047485,0.22521953284740448,1.0,0.6662389636039734,0.23537677526474,0.5696388483047485,0.1616203784942627,0.18555757403373718,0.4274188280105591,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,1.0,0.22838398814201355,0.2221619188785553,0.3097178041934967,1.0,0.30258262157440186,0.733189046382904,0.26651984453201294,0.6662389636039734,1.0,0.27569329738616943,0.733189046382904,0.2560983896255493,0.32399529218673706,0.40150508284568787,0.22068053483963013
distribution,0.17429208755493164,0.17152921855449677,0.27569329738616943,0.29867976903915405,0.23500119149684906,0.12859360873699188,0.27569329738616943,0.26846399903297424,0.254255473613739,0.2350306510925293,0.23537677526474,0.27569329738616943,1.0,0.254255473613739,0.10270321369171143,0.11563051491975784,0.13387413322925568,0.0929616317152977
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.25200456380844116,0.18608006834983826,0.34253445267677307,0.733189046382904,0.18598204851150513,1.0,0.2226521372795105,0.5696388483047485,0.733189046382904,0.254255473613739,1.0,0.20397144556045532,0.2978210747241974,0.4249346852302551,0.1826142966747284
primes,0.2505246102809906,0.24454741179943085,0.22359657287597656,0.35033124685287476,0.3432275354862213,0.14626188576221466,0.22359657287597656,0.216676265001297,0.22199293971061707,0.270577609539032,0.20882321894168854,0.22359657287597656,0.2172791212797165,0.22199293971061707,0.2612127959728241,0.22213658690452576,0.15068890154361725,0.18851876258850098
only,0.41415658593177795,0.45203697681427,0.5497692227363586,0.2244415134191513,0.20216253399848938,0.25976240634918213,0.5497692227363586,0.25593993067741394,0.49632513523101807,0.2616736888885498,0.42992329597473145,0.5497692227363586,0.3110915720462799,0.49632513523101807,0.21326516568660736,0.25243473052978516,0.32145237922668457,0.2767370045185089
comes,0.2575639486312866,0.36135387420654297,0.32399529218673706,0.10008232295513153,0.19112126529216766,0.18105997145175934,0.32399529218673706,0.21479153633117676,0.2978210747241974,0.20066729187965393,0.18555757403373718,0.32399529218673706,0.11563051491975784,0.2978210747241974,0.14703671634197235,1.0,0.31963786482810974,0.15980161726474762
