,when,did,luther,'s,writings,to,spread,to,france,",",england,and,italy,?
luther,0.14516782760620117,0.23667675256729126,1.0,-0.009990512393414974,0.32714858651161194,0.18029534816741943,0.11462883651256561,0.18029534816741943,0.19795531034469604,0.23255878686904907,0.17883558571338654,0.20796556770801544,0.09907186031341553,0.1732746809720993
's,-0.03368149697780609,0.05069678649306297,-0.009990512393414974,0.9999999403953552,0.029720310121774673,0.03782717138528824,0.003855166956782341,0.03782717138528824,0.024341266602277756,-0.0016132977325469255,-0.056369803845882416,0.06895173341035843,0.007163373753428459,-0.023395681753754616
writings,0.18043038249015808,0.262403666973114,0.32714858651161194,0.029720310121774673,1.0000001192092896,0.18383939564228058,0.23847830295562744,0.18383939564228058,0.1959509253501892,0.21987015008926392,0.21364931762218475,0.2566024661064148,0.11551477760076523,0.1770159751176834
circulated,0.25685203075408936,0.17430779337882996,0.06250688433647156,0.020543241873383522,0.2508029639720917,0.1756521463394165,0.3293587267398834,0.1756521463394165,0.15481975674629211,0.20803967118263245,0.1755748987197876,0.2557949125766754,0.1397317349910736,0.0759977251291275
widely,0.21910633146762848,0.1830587387084961,0.1059485599398613,-0.0028757310938090086,0.23999133706092834,0.2705559730529785,0.3647288382053375,0.2705559730529785,0.18764500319957733,0.2983349859714508,0.19739945232868195,0.2914178967475891,0.14369943737983704,0.10354958474636078
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,-0.0016132977325469255,0.21987015008926392,0.44245919585227966,0.24950742721557617,0.44245919585227966,0.28250643610954285,1.0000001192092896,0.2732875645160675,0.6633074283599854,0.2497674822807312,0.31091248989105225
reaching,0.2850120961666107,0.2354024350643158,0.10332684963941574,-0.029002901166677475,0.10253045707941055,0.3080388903617859,0.3053743243217468,0.3080388903617859,0.18235176801681519,0.29653310775756836,0.20929215848445892,0.28342321515083313,0.22039082646369934,0.13075216114521027
france,0.24438227713108063,0.2138325721025467,0.19795531034469604,0.024341266602277756,0.1959509253501892,0.2670897841453552,0.1583498865365982,0.2670897841453552,1.0000001192092896,0.28250643610954285,0.4915108382701874,0.2925812005996704,0.49529901146888733,0.15069349110126495
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,-0.0016132977325469255,0.21987015008926392,0.44245919585227966,0.24950742721557617,0.44245919585227966,0.28250643610954285,1.0000001192092896,0.2732875645160675,0.6633074283599854,0.2497674822807312,0.31091248989105225
england,0.26359328627586365,0.22023706138134003,0.17883558571338654,-0.056369803845882416,0.21364931762218475,0.27769553661346436,0.19012199342250824,0.27769553661346436,0.4915108382701874,0.2732875645160675,0.9999998807907104,0.35173749923706055,0.3622933328151703,0.13436897099018097
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,-0.0016132977325469255,0.21987015008926392,0.44245919585227966,0.24950742721557617,0.44245919585227966,0.28250643610954285,1.0000001192092896,0.2732875645160675,0.6633074283599854,0.2497674822807312,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.20796556770801544,0.06895173341035843,0.2566024661064148,0.48971283435821533,0.2815358638763428,0.48971283435821533,0.2925812005996704,0.6633074283599854,0.35173749923706055,1.0,0.25207585096359253,0.20544172823429108
italy,0.2128385305404663,0.10825580358505249,0.09907186031341553,0.007163373753428459,0.11551477760076523,0.19335418939590454,0.22064237296581268,0.19335418939590454,0.49529901146888733,0.2497674822807312,0.3622933328151703,0.25207585096359253,1.0,0.11567100137472153
as,0.4437963366508484,0.3596470057964325,0.20242992043495178,-0.05775856226682663,0.19641442596912384,0.42092081904411316,0.19766707718372345,0.42092081904411316,0.19034622609615326,0.48816442489624023,0.20793095231056213,0.49487000703811646,0.14815199375152588,0.27043893933296204
early,0.32107013463974,0.32047218084335327,0.20602326095104218,0.03384959325194359,0.37605446577072144,0.24557004868984222,0.23685507476329803,0.24557004868984222,0.22195738554000854,0.3022546172142029,0.2534618377685547,0.29847630858421326,0.2157934457063675,0.15272949635982513
as,0.4437963366508484,0.3596470057964325,0.20242992043495178,-0.05775856226682663,0.19641442596912384,0.42092081904411316,0.19766707718372345,0.42092081904411316,0.19034622609615326,0.48816442489624023,0.20793095231056213,0.49487000703811646,0.14815199375152588,0.27043893933296204
1519,-0.11399693787097931,-0.056957732886075974,-0.005450457334518433,-0.09468213468790054,0.03425486385822296,-0.09235245734453201,0.01699458435177803,-0.09235245734453201,-0.2440447211265564,-0.22818908095359802,-0.23654232919216156,-0.17669443786144257,-0.15256085991859436,0.008538873866200447
.,0.475719153881073,0.35288307070732117,0.24907569587230682,-0.003708066651597619,0.24754001200199127,0.4645031690597534,0.2690257728099823,0.4645031690597534,0.33719199895858765,0.6812511086463928,0.31012484431266785,0.588965117931366,0.26594269275665283,0.4130953550338745
