,what,was,the,pinedale,assembly,center,?
during,0.24137552082538605,0.4470829963684082,0.4838213622570038,0.23517335951328278,0.1770639717578888,0.20517146587371826,0.1325719803571701
1942,0.15789857506752014,0.3519994914531708,0.38329726457595825,0.278049498796463,0.16815085709095,0.21176663041114807,0.0997183620929718
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.4220380187034607,0.21222424507141113,0.1905742734670639,0.31091248989105225
pinedale,0.15450933575630188,0.3285290002822876,0.2957684397697449,0.9999999403953552,0.1505075991153717,0.19875316321849823,0.2044522762298584
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.4220380187034607,0.21222424507141113,0.1905742734670639,0.31091248989105225
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.3145999014377594,0.2425609529018402,0.27253323793411255,0.20430970191955566
what,0.9999998807907104,0.22111038863658905,0.42745697498321533,0.15450933575630188,0.21462371945381165,0.1908310204744339,0.5051238536834717
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.2511312961578369,0.20304200053215027,0.24782158434391022,0.22961433231830597
now,0.4903225302696228,0.35876134037971497,0.38266420364379883,0.20356979966163635,0.20190411806106567,0.1856749951839447,0.29641881585121155
north,0.18673177063465118,0.29020047187805176,0.36298373341560364,0.3344910144805908,0.22599667310714722,0.26633593440055847,0.11829731613397598
fresno,0.159109428524971,0.2749030292034149,0.22571885585784912,0.3527085483074188,0.1641770601272583,0.26067841053009033,0.13224096596240997
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.4220380187034607,0.21222424507141113,0.1905742734670639,0.31091248989105225
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.3285290002822876,0.2233278602361679,0.19517986476421356,0.18412111699581146
the,0.42745697498321533,0.48711544275283813,1.0,0.2957684397697449,0.2524827718734741,0.29064592719078064,0.22068053483963013
site,0.21561308205127716,0.24460934102535248,0.288954496383667,0.2187860757112503,0.15667632222175598,0.1994858980178833,0.2014765441417694
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.26054710149765015,0.2946469783782959,0.24526838958263397,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.2957684397697449,0.2524827718734741,0.29064592719078064,0.22068053483963013
pinedale,0.15450933575630188,0.3285290002822876,0.2957684397697449,0.9999999403953552,0.1505075991153717,0.19875316321849823,0.2044522762298584
assembly,0.21462371945381165,0.2233278602361679,0.2524827718734741,0.1505075991153717,1.0000001192092896,0.1268819123506546,0.1488889455795288
center,0.1908310204744339,0.19517986476421356,0.29064592719078064,0.19875316321849823,0.1268819123506546,0.9999999403953552,0.12538520991802216
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.4220380187034607,0.21222424507141113,0.1905742734670639,0.31091248989105225
an,0.2821882665157318,0.3694365322589874,0.4207492768764496,0.2491016685962677,0.13443148136138916,0.14463786780834198,0.19793890416622162
interim,0.2034541517496109,0.24776823818683624,0.24575908482074738,0.16173715889453888,0.33068200945854187,0.19104881584644318,0.19774672389030457
facility,0.13735945522785187,0.193069726228714,0.19252020120620728,0.2301696240901947,0.18621331453323364,0.36876654624938965,0.12783357501029968
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.21250924468040466,0.15736129879951477,0.1980270892381668,0.264628142118454
the,0.42745697498321533,0.48711544275283813,1.0,0.2957684397697449,0.2524827718734741,0.29064592719078064,0.22068053483963013
relocation,0.2399197220802307,0.2397293597459793,0.3762933611869812,0.2285563349723816,0.19381894171237946,0.2933710515499115,0.10899515450000763
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.26054710149765015,0.2946469783782959,0.24526838958263397,0.1826142966747284
fresno,0.159109428524971,0.2749030292034149,0.22571885585784912,0.3527085483074188,0.1641770601272583,0.26067841053009033,0.13224096596240997
area,0.21965408325195312,0.24981513619422913,0.37834644317626953,0.29237404465675354,0.16332340240478516,0.3001854717731476,0.12640461325645447
japanese,0.16184724867343903,0.21891649067401886,0.21599429845809937,0.1891293227672577,0.11078118532896042,0.13311217725276947,0.12021756172180176
americans,0.2497653216123581,0.28990358114242554,0.3275100290775299,0.2953146994113922,0.14318497478961945,0.20484846830368042,0.19417695701122284
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.22380408644676208,0.19874803721904755,0.17764393985271454,0.29463258385658264
internment,0.2363828420639038,0.34253424406051636,0.32002344727516174,0.2587610185146332,0.1904340237379074,0.2002829760313034,0.21004199981689453
camps,0.21439820528030396,0.2205420881509781,0.19832448661327362,0.22585929930210114,0.1414368897676468,0.1427081674337387,0.17811423540115356
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.3245565593242645,0.21666362881660461,0.29649654030799866,0.4130953550338745
