,what,is,the,mace,displayed,in,?
presented,0.23381416499614716,0.22408393025398254,0.3251480758190155,0.0957636833190918,0.3853546380996704,0.3047972023487091,0.17025142908096313
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.11557292193174362,0.19166001677513123,0.45010748505592346,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.18704354763031006,0.2887660264968872,0.6662389636039734,0.22068053483963013
scottish,0.13777151703834534,0.16398480534553528,0.21724988520145416,0.27674221992492676,0.15168964862823486,0.16512006521224976,0.06442669779062271
parliament,0.21650300920009613,0.19676777720451355,0.26521381735801697,0.15684230625629425,0.1459779590368271,0.2323146015405655,0.1586504578590393
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.20493577420711517,0.18044444918632507,0.370934396982193,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,1.0,0.18704354763031006,0.2887660264968872,0.6662389636039734,0.22068053483963013
queen,0.18133950233459473,0.19885572791099548,0.24681736528873444,0.15203765034675598,0.13409985601902008,0.23028744757175446,0.17460165917873383
upon,0.2878674864768982,0.1675044447183609,0.28184252977371216,0.19808177649974823,0.1674262434244156,0.20347267389297485,0.13780277967453003
its,0.30393704771995544,0.4447362422943115,0.559237003326416,0.19871798157691956,0.22098572552204132,0.3793783485889435,0.15103481709957123
official,0.18967986106872559,0.21236078441143036,0.3133983910083771,0.10740271210670471,0.14798040688037872,0.25180214643478394,0.18097688257694244
opening,0.18146683275699615,0.1926470547914505,0.37298497557640076,0.010244763456285,0.16185323894023895,0.2907836139202118,0.16502447426319122
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.13083815574645996,0.22596381604671478,1.0,0.20430970191955566
july,0.22688010334968567,0.22825419902801514,0.2371699959039688,0.07574882358312607,0.13347983360290527,0.26500701904296875,0.2897891402244568
1999,0.09112130105495453,-0.0019369778456166387,0.06755080074071884,-0.1064169630408287,-0.09173022955656052,-0.0026030326262116432,0.05416720360517502
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2637544572353363,0.2104237824678421,0.5201468467712402,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.18704354763031006,0.2887660264968872,0.6662389636039734,0.22068053483963013
mace,0.09177103638648987,0.18705031275749207,0.18704354763031006,1.0000001192092896,0.13196107745170593,0.13083815574645996,0.07025778293609619
is,0.28837618231773376,1.0,0.5823672413825989,0.18705031275749207,0.1811804473400116,0.5394441485404968,0.22961433231830597
displayed,0.22588716447353363,0.1811804473400116,0.2887660264968872,0.13196107745170593,0.9999998807907104,0.22596381604671478,0.20322057604789734
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.13083815574645996,0.22596381604671478,1.0,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.19729982316493988,0.22292453050613403,0.539380669593811,0.23916715383529663
glass,0.13572539389133453,0.24710522592067719,0.20646950602531433,0.30438685417175293,0.25928109884262085,0.21226459741592407,0.1252557635307312
case,0.30770957469940186,0.26648613810539246,0.31022098660469055,0.08544975519180298,0.2414683997631073,0.2190418541431427,0.33232852816581726
suspended,0.15452195703983307,0.17945344746112823,0.28768354654312134,0.07190913707017899,0.14071032404899597,0.20142072439193726,0.13118882477283478
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.12413929402828217,0.12746192514896393,0.4274188280105591,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.18704354763031006,0.2887660264968872,0.6662389636039734,0.22068053483963013
lid,0.12468206882476807,0.166989266872406,0.14996309578418732,0.188311368227005,0.15902003645896912,0.11135999858379364,0.2704247236251831
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2058405876159668,0.2529311776161194,0.5591574311256409,0.4130953550338745
