,what,type,of,treatment,are,pharmacists,important,for,?
since,0.29783400893211365,0.17056550085544586,0.35513219237327576,0.13443441689014435,0.30560651421546936,0.11735454946756363,0.2511195242404938,0.36751601099967957,0.2876587212085724
pharmacists,0.28274545073509216,0.13279232382774353,0.20506609976291656,0.36347252130508423,0.33935052156448364,1.0,0.22034364938735962,0.21977780759334564,0.1797308325767517
know,0.6545611619949341,0.19385534524917603,0.24288669228553772,0.20887263119220734,0.35463452339172363,0.33198121190071106,0.35863611102104187,0.3311142325401306,0.5287392735481262
about,0.47976887226104736,0.1371919810771942,0.40939709544181824,0.20938865840435028,0.36165615916252136,0.2167893946170807,0.34283536672592163,0.3312419354915619,0.302409827709198
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2350214421749115,0.40399202704429626,0.24311043322086334,0.39348116517066956,0.4739971458911896,0.22068053483963013
mode,0.22054550051689148,0.2996039092540741,0.14595618844032288,0.14787530899047852,0.1781233698129654,0.12430629879236221,0.09103963524103165,0.2273154854774475,0.29990461468696594
of,0.33290785551071167,0.18112817406654358,1.0,0.2632577419281006,0.39081433415412903,0.20506609976291656,0.43301743268966675,0.4185989499092102,0.1826142966747284
action,0.30170392990112305,0.16363480687141418,0.23570318520069122,0.20472437143325806,0.1995353102684021,0.14466510713100433,0.2165084183216095,0.23083873093128204,0.250188946723938
of,0.33290785551071167,0.18112817406654358,1.0,0.2632577419281006,0.39081433415412903,0.20506609976291656,0.43301743268966675,0.4185989499092102,0.1826142966747284
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.23119685053825378,0.265255331993103,0.25803542137145996,0.2963852882385254,0.44038116931915283,0.23916715383529663
particular,0.4548671245574951,0.3430236876010895,0.3490585684776306,0.2700383961200714,0.3587656319141388,0.2534511983394623,0.42186713218688965,0.3931528329849243,0.2741454839706421
drug,0.21731828153133392,0.15104196965694427,0.19976560771465302,0.41372713446617126,0.18132726848125458,0.41105008125305176,0.17389199137687683,0.24407340586185455,0.12584024667739868
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2413949966430664,0.4062570035457611,0.22197484970092773,0.3452564477920532,0.4464869201183319,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2541726231575012,0.48576638102531433,0.26810887455940247,0.37549954652786255,0.5064792633056641,0.20544172823429108
its,0.30393704771995544,0.11677329987287521,0.48690423369407654,0.19450989365577698,0.30942749977111816,0.1933421641588211,0.31383612751960754,0.2992613911628723,0.15103481709957123
metabolism,0.22377163171768188,0.2221173644065857,0.2572331428527832,0.3873933255672455,0.2988104224205017,0.2941434383392334,0.3081318736076355,0.2660544514656067,0.19860108196735382
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2541726231575012,0.48576638102531433,0.26810887455940247,0.37549954652786255,0.5064792633056641,0.20544172823429108
physiological,0.2684060335159302,0.11710210144519806,0.26241955161094666,0.41669386625289917,0.24835312366485596,0.33687323331832886,0.19958175718784332,0.23852017521858215,0.1476508378982544
effects,0.22572848200798035,0.2290719896554947,0.21244898438453674,0.3983074128627777,0.27667149901390076,0.26493480801582336,0.17016994953155518,0.28118398785591125,0.16749060153961182
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.21504230797290802,0.268924742937088,0.14047865569591522,0.23164092004299164,0.36199691891670227,0.2714994251728058
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2350214421749115,0.40399202704429626,0.24311043322086334,0.39348116517066956,0.4739971458911896,0.22068053483963013
human,0.24243313074111938,0.11649816483259201,0.3083189129829407,0.2549048066139221,0.23456993699073792,0.24286578595638275,0.2784521281719208,0.2089424729347229,0.19748784601688385
body,0.2143840193748474,0.2224954217672348,0.25063133239746094,0.2470594346523285,0.2451179027557373,0.17141388356685638,0.2032236009836197,0.16740016639232635,0.20136451721191406
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.21588237583637238,0.3841303884983063,0.22358480095863342,0.3796374499797821,0.4322226941585541,0.20430970191955566
great,0.2562883198261261,0.1103498712182045,0.3168134391307831,0.11671055853366852,0.13090994954109192,0.10121295601129532,0.259194940328598,0.19302397966384888,0.13135133683681488
detail,0.3660587966442108,0.15580029785633087,0.27033913135528564,0.17461952567100525,0.19090454280376434,0.13090741634368896,0.29499202966690063,0.20328432321548462,0.25387880206108093
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2413949966430664,0.4062570035457611,0.22197484970092773,0.3452564477920532,0.4464869201183319,0.31091248989105225
they,0.4431931674480438,0.1953689455986023,0.3426007330417633,0.2507631182670593,0.610666811466217,0.40619930624961853,0.27455639839172363,0.3466525673866272,0.2753053903579712
play,0.2180248498916626,0.07543125748634338,0.15350224077701569,0.1530391424894333,0.237369567155838,0.23417280614376068,0.1567390114068985,0.27811455726623535,0.11059518158435822
an,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.15807929635047913,0.1556541919708252,0.16105923056602478,0.2662794589996338,0.3236706852912903,0.19793890416622162
important,0.31164905428886414,0.215251624584198,0.43301743268966675,0.17189869284629822,0.33294984698295593,0.22034364938735962,1.0000001192092896,0.3458578288555145,0.17812499403953552
role,0.22614215314388275,0.10526427626609802,0.1797693818807602,0.1903371959924698,0.1439027637243271,0.09023214876651764,0.3086093068122864,0.34694939851760864,0.18676944077014923
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.21588237583637238,0.3841303884983063,0.22358480095863342,0.3796374499797821,0.4322226941585541,0.20430970191955566
optimisation,0.37132924795150757,0.2860100269317627,0.2623886168003082,0.3341032564640045,0.2961953580379486,0.26617711782455444,0.2722010314464569,0.37197431921958923,0.299887478351593
of,0.33290785551071167,0.18112817406654358,1.0,0.2632577419281006,0.39081433415412903,0.20506609976291656,0.43301743268966675,0.4185989499092102,0.1826142966747284
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.23119685053825378,0.265255331993103,0.25803542137145996,0.2963852882385254,0.44038116931915283,0.23916715383529663
drug,0.21731828153133392,0.15104196965694427,0.19976560771465302,0.41372713446617126,0.18132726848125458,0.41105008125305176,0.17389199137687683,0.24407340586185455,0.12584024667739868
treatment,0.27640530467033386,0.22021281719207764,0.2632577419281006,0.9999999403953552,0.21270906925201416,0.36347252130508423,0.17189869284629822,0.3059377670288086,0.20314443111419678
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.3059377670288086,0.3895993232727051,0.21977780759334564,0.3458578288555145,0.9999999403953552,0.264628142118454
an,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.15807929635047913,0.1556541919708252,0.16105923056602478,0.2662794589996338,0.3236706852912903,0.19793890416622162
individual,0.34021541476249695,0.24401681125164032,0.3372420072555542,0.1959567815065384,0.334160178899765,0.19814155995845795,0.2541296184062958,0.33574938774108887,0.2058374285697937
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.27064111828804016,0.3452940285205841,0.27446362376213074,0.33938494324684143,0.4726039469242096,0.4130953550338745
