,in,china,",",this,person,inferred,that,the,land,was,formed,by,erosion,of,the,mountains,and,by,silt,deposition,",",what,was,his,name,?
in,1.0,0.267821341753006,0.5201468467712402,0.45205554366111755,0.23876774311065674,0.20526081323623657,0.435920387506485,0.6662389636039734,0.22871792316436768,0.45514053106307983,0.27325257658958435,0.370934396982193,0.21655912697315216,0.5696388483047485,0.6662389636039734,0.27267226576805115,0.4954058527946472,0.370934396982193,0.2173358052968979,0.22257502377033234,0.5201468467712402,0.30808621644973755,0.45514053106307983,0.3598145842552185,0.2459065467119217,0.20430970191955566
china,0.267821341753006,1.0000001192092896,0.27650898694992065,0.21708054840564728,0.15800906717777252,0.1272343248128891,0.27188003063201904,0.3110525608062744,0.1958436816930771,0.20567192137241364,0.15625149011611938,0.15857630968093872,0.236008420586586,0.27699828147888184,0.3110525608062744,0.2168675661087036,0.27966102957725525,0.15857630968093872,0.24036426842212677,0.20881593227386475,0.27650898694992065,0.13832437992095947,0.20567192137241364,0.12265565246343613,0.13050827383995056,0.18007943034172058
",",0.5201468467712402,0.27650898694992065,1.0000001192092896,0.4316047728061676,0.2255365252494812,0.20492485165596008,0.4137537479400635,0.4933079481124878,0.22220008075237274,0.45456063747406006,0.2636634409427643,0.3680937886238098,0.24118734896183014,0.4946078956127167,0.4933079481124878,0.2542361319065094,0.6633074283599854,0.3680937886238098,0.2773439586162567,0.17346450686454773,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.3378419280052185,0.28145334124565125,0.31091248989105225
the,0.6662389636039734,0.3110525608062744,0.4933079481124878,0.6274310946464539,0.3487054407596588,0.28192782402038574,0.5473989248275757,1.0,0.28587454557418823,0.48711544275283813,0.28813210129737854,0.4408751428127289,0.2848348915576935,0.733189046382904,1.0,0.27269288897514343,0.5171257257461548,0.4408751428127289,0.3025934100151062,0.3074389100074768,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.4394008219242096,0.3171212375164032,0.22068053483963013
polymath,0.230042964220047,0.1614014357328415,0.2977514863014221,0.1849963217973709,0.12306186556816101,0.14869481325149536,0.19329161942005157,0.17267894744873047,0.06595661491155624,0.308808833360672,0.15681973099708557,0.21167747676372528,0.0914352759718895,0.24950963258743286,0.17267894744873047,0.11684457957744598,0.19499363005161285,0.21167747676372528,0.15644077956676483,0.19181324541568756,0.2977514863014221,0.13378845155239105,0.308808833360672,0.22821205854415894,0.1639411449432373,0.1700359731912613
shen,0.17430278658866882,0.5265890955924988,0.2485889494419098,0.13020913302898407,0.17394781112670898,0.12397617101669312,0.1948840618133545,0.1715063601732254,0.17100848257541656,0.1713327020406723,0.09982658177614212,0.19116438925266266,0.11317721754312515,0.16697750985622406,0.1715063601732254,0.10963544249534607,0.23282930254936218,0.19116438925266266,0.21798613667488098,0.14525683224201202,0.2485889494419098,0.08489134162664413,0.1713327020406723,0.19784614443778992,0.1797429770231247,0.1405322402715683
kuo,0.09745828807353973,0.5011409521102905,0.2864573299884796,0.1734604686498642,0.16980475187301636,0.1363995224237442,0.16786138713359833,0.17402341961860657,0.10944680124521255,0.1847100406885147,0.13291001319885254,0.16119444370269775,0.031894657760858536,0.17598487436771393,0.17402341961860657,0.11896610260009766,0.2295195609331131,0.16119444370269775,0.08578572422266006,0.1343913972377777,0.2864573299884796,0.17105771601200104,0.1847100406885147,0.22570914030075073,0.1675652712583542,0.2440837323665619
(,0.3087427020072937,0.20244336128234863,0.6363511681556702,0.3388223350048065,0.20162400603294373,0.16807277500629425,0.2264307141304016,0.33289089798927307,0.15432493388652802,0.2980341613292694,0.18508760631084442,0.20696312189102173,0.13837707042694092,0.35032153129577637,0.33289089798927307,0.14249426126480103,0.4862271547317505,0.20696312189102173,0.1823825240135193,0.17746563255786896,0.6363511681556702,0.2411840260028839,0.2980341613292694,0.16098198294639587,0.2706909477710724,0.40561532974243164
1031–1095,0.052363112568855286,0.026257546618580818,0.19068506360054016,0.2336057424545288,0.17105011641979218,0.11875096708536148,0.24662403762340546,0.061711765825748444,0.003836054354906082,0.08763615041971207,-0.020829735323786736,0.10310012847185135,-0.0020965177100151777,0.022599704563617706,0.061711765825748444,0.01020987518131733,0.12423951178789139,0.10310012847185135,0.06699342280626297,0.006608517840504646,0.19068506360054016,0.26019173860549927,0.08763615041971207,0.14893338084220886,0.08130984753370285,0.3425162732601166
),0.3326910734176636,0.21962320804595947,0.63033527135849,0.3621573746204376,0.2120949774980545,0.15816384553909302,0.23478686809539795,0.3456730246543884,0.1601184755563736,0.3267642855644226,0.22280143201351166,0.2151763141155243,0.1362813413143158,0.3680361211299896,0.3456730246543884,0.16033703088760376,0.4961937665939331,0.2151763141155243,0.17132727801799774,0.1847372204065323,0.63033527135849,0.26259949803352356,0.3267642855644226,0.18606403470039368,0.2638341188430786,0.42300865054130554
