,when,did,western,governments,support,fledgling,islamists,?
during,0.46721696853637695,0.30679523944854736,0.2569528818130493,0.260488361120224,0.19474700093269348,0.27023714780807495,0.2906741797924042,0.1325719803571701
the,0.5091903209686279,0.34736719727516174,0.37920868396759033,0.2835306227207184,0.22984638810157776,0.3803516626358032,0.2982981204986572,0.22068053483963013
1970s,0.011553144082427025,0.08396200090646744,-0.023974955081939697,0.014107909984886646,0.05069369822740555,0.024750541895627975,0.037970710545778275,0.03861190751194954
and,0.4716290831565857,0.34479495882987976,0.27210789918899536,0.31577762961387634,0.25609129667282104,0.3730151057243347,0.24194714426994324,0.20544172823429108
sometimes,0.412046879529953,0.28058236837387085,0.22709107398986816,0.26525887846946716,0.1283334493637085,0.324494868516922,0.2762626111507416,0.1751544177532196
later,0.4627884030342102,0.38386887311935425,0.2249227911233902,0.22825148701667786,0.21937917172908783,0.24933549761772156,0.20980443060398102,0.1417175978422165
",",0.36674630641937256,0.3015086054801941,0.27542921900749207,0.259052038192749,0.2733234167098999,0.3255874812602997,0.1822616159915924,0.31091248989105225
western,0.2197389006614685,0.15773870050907135,1.0000001192092896,0.2569851279258728,0.05951785668730736,0.16435743868350983,0.2040775567293167,0.17439141869544983
and,0.4716290831565857,0.34479495882987976,0.27210789918899536,0.31577762961387634,0.25609129667282104,0.3730151057243347,0.24194714426994324,0.20544172823429108
pro-western,0.2681852877140045,0.16922079026699066,0.8523055911064148,0.2769632339477539,0.10726194828748703,0.2527746856212616,0.22079916298389435,0.2474077045917511
governments,0.2359263300895691,0.30091071128845215,0.2569851279258728,1.0,0.2808331549167633,0.26103001832962036,0.4846082031726837,0.18805137276649475
often,0.47236984968185425,0.26973026990890503,0.25813719630241394,0.29039251804351807,0.13656146824359894,0.3439127206802368,0.3224538266658783,0.23748154938220978
supported,0.22779937088489532,0.3048703968524933,0.09249088913202286,0.37759754061698914,0.7087500691413879,0.1718059480190277,0.310268372297287,0.11593948304653168
sometimes,0.412046879529953,0.28058236837387085,0.22709107398986816,0.26525887846946716,0.1283334493637085,0.324494868516922,0.2762626111507416,0.1751544177532196
fledgling,0.42856237292289734,0.25663697719573975,0.16435743868350983,0.26103001832962036,0.2883363366127014,1.0000001192092896,0.26736247539520264,0.26412340998649597
islamists,0.2116072028875351,0.27991756796836853,0.2040775567293167,0.4846082031726837,0.24298857152462006,0.26736247539520264,1.0000001192092896,0.17165705561637878
and,0.4716290831565857,0.34479495882987976,0.27210789918899536,0.31577762961387634,0.25609129667282104,0.3730151057243347,0.24194714426994324,0.20544172823429108
islamist,0.17608045041561127,0.18690630793571472,0.19424201548099518,0.39632847905158997,0.23209555447101593,0.2417508065700531,0.8732509016990662,0.14697067439556122
groups,0.21922865509986877,0.1589982509613037,0.2193426489830017,0.324964314699173,0.16549962759017944,0.24600663781166077,0.3832854628562927,0.14349548518657684
that,0.5860282182693481,0.47518548369407654,0.21672776341438293,0.31705090403556824,0.3622364103794098,0.3940710127353668,0.3097357153892517,0.32716336846351624
later,0.4627884030342102,0.38386887311935425,0.2249227911233902,0.22825148701667786,0.21937917172908783,0.24933549761772156,0.20980443060398102,0.1417175978422165
came,0.2824265956878662,0.4016856253147125,0.21799838542938232,0.1717965006828308,0.217976376414299,0.20580391585826874,0.24308986961841583,0.1739392727613449
to,0.5423505902290344,0.4452643394470215,0.18838192522525787,0.30281347036361694,0.2742273211479187,0.40513837337493896,0.28735893964767456,0.29463258385658264
be,0.4451393485069275,0.22657383978366852,0.15455764532089233,0.2636183798313141,0.3082740604877472,0.31863370537757874,0.25897660851478577,0.3324260413646698
seen,0.26541221141815186,0.23731118440628052,0.21078090369701385,0.15610665082931519,0.16122017800807953,0.24904996156692505,0.18796829879283905,0.2567344307899475
as,0.4437963366508484,0.3596470057964325,0.23040111362934113,0.22658605873584747,0.2501060962677002,0.28214964270591736,0.22168304026126862,0.27043893933296204
dangerous,0.3291899263858795,0.22554980218410492,0.16365857422351837,0.2103162407875061,0.19077080488204956,0.2861217260360718,0.23343738913536072,0.18417835235595703
enemies,0.26656579971313477,0.26751837134361267,0.17167222499847412,0.3092890977859497,0.23273029923439026,0.32222622632980347,0.34126603603363037,0.1540507823228836
.,0.475719153881073,0.35288307070732117,0.2816847264766693,0.24066300690174103,0.2751289904117584,0.35208386182785034,0.22075964510440826,0.4130953550338745
