,who,was,warsz,?
in,0.2792111933231354,0.45514053106307983,0.21998456120491028,0.20430970191955566
actuality,0.2770663797855377,0.21574394404888153,0.1656019687652588,0.26463794708251953
",",0.3365725874900818,0.45456063747406006,0.3013582229614258,0.31091248989105225
warsz,0.18436530232429504,0.2739090621471405,1.0,0.18210382759571075
was,0.3318818509578705,1.0000001192092896,0.2739090621471405,0.18412111699581146
a,0.36608949303627014,0.4508470594882965,0.19513559341430664,0.23916715383529663
12th/13th-century,0.3362812399864197,0.3324785828590393,0.2722974717617035,0.1306912750005722
nobleman,0.34912317991256714,0.27591150999069214,0.35094526410102844,0.1730993539094925
who,0.9999998807907104,0.3318818509578705,0.18436530232429504,0.26220351457595825
owned,0.3097143769264221,0.28269392251968384,0.11617077887058258,0.1288648396730423
a,0.36608949303627014,0.4508470594882965,0.19513559341430664,0.23916715383529663
village,0.17100095748901367,0.21511445939540863,0.2549925744533539,0.040922991931438446
located,0.166107639670372,0.20133289694786072,0.1354532539844513,0.08983194828033447
at,0.22096660733222961,0.36707764863967896,0.13148999214172363,0.21978627145290375
the,0.3733934462070465,0.48711544275283813,0.22328269481658936,0.22068053483963013
modern-day,0.2174457609653473,0.3210471272468567,0.26096028089523315,0.2257315069437027
site,0.16435565054416656,0.24460934102535248,0.14306530356407166,0.2014765441417694
of,0.2827862501144409,0.4069072902202606,0.1981009691953659,0.1826142966747284
mariensztat,0.27857905626296997,0.2928711771965027,0.4765164852142334,0.2723522484302521
neighbourhood,0.18830282986164093,0.15477019548416138,0.0525398924946785,0.11004425585269928
.,0.3541337847709656,0.40146201848983765,0.30210694670677185,0.4130953550338745
,who,was,warsz,?
warsaw,0.16496863961219788,0.2614976763725281,0.654028058052063,0.09769917279481888
's,0.05599616840481758,0.008974763564765453,0.020749865099787712,-0.023395681753754616
name,0.2027527540922165,0.2646567225456238,0.14722877740859985,0.15381577610969543
in,0.2792111933231354,0.45514053106307983,0.21998456120491028,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,0.22328269481658936,0.22068053483963013
polish,0.24491210281848907,0.2319551259279251,0.5220071077346802,0.14012759923934937
language,0.19501209259033203,0.20423492789268494,0.2618584930896759,0.25349316000938416
is,0.24293622374534607,0.5810302495956421,0.13508087396621704,0.22961433231830597
warszawa,0.14198778569698334,0.2676568925380707,0.7950274348258972,0.16275280714035034
",",0.3365725874900818,0.45456063747406006,0.3013582229614258,0.31091248989105225
approximately,0.21203924715518951,0.20827944576740265,0.1530890166759491,0.10237617790699005
/vɑːrˈʃɑːvə/,0.1036071628332138,0.22451338171958923,0.24005742371082306,0.159733846783638
(,0.2443375140428543,0.2980341613292694,0.3225057125091553,0.40561532974243164
also,0.47919341921806335,0.4032125174999237,0.1668601632118225,0.21848613023757935
formerly,0.1746588498353958,0.2907106578350067,0.20220394432544708,0.0843876302242279
spelled,0.13352501392364502,0.20299357175827026,0.2223738580942154,0.13924984633922577
warszewa,0.22068947553634644,0.31257161498069763,0.8850198984146118,0.20756083726882935
and,0.41279885172843933,0.3740963041782379,0.23309221863746643,0.20544172823429108
warszowa,0.2038021832704544,0.28783297538757324,0.8730491399765015,0.15968017280101776
),0.2457384318113327,0.3267642855644226,0.33432310819625854,0.42300865054130554
",",0.3365725874900818,0.45456063747406006,0.3013582229614258,0.31091248989105225
meaning,0.18543504178524017,0.2090936303138733,0.11165813356637955,0.20420892536640167
``,0.02397952415049076,-0.012679691426455975,0.13818195462226868,0.0685480609536171
belonging,0.29239821434020996,0.24654531478881836,0.13679222762584686,0.0745176300406456
to,0.42656609416007996,0.3636345863342285,0.11007826775312424,0.29463258385658264
warsz,0.18436530232429504,0.2739090621471405,1.0,0.18210382759571075
'',0.024401003494858742,0.04456103965640068,-0.045501042157411575,0.018684765323996544
",",0.3365725874900818,0.45456063747406006,0.3013582229614258,0.31091248989105225
warsz,0.18436530232429504,0.2739090621471405,1.0,0.18210382759571075
being,0.44037187099456787,0.5201660394668579,0.13804005086421967,0.26743772625923157
a,0.36608949303627014,0.4508470594882965,0.19513559341430664,0.23916715383529663
shortened,0.14167040586471558,0.2066325694322586,0.06747258454561234,0.17955641448497772
form,0.137381911277771,0.15690121054649353,0.08294899016618729,0.1463010311126709
of,0.2827862501144409,0.4069072902202606,0.1981009691953659,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.22328269481658936,0.22068053483963013
masculine,0.2910151183605194,0.19005443155765533,0.2039632797241211,0.19118086993694305
name,0.2027527540922165,0.2646567225456238,0.14722877740859985,0.15381577610969543
of,0.2827862501144409,0.4069072902202606,0.1981009691953659,0.1826142966747284
slavic,0.23984311521053314,0.1359475553035736,0.37951090931892395,0.15812930464744568
origin,0.12741360068321228,0.20749133825302124,0.14680571854114532,0.12716172635555267
warcisław,0.3085024952888489,0.30762967467308044,0.6536756753921509,0.2551689147949219
;,0.007937713526189327,0.0754367932677269,0.07102140039205551,0.10349778085947037
see,0.2854073643684387,0.17335832118988037,0.16830146312713623,0.42005208134651184
also,0.47919341921806335,0.4032125174999237,0.1668601632118225,0.21848613023757935
etymology,0.15419061481952667,0.17231085896492004,0.21035243570804596,0.2388397753238678
of,0.2827862501144409,0.4069072902202606,0.1981009691953659,0.1826142966747284
wrocław,0.1386842578649521,0.27802401781082153,0.5642138719558716,0.2063683271408081
.,0.3541337847709656,0.40146201848983765,0.30210694670677185,0.4130953550338745
