,what,was,the,first,team,peyton,manning,began,playing,for,?
under,0.20154598355293274,0.2672741413116455,0.3348022699356079,0.25392189621925354,0.15754151344299316,0.15089628100395203,0.16125793755054474,0.17289069294929504,0.07741761207580566,0.2930702269077301,0.18233340978622437
kubiak,0.10377798974514008,0.2883514165878296,0.1740415245294571,0.17223091423511505,0.353924959897995,0.2869776487350464,0.3307993710041046,0.147780641913414,0.25448060035705566,0.19223859906196594,0.15975911915302277
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.21287471055984497,0.2979121208190918,0.30921146273612976,0.2705576717853546,0.26859769225120544,0.4464869201183319,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.22564226388931274,0.2709864377975464,0.27058160305023193,0.3059147596359253,0.27700236439704895,0.4739971458911896,0.22068053483963013
broncos,0.1787765771150589,0.23574475944042206,0.25985947251319885,0.23199674487113953,0.32797038555145264,0.34262970089912415,0.4807402193546295,0.20090782642364502,0.3192140758037567,0.2739109396934509,0.18377114832401276
planned,0.21141068637371063,0.3590250015258789,0.3010992109775543,0.2937391698360443,0.15101517736911774,0.15622061491012573,0.17176447808742523,0.34792569279670715,0.12722109258174896,0.21071262657642365,0.16188396513462067
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.23889471590518951,0.2003074735403061,0.24857525527477264,0.2731419503688812,0.1998187005519867,0.4451248347759247,0.29463258385658264
install,0.26007506251335144,0.14562483131885529,0.18724390864372253,0.14209844172000885,0.07631517946720123,0.09669452160596848,0.1562677025794983,0.07210493087768555,0.09294049441814423,0.20524868369102478,0.2745343744754791
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.19125498831272125,0.298135370016098,0.2509649395942688,0.21651826798915863,0.25313833355903625,0.44038116931915283,0.23916715383529663
run-oriented,0.19679005444049835,0.17600296437740326,0.26444050669670105,0.2478407770395279,0.12277275323867798,0.1626219004392624,0.1429678052663803,0.26160162687301636,0.19341351091861725,0.22871020436286926,0.10559862107038498
offense,0.311376690864563,0.23727211356163025,0.25977253913879395,0.20611457526683807,0.22003936767578125,0.2102200835943222,0.2943726181983948,0.06201574206352234,0.1694091111421585,0.313084214925766,0.28476977348327637
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.2691199779510498,0.21111343801021576,0.23540177941322327,0.18539859354496002,0.23196780681610107,0.28759291768074036,0.39140474796295166,0.2433311939239502
zone,0.21381187438964844,0.161222442984581,0.26423242688179016,0.12741966545581818,0.1979760080575943,0.14792273938655853,0.053107570856809616,0.07790420949459076,0.07865811884403229,0.188797265291214,0.1173049733042717
blocking,0.407657653093338,0.16013281047344208,0.28961867094039917,0.15348373353481293,0.10847645998001099,0.21790435910224915,0.24728354811668396,0.10055498778820038,0.1895330250263214,0.3149373233318329,0.3374691307544708
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.23889471590518951,0.2003074735403061,0.24857525527477264,0.2731419503688812,0.1998187005519867,0.4451248347759247,0.29463258385658264
blend,0.18345262110233307,0.11487415432929993,0.18428699672222137,0.17402353882789612,0.09605628997087479,0.1188042089343071,0.057108473032712936,0.1439996212720871,0.17791122198104858,0.2070685476064682,0.09344823658466339
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.18841172754764557,0.25605714321136475,0.22345924377441406,0.34154343605041504,0.28501778841018677,0.4322226941585541,0.20430970191955566
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.2691199779510498,0.21111343801021576,0.23540177941322327,0.18539859354496002,0.23196780681610107,0.28759291768074036,0.39140474796295166,0.2433311939239502
quarterback,0.15767325460910797,0.24103644490242004,0.23757418990135193,0.12965546548366547,0.3737379014492035,0.4457186758518219,0.5449647903442383,0.12435323745012283,0.340903103351593,0.2683273255825043,0.13221268355846405
peyton,0.2249990701675415,0.30385082960128784,0.2709864377975464,0.32774636149406433,0.2283242791891098,1.0,0.5102329254150391,0.15923748910427094,0.25711557269096375,0.30435749888420105,0.17519715428352356
manning,0.20007498562335968,0.2607507109642029,0.27058160305023193,0.28783273696899414,0.22664494812488556,0.5102329254150391,0.9999998807907104,0.21100947260856628,0.3104424476623535,0.33057859539985657,0.15856626629829407
