,why,does,competition,among,workers,drive,down,wages,?
competition,0.2029343843460083,0.20847772061824799,1.0000001192092896,0.20398561656475067,0.1193387508392334,0.125806525349617,0.18292471766471863,0.2876517176628113,0.1394461691379547
amongst,0.2713525593280792,0.19794820249080658,0.2243967056274414,0.7201105952262878,0.18081927299499512,0.05337013676762581,0.17437279224395752,0.19528287649154663,0.16806721687316895
workers,0.1646035760641098,0.19339993596076965,0.1193387508392334,0.21785743534564972,1.0000001192092896,0.22282765805721283,0.162458136677742,0.5291796326637268,0.1706571877002716
tends,0.2242121398448944,0.4357852041721344,0.16510708630084991,0.2788381576538086,0.16141574084758759,0.11402861773967743,0.22475284337997437,0.25073105096817017,0.1290840357542038
to,0.4100138247013092,0.4391997456550598,0.20617300271987915,0.26594701409339905,0.2307046800851822,0.291306734085083,0.33130598068237305,0.24337364733219147,0.29463258385658264
drive,0.2230795919895172,0.202485129237175,0.125806525349617,0.0416114516556263,0.22282765805721283,1.0,0.22938218712806702,0.2037554234266281,0.11447915434837341
down,0.20744042098522186,0.24776698648929596,0.18292471766471863,0.196394145488739,0.162458136677742,0.22938218712806702,1.0,0.1579688936471939,0.13836295902729034
wages,0.15848849713802338,0.22873397171497345,0.2876517176628113,0.2095988392829895,0.5291796326637268,0.2037554234266281,0.1579688936471939,1.0,0.19884631037712097
due,0.24495384097099304,0.20878952741622925,0.13438445329666138,0.2177441567182541,0.11186375468969345,0.12809470295906067,0.23974093794822693,0.21971037983894348,0.10954997688531876
to,0.4100138247013092,0.4391997456550598,0.20617300271987915,0.26594701409339905,0.2307046800851822,0.291306734085083,0.33130598068237305,0.24337364733219147,0.29463258385658264
the,0.30742117762565613,0.35928019881248474,0.257230669260025,0.3507058024406433,0.23066683113574982,0.2083187699317932,0.3325848877429962,0.15546856820583344,0.22068053483963013
expendable,0.14545941352844238,0.24519266188144684,0.19837568700313568,0.17274056375026703,0.19422653317451477,0.3017542362213135,0.1967800259590149,0.32832103967666626,0.1493775099515915
nature,0.26359546184539795,0.19841256737709045,0.1848900318145752,0.22028735280036926,0.10148555040359497,0.13811297714710236,0.1385618895292282,0.18057450652122498,0.17397694289684296
of,0.28464117646217346,0.3119818866252899,0.2000187635421753,0.3679063022136688,0.20827822387218475,0.17806991934776306,0.23279321193695068,0.17478904128074646,0.1826142966747284
the,0.30742117762565613,0.35928019881248474,0.257230669260025,0.3507058024406433,0.23066683113574982,0.2083187699317932,0.3325848877429962,0.15546856820583344,0.22068053483963013
worker,0.11348670721054077,0.18225565552711487,0.09699072688817978,0.13661439716815948,0.7420186996459961,0.1941937357187271,0.0879780575633049,0.43805068731307983,0.1447860300540924
in,0.23227278888225555,0.214483380317688,0.26072463393211365,0.3211768567562103,0.2254374474287033,0.16816924512386322,0.2321847528219223,0.16484716534614563,0.20430970191955566
relation,0.2687702178955078,0.25259336829185486,0.23321251571178436,0.29297831654548645,0.15050461888313293,0.15090222656726837,0.16315822303295135,0.30734965205192566,0.1898830384016037
to,0.4100138247013092,0.4391997456550598,0.20617300271987915,0.26594701409339905,0.2307046800851822,0.291306734085083,0.33130598068237305,0.24337364733219147,0.29463258385658264
his,0.19196097552776337,0.20403875410556793,0.1974029392004013,0.23289452493190765,0.16793854534626007,0.14205576479434967,0.21882498264312744,0.2320397049188614,0.18075084686279297
or,0.3391086459159851,0.4248845875263214,0.21467497944831848,0.21097923815250397,0.28233397006988525,0.26095762848854065,0.23573468625545502,0.23854075372219086,0.32389625906944275
her,0.2180226892232895,0.21875961124897003,0.2264532595872879,0.20862244069576263,0.15049287676811218,0.07433398067951202,0.19890306890010834,0.15694686770439148,0.20310723781585693
particular,0.41611579060554504,0.3592778146266937,0.2391389161348343,0.27443400025367737,0.15571501851081848,0.1419249176979065,0.17406167089939117,0.19184908270835876,0.2741454839706421
job,0.24622799456119537,0.258744478225708,0.19034159183502197,0.10736539214849472,0.32602551579475403,0.16961996257305145,0.17859843373298645,0.31373345851898193,0.22160480916500092
.,0.32909876108169556,0.3022993505001068,0.2138785570859909,0.22495509684085846,0.17509925365447998,0.21262511610984802,0.2362249493598938,0.22644665837287903,0.4130953550338745
,why,does,competition,among,workers,drive,down,wages,?
a,0.2667238116264343,0.38201746344566345,0.2435162365436554,0.1789381206035614,0.25033822655677795,0.24929353594779968,0.2387222796678543,0.19376714527606964,0.23916715383529663
job,0.24622799456119537,0.258744478225708,0.19034159183502197,0.10736539214849472,0.32602551579475403,0.16961996257305145,0.17859843373298645,0.31373345851898193,0.22160480916500092
where,0.412535160779953,0.2965966761112213,0.23859193921089172,0.26159363985061646,0.17254844307899475,0.1961607187986374,0.2914401888847351,0.14850248396396637,0.24793872237205505
