,when,did,galor,and,zeria,show,new,information,about,inequality,?
in,0.4431333839893341,0.2593238651752472,0.24330595135688782,0.4954058527946472,0.23075620830059052,0.27595704793930054,0.3758552670478821,0.20385970175266266,0.39797019958496094,0.19402410089969635,0.20430970191955566
1993,0.006377574522048235,0.2042597532272339,-0.03885912522673607,-0.03738993778824806,-0.11216580867767334,-0.06886498630046844,-0.0068355449475348,0.06649188697338104,-0.008574029430747032,0.08327113837003708,0.14008748531341553
",",0.36674630641937256,0.3015086054801941,0.2701365053653717,0.6633074283599854,0.21804222464561462,0.31928569078445435,0.36073189973831177,0.297139048576355,0.3877100944519043,0.21822890639305115,0.31091248989105225
galor,0.1891205757856369,0.11310069262981415,0.9999998807907104,0.22828078269958496,0.2669419050216675,0.16847923398017883,0.20344603061676025,0.17351917922496796,0.14622867107391357,0.17973244190216064,0.1703767031431198
and,0.4716290831565857,0.34479495882987976,0.22828078269958496,1.0,0.1726607382297516,0.3455478549003601,0.31402453780174255,0.28268665075302124,0.3875081241130829,0.2590520679950714,0.20544172823429108
zeira,0.18727217614650726,0.22261908650398254,0.3184206783771515,0.18242715299129486,0.3986622989177704,0.10551928728818893,0.2199753075838089,0.16946859657764435,0.15671399235725403,0.1540909707546234,0.19395287334918976
showed,0.2559407651424408,0.36768215894699097,0.14282266795635223,0.2900308668613434,0.04599500820040703,0.4906870722770691,0.18217921257019043,0.19323080778121948,0.31364744901657104,0.23379120230674744,0.17389845848083496
that,0.5860282182693481,0.47518548369407654,0.2454964816570282,0.4731321930885315,0.20139452815055847,0.3486354649066925,0.29177987575531006,0.3410947024822235,0.4500710964202881,0.3467824459075928,0.32716336846351624
inequality,0.18042483925819397,0.2228473722934723,0.17973244190216064,0.2590520679950714,0.1713675707578659,0.15514305233955383,0.1892213672399521,0.23375116288661957,0.23402167856693268,1.0000001192092896,0.23619021475315094
in,0.4431333839893341,0.2593238651752472,0.24330595135688782,0.4954058527946472,0.23075620830059052,0.27595704793930054,0.3758552670478821,0.20385970175266266,0.39797019958496094,0.19402410089969635,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.2932579815387726,0.5171257257461548,0.25227734446525574,0.319829523563385,0.3845241069793701,0.3143121302127838,0.37995871901512146,0.23508106172084808,0.22068053483963013
presence,0.27367129921913147,0.16884823143482208,0.2553245723247528,0.284408837556839,0.14005409181118011,0.27453839778900146,0.1957819014787674,0.30239349603652954,0.1314493864774704,0.1837681382894516,0.08592845499515533
of,0.3757161796092987,0.2513895630836487,0.18376430869102478,0.5116966962814331,0.21483704447746277,0.21383242309093475,0.343457967042923,0.2860049605369568,0.40939709544181824,0.27910974621772766,0.1826142966747284
credit,0.20644733309745789,0.32416287064552307,0.18562571704387665,0.22868889570236206,0.056857749819755554,0.1742493212223053,0.12772375345230103,0.29621878266334534,0.1182047501206398,0.2317143827676773,0.13371090590953827
market,0.16571037471294403,0.12897977232933044,0.09706858545541763,0.23057621717453003,0.10390609502792358,0.11578018218278885,0.1574314683675766,0.1720438450574875,0.1409744918346405,0.27847257256507874,0.12805593013763428
imperfections,0.1920660138130188,0.22580967843532562,0.17645573616027832,0.273957222700119,0.1446295827627182,0.2028920203447342,0.253191202878952,0.2738988697528839,0.24506354331970215,0.44149741530418396,0.22865423560142517
has,0.34538573026657104,0.2124989777803421,0.1845526397228241,0.43716782331466675,0.12305471301078796,0.2685723900794983,0.20920851826667786,0.23477134108543396,0.35519757866859436,0.16442200541496277,0.15994466841220856
a,0.44397395849227905,0.2552328109741211,0.2583632171154022,0.3739250600337982,0.15924790501594543,0.24886544048786163,0.3214259147644043,0.2867805063724518,0.34171196818351746,0.1783585250377655,0.23916715383529663
long,0.30121734738349915,0.20462055504322052,0.12675799429416656,0.3395216166973114,0.10291673243045807,0.23609431087970734,0.22447149455547333,0.2117002010345459,0.39844584465026855,0.17167167365550995,0.19699987769126892
lasting,0.31881892681121826,0.16321644186973572,0.1369599848985672,0.31302410364151,0.14329789578914642,0.22259539365768433,0.20406773686408997,0.20491619408130646,0.329206645488739,0.27154746651649475,0.16289150714874268
detrimental,0.2438627928495407,0.22642269730567932,0.16572803258895874,0.3182710111141205,0.1957874745130539,0.27190855145454407,0.12820115685462952,0.3126126527786255,0.24655888974666595,0.30257394909858704,0.3346424996852875
effect,0.2713961899280548,0.19503958523273468,0.22314557433128357,0.23508284986019135,0.06651059538125992,0.18630477786064148,0.19092392921447754,0.22138552367687225,0.19300346076488495,0.3300517201423645,0.1783771812915802
on,0.37706470489501953,0.2670976221561432,0.21023441851139069,0.4077630043029785,0.12659965455532074,0.3708709180355072,0.31106263399124146,0.23195485770702362,0.322975218296051,0.16136983036994934,0.2714994251728058
human,0.2192842811346054,0.15822581946849823,0.1094832569360733,0.37127596139907837,0.0999131053686142,0.18859383463859558,0.12641215324401855,0.26882806420326233,0.2514776289463043,0.4040670692920685,0.19748784601688385
capital,0.20230671763420105,0.08427972346544266,0.15009509027004242,0.218168243765831,0.26784661412239075,0.08750493824481964,0.20246382057666779,0.08997943252325058,0.21338164806365967,0.24214337766170502,0.0907452180981636
formation,0.2390158325433731,0.1121787428855896,0.1418229043483734,0.22940734028816223,0.15003477036952972,0.13269485533237457,0.18989162147045135,0.43692484498023987,0.20860981941223145,0.20701315999031067,0.09831923991441727
and,0.4716290831565857,0.34479495882987976,0.22828078269958496,1.0,0.1726607382297516,0.3455478549003601,0.31402453780174255,0.28268665075302124,0.3875081241130829,0.2590520679950714,0.20544172823429108
economic,0.16004443168640137,0.14787930250167847,0.14049066603183746,0.2707010805606842,0.14746080338954926,0.14558996260166168,0.15804550051689148,0.22148697078227997,0.15171077847480774,0.4401332437992096,0.1206481084227562
development,0.19914807379245758,0.16852836310863495,0.13667431473731995,0.26069340109825134,0.16373121738433838,0.13217104971408844,0.2089257836341858,0.2343367338180542,0.1544860303401947,0.312652587890625,0.1211358830332756
.,0.475719153881073,0.35288307070732117,0.20211507380008698,0.588965117931366,0.2552243173122406,0.3016606271266937,0.35031336545944214,0.2787359356880188,0.42038556933403015,0.22563500702381134,0.4130953550338745
