,how,many,inhabitants,did,betty,meggers,believe,could,occupy,each,square,kilometre,of,the,amazon,?
she,0.22300666570663452,0.306098073720932,0.17087401449680328,0.2624691426753998,0.3947440981864929,0.3111051917076111,0.24255195260047913,0.2144351452589035,0.07735972851514816,0.16933958232402802,0.12129808217287064,0.13668185472488403,0.28080645203590393,0.36308351159095764,0.1993226259946823,0.14223381876945496
claimed,0.13862073421478271,0.1899637132883072,0.19818022847175598,0.34913167357444763,0.16284483671188354,0.15810079872608185,0.3671570420265198,0.2930314242839813,0.21717505156993866,0.1490311324596405,0.17317967116832733,0.18068665266036987,0.25888603925704956,0.2761930227279663,0.24254891276359558,0.2083493024110794
that,0.557814359664917,0.5391656160354614,0.15930089354515076,0.47518548369407654,0.15872733294963837,0.2730470597743988,0.533393383026123,0.5584503412246704,0.22285503149032593,0.46111494302749634,0.19798488914966583,0.24849668145179749,0.41498205065727234,0.5473989248275757,0.2228476107120514,0.32716336846351624
a,0.29312583804130554,0.2872205972671509,0.2153775542974472,0.2552328109741211,0.18140161037445068,0.26613539457321167,0.2732302248477936,0.3736826181411743,0.21937653422355652,0.434999018907547,0.22548454999923706,0.27119186520576477,0.5052502155303955,0.5829201340675354,0.1865728348493576,0.23916715383529663
population,0.1651063710451126,0.2201971709728241,0.6283577680587769,0.0652005523443222,0.1598062813282013,0.14294515550136566,0.14096365869045258,0.15403155982494354,0.262744665145874,0.17705607414245605,0.36520883440971375,0.3375193178653717,0.3060894012451172,0.32044094800949097,0.19799689948558807,0.14449454843997955
density,0.2269640415906906,0.17337356507778168,0.5724905133247375,0.0637858510017395,0.0874444991350174,0.06812271475791931,0.10809337347745895,0.18950816988945007,0.22548390924930573,0.2530983090400696,0.3507445752620697,0.3665650486946106,0.2389363795518875,0.2451544851064682,0.1621050089597702,0.1457761973142624
of,0.2480744868516922,0.37253960967063904,0.26628780364990234,0.2513895630836487,0.1389009654521942,0.22887387871742249,0.2925758957862854,0.29043012857437134,0.3452157974243164,0.38460010290145874,0.2585134208202362,0.28120318055152893,1.0,0.733189046382904,0.20143137872219086,0.1826142966747284
0.2,0.07823733985424042,0.0034833820536732674,-0.05359216779470444,-0.004561230540275574,-0.05686679482460022,-0.017844602465629578,0.1279207468032837,0.009040202014148235,0.05183862894773483,0.02260558493435383,-0.08299076557159424,0.004460589960217476,0.07043572515249252,-0.07010126113891602,0.06129003316164017,0.04143255949020386
inhabitants,0.08514878153800964,0.1903092861175537,1.0000001192092896,0.04312184080481529,0.06503529101610184,0.1604180783033371,0.15528759360313416,0.13873186707496643,0.28340309858322144,0.1760254055261612,0.35408931970596313,0.39845505356788635,0.26628780364990234,0.2644902467727661,0.20427916944026947,0.1312350630760193
per,0.2243444174528122,0.16423305869102478,0.25267842411994934,0.14237605035305023,0.06113853678107262,0.17403918504714966,0.17295897006988525,0.21952971816062927,0.13071490824222565,0.2740064561367035,0.31627538800239563,0.36268433928489685,0.17468707263469696,0.21691934764385223,0.13432423770427704,0.22323818504810333
square,0.0836852416396141,0.2124457061290741,0.35408931970596313,0.06816432625055313,0.18736235797405243,0.17394177615642548,0.08454074710607529,0.1311815232038498,0.33269691467285156,0.1743459403514862,1.0,0.5321193933486938,0.2585134208202362,0.2809545397758484,0.20306317508220673,0.1201515942811966
kilometre,0.14209280908107758,0.20342305302619934,0.39845505356788635,0.07943228632211685,0.06207927316427231,0.1756441444158554,0.1616191864013672,0.1757250428199768,0.2509377896785736,0.21829324960708618,0.5321193933486938,1.0,0.28120318055152893,0.27433285117149353,0.15839141607284546,0.10934783518314362
(,0.1676948219537735,0.1455259770154953,0.1494002491235733,0.18979617953300476,0.18094386160373688,0.22693978250026703,0.1559852510690689,0.18447557091712952,0.1570747345685959,0.17427405714988708,0.16847030818462372,0.12728247046470642,0.35032153129577637,0.33289089798927307,0.11605185270309448,0.40561532974243164
0.52/sq,0.22329454123973846,0.14811554551124573,0.4529162645339966,0.11730210483074188,0.09822859615087509,0.1262292116880417,0.21150140464305878,0.16856691241264343,0.22642970085144043,0.25027140974998474,0.3324364125728607,0.46882137656211853,0.3226109743118286,0.23513683676719666,0.24631845951080322,0.2610994279384613
mi,0.0639447420835495,0.09143856912851334,0.22883360087871552,0.07783030718564987,0.09701263904571533,0.21020559966564178,0.13140560686588287,0.08207566291093826,0.14111734926700592,0.04782336950302124,0.3216154873371124,0.4846035838127136,0.13784633576869965,0.12998802959918976,0.2200741320848465,0.10264865309000015
),0.17939934134483337,0.16602720320224762,0.1809915155172348,0.18584993481636047,0.19576890766620636,0.2237800806760788,0.16532002389431,0.19699417054653168,0.1566767543554306,0.18692907691001892,0.1760134994983673,0.16412200033664703,0.3680361211299896,0.3456730246543884,0.131951242685318,0.42300865054130554
is,0.22544461488723755,0.2649032473564148,0.26456496119499207,0.19247472286224365,0.1627419888973236,0.22720973193645477,0.27537423372268677,0.2763098180294037,0.1686941385269165,0.2954041659832001,0.2405121773481369,0.2665765583515167,0.4854315221309662,0.5823672413825989,0.15197539329528809,0.22961433231830597
the,0.33890387415885925,0.4335206151008606,0.2644902467727661,0.34736719727516174,0.15101419389247894,0.2656703293323517,0.2972484529018402,0.35393214225769043,0.31747862696647644,0.470844566822052,0.2809545397758484,0.27433285117149353,0.733189046382904,1.0,0.260541707277298,0.22068053483963013
maximum,0.2148227095603943,0.1761304885149002,0.2406529188156128,0.10565699636936188,0.09623921662569046,0.204134002327919,0.10208669304847717,0.24289031326770782,0.20765188336372375,0.30812352895736694,0.21231088042259216,0.2324075698852539,0.23949185013771057,0.228700190782547,0.21980735659599304,0.10959649085998535
that,0.557814359664917,0.5391656160354614,0.15930089354515076,0.47518548369407654,0.15872733294963837,0.2730470597743988,0.533393383026123,0.5584503412246704,0.22285503149032593,0.46111494302749634,0.19798488914966583,0.24849668145179749,0.41498205065727234,0.5473989248275757,0.2228476107120514,0.32716336846351624
can,0.49246567487716675,0.4275496006011963,0.08660236746072769,0.32383522391319275,0.09730498492717743,0.22190868854522705,0.322160542011261,0.6550644040107727,0.15866222977638245,0.4078707695007324,0.1677469164133072,0.20523425936698914,0.2603091299533844,0.312528520822525,0.20863984525203705,0.3226337134838104
be,0.4158933162689209,0.3961109519004822,0.15452127158641815,0.22657383978366852,0.12810645997524261,0.24847930669784546,0.3950888514518738,0.4791525900363922,0.20490998029708862,0.3907950520515442,0.1619751900434494,0.2089005559682846,0.33904364705085754,0.4248143136501312,0.17553792893886566,0.3324260413646698
sustained,0.11617840081453323,0.14303572475910187,0.2220020443201065,0.223511204123497,0.14650177955627441,0.21041172742843628,0.18818975985050201,0.24859267473220825,0.1773199439048767,0.20063838362693787,0.13136525452136993,0.2099906951189041,0.25234076380729675,0.2170950025320053,0.15873917937278748,0.16435115039348602
in,0.2601168751716614,0.41474202275276184,0.29904377460479736,0.2593238651752472,0.17819830775260925,0.2737497389316559,0.20806841552257538,0.29357993602752686,0.3150743544101715,0.30816060304641724,0.2193731665611267,0.248558908700943,0.5696388483047485,0.6662389636039734,0.12227833271026611,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2644902467727661,0.34736719727516174,0.15101419389247894,0.2656703293323517,0.2972484529018402,0.35393214225769043,0.31747862696647644,0.470844566822052,0.2809545397758484,0.27433285117149353,0.733189046382904,1.0,0.260541707277298,0.22068053483963013
rainforest,0.15943723917007446,0.30444011092185974,0.3173336684703827,0.0939265564084053,0.13209055364131927,0.20133766531944275,0.14261747896671295,0.16585701704025269,0.30930405855178833,0.15324915945529938,0.23421312868595123,0.30325669050216675,0.22522282600402832,0.2571161389350891,0.48046615719795227,0.1917492002248764
through,0.2704794108867645,0.28384116291999817,0.13831907510757446,0.14190755784511566,0.08292344212532043,0.14206759631633759,0.22945746779441833,0.25505194067955017,0.17791062593460083,0.263044536113739,0.13574935495853424,0.2297852337360382,0.3647414743900299,0.44071322679519653,0.22234702110290527,0.16913433372974396
hunting,0.2082158774137497,0.2551015615463257,0.18727341294288635,0.2233138531446457,0.13419905304908752,0.2567221224308014,0.1824050396680832,0.2238575965166092,0.08404518663883209,0.15522952377796173,0.033714499324560165,0.07566928118467331,0.23968064785003662,0.2975936233997345,0.14765818417072296,0.1138605922460556
",",0.22659391164779663,0.40610817074775696,0.2508344054222107,0.3015086054801941,0.22387734055519104,0.34869658946990967,0.2459280639886856,0.27399855852127075,0.2732933461666107,0.207483172416687,0.2723195254802704,0.22401146590709686,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.31091248989105225
with,0.3525622487068176,0.35744401812553406,0.2266433835029602,0.25472134351730347,0.12977300584316254,0.23529639840126038,0.2392634004354477,0.32055896520614624,0.16127438843250275,0.4100050628185272,0.13722623884677887,0.15279521048069,0.41827285289764404,0.4223487675189972,0.21287250518798828,0.2433311939239502
agriculture,0.17973393201828003,0.26518815755844116,0.3188767731189728,0.10786198824644089,0.10692659020423889,0.16510799527168274,0.1567462682723999,0.15318839251995087,0.12844747304916382,0.1439259797334671,0.10899268835783005,0.17614124715328217,0.3250654935836792,0.29133129119873047,0.19684624671936035,0.11401621997356415
needed,0.4245111644268036,0.3006705045700073,0.1278042197227478,0.40049824118614197,0.10952292382717133,0.1931082010269165,0.23942530155181885,0.5366731286048889,0.19000734388828278,0.3202694058418274,0.15126578509807587,0.12539245188236237,0.27215874195098877,0.3064746856689453,0.12411776185035706,0.2863257825374603
to,0.44169697165489197,0.40243685245513916,0.17665912210941315,0.4452643394470215,0.1721314936876297,0.20903684198856354,0.34598591923713684,0.5461788773536682,0.3016640245914459,0.3941934108734131,0.17897218465805054,0.2469184547662735,0.41548454761505127,0.535392165184021,0.17033490538597107,0.29463258385658264
host,0.15428608655929565,0.2232399731874466,0.09924036264419556,0.08573058992624283,0.14950929582118988,0.2144984006881714,0.07795049250125885,0.12507174909114838,0.17893970012664795,0.17065511643886566,0.10557588189840317,0.07232563197612762,0.1709926575422287,0.26909032464027405,0.10934707522392273,0.1021634042263031
a,0.29312583804130554,0.2872205972671509,0.2153775542974472,0.2552328109741211,0.18140161037445068,0.26613539457321167,0.2732302248477936,0.3736826181411743,0.21937653422355652,0.434999018907547,0.22548454999923706,0.27119186520576477,0.5052502155303955,0.5829201340675354,0.1865728348493576,0.23916715383529663
larger,0.23193183541297913,0.2907698154449463,0.27093279361724854,0.17694389820098877,0.14814814925193787,0.22111466526985168,0.17770659923553467,0.288369357585907,0.2587524950504303,0.33562010526657104,0.2082177996635437,0.25350794196128845,0.32469573616981506,0.378620445728302,0.14274489879608154,0.1602165699005127
population,0.1651063710451126,0.2201971709728241,0.6283577680587769,0.0652005523443222,0.1598062813282013,0.14294515550136566,0.14096365869045258,0.15403155982494354,0.262744665145874,0.17705607414245605,0.36520883440971375,0.3375193178653717,0.3060894012451172,0.32044094800949097,0.19799689948558807,0.14449454843997955
