,what,company,took,over,edison,machine,works,?
the,0.42745697498321533,0.26591673493385315,0.31657639145851135,0.39856547117233276,0.25419825315475464,0.22788187861442566,0.26337864995002747,0.22068053483963013
competition,0.18313148617744446,0.20055076479911804,0.20917710661888123,0.22614264488220215,0.21836520731449127,0.1067248061299324,0.14953221380710602,0.1394461691379547
resulted,0.14803820848464966,0.16717767715454102,0.3474922776222229,0.3495784103870392,0.04040703922510147,0.12181424349546432,0.15204322338104248,0.1391388475894928
in,0.30808621644973755,0.22141718864440918,0.2818296551704407,0.3605569899082184,0.22187061607837677,0.16716814041137695,0.2656683027744293,0.20430970191955566
edison,0.15105706453323364,0.2836497128009796,0.1538941115140915,0.17568880319595337,0.9999999403953552,0.2932985723018646,0.17733082175254822,0.10244420915842056
machine,0.23075932264328003,0.276585191488266,0.1361502856016159,0.13639846444129944,0.2932985723018646,1.0,0.22717811167240143,0.17587624490261078
works,0.2418437898159027,0.24757927656173706,0.1567194163799286,0.195451557636261,0.17733082175254822,0.22717811167240143,1.0,0.19597402215003967
pursuing,0.27320462465286255,0.2542935609817505,0.24461926519870758,0.22644607722759247,0.17046236991882324,0.24555884301662445,0.23658818006515503,0.17021717131137848
ac,0.12080251425504684,0.0813010185956955,0.07009629905223846,0.08267270773649216,0.2666392922401428,0.1115962490439415,0.13441216945648193,0.19071458280086517
development,0.19014155864715576,0.23337338864803314,0.14669093489646912,0.15513402223587036,0.14419427514076233,0.1897367686033249,0.2858242094516754,0.1211358830332756
in,0.30808621644973755,0.22141718864440918,0.2818296551704407,0.3605569899082184,0.22187061607837677,0.16716814041137695,0.2656683027744293,0.20430970191955566
1890,-0.032123319804668427,-0.0696679875254631,0.0017803482478484511,-0.11557774245738983,-0.1213168278336525,-0.030258245766162872,-0.02633172832429409,-0.0038504337426275015
and,0.31309178471565247,0.23788511753082275,0.25750628113746643,0.4021143913269043,0.13864636421203613,0.20538194477558136,0.33871909976005554,0.20544172823429108
by,0.2455483376979828,0.22328482568264008,0.21169665455818176,0.29360154271125793,0.18372245132923126,0.2526017427444458,0.2887086570262909,0.17966607213020325
1892,-0.018924584612250328,0.006177855189889669,0.0686221793293953,0.1662619709968567,0.03806674852967262,0.003442488145083189,-0.09443552047014236,-0.03980826586484909
thomas,0.1806955188512802,0.20558100938796997,0.17723479866981506,0.12868060171604156,0.4682042896747589,0.12273196130990982,0.14448027312755585,0.16133050620555878
edison,0.15105706453323364,0.2836497128009796,0.1538941115140915,0.17568880319595337,0.9999999403953552,0.2932985723018646,0.17733082175254822,0.10244420915842056
was,0.22111038863658905,0.2293137013912201,0.48213186860084534,0.24486446380615234,0.2864142954349518,0.1741330921649933,0.2401018887758255,0.18412111699581146
no,0.339326947927475,0.14901213347911835,0.1598387211561203,0.20625729858875275,0.18149785697460175,0.1561722308397293,0.18497173488140106,0.32165053486824036
longer,0.3188037574291229,0.10494128614664078,0.17265085875988007,0.34340277314186096,0.16763167083263397,0.2037297785282135,0.13739947974681854,0.24416615068912506
in,0.30808621644973755,0.22141718864440918,0.2818296551704407,0.3605569899082184,0.22187061607837677,0.16716814041137695,0.2656683027744293,0.20430970191955566
control,0.2821830213069916,0.18422670662403107,0.31930482387542725,0.3525603711605072,0.1601218432188034,0.21547642350196838,0.19807939231395721,0.1620711386203766
of,0.33290785551071167,0.20467796921730042,0.2766268849372864,0.36136594414711,0.221283957362175,0.15468473732471466,0.1964656114578247,0.1826142966747284
his,0.26976513862609863,0.21722809970378876,0.40076982975006104,0.3031150996685028,0.23870864510536194,0.16966959834098816,0.32648009061813354,0.18075084686279297
own,0.35062843561172485,0.26400935649871826,0.24682174623012543,0.2381191849708557,0.12072111666202545,0.16265733540058136,0.26028892397880554,0.1937696635723114
company,0.2333769053220749,1.0,0.2128080129623413,0.2113076150417328,0.2836497128009796,0.276585191488266,0.24757927656173706,0.12195809185504913
",",0.3087472915649414,0.2697763442993164,0.27655306458473206,0.3301127254962921,0.29400110244750977,0.21841607987880707,0.29211118817329407,0.31091248989105225
which,0.5261979103088379,0.25990763306617737,0.15372000634670258,0.4256240129470825,0.22165176272392273,0.27888262271881104,0.2730301022529602,0.25814583897590637
was,0.22111038863658905,0.2293137013912201,0.48213186860084534,0.24486446380615234,0.2864142954349518,0.1741330921649933,0.2401018887758255,0.18412111699581146
consolidated,0.15863418579101562,0.22004611790180206,0.2462189793586731,0.2583288550376892,0.1378079205751419,0.0885506123304367,0.11782006919384003,0.16821198165416718
into,0.2180619090795517,0.14657136797904968,0.23411442339420319,0.372319757938385,0.13204136490821838,0.2012409269809723,0.16772817075252533,0.15662476420402527
the,0.42745697498321533,0.26591673493385315,0.31657639145851135,0.39856547117233276,0.25419825315475464,0.22788187861442566,0.26337864995002747,0.22068053483963013
conglomerate,0.08697061985731125,0.3273755609989166,0.14201146364212036,0.2254818081855774,0.18538254499435425,0.13431337475776672,0.07594350725412369,0.11916931718587875
general,0.24928055703639984,0.18813984096050262,0.1971152424812317,0.17738531529903412,0.12084265798330307,0.10088630020618439,0.19006145000457764,0.1972234547138214
electric,0.15451551973819733,0.27608945965766907,0.11485044658184052,0.17168892920017242,0.3382755219936371,0.2780873775482178,0.17545229196548462,0.15674720704555511
and,0.31309178471565247,0.23788511753082275,0.25750628113746643,0.4021143913269043,0.13864636421203613,0.20538194477558136,0.33871909976005554,0.20544172823429108
converting,0.23847343027591705,0.1472574770450592,0.09248704463243484,0.26240667700767517,0.12584109604358673,0.2430865466594696,0.24751929938793182,0.23131810128688812
to,0.455847829580307,0.24903783202171326,0.24576251208782196,0.38635820150375366,0.21176284551620483,0.1634126603603363,0.22564561665058136,0.29463258385658264
an,0.2821882665157318,0.13791987299919128,0.1708475798368454,0.22070914506912231,0.2231694459915161,0.18184466660022736,0.22120307385921478,0.19793890416622162
ac,0.12080251425504684,0.0813010185956955,0.07009629905223846,0.08267270773649216,0.2666392922401428,0.1115962490439415,0.13441216945648193,0.19071458280086517
delivery,0.1710272878408432,0.24095390737056732,0.17750076949596405,0.16285043954849243,0.13127462565898895,0.2451740801334381,0.23432455956935883,0.16483546793460846
system,0.23557309806346893,0.18630766868591309,0.12050245702266693,0.20886710286140442,0.11532860994338989,0.2364790439605713,0.19151289761066437,0.15556083619594574
at,0.2838611304759979,0.17487694323062897,0.28618431091308594,0.34008997678756714,0.2024947553873062,0.13893967866897583,0.20105081796646118,0.21978627145290375
that,0.6297725439071655,0.22723333537578583,0.2222771942615509,0.3882925808429718,0.21377308666706085,0.2756650745868683,0.24413257837295532,0.32716336846351624
point,0.3286605179309845,0.1065605878829956,0.11658348888158798,0.22948047518730164,0.17989371716976166,0.09809055179357529,0.06339956074953079,0.19189560413360596
.,0.3567904531955719,0.266353577375412,0.2481018751859665,0.37877383828163147,0.2391979843378067,0.20798662304878235,0.28871041536331177,0.4130953550338745
