,what,chinese,system,did,kublai,'s,government,compromise,with,?
politically,0.1967483013868332,0.21679967641830444,0.1829841136932373,0.18786154687404633,0.19862158596515656,0.0011221034219488502,0.4027290940284729,0.27110421657562256,0.21578116714954376,0.14733245968818665
",",0.3087472915649414,0.2697280943393707,0.18439900875091553,0.3015086054801941,0.2569756805896759,-0.0016132977325469255,0.27344048023223877,0.23330160975456238,0.4120737314224243,0.31091248989105225
the,0.42745697498321533,0.2785343527793884,0.3233085572719574,0.34736719727516174,0.32886171340942383,-0.01540423184633255,0.31798112392425537,0.25162890553474426,0.4223487675189972,0.22068053483963013
system,0.23557309806346893,0.2205471247434616,1.0000001192092896,0.1967303454875946,0.16004028916358948,0.04329425096511841,0.23867560923099518,0.2616375982761383,0.14296101033687592,0.15556083619594574
of,0.33290785551071167,0.24275560677051544,0.25597915053367615,0.2513895630836487,0.231930211186409,-0.03817026689648628,0.3475167155265808,0.2493201643228531,0.41827285289764404,0.1826142966747284
government,0.28074538707733154,0.28498339653015137,0.23867560923099518,0.2792121469974518,0.3054119348526001,0.00033092309604398906,1.0000001192092896,0.31699633598327637,0.2035938799381256,0.18851417303085327
created,0.20714101195335388,0.12079278379678726,0.20091839134693146,0.26176875829696655,0.09231842309236526,-0.015766004100441933,0.24114234745502472,0.1991386115550995,0.2505694031715393,0.21177415549755096
by,0.2455483376979828,0.17456965148448944,0.23017624020576477,0.18574509024620056,0.2005719393491745,-0.010884488001465797,0.24235671758651733,0.19477476179599762,0.39731505513191223,0.17966607213020325
kublai,0.24627302587032318,0.38022753596305847,0.16004028916358948,0.2875992953777313,0.9999999403953552,-0.017352506518363953,0.3054119348526001,0.16684474050998688,0.1752355396747589,0.14562560617923737
khan,0.16476042568683624,0.2961319386959076,0.13745011389255524,0.155345618724823,0.5925762057304382,0.05307086929678917,0.17239885032176971,0.10538163781166077,0.12498863786458969,0.12862591445446014
was,0.22111038863658905,0.21259073913097382,0.2147521674633026,0.41399896144866943,0.3139400780200958,0.008974763564765453,0.2995857298374176,0.19809529185295105,0.27411898970603943,0.18412111699581146
the,0.42745697498321533,0.2785343527793884,0.3233085572719574,0.34736719727516174,0.32886171340942383,-0.01540423184633255,0.31798112392425537,0.25162890553474426,0.4223487675189972,0.22068053483963013
product,0.2465333193540573,0.09582369774580002,0.2755873501300812,0.1952403336763382,0.05934179574251175,-0.0510377511382103,0.18146809935569763,0.3464471399784088,0.18527449667453766,0.19651241600513458
of,0.33290785551071167,0.24275560677051544,0.25597915053367615,0.2513895630836487,0.231930211186409,-0.03817026689648628,0.3475167155265808,0.2493201643228531,0.41827285289764404,0.1826142966747284
a,0.3320399522781372,0.23124997317790985,0.2589043080806732,0.2552328109741211,0.1659851223230362,0.04866964742541313,0.25158295035362244,0.292142391204834,0.3783375024795532,0.23916715383529663
compromise,0.31433627009391785,0.13621029257774353,0.2616375982761383,0.29698771238327026,0.16684474050998688,0.007141305599361658,0.31699633598327637,0.9999998807907104,0.21081869304180145,0.3125070035457611
between,0.2462156116962433,0.12929083406925201,0.1696578860282898,0.16542956233024597,0.14320039749145508,0.006096371449530125,0.2022634893655777,0.2800019085407257,0.3829993009567261,0.12887074053287506
mongolian,0.15557456016540527,0.4981498718261719,0.21017280220985413,0.14811597764492035,0.48675429821014404,-0.009959477931261063,0.2040216028690338,0.19599656760692596,0.19014887511730194,0.13122369349002838
patrimonial,0.15143287181854248,0.15372362732887268,0.12427067011594772,0.14502856135368347,0.16702085733413696,-0.012385553680360317,0.32394304871559143,0.160251185297966,0.19270995259284973,0.07760487496852875
feudalism,0.25819021463394165,0.2296639084815979,0.2645735442638397,0.2543131709098816,0.32713913917541504,-0.00569390831515193,0.41506338119506836,0.3175506889820099,0.23149697482585907,0.17992039024829865
and,0.31309178471565247,0.25892454385757446,0.231138214468956,0.34479495882987976,0.25078991055488586,0.06895173341035843,0.2859337627887726,0.20052599906921387,0.5477725267410278,0.20544172823429108
the,0.42745697498321533,0.2785343527793884,0.3233085572719574,0.34736719727516174,0.32886171340942383,-0.01540423184633255,0.31798112392425537,0.25162890553474426,0.4223487675189972,0.22068053483963013
traditional,0.20066824555397034,0.3516996502876282,0.19207146763801575,0.17380854487419128,0.2169031798839569,0.05243854969739914,0.2621394097805023,0.17746223509311676,0.230756476521492,0.1327509582042694
chinese,0.11643128097057343,1.0000001192092896,0.2205471247434616,0.19065357744693756,0.38022753596305847,0.01673142798244953,0.28498339653015137,0.13621029257774353,0.18660885095596313,0.20843194425106049
autocratic-bureaucratic,0.3444755971431732,0.24934040009975433,0.26080799102783203,0.21704000234603882,0.27500075101852417,0.011484815739095211,0.40363943576812744,0.45448145270347595,0.15364208817481995,0.33133742213249207
system,0.23557309806346893,0.2205471247434616,1.0000001192092896,0.1967303454875946,0.16004028916358948,0.04329425096511841,0.23867560923099518,0.2616375982761383,0.14296101033687592,0.15556083619594574
.,0.3567904531955719,0.25441038608551025,0.2277725487947464,0.35288307070732117,0.2311694622039795,-0.003708066651597619,0.2521961033344269,0.24009202420711517,0.4446153938770294,0.4130953550338745
