,the,tower,district,is,centered,around,which,historic,theatre,?
the,1.0,0.2398453801870346,0.2690705955028534,0.5823672413825989,0.346942275762558,0.40085816383361816,0.6521818041801453,0.2829611599445343,0.25594043731689453,0.22068053483963013
popular,0.2724021077156067,0.12082552164793015,0.17861904203891754,0.30144429206848145,0.19914302229881287,0.2528238594532013,0.2955121099948883,0.23552654683589935,0.17851173877716064,0.13108457624912262
neighborhood,0.20152483880519867,0.2610515058040619,0.3614698350429535,0.20414865016937256,0.2414458990097046,0.23914854228496552,0.1964341700077057,0.34292107820510864,0.27236202359199524,0.048473283648490906
known,0.3624623417854309,0.15409867465496063,0.1463240683078766,0.41921812295913696,0.23694880306720734,0.23995552957057953,0.30223485827445984,0.19996851682662964,0.2240239679813385,0.18314571678638458
as,0.48381632566452026,0.149769127368927,0.17043891549110413,0.43216490745544434,0.23748137056827545,0.28430190682411194,0.41006597876548767,0.24026529490947723,0.2113364189863205,0.27043893933296204
the,1.0,0.2398453801870346,0.2690705955028534,0.5823672413825989,0.346942275762558,0.40085816383361816,0.6521818041801453,0.2829611599445343,0.25594043731689453,0.22068053483963013
tower,0.2398453801870346,1.0,0.20217934250831604,0.1400395631790161,0.2301587462425232,0.15918990969657898,0.2040041834115982,0.21184851229190826,0.19530144333839417,0.10395228117704391
district,0.2690705955028534,0.20217934250831604,1.0,0.2656395733356476,0.1486111730337143,0.1913612335920334,0.2036324292421341,0.3486744463443756,0.1430993229150772,0.06725285202264786
is,0.5823672413825989,0.1400395631790161,0.2656395733356476,1.0,0.2504463791847229,0.286477267742157,0.4457404911518097,0.19778819382190704,0.17514966428279877,0.22961433231830597
centered,0.346942275762558,0.2301587462425232,0.1486111730337143,0.2504463791847229,1.0,0.38030216097831726,0.33102282881736755,0.249264195561409,0.12387540936470032,0.17524833977222443
around,0.40085816383361816,0.15918990969657898,0.1913612335920334,0.286477267742157,0.38030216097831726,1.0,0.3772764205932617,0.23289673030376434,0.147089421749115,0.14729668200016022
the,1.0,0.2398453801870346,0.2690705955028534,0.5823672413825989,0.346942275762558,0.40085816383361816,0.6521818041801453,0.2829611599445343,0.25594043731689453,0.22068053483963013
historic,0.2829611599445343,0.21184851229190826,0.3486744463443756,0.19778819382190704,0.249264195561409,0.23289673030376434,0.2493365854024887,0.9999999403953552,0.27271321415901184,0.09992891550064087
tower,0.2398453801870346,1.0,0.20217934250831604,0.1400395631790161,0.2301587462425232,0.15918990969657898,0.2040041834115982,0.21184851229190826,0.19530144333839417,0.10395228117704391
theatre,0.25594043731689453,0.19530144333839417,0.1430993229150772,0.17514966428279877,0.12387540936470032,0.147089421749115,0.17380180954933167,0.27271321415901184,1.0,0.1159285232424736
",",0.4933079481124878,0.20524810254573822,0.25852543115615845,0.4691906273365021,0.22766940295696259,0.3298884332180023,0.3658004403114319,0.22526510059833527,0.29216358065605164,0.31091248989105225
which,0.6521818041801453,0.2040041834115982,0.2036324292421341,0.4457404911518097,0.33102282881736755,0.3772764205932617,1.0,0.2493365854024887,0.17380180954933167,0.25814583897590637
is,0.5823672413825989,0.1400395631790161,0.2656395733356476,1.0,0.2504463791847229,0.286477267742157,0.4457404911518097,0.19778819382190704,0.17514966428279877,0.22961433231830597
included,0.3825419843196869,0.09322861582040787,0.12728361785411835,0.23363345861434937,0.23295654356479645,0.2180004119873047,0.319993793964386,0.2841431498527527,0.11791057884693146,0.14385655522346497
on,0.5107308030128479,0.16915954649448395,0.16007250547409058,0.3635730445384979,0.28487154841423035,0.43118709325790405,0.4245251417160034,0.21597595512866974,0.20269522070884705,0.2714994251728058
the,1.0,0.2398453801870346,0.2690705955028534,0.5823672413825989,0.346942275762558,0.40085816383361816,0.6521818041801453,0.2829611599445343,0.25594043731689453,0.22068053483963013
national,0.32739606499671936,0.1419157236814499,0.300227552652359,0.23413582146167755,0.1928074210882187,0.1308836042881012,0.28337109088897705,0.4153498113155365,0.2042434811592102,0.15643028914928436
list,0.2863321602344513,0.1123797819018364,0.19105054438114166,0.22078856825828552,0.08251706510782242,0.14655855298042297,0.22470195591449738,0.2235516756772995,0.06950351595878601,0.23630984127521515
of,0.733189046382904,0.2271278351545334,0.2673880457878113,0.4854315221309662,0.3281562924385071,0.3296394646167755,0.5011631846427917,0.2833002209663391,0.19807180762290955,0.1826142966747284
historic,0.2829611599445343,0.21184851229190826,0.3486744463443756,0.19778819382190704,0.249264195561409,0.23289673030376434,0.2493365854024887,0.9999999403953552,0.27271321415901184,0.09992891550064087
places,0.31653955578804016,0.1380709409713745,0.23191659152507782,0.3042297065258026,0.2667166590690613,0.3906555473804474,0.30502936244010925,0.42471906542778015,0.17862433195114136,0.17623652517795563
.,0.5934505462646484,0.21111081540584564,0.23195737600326538,0.4569662809371948,0.30439889430999756,0.3712388277053833,0.45942068099975586,0.2134850174188614,0.2394188642501831,0.4130953550338745
