,who,did,rollo,sign,the,treaty,of,saint-clair-sur-epte,with,?
the,0.3733934462070465,0.34736719727516174,0.2636377513408661,0.22875791788101196,1.0,0.2690109610557556,0.733189046382904,0.3720186650753021,0.4223487675189972,0.22068053483963013
duchy,0.12811636924743652,0.15148109197616577,0.30152565240859985,0.1734701544046402,0.2944258749485016,0.3239375352859497,0.3249194324016571,0.39023134112358093,0.1695277839899063,0.06671437621116638
of,0.2827862501144409,0.2513895630836487,0.2584439516067505,0.201818585395813,0.733189046382904,0.2602092921733856,1.0,0.378733366727829,0.41827285289764404,0.1826142966747284
normandy,0.19740919768810272,0.22076494991779327,0.5047904849052429,0.11221776157617569,0.30340051651000977,0.23162630200386047,0.23562048375606537,0.4399043321609497,0.22896580398082733,0.1584552675485611
",",0.3365725874900818,0.3015086054801941,0.2308034598827362,0.21768593788146973,0.4933079481124878,0.21270246803760529,0.4946078956127167,0.36502605676651,0.4120737314224243,0.31091248989105225
which,0.3688730001449585,0.2750149369239807,0.19306503236293793,0.19895142316818237,0.6521818041801453,0.19969318807125092,0.5011631846427917,0.3265525996685028,0.46403205394744873,0.25814583897590637
began,0.1646115779876709,0.4415510594844818,0.1734326034784317,0.16517627239227295,0.3059147596359253,0.14605695009231567,0.2330763041973114,0.1985456943511963,0.23196780681610107,0.1370266228914261
in,0.2792111933231354,0.2593238651752472,0.20574958622455597,0.1645301878452301,0.6662389636039734,0.22333456575870514,0.5696388483047485,0.3138427138328552,0.4080928862094879,0.20430970191955566
911,0.14088772237300873,0.06761639565229416,0.10786312818527222,-0.0021419916301965714,-0.02758265659213066,0.03403903916478157,0.0006557477172464132,0.028463317081332207,-0.008469533175230026,-0.042436037212610245
as,0.3923053741455078,0.3596470057964325,0.21995948255062103,0.2035602480173111,0.48381632566452026,0.21985258162021637,0.3886612355709076,0.26306435465812683,0.40387406945228577,0.27043893933296204
a,0.36608949303627014,0.2552328109741211,0.2818808853626251,0.22598892450332642,0.5829201340675354,0.14753150939941406,0.5052502155303955,0.3125266432762146,0.3783375024795532,0.23916715383529663
fiefdom,0.3299964964389801,0.31760233640670776,0.35335925221443176,0.2844257652759552,0.4801616072654724,0.4263569712638855,0.4512862265110016,0.4261707663536072,0.28897252678871155,0.22406715154647827
",",0.3365725874900818,0.3015086054801941,0.2308034598827362,0.21768593788146973,0.4933079481124878,0.21270246803760529,0.4946078956127167,0.36502605676651,0.4120737314224243,0.31091248989105225
was,0.3318818509578705,0.41399896144866943,0.2316606491804123,0.10542256385087967,0.48711544275283813,0.2409621626138687,0.4069072902202606,0.3370159864425659,0.27411898970603943,0.18412111699581146
established,0.20118318498134613,0.18989217281341553,0.1246953010559082,0.12625111639499664,0.33092597126960754,0.24244152009487152,0.2735237777233124,0.2793518900871277,0.18355850875377655,0.15917523205280304
by,0.39727845788002014,0.18574509024620056,0.19688335061073303,0.142869770526886,0.4408751428127289,0.11528714001178741,0.3646814823150635,0.2621975839138031,0.39731505513191223,0.17966607213020325
the,0.3733934462070465,0.34736719727516174,0.2636377513408661,0.22875791788101196,1.0,0.2690109610557556,0.733189046382904,0.3720186650753021,0.4223487675189972,0.22068053483963013
treaty,0.1262437403202057,0.19075942039489746,0.3143545389175415,0.4442840814590454,0.2690109610557556,1.0,0.2602092921733856,0.34966206550598145,0.17950300872325897,0.1174844279885292
of,0.2827862501144409,0.2513895630836487,0.2584439516067505,0.201818585395813,0.733189046382904,0.2602092921733856,1.0,0.378733366727829,0.41827285289764404,0.1826142966747284
saint-clair-sur-epte,0.2605436146259308,0.23510663211345673,0.36704161763191223,0.20605795085430145,0.3720186650753021,0.34966206550598145,0.378733366727829,0.9999999403953552,0.25135838985443115,0.2697376310825348
between,0.20718061923980713,0.16542956233024597,0.08454595506191254,0.2494574934244156,0.39067012071609497,0.31517088413238525,0.3737983703613281,0.2102140337228775,0.3829993009567261,0.12887074053287506
king,0.24555552005767822,0.24472618103027344,0.3342210054397583,0.16350561380386353,0.25887003540992737,0.2616824209690094,0.2938710153102875,0.2675957679748535,0.1820080578327179,0.19130074977874756
charles,0.27103671431541443,0.11287324130535126,0.34896212816238403,0.08064676821231842,0.20777860283851624,0.20859883725643158,0.22512592375278473,0.273719847202301,0.14436326920986176,0.17366734147071838
iii,0.1920083463191986,0.13783781230449677,0.22651295363903046,0.14693814516067505,0.18552400171756744,0.20872732996940613,0.21691277623176575,0.24431605637073517,0.19020609557628632,0.13642357289791107
of,0.2827862501144409,0.2513895630836487,0.2584439516067505,0.201818585395813,0.733189046382904,0.2602092921733856,1.0,0.378733366727829,0.41827285289764404,0.1826142966747284
west,0.1436629444360733,0.16852347552776337,0.16441476345062256,0.21560481190681458,0.32918402552604675,0.22798606753349304,0.2891985774040222,0.3059570789337158,0.16849102079868317,0.12088293582201004
