,what,did,microsoft,announce,that,it,would,rename,sky,drive,pro,to,?
on,0.34226128458976746,0.2670976221561432,0.2161397784948349,0.24828478693962097,0.42569106817245483,0.4529881477355957,0.35589995980262756,0.12971846759319305,0.18642869591712952,0.1695663183927536,0.13377955555915833,0.41031414270401,0.2714994251728058
27,0.07395181059837341,0.09100242704153061,0.10355381667613983,0.07726281136274338,0.07201959192752838,0.05120912194252014,0.07071653753519058,0.07511675357818604,0.00563597958534956,0.1269337683916092,0.1329708993434906,0.02064022608101368,0.036716945469379425
january,0.19257698953151703,0.23508968949317932,0.19510017335414886,0.2425549179315567,0.2010406255722046,0.23898674547672272,0.2550308406352997,0.28088486194610596,0.0728178396821022,0.12981237471103668,0.186690092086792,0.20270398259162903,0.28608936071395874
2014,0.041483160108327866,-0.002547524170950055,0.04322320595383644,0.004546395502984524,0.018680522218346596,0.06648096442222595,0.022554323077201843,0.0008757386240176857,0.08389219641685486,0.003943836782127619,0.03365248441696167,0.016496146097779274,0.058127544820308685
",",0.3087472915649414,0.3015086054801941,0.21971753239631653,0.19437241554260254,0.4137537479400635,0.48329564929008484,0.32586824893951416,0.256489634513855,0.22621183097362518,0.17920437455177307,0.19061636924743652,0.44245919585227966,0.31091248989105225
microsoft,0.22177881002426147,0.18161994218826294,1.0,0.26290273666381836,0.29500120878219604,0.23989279568195343,0.24408048391342163,0.17845949530601501,0.1815650463104248,0.24383482336997986,0.17893074452877045,0.20925520360469818,0.23943206667900085
announced,0.09249057620763779,0.2690480351448059,0.32179123163223267,0.8293300867080688,0.26166632771492004,0.15299035608768463,0.42309242486953735,0.2269909530878067,0.14871138334274292,0.1584659069776535,0.2372504472732544,0.20247882604599,0.17416009306907654
``,0.008517155423760414,-0.029888948425650597,-0.011674009263515472,-0.03200799226760864,0.05285148695111275,0.035206809639930725,0.08063928782939911,0.12590815126895905,-0.10457839071750641,-0.09349814057350159,-0.01366871502250433,0.06720756739377975,0.0685480609536171
that,0.6297725439071655,0.47518548369407654,0.29500120878219604,0.2828746736049652,1.0,0.5921133160591125,0.5895259380340576,0.26211196184158325,0.27413034439086914,0.24714359641075134,0.14073680341243744,0.5436353087425232,0.32716336846351624
skydrive,0.31293633580207825,0.2873649299144745,0.3869832456111908,0.2551376223564148,0.40341857075691223,0.40484005212783813,0.3970757722854614,0.32821881771087646,0.39811205863952637,0.7240360975265503,0.21715356409549713,0.4247458875179291,0.27291637659072876
will,0.3510494530200958,0.40638336539268494,0.27241331338882446,0.31653934717178345,0.4857470989227295,0.33041369915008545,0.7075439691543579,0.3379359245300293,0.20275484025478363,0.22300639748573303,0.07043430954217911,0.5091033577919006,0.35046905279159546
soon,0.3005380630493164,0.35734426975250244,0.20615078508853912,0.2747226357460022,0.3903087377548218,0.3188033998012543,0.3907161056995392,0.32168304920196533,0.1212705448269844,0.12561137974262238,0.12143007665872574,0.3827410042285919,0.17460282146930695
become,0.27134042978286743,0.2625269889831543,0.16869282722473145,0.2414012849330902,0.33698222041130066,0.2850925028324127,0.36260196566581726,0.20744943618774414,0.12427650392055511,0.10354305803775787,0.14730596542358398,0.36996012926101685,0.19511328637599945
