,the,earliest,items,in,the,jewelry,collection,come,from,which,ancient,civilization,?
the,1.0,0.32825469970703125,0.23580949008464813,0.6662389636039734,1.0,0.20340517163276672,0.25281965732574463,0.36020293831825256,0.40150508284568787,0.6521818041801453,0.28808021545410156,0.3128751516342163,0.22068053483963013
jewellery,0.19773870706558228,0.24269704520702362,0.4657718539237976,0.2104388326406479,0.19773870706558228,0.7499158978462219,0.34589406847953796,0.18394632637500763,0.13351765275001526,0.22398559749126434,0.3066929280757904,0.19263878464698792,0.15173175930976868
collection,0.25281965732574463,0.3120221495628357,0.38827261328697205,0.23004686832427979,0.25281965732574463,0.2761915326118469,0.9999998807907104,0.1698520928621292,0.2754948139190674,0.30199134349823,0.21834081411361694,0.19766579568386078,0.20069393515586853
",",0.4933079481124878,0.20733466744422913,0.21073096990585327,0.5201468467712402,0.4933079481124878,0.27014440298080444,0.2277175933122635,0.350309282541275,0.39760664105415344,0.3658004403114319,0.2677067816257477,0.22940866649150848,0.31091248989105225
containing,0.268460214138031,0.2375747561454773,0.36964863538742065,0.2999787926673889,0.268460214138031,0.17030122876167297,0.31369683146476746,0.19122666120529175,0.26469117403030396,0.38797858357429504,0.24480131268501282,0.16430503129959106,0.1655367761850357
over,0.39856547117233276,0.19010703265666962,0.22679616510868073,0.3605569899082184,0.39856547117233276,0.2094932198524475,0.21212655305862427,0.2590237855911255,0.37539660930633545,0.4256240129470825,0.15408864617347717,0.19644907116889954,0.25742942094802856
6000,-0.015774738043546677,-0.04651624709367752,-0.0990973487496376,-0.030085144564509392,-0.015774738043546677,-0.0010914185550063848,0.00685616210103035,-0.09444709122180939,0.07561120390892029,-0.1247049868106842,-0.09684132784605026,-0.17112834751605988,-0.057236284017562866
items,0.23580949008464813,0.17781025171279907,1.0000001192092896,0.2189844399690628,0.23580949008464813,0.46560418605804443,0.38827261328697205,0.216281458735466,0.22521184384822845,0.33137381076812744,0.20637543499469757,0.1633618026971817,0.19807128608226776
is,0.5823672413825989,0.22056961059570312,0.24396629631519318,0.5394441485404968,0.5823672413825989,0.187261700630188,0.21135231852531433,0.25866594910621643,0.27355384826660156,0.4457404911518097,0.2616937756538391,0.23660865426063538,0.22961433231830597
one,0.5514441132545471,0.32342809438705444,0.22221502661705017,0.4129433035850525,0.5514441132545471,0.18302887678146362,0.29259923100471497,0.31002354621887207,0.32194891571998596,0.510688066482544,0.264198362827301,0.25376230478286743,0.2673267424106598
of,0.733189046382904,0.33267632126808167,0.21522082388401031,0.5696388483047485,0.733189046382904,0.23234203457832336,0.2915455996990204,0.3194141983985901,0.4249346852302551,0.5011631846427917,0.3361112177371979,0.2698599398136139,0.1826142966747284
the,1.0,0.32825469970703125,0.23580949008464813,0.6662389636039734,1.0,0.20340517163276672,0.25281965732574463,0.36020293831825256,0.40150508284568787,0.6521818041801453,0.28808021545410156,0.3128751516342163,0.22068053483963013
finest,0.3178524971008301,0.4289953410625458,0.15704035758972168,0.2985647916793823,0.3178524971008301,0.2140168845653534,0.2893620431423187,0.20289061963558197,0.19426770508289337,0.24203677475452423,0.21167151629924774,0.23150481283664703,0.1559486985206604
and,0.5171257257461548,0.2148319035768509,0.2645854949951172,0.4954058527946472,0.5171257257461548,0.3292202055454254,0.2379438579082489,0.3412281572818756,0.3601827025413513,0.506277859210968,0.2774560749530792,0.25433996319770813,0.20544172823429108
most,0.47635307908058167,0.4153389632701874,0.24060913920402527,0.41416558623313904,0.47635307908058167,0.24747350811958313,0.24239301681518555,0.33947545289993286,0.28580769896507263,0.4637843072414398,0.28547999262809753,0.22538530826568604,0.2107497900724411
comprehensive,0.24314838647842407,0.24204964935779572,0.18451429903507233,0.21318574249744415,0.24314838647842407,0.13852398097515106,0.29934996366500854,0.1353820264339447,0.10524483770132065,0.24031797051429749,0.20727242529392242,0.26678556203842163,0.28184229135513306
collections,0.27174001932144165,0.322313517332077,0.48102080821990967,0.2719179093837738,0.27174001932144165,0.328475683927536,0.9249221086502075,0.210590660572052,0.27473148703575134,0.319350928068161,0.2452867031097412,0.18790584802627563,0.1873358190059662
of,0.733189046382904,0.33267632126808167,0.21522082388401031,0.5696388483047485,0.733189046382904,0.23234203457832336,0.2915455996990204,0.3194141983985901,0.4249346852302551,0.5011631846427917,0.3361112177371979,0.2698599398136139,0.1826142966747284
jewellery,0.19773870706558228,0.24269704520702362,0.4657718539237976,0.2104388326406479,0.19773870706558228,0.7499158978462219,0.34589406847953796,0.18394632637500763,0.13351765275001526,0.22398559749126434,0.3066929280757904,0.19263878464698792,0.15173175930976868
in,0.6662389636039734,0.3064194619655609,0.2189844399690628,1.0,0.6662389636039734,0.16710564494132996,0.23004686832427979,0.26272067427635193,0.4274188280105591,0.4840516746044159,0.27350422739982605,0.2539329528808594,0.20430970191955566
the,1.0,0.32825469970703125,0.23580949008464813,0.6662389636039734,1.0,0.20340517163276672,0.25281965732574463,0.36020293831825256,0.40150508284568787,0.6521818041801453,0.28808021545410156,0.3128751516342163,0.22068053483963013
world,0.33604270219802856,0.218664288520813,0.22287340462207794,0.3038199245929718,0.33604270219802856,0.13309264183044434,0.1882934868335724,0.20302258431911469,0.22603429853916168,0.29213306307792664,0.23498161137104034,0.3280161917209625,0.17579582333564758
and,0.5171257257461548,0.2148319035768509,0.2645854949951172,0.4954058527946472,0.5171257257461548,0.3292202055454254,0.2379438579082489,0.3412281572818756,0.3601827025413513,0.506277859210968,0.2774560749530792,0.25433996319770813,0.20544172823429108
includes,0.3388250470161438,0.21970640122890472,0.2697852551937103,0.32460328936576843,0.3388250470161438,0.18220092356204987,0.3749653398990631,0.2499222755432129,0.28263401985168457,0.36315640807151794,0.2572123408317566,0.17186109721660614,0.14011523127555847
works,0.26337864995002747,0.16558793187141418,0.2525430917739868,0.2656683027744293,0.26337864995002747,0.16196909546852112,0.3417747914791107,0.1506803333759308,0.16260115802288055,0.2730301022529602,0.1476726233959198,0.1808696836233139,0.19597402215003967
dating,0.23401090502738953,0.403346449136734,0.19424866139888763,0.2300887107849121,0.23401090502738953,0.20599612593650818,0.18527427315711975,0.2532842457294464,0.17283210158348083,0.2229909896850586,0.3778385818004608,0.3103829324245453,0.1135709211230278
from,0.40150508284568787,0.18898770213127136,0.22521184384822845,0.4274188280105591,0.40150508284568787,0.11559221148490906,0.2754948139190674,0.32651904225349426,1.0,0.38755592703819275,0.22951196134090424,0.12140977382659912,0.19969791173934937
ancient,0.28808021545410156,0.4843014180660248,0.20637543499469757,0.27350422739982605,0.28808021545410156,0.2287237048149109,0.21834081411361694,0.24366070330142975,0.22951196134090424,0.29943716526031494,1.0,0.528891921043396,0.12938068807125092
egypt,0.2536296546459198,0.2579224109649658,0.18762779235839844,0.21889975666999817,0.2536296546459198,0.2211385816335678,0.1695772409439087,0.1450212448835373,0.18771670758724213,0.20362521708011627,0.5059216022491455,0.3756078779697418,0.17769601941108704
to,0.535392165184021,0.20613901317119598,0.3191612660884857,0.45010748505592346,0.535392165184021,0.1980513483285904,0.15417452156543732,0.4297197163105011,0.4069952368736267,0.5345056653022766,0.21588295698165894,0.2131376415491104,0.29463258385658264
the,1.0,0.32825469970703125,0.23580949008464813,0.6662389636039734,1.0,0.20340517163276672,0.25281965732574463,0.36020293831825256,0.40150508284568787,0.6521818041801453,0.28808021545410156,0.3128751516342163,0.22068053483963013
present,0.2829846143722534,0.20450586080551147,0.14186568558216095,0.23905439674854279,0.2829846143722534,0.12138886749744415,0.1550484299659729,0.23890933394432068,0.20334279537200928,0.27609559893608093,0.20770901441574097,0.23308806121349335,0.21759982407093048
day,0.3062323033809662,0.2118261605501175,0.17675134539604187,0.2671984136104584,0.3062323033809662,0.1407974362373352,0.12630805373191833,0.24750803411006927,0.20893509685993195,0.2760511040687561,0.14907126128673553,0.1373995542526245,0.2141837179660797
",",0.4933079481124878,0.20733466744422913,0.21073096990585327,0.5201468467712402,0.4933079481124878,0.27014440298080444,0.2277175933122635,0.350309282541275,0.39760664105415344,0.3658004403114319,0.2677067816257477,0.22940866649150848,0.31091248989105225
as,0.48381632566452026,0.25896963477134705,0.2447761595249176,0.3887844979763031,0.48381632566452026,0.17442256212234497,0.23568034172058105,0.192745640873909,0.3251767158508301,0.41006597876548767,0.2047322392463684,0.19706755876541138,0.27043893933296204
well,0.42630070447921753,0.3255486786365509,0.2429278939962387,0.36612698435783386,0.42630070447921753,0.17186030745506287,0.22726348042488098,0.34380602836608887,0.31084778904914856,0.42522135376930237,0.19631709158420563,0.20035457611083984,0.24815571308135986
as,0.48381632566452026,0.25896963477134705,0.2447761595249176,0.3887844979763031,0.48381632566452026,0.17442256212234497,0.23568034172058105,0.192745640873909,0.3251767158508301,0.41006597876548767,0.2047322392463684,0.19706755876541138,0.27043893933296204
jewellery,0.19773870706558228,0.24269704520702362,0.4657718539237976,0.2104388326406479,0.19773870706558228,0.7499158978462219,0.34589406847953796,0.18394632637500763,0.13351765275001526,0.22398559749126434,0.3066929280757904,0.19263878464698792,0.15173175930976868
designs,0.2415979504585266,0.20640717446804047,0.3569502830505371,0.18954916298389435,0.2415979504585266,0.3748953640460968,0.25872495770454407,0.17367200553417206,0.14527879655361176,0.30172523856163025,0.2095581442117691,0.22371040284633636,0.12927207350730896
on,0.5107308030128479,0.15331754088401794,0.20476584136486053,0.46853652596473694,0.5107308030128479,0.14493270218372345,0.2131180614233017,0.22001175582408905,0.36926645040512085,0.4245251417160034,0.15176965296268463,0.15435422956943512,0.2714994251728058
paper,0.2077420949935913,0.19685758650302887,0.3186405897140503,0.18605142831802368,0.2077420949935913,0.269307404756546,0.28873971104621887,0.17452633380889893,0.17475982010364532,0.2540629804134369,0.16954243183135986,0.19252413511276245,0.12693770229816437
.,0.5934505462646484,0.21521835029125214,0.23707115650177002,0.5591574311256409,0.5934505462646484,0.1859520673751831,0.2516246736049652,0.2866859436035156,0.41536515951156616,0.45942068099975586,0.25280675292015076,0.23833215236663818,0.4130953550338745
