,what,financial,issue,is,notoriously,prevalent,in,the,construction,field,?
cash,0.1785680204629898,0.3506028950214386,0.19952605664730072,0.14423272013664246,0.2491338551044464,0.17644362151622772,0.14899717271327972,0.20180898904800415,0.13836802542209625,0.09945116192102432,0.19009602069854736
flow,0.1798735409975052,0.2306893914937973,0.1750602275133133,0.26788079738616943,0.08241068571805954,0.22057633101940155,0.22435857355594635,0.314039409160614,0.15909790992736816,0.16397814452648163,0.10458291321992874
problems,0.3306994140148163,0.3580271601676941,0.43698248267173767,0.16985496878623962,0.13252119719982147,0.32369890809059143,0.21061907708644867,0.2659202516078949,0.20460668206214905,0.1359284371137619,0.2638136148452759
exist,0.3340267241001129,0.1276574283838272,0.224659264087677,0.24373944103717804,0.1927328258752823,0.2384081333875656,0.2361043095588684,0.3024537265300751,0.15927353501319885,0.16227363049983978,0.28923845291137695
when,0.4700249433517456,0.23070667684078217,0.2642996609210968,0.3471449911594391,0.2682672142982483,0.2687489688396454,0.4431333839893341,0.5091903209686279,0.16481471061706543,0.20833460986614227,0.22841128706932068
the,0.42745697498321533,0.29952070116996765,0.22164808213710785,0.5823672413825989,0.2415984719991684,0.30129262804985046,0.6662389636039734,1.0,0.2671978175640106,0.2105809599161148,0.22068053483963013
present,0.30940163135528564,0.15948624908924103,0.1731770783662796,0.1967432200908661,0.09333211183547974,0.2857058644294739,0.23905439674854279,0.2829846143722534,0.191335529088974,0.17986805737018585,0.21759982407093048
amount,0.2602839767932892,0.25506487488746643,0.23857435584068298,0.3016021251678467,0.1462605893611908,0.29642626643180847,0.2569429874420166,0.3336862325668335,0.18836544454097748,0.1406850665807724,0.17984020709991455
of,0.33290785551071167,0.30178552865982056,0.2598971724510193,0.4854315221309662,0.19705207645893097,0.3301556408405304,0.5696388483047485,0.733189046382904,0.2815735340118408,0.20410659909248352,0.1826142966747284
funding,0.2725590467453003,0.49257758259773254,0.260211706161499,0.17921492457389832,0.1940433531999588,0.20939740538597107,0.2074873298406601,0.3006567358970642,0.3859696388244629,0.23085525631904602,0.1842934638261795
can,0.34502777457237244,0.18556718528270721,0.19650492072105408,0.44256699085235596,0.1650252491235733,0.254294216632843,0.26527702808380127,0.312528520822525,0.1424357146024704,0.15660448372364044,0.3226337134838104
not,0.5449194312095642,0.24035188555717468,0.3149125874042511,0.3776007890701294,0.2744782269001007,0.2778983414173126,0.3403114080429077,0.4310511648654938,0.18513305485248566,0.22636151313781738,0.41942933201789856
cover,0.19970405101776123,0.21837769448757172,0.2881962060928345,0.19958840310573578,0.22970208525657654,0.1005200445652008,0.19227565824985504,0.26727065443992615,0.1320294439792633,0.1384396255016327,0.18414615094661713
the,0.42745697498321533,0.29952070116996765,0.22164808213710785,0.5823672413825989,0.2415984719991684,0.30129262804985046,0.6662389636039734,1.0,0.2671978175640106,0.2105809599161148,0.22068053483963013
current,0.18294453620910645,0.2208765596151352,0.19446299970149994,0.2555285692214966,0.03144724667072296,0.2429506629705429,0.1955713927745819,0.3314409554004669,0.17087355256080627,0.2550705373287201,0.12074550241231918
costs,0.21587958931922913,0.3902130126953125,0.23361507058143616,0.20090270042419434,0.14200527966022491,0.2618769109249115,0.1732029914855957,0.2180386483669281,0.35790157318115234,0.09278851747512817,0.19150719046592712
for,0.3017193675041199,0.311439573764801,0.2011367380619049,0.43268078565597534,0.22887787222862244,0.2526414394378662,0.4322226941585541,0.4739971458911896,0.2193669229745865,0.24342265725135803,0.264628142118454
labour,0.11658018827438354,0.19410493969917297,0.08783978968858719,0.1740988940000534,0.17484745383262634,0.1775147169828415,0.17481884360313416,0.1636447161436081,0.2029598504304886,0.08819492161273956,0.15689024329185486
and,0.31309178471565247,0.26681631803512573,0.19899961352348328,0.3859752118587494,0.24961361289024353,0.34137454628944397,0.4954058527946472,0.5171257257461548,0.22762417793273926,0.26487240195274353,0.20544172823429108
materials,0.21012352406978607,0.2667138874530792,0.15753909945487976,0.2010483592748642,0.10489658266305923,0.2596769630908966,0.2393922507762909,0.22837378084659576,0.36994054913520813,0.19737698137760162,0.1301651895046234
",",0.3087472915649414,0.25465908646583557,0.22797159850597382,0.4691906273365021,0.28156763315200806,0.32756465673446655,0.5201468467712402,0.4933079481124878,0.23704268038272858,0.27645614743232727,0.31091248989105225
and,0.31309178471565247,0.26681631803512573,0.19899961352348328,0.3859752118587494,0.24961361289024353,0.34137454628944397,0.4954058527946472,0.5171257257461548,0.22762417793273926,0.26487240195274353,0.20544172823429108
because,0.46729007363319397,0.2168465107679367,0.2729478180408478,0.4047735333442688,0.28413885831832886,0.3326587677001953,0.37423941493034363,0.44596394896507263,0.1471169888973236,0.18433642387390137,0.2528740465641022
they,0.4431931674480438,0.1843268722295761,0.1825074702501297,0.330102801322937,0.22463153302669525,0.25017157196998596,0.4330179989337921,0.49925389885902405,0.21289199590682983,0.19984279572963715,0.2753053903579712
are,0.29724663496017456,0.1316729336977005,0.1244584321975708,0.5330929756164551,0.17155207693576813,0.2848743796348572,0.3841303884983063,0.40399202704429626,0.18089833855628967,0.14102037250995636,0.24591213464736938
a,0.3320399522781372,0.2513774335384369,0.24249422550201416,0.658733606338501,0.31363940238952637,0.23339132964611053,0.539380669593811,0.5829201340675354,0.25036895275115967,0.2030690312385559,0.23916715383529663
matter,0.41697224974632263,0.18384402990341187,0.33845487236976624,0.2508554756641388,0.20836478471755981,0.22842732071876526,0.2179846465587616,0.2957161068916321,0.11424058675765991,0.2087930589914322,0.269619345664978
of,0.33290785551071167,0.30178552865982056,0.2598971724510193,0.4854315221309662,0.19705207645893097,0.3301556408405304,0.5696388483047485,0.733189046382904,0.2815735340118408,0.20410659909248352,0.1826142966747284
having,0.34064167737960815,0.1991918683052063,0.2765425741672516,0.29556408524513245,0.2861141264438629,0.29832252860069275,0.32022708654403687,0.3821379244327545,0.1842380315065384,0.14493447542190552,0.22418256103992462
sufficient,0.34977179765701294,0.25095048546791077,0.295513391494751,0.21905657649040222,0.2621200978755951,0.2840738594532013,0.19672052562236786,0.27501294016838074,0.1625552624464035,0.2502094507217407,0.2950035035610199
funds,0.15644897520542145,0.4550164043903351,0.23640930652618408,0.13101255893707275,0.17077931761741638,0.16944077610969543,0.20235127210617065,0.23871955275535583,0.3414927124977112,0.1547493040561676,0.12731410562992096
at,0.2838611304759979,0.14216125011444092,0.2206503450870514,0.25906258821487427,0.13911893963813782,0.1990612894296646,0.4374977946281433,0.457212895154953,0.18280260264873505,0.190035879611969,0.21978627145290375
a,0.3320399522781372,0.2513774335384369,0.24249422550201416,0.658733606338501,0.31363940238952637,0.23339132964611053,0.539380669593811,0.5829201340675354,0.25036895275115967,0.2030690312385559,0.23916715383529663
specific,0.37695175409317017,0.23407208919525146,0.20615947246551514,0.27748769521713257,0.20702555775642395,0.2884364426136017,0.26078200340270996,0.3501757085323334,0.2284725457429886,0.2617720067501068,0.30923372507095337
time,0.36319252848625183,0.17245440185070038,0.29072150588035583,0.25187405943870544,0.2214038372039795,0.2992890477180481,0.3431483507156372,0.43061500787734985,0.2038273960351944,0.18107864260673523,0.27391523122787476
",",0.3087472915649414,0.25465908646583557,0.22797159850597382,0.4691906273365021,0.28156763315200806,0.32756465673446655,0.5201468467712402,0.4933079481124878,0.23704268038272858,0.27645614743232727,0.31091248989105225
can,0.34502777457237244,0.18556718528270721,0.19650492072105408,0.44256699085235596,0.1650252491235733,0.254294216632843,0.26527702808380127,0.312528520822525,0.1424357146024704,0.15660448372364044,0.3226337134838104
arise,0.35422998666763306,0.19948254525661469,0.2170237898826599,0.20284327864646912,0.20007865130901337,0.20656365156173706,0.1991400420665741,0.2816307544708252,0.1258830726146698,0.1876976191997528,0.2458506077528
even,0.40872135758399963,0.15852215886116028,0.2570020258426666,0.28202980756759644,0.31659629940986633,0.30285367369651794,0.29146435856819153,0.37996912002563477,0.1652085930109024,0.21732491254806519,0.30082517862319946
when,0.4700249433517456,0.23070667684078217,0.2642996609210968,0.3471449911594391,0.2682672142982483,0.2687489688396454,0.4431333839893341,0.5091903209686279,0.16481471061706543,0.20833460986614227,0.22841128706932068
the,0.42745697498321533,0.29952070116996765,0.22164808213710785,0.5823672413825989,0.2415984719991684,0.30129262804985046,0.6662389636039734,1.0,0.2671978175640106,0.2105809599161148,0.22068053483963013
overall,0.23488298058509827,0.19965192675590515,0.13644099235534668,0.21297959983348846,0.14110665023326874,0.2142430990934372,0.26280614733695984,0.31739529967308044,0.19638323783874512,0.11030671745538712,0.18573027849197388
total,0.19850242137908936,0.13687103986740112,0.10852770507335663,0.18159881234169006,0.12117341160774231,0.1579870581626892,0.27667245268821716,0.27068960666656494,0.21601973474025726,0.2521190047264099,0.14396025240421295
is,0.28837618231773376,0.1937110424041748,0.16218405961990356,1.0,0.1768580973148346,0.25585776567459106,0.5394441485404968,0.5823672413825989,0.2135658711194992,0.17269009351730347,0.22961433231830597
enough,0.3944990336894989,0.1729065626859665,0.2777371406555176,0.259046345949173,0.24606500566005707,0.20789319276809692,0.24705477058887482,0.304282009601593,0.13846880197525024,0.1857391744852066,0.3526461720466614
