,how,much,gun,powder,was,destroyed,in,attack,?
in,0.2601168751716614,0.2725222110748291,0.20541951060295105,0.25790098309516907,0.45514053106307983,0.3248254656791687,1.0,0.1944931447505951,0.20430970191955566
the,0.33890387415885925,0.35023224353790283,0.21240626275539398,0.24324363470077515,0.48711544275283813,0.3403017520904541,0.6662389636039734,0.2508925497531891,0.22068053483963013
march,0.16374856233596802,0.16749915480613708,0.09223763644695282,0.181119903922081,0.4297752380371094,0.10394595563411713,0.29730337858200073,0.2233724296092987,0.2802562415599823
battle,0.11981889605522156,0.19281750917434692,0.24560073018074036,0.21106769144535065,0.23319749534130096,0.296551913022995,0.24353940784931183,0.33762338757514954,0.1680624783039093
of,0.2480744868516922,0.2671096920967102,0.16322217881679535,0.21833425760269165,0.4069072902202606,0.27498680353164673,0.5696388483047485,0.20644454658031464,0.1826142966747284
fort,0.03157204017043114,0.16161029040813446,0.26295599341392517,0.29266756772994995,0.30989983677864075,0.21192710101604462,0.24152536690235138,0.22204704582691193,0.15686731040477753
bull,0.15557172894477844,0.12900105118751526,0.13726481795310974,0.0672854408621788,0.16848286986351013,0.1545899659395218,0.20423002541065216,0.15509769320487976,0.12595409154891968
",",0.22659391164779663,0.36182254552841187,0.20479370653629303,0.23611590266227722,0.45456063747406006,0.26472628116607666,0.5201468467712402,0.29392024874687195,0.31091248989105225
french,0.14884154498577118,0.1541515290737152,0.1298815906047821,0.14553110301494598,0.2523815333843231,0.10440154373645782,0.22093388438224792,0.17181217670440674,0.1386883556842804
forces,0.17453457415103912,0.1764928102493286,0.26659220457077026,0.1968448907136917,0.22620010375976562,0.3276614546775818,0.2565164566040039,0.3849691152572632,0.16984491050243378
destroyed,0.17034441232681274,0.2207937091588974,0.16596238315105438,0.15940658748149872,0.3184264302253723,1.0,0.3248254656791687,0.30653032660484314,0.10318030416965485
the,0.33890387415885925,0.35023224353790283,0.21240626275539398,0.24324363470077515,0.48711544275283813,0.3403017520904541,0.6662389636039734,0.2508925497531891,0.22068053483963013
fort,0.03157204017043114,0.16161029040813446,0.26295599341392517,0.29266756772994995,0.30989983677864075,0.21192710101604462,0.24152536690235138,0.22204704582691193,0.15686731040477753
and,0.33647966384887695,0.38395699858665466,0.20436137914657593,0.2321380078792572,0.3740963041782379,0.2592630386352539,0.4954058527946472,0.24922382831573486,0.20544172823429108
large,0.21342547237873077,0.35420098900794983,0.17697957158088684,0.23734092712402344,0.21717436611652374,0.29960745573043823,0.2841601073741913,0.19168433547019958,0.1355665624141693
quantities,0.34689947962760925,0.35754790902137756,0.1507805585861206,0.3452271521091461,0.1631752997636795,0.1676120012998581,0.22513185441493988,0.11996527016162872,0.18230070173740387
of,0.2480744868516922,0.2671096920967102,0.16322217881679535,0.21833425760269165,0.4069072902202606,0.27498680353164673,0.5696388483047485,0.20644454658031464,0.1826142966747284
supplies,0.167075514793396,0.30606919527053833,0.2072325348854065,0.2678072154521942,0.2477492392063141,0.36988726258277893,0.260343074798584,0.23009823262691498,0.08799431473016739
",",0.22659391164779663,0.36182254552841187,0.20479370653629303,0.23611590266227722,0.45456063747406006,0.26472628116607666,0.5201468467712402,0.29392024874687195,0.31091248989105225
including,0.20270724594593048,0.25625187158584595,0.14398935437202454,0.11623702943325043,0.21884717047214508,0.23157157003879547,0.35857823491096497,0.16040198504924774,0.1633303165435791
"45,000",0.05327477678656578,0.0825643241405487,0.09007667005062103,0.22900256514549255,0.06402032822370529,0.13563668727874756,0.15139035880565643,0.21517692506313324,0.03222159296274185
pounds,0.2724916338920593,0.28722459077835083,0.22349582612514496,0.2923479378223419,0.22008460760116577,0.12838514149188995,0.1508542150259018,0.11668367683887482,0.1807934194803238
of,0.2480744868516922,0.2671096920967102,0.16322217881679535,0.21833425760269165,0.4069072902202606,0.27498680353164673,0.5696388483047485,0.20644454658031464,0.1826142966747284
gunpowder,0.20979923009872437,0.24242109060287476,0.4810349643230438,0.6944231986999512,0.2553912103176117,0.2712172567844391,0.23291531205177307,0.21549446880817413,0.18636876344680786
.,0.3287222981452942,0.3374604284763336,0.22047802805900574,0.22002673149108887,0.40146201848983765,0.278834730386734,0.5591574311256409,0.3003302216529846,0.4130953550338745
