,which,sea,was,oil,discovered,in,?
during,0.3590145409107208,0.16635924577713013,0.4470829963684082,0.16472604870796204,0.1896771937608719,0.4627237319946289,0.1325719803571701
this,0.6719430088996887,0.18298520147800446,0.3638818562030792,0.23366564512252808,0.26568084955215454,0.45205554366111755,0.3155723512172699
time,0.325231671333313,0.13546739518642426,0.3641340136528015,0.13280132412910461,0.17829641699790955,0.3431483507156372,0.27391523122787476
",",0.3658004403114319,0.30078184604644775,0.45456063747406006,0.20043784379959106,0.26185235381126404,0.5201468467712402,0.31091248989105225
the,0.6521818041801453,0.30363768339157104,0.48711544275283813,0.21849922835826874,0.27493247389793396,0.6662389636039734,0.22068053483963013
discovery,0.2667080760002136,0.1635531187057495,0.2267063707113266,0.18004970252513885,0.7555883526802063,0.23947767913341522,0.11594310402870178
of,0.5011631846427917,0.2707739472389221,0.4069072902202606,0.22900764644145966,0.22074753046035767,0.5696388483047485,0.1826142966747284
oil,0.20154443383216858,0.21160772442817688,0.15102124214172363,1.0,0.15983004868030548,0.21800900995731354,0.14867261052131653
in,0.4840516746044159,0.2302369773387909,0.45514053106307983,0.21800900995731354,0.2801778018474579,1.0,0.20430970191955566
the,0.6521818041801453,0.30363768339157104,0.48711544275283813,0.21849922835826874,0.27493247389793396,0.6662389636039734,0.22068053483963013
north,0.2384447455406189,0.3454431891441345,0.29020047187805176,0.16999013721942902,0.10780562460422516,0.39050599932670593,0.11829731613397598
sea,0.25416871905326843,1.0,0.18031850457191467,0.21160772442817688,0.17184960842132568,0.2302369773387909,0.15551945567131042
and,0.506277859210968,0.30105236172676086,0.3740963041782379,0.19239190220832825,0.21031536161899567,0.4954058527946472,0.20544172823429108
the,0.6521818041801453,0.30363768339157104,0.48711544275283813,0.21849922835826874,0.27493247389793396,0.6662389636039734,0.22068053483963013
following,0.342348575592041,0.12556853890419006,0.16493390500545502,0.10680728405714035,0.09265173971652985,0.355264812707901,0.1555173695087433
``,0.05178012326359749,0.019038096070289612,-0.012679691426455975,0.022594861686229706,-0.020482761785387993,0.04765888676047325,0.0685480609536171
it,0.616637647151947,0.2367796152830124,0.4577186405658722,0.21307015419006348,0.2705569565296173,0.5130809545516968,0.25732165575027466
's,0.03856118768453598,0.05089695379137993,0.008974763564765453,-0.08246297389268875,-0.08296903222799301,-0.037580832839012146,-0.023395681753754616
scotland,0.23217903077602386,0.13063445687294006,0.17744721472263336,0.15762177109718323,0.14068764448165894,0.24716059863567352,0.09160218387842178
's,0.03856118768453598,0.05089695379137993,0.008974763564765453,-0.08246297389268875,-0.08296903222799301,-0.037580832839012146,-0.023395681753754616
oil,0.20154443383216858,0.21160772442817688,0.15102124214172363,1.0,0.15983004868030548,0.21800900995731354,0.14867261052131653
'',-0.03332270681858063,-0.026458948850631714,0.04456103965640068,0.12877920269966125,0.04094013199210167,0.07432962208986282,0.018684765323996544
campaign,0.1781868189573288,0.13048963248729706,0.2556212544441223,0.14378722012043,0.0674678236246109,0.2438942790031433,0.162482351064682
of,0.5011631846427917,0.2707739472389221,0.4069072902202606,0.22900764644145966,0.22074753046035767,0.5696388483047485,0.1826142966747284
the,0.6521818041801453,0.30363768339157104,0.48711544275283813,0.21849922835826874,0.27493247389793396,0.6662389636039734,0.22068053483963013
scottish,0.21085049211978912,0.1386827975511551,0.20229777693748474,0.13339051604270935,0.19376973807811737,0.16512006521224976,0.06442669779062271
national,0.28337109088897705,0.16547846794128418,0.2433898150920868,0.16741646826267242,0.10753802210092545,0.28915393352508545,0.15643028914928436
party,0.1907830387353897,0.09395921230316162,0.25508102774620056,0.15405869483947754,0.04374856874346733,0.20446790754795074,0.19031576812267303
(,0.2589828372001648,0.19181853532791138,0.2980341613292694,0.152932271361351,0.12828822433948517,0.3087427020072937,0.40561532974243164
snp,0.2733370065689087,0.20320481061935425,0.213423952460289,0.14279454946517944,0.19628570973873138,0.2307669222354889,0.14808869361877441
),0.2758678197860718,0.18647637963294983,0.3267642855644226,0.15803109109401703,0.11319553852081299,0.3326910734176636,0.42300865054130554
resulted,0.32516372203826904,0.13025662302970886,0.3113420605659485,0.09375528991222382,0.18757884204387665,0.3197503983974457,0.1391388475894928
in,0.4840516746044159,0.2302369773387909,0.45514053106307983,0.21800900995731354,0.2801778018474579,1.0,0.20430970191955566
rising,0.27646759152412415,0.31621667742729187,0.22641846537590027,0.15554070472717285,0.16026143729686737,0.26222285628318787,0.07955946773290634
support,0.21665282547473907,0.16652365028858185,0.2208256870508194,0.0491173230111599,0.056679561734199524,0.17618270218372345,0.22626608610153198
for,0.44095608592033386,0.17241841554641724,0.3863949179649353,0.19440194964408875,0.15577654540538788,0.4322226941585541,0.264628142118454
scottish,0.21085049211978912,0.1386827975511551,0.20229777693748474,0.13339051604270935,0.19376973807811737,0.16512006521224976,0.06442669779062271
independence,0.21886801719665527,0.17968642711639404,0.24797119200229645,0.16183973848819733,0.11376042664051056,0.25996696949005127,0.12301119416952133
",",0.3658004403114319,0.30078184604644775,0.45456063747406006,0.20043784379959106,0.26185235381126404,0.5201468467712402,0.31091248989105225
as,0.41006597876548767,0.1931508332490921,0.3677520453929901,0.18042321503162384,0.21748995780944824,0.3887844979763031,0.27043893933296204
well,0.42522135376930237,0.18453332781791687,0.3130364418029785,0.1495954841375351,0.22799254953861237,0.36612698435783386,0.24815571308135986
as,0.41006597876548767,0.1931508332490921,0.3677520453929901,0.18042321503162384,0.21748995780944824,0.3887844979763031,0.27043893933296204
the,0.6521818041801453,0.30363768339157104,0.48711544275283813,0.21849922835826874,0.27493247389793396,0.6662389636039734,0.22068053483963013
snp,0.2733370065689087,0.20320481061935425,0.213423952460289,0.14279454946517944,0.19628570973873138,0.2307669222354889,0.14808869361877441
.,0.45942068099975586,0.2680719196796417,0.40146201848983765,0.22117017209529877,0.23523737490177155,0.5591574311256409,0.4130953550338745
