,who,did,the,super,bowl,50,national,anthem,?
six-time,0.27098122239112854,0.25986844301223755,0.365296334028244,0.23316363990306854,0.2858373522758484,-0.06117400527000427,0.2829841673374176,0.2520275115966797,0.24173711240291595
grammy,0.1755371391773224,0.21635033190250397,0.19602857530117035,0.18806637823581696,0.23475578427314758,0.09543588012456894,0.18846407532691956,0.23692619800567627,0.1939576119184494
winner,0.2246360182762146,0.1856318712234497,0.25965070724487305,0.2215203493833542,0.17700685560703278,-0.00988845620304346,0.1814597249031067,0.15567472577095032,0.14322948455810547
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.2608908712863922,0.20261578261852264,0.20544172823429108
academy,0.18382731080055237,0.16967160999774933,0.2649388611316681,0.12186992913484573,0.17089229822158813,-0.015036085620522499,0.3110312521457672,0.17999127507209778,0.1340850442647934
award,0.20553933084011078,0.19671815633773804,0.24073810875415802,0.1842566281557083,0.18309468030929565,-0.05123968794941902,0.23192229866981506,0.17386911809444427,0.18240714073181152
nominee,0.2103489637374878,0.19428716599941254,0.22298216819763184,0.14669902622699738,0.19495593011379242,0.027617555111646652,0.17334584891796112,0.18887969851493835,0.21817171573638916
lady,0.18824069201946259,0.13136650621891022,0.21662424504756927,0.15206588804721832,0.125123992562294,0.028952300548553467,0.11993757635354996,0.32031533122062683,0.14158371090888977
gaga,0.23114711046218872,0.18077217042446136,0.22846719622612,0.2503664195537567,0.15306243300437927,-0.04943951219320297,0.11412747204303741,0.3087579011917114,0.20982980728149414
performed,0.2702884376049042,0.2536868453025818,0.239950031042099,0.10772441327571869,0.1632090061903,0.062247756868600845,0.13351796567440033,0.23832270503044128,0.14428307116031647
the,0.3733934462070465,0.34736719727516174,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.32739606499671936,0.23423314094543457,0.22068053483963013
national,0.18105065822601318,0.17743784189224243,0.32739606499671936,0.2390993982553482,0.2769610285758972,0.0077375201508402824,1.0000001192092896,0.4327479600906372,0.15643028914928436
anthem,0.1762285679578781,0.17120929062366486,0.23423314094543457,0.2609599828720093,0.23983527719974518,0.024548139423131943,0.4327479600906372,1.0,0.17449809610843658
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.23933029174804688,0.19868861138820648,0.31091248989105225
while,0.4068111777305603,0.3330625295639038,0.39804592728614807,0.20227555930614471,0.15627816319465637,0.046641163527965546,0.1506514847278595,0.07222045958042145,0.21076419949531555
academy,0.18382731080055237,0.16967160999774933,0.2649388611316681,0.12186992913484573,0.17089229822158813,-0.015036085620522499,0.3110312521457672,0.17999127507209778,0.1340850442647934
award,0.20553933084011078,0.19671815633773804,0.24073810875415802,0.1842566281557083,0.18309468030929565,-0.05123968794941902,0.23192229866981506,0.17386911809444427,0.18240714073181152
winner,0.2246360182762146,0.1856318712234497,0.25965070724487305,0.2215203493833542,0.17700685560703278,-0.00988845620304346,0.1814597249031067,0.15567472577095032,0.14322948455810547
marlee,0.2673153877258301,0.13476203382015228,0.20077396929264069,0.12934501469135284,0.17620399594306946,0.004900459200143814,0.16528815031051636,0.13983865082263947,0.24211622774600983
matlin,0.3349847197532654,0.22680321335792542,0.24170111119747162,0.17438951134681702,0.19129548966884613,0.032896775752305984,0.1705358326435089,0.13953346014022827,0.2595809996128082
provided,0.18789203464984894,0.2778315246105194,0.304488867521286,0.09278950095176697,0.11037559062242508,-0.038702115416526794,0.18549714982509613,0.13015370070934296,0.16893617808818817
american,0.3093835413455963,0.21486236155033112,0.24562937021255493,0.13530968129634857,0.16529959440231323,-0.01108962669968605,0.24127501249313354,0.12083812057971954,0.18877598643302917
sign,0.15820136666297913,0.222271129488945,0.22875791788101196,0.14854282140731812,0.13406619429588318,0.13222773373126984,0.2094181478023529,0.2477531135082245,0.21454890072345734
language,0.19501209259033203,0.1788339912891388,0.30198320746421814,0.16373157501220703,0.12173783034086227,-0.010107838548719883,0.20917373895645142,0.29626932740211487,0.25349316000938416
(,0.2443375140428543,0.18979617953300476,0.33289089798927307,0.17553061246871948,0.15949074923992157,0.03192463144659996,0.24475820362567902,0.19241563975811005,0.40561532974243164
asl,0.19292864203453064,0.15472246706485748,0.2632366418838501,0.171769917011261,0.13501670956611633,-0.020996583625674248,0.23568250238895416,0.1722346842288971,0.2692483067512512
),0.2457384318113327,0.18584993481636047,0.3456730246543884,0.1971341073513031,0.16361013054847717,-0.0024984623305499554,0.25379422307014465,0.20883572101593018,0.42300865054130554
translation,0.1680198311805725,0.1068030595779419,0.26402729749679565,0.05362779647111893,0.08041376620531082,0.032836638391017914,0.06608978658914566,0.23067684471607208,0.22574150562286377
.,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.29436907172203064,0.2023264318704605,0.4130953550338745
