,zones,in,which,mountains,are,built,along,convergent,tectonic,plate,boundaries,are,called,what,?
among,0.18484485149383545,0.3211768567562103,0.3077724575996399,0.16997337341308594,0.3811550438404083,0.1967482566833496,0.284652978181839,0.24868294596672058,0.20713570713996887,0.12097862362861633,0.17305292189121246,0.3811550438404083,0.26889246702194214,0.21154822409152985,0.14343059062957764
the,0.29823264479637146,0.6662389636039734,0.6521818041801453,0.27269288897514343,0.40399202704429626,0.2950156033039093,0.39495137333869934,0.2782052755355835,0.3249375522136688,0.2611875832080841,0.34339386224746704,0.40399202704429626,0.489897221326828,0.42745697498321533,0.22068053483963013
most,0.21792037785053253,0.41416558623313904,0.4637843072414398,0.20615507662296295,0.48698675632476807,0.18350690603256226,0.2380090206861496,0.2331981062889099,0.19683191180229187,0.16350673139095306,0.1365346908569336,0.48698675632476807,0.35463574528694153,0.3219912350177765,0.2107497900724411
well-known,0.1573740839958191,0.3692159652709961,0.31308138370513916,0.15934765338897705,0.2234591394662857,0.24788545072078705,0.2650854289531708,0.19686409831047058,0.24635690450668335,0.2160445898771286,0.26709720492362976,0.2234591394662857,0.3153130114078522,0.19213207066059113,0.2076386660337448
experiments,0.135422021150589,0.21977302432060242,0.31440770626068115,0.09757788479328156,0.24133720993995667,0.2573509216308594,0.19533711671829224,0.29165118932724,0.1838522106409073,0.0957193672657013,0.1573222130537033,0.24133720993995667,0.2559312582015991,0.3106561601161957,0.14564716815948486
in,0.2524511516094208,1.0,0.4840516746044159,0.27267226576805115,0.3841303884983063,0.25829681754112244,0.3603311777114868,0.2147963047027588,0.22851157188415527,0.18938399851322174,0.29207542538642883,0.3841303884983063,0.40847352147102356,0.30808621644973755,0.20430970191955566
structural,0.2128652185201645,0.2507881224155426,0.3338971436023712,0.15489940345287323,0.22905494272708893,0.2820473611354828,0.16304488480091095,0.3343043327331543,0.3059215545654297,0.14478561282157898,0.27339276671409607,0.22905494272708893,0.16918373107910156,0.19746112823486328,0.1448175609111786
geology,0.23321877419948578,0.21882881224155426,0.2463337630033493,0.2602987587451935,0.16411103308200836,0.09711799025535583,0.13281242549419403,0.3289417028427124,0.49361589550971985,0.29361170530319214,0.3380142152309418,0.16411103308200836,0.1586015820503235,0.27770960330963135,0.1570872962474823
are,0.3065014183521271,0.3841303884983063,0.42922598123550415,0.24100729823112488,1.0,0.15228483080863953,0.28655800223350525,0.3127717971801758,0.2353130280971527,0.1751210242509842,0.26275575160980225,1.0,0.3676711618900299,0.29724663496017456,0.24591213464736938
those,0.2966330051422119,0.3419301211833954,0.48319631814956665,0.19655165076255798,0.6012985706329346,0.1679166853427887,0.26295706629753113,0.3021993041038513,0.28372475504875183,0.2088683396577835,0.30897894501686096,0.6012985706329346,0.2385408580303192,0.44466671347618103,0.3328189253807068
