,how,does,most,plants,',cpdna,replicate,?
because,0.48179173469543457,0.4424310624599457,0.47049811482429504,0.288868248462677,0.287949800491333,0.33555397391319275,0.3393554985523224,0.2528740465641022
of,0.2480744868516922,0.3119818866252899,0.4178851246833801,0.29386165738105774,0.39136970043182373,0.3094331622123718,0.18285323679447174,0.1826142966747284
the,0.33890387415885925,0.35928019881248474,0.47635307908058167,0.29499560594558716,0.474788099527359,0.3424580693244934,0.21978822350502014,0.22068053483963013
failure,0.1218937486410141,0.18532635271549225,0.1953323632478714,0.15479262173175812,0.13087348639965057,0.1778777539730072,0.14810016751289368,0.12142058461904526
to,0.44169697165489197,0.4391997456550598,0.321603000164032,0.27162864804267883,0.34544456005096436,0.3485557436943054,0.3117429316043854,0.29463258385658264
explain,0.4705926477909088,0.29246506094932556,0.20256339013576508,0.22960419952869415,0.21267011761665344,0.2920161485671997,0.34666070342063904,0.365981787443161
the,0.33890387415885925,0.35928019881248474,0.47635307908058167,0.29499560594558716,0.474788099527359,0.3424580693244934,0.21978822350502014,0.22068053483963013
deamination,0.27984341979026794,0.2356075644493103,0.21876311302185059,0.27413997054100037,0.2627660930156708,0.39510756731033325,0.2867097556591034,0.26252666115760803
gradient,0.22080469131469727,0.2798822522163391,0.14173057675361633,0.25785931944847107,0.13895393908023834,0.2947869896888733,0.22172032296657562,0.16633863747119904
as,0.33782753348350525,0.31202155351638794,0.3548237979412079,0.23448950052261353,0.41391023993492126,0.32610344886779785,0.24727581441402435,0.27043893933296204
well,0.410734087228775,0.3239245116710663,0.4756048619747162,0.25425371527671814,0.28073304891586304,0.2466721087694168,0.24360930919647217,0.24815571308135986
as,0.33782753348350525,0.31202155351638794,0.3548237979412079,0.23448950052261353,0.41391023993492126,0.32610344886779785,0.24727581441402435,0.27043893933296204
the,0.33890387415885925,0.35928019881248474,0.47635307908058167,0.29499560594558716,0.474788099527359,0.3424580693244934,0.21978822350502014,0.22068053483963013
numerous,0.18753044307231903,0.1270207166671753,0.41309189796447754,0.2628881633281708,0.08655205368995667,0.1784357875585556,0.24441303312778473,0.0875130444765091
plant,0.24431802332401276,0.19302250444889069,0.17814764380455017,0.8344468474388123,0.1842418760061264,0.22905683517456055,0.26402145624160767,0.16613075137138367
species,0.20142129063606262,0.1635095626115799,0.23037302494049072,0.5846481919288635,0.17845086753368378,0.35313165187835693,0.24102972447872162,0.1957087516784668
that,0.557814359664917,0.4764937460422516,0.4497850239276886,0.27574244141578674,0.3494868278503418,0.3646957278251648,0.3644017279148102,0.32716336846351624
have,0.4370637536048889,0.3709583580493927,0.44364631175994873,0.31308507919311523,0.2580406367778778,0.33162617683410645,0.3464668393135071,0.32991164922714233
been,0.26456597447395325,0.22925697267055511,0.33751797676086426,0.26265642046928406,0.20948141813278198,0.31989550590515137,0.2852519154548645,0.24354910850524902
shown,0.28056201338768005,0.24773938953876495,0.17725767195224762,0.21577684581279755,0.21459165215492249,0.2212929129600525,0.26397448778152466,0.2433658242225647
to,0.44169697165489197,0.4391997456550598,0.321603000164032,0.27162864804267883,0.34544456005096436,0.3485557436943054,0.3117429316043854,0.29463258385658264
have,0.4370637536048889,0.3709583580493927,0.44364631175994873,0.31308507919311523,0.2580406367778778,0.33162617683410645,0.3464668393135071,0.32991164922714233
circular,0.22137777507305145,0.17794103920459747,0.18854790925979614,0.21297655999660492,0.07852602005004883,0.2639710009098053,0.3077252209186554,0.11291391402482986
cpdna,0.25148946046829224,0.27968472242355347,0.25847744941711426,0.29834288358688354,0.2617054283618927,0.9999999403953552,0.419959157705307,0.20631195604801178
",",0.22659391164779663,0.28617382049560547,0.3636029064655304,0.2555769681930542,0.5178600549697876,0.31784769892692566,0.1797264814376831,0.31091248989105225
the,0.33890387415885925,0.35928019881248474,0.47635307908058167,0.29499560594558716,0.474788099527359,0.3424580693244934,0.21978822350502014,0.22068053483963013
predominant,0.10972326248884201,0.21041856706142426,0.3916007876396179,0.24026478826999664,0.16353052854537964,0.22609643638134003,0.25826770067214966,0.07871490716934204
theory,0.31550133228302,0.18013693392276764,0.232156440615654,0.19624368846416473,0.13815993070602417,0.26559123396873474,0.2557913661003113,0.1387292891740799
continues,0.26129910349845886,0.37072330713272095,0.19112496078014374,0.15293310582637787,0.18541233241558075,0.2011680155992508,0.1918470859527588,0.13186512887477875
to,0.44169697165489197,0.4391997456550598,0.321603000164032,0.27162864804267883,0.34544456005096436,0.3485557436943054,0.3117429316043854,0.29463258385658264
hold,0.22157108783721924,0.24022597074508667,0.23886625468730927,0.17727315425872803,0.1790844351053238,0.1883043497800827,0.27872562408447266,0.18586084246635437
that,0.557814359664917,0.4764937460422516,0.4497850239276886,0.27574244141578674,0.3494868278503418,0.3646957278251648,0.3644017279148102,0.32716336846351624
most,0.311336874961853,0.30044323205947876,1.0,0.21896736323833466,0.2361016869544983,0.25847744941711426,0.26207923889160156,0.2107497900724411
cpdna,0.25148946046829224,0.27968472242355347,0.25847744941711426,0.29834288358688354,0.2617054283618927,0.9999999403953552,0.419959157705307,0.20631195604801178
is,0.22544461488723755,0.4403602182865143,0.41165053844451904,0.2423158437013626,0.5508411526679993,0.29175111651420593,0.1933823823928833,0.22961433231830597
circular,0.22137777507305145,0.17794103920459747,0.18854790925979614,0.21297655999660492,0.07852602005004883,0.2639710009098053,0.3077252209186554,0.11291391402482986
and,0.33647966384887695,0.3461615741252899,0.4309377074241638,0.3052898943424225,0.3053182065486908,0.2882109582424164,0.20882341265678406,0.20544172823429108
most,0.311336874961853,0.30044323205947876,1.0,0.21896736323833466,0.2361016869544983,0.25847744941711426,0.26207923889160156,0.2107497900724411
likely,0.3949867784976959,0.37429115176200867,0.38152775168418884,0.2236224263906479,0.2014092057943344,0.37156739830970764,0.32078996300697327,0.35971182584762573
replicates,0.3262201249599457,0.31437796354293823,0.2883847951889038,0.3397575914859772,0.1590314358472824,0.4268972873687744,0.9088971614837646,0.22479665279388428
via,0.13460594415664673,0.11708846688270569,0.1730339080095291,0.10352125763893127,0.15569786727428436,0.15312615036964417,0.1231822669506073,0.19443516433238983
a,0.29312583804130554,0.38201746344566345,0.3508910834789276,0.21329157054424286,0.48837921023368835,0.3500497341156006,0.26054665446281433,0.23916715383529663
d,0.1031225249171257,0.14577241241931915,0.13709169626235962,0.08612167835235596,0.2844892740249634,0.13099083304405212,0.07350452989339828,0.1780570149421692
loop,0.23427525162696838,0.19304320216178894,0.10268263518810272,0.1409468799829483,0.13266704976558685,0.22829103469848633,0.17283643782138824,0.13595224916934967
mechanism,0.31148314476013184,0.23931892216205597,0.20657187700271606,0.2805750370025635,0.10059478878974915,0.3678942918777466,0.4343196451663971,0.1732848435640335
.,0.3287222981452942,0.3022993505001068,0.35404038429260254,0.2542511522769928,0.4806240200996399,0.3225124180316925,0.216623917222023,0.4130953550338745
