,where,does,luther,place,salvation,?
salvation,0.21552900969982147,0.22292688488960266,0.24563154578208923,0.22800439596176147,1.0,0.2133665680885315
originates,0.24627278745174408,0.2748534679412842,0.07446303218603134,0.22377295792102814,0.165267214179039,0.069846972823143
with,0.4142743945121765,0.26186925172805786,0.14705438911914825,0.18794342875480652,0.13776211440563202,0.2433311939239502
the,0.5003893971443176,0.35928019881248474,0.1759674996137619,0.4179787337779999,0.30236515402793884,0.22068053483963013
father,0.26822009682655334,0.19012796878814697,0.2816010117530823,0.19936558604240417,0.25806689262390137,0.14826634526252747
and,0.43859338760375977,0.3461615741252899,0.20796556770801544,0.2813849449157715,0.22255335748195648,0.20544172823429108
draws,0.21720430254936218,0.1752437949180603,0.12624455988407135,0.14637325704097748,0.11310970038175583,0.09892190992832184
the,0.5003893971443176,0.35928019881248474,0.1759674996137619,0.4179787337779999,0.30236515402793884,0.22068053483963013
believer,0.18036416172981262,0.31441670656204224,0.2968766987323761,0.13532227277755737,0.40663954615592957,0.2449558973312378
to,0.47735077142715454,0.4391997456550598,0.18029534816741943,0.3346366882324219,0.2701711356639862,0.29463258385658264
the,0.5003893971443176,0.35928019881248474,0.1759674996137619,0.4179787337779999,0.30236515402793884,0.22068053483963013
father,0.26822009682655334,0.19012796878814697,0.2816010117530823,0.19936558604240417,0.25806689262390137,0.14826634526252747
.,0.41390106081962585,0.3022993505001068,0.24907569587230682,0.2844318151473999,0.2464890033006668,0.4130953550338745
