,what,can,result,in,creating,a,poverty,trap,?
lagerlof,0.19844681024551392,0.14290174841880798,0.17248325049877167,0.35262012481689453,0.13425016403198242,0.24678431451320648,0.27576348185539246,0.23052093386650085,0.21615616977214813
and,0.31309178471565247,0.3675691485404968,0.27436327934265137,0.4954058527946472,0.36289316415786743,0.3739250600337982,0.27911514043807983,0.20140941441059113,0.20544172823429108
galor,0.23029257357120514,0.23442783951759338,0.2057529091835022,0.24330595135688782,0.11589812487363815,0.2583632171154022,0.1246972307562828,0.1833220273256302,0.1703767031431198
stated,0.3668954074382782,0.20671573281288147,0.16380931437015533,0.24313503503799438,0.22157058119773865,0.22154705226421356,0.2958759367465973,0.0917363315820694,0.24280361831188202
that,0.6297725439071655,0.4522190988063812,0.3031747341156006,0.435920387506485,0.38157588243484497,0.47537946701049805,0.2612065076828003,0.25647953152656555,0.32716336846351624
gender,0.2898462414741516,0.26706162095069885,0.1824219673871994,0.20639578998088837,0.1826281100511551,0.22587965428829193,0.284028023481369,0.050596240907907486,0.22791960835456848
inequality,0.30072227120399475,0.2628359794616699,0.31150659918785095,0.19402410089969635,0.25484126806259155,0.1783585250377655,0.4811079800128937,0.1085052341222763,0.23619021475315094
in,0.30808621644973755,0.26527702808380127,0.25670310854911804,1.0,0.20338892936706543,0.539380669593811,0.26252827048301697,0.16478820145130157,0.20430970191955566
education,0.19940856099128723,0.12172068655490875,0.14211563766002655,0.2654339671134949,0.17693184316158295,0.21779850125312805,0.3978005647659302,0.03191041946411133,0.18067774176597595
can,0.34502777457237244,1.0,0.2741678059101105,0.26527702808380127,0.2840180993080139,0.3915780484676361,0.13328371942043304,0.24904219806194305,0.3226337134838104
result,0.19945499300956726,0.2741678059101105,1.0000001192092896,0.25670310854911804,0.19696679711341858,0.2767398953437805,0.20766718685626984,0.10859134048223495,0.17218433320522308
to,0.455847829580307,0.4979398250579834,0.23653174936771393,0.45010748505592346,0.31553950905799866,0.45503583550453186,0.21078595519065857,0.24337676167488098,0.29463258385658264
low,0.20743566751480103,0.2525806725025177,0.23149271309375763,0.21458278596401215,0.20498646795749664,0.24393533170223236,0.21264280378818512,0.17065341770648956,0.10658930987119675
economic,0.18082544207572937,0.15361113846302032,0.2350987046957016,0.22027181088924408,0.27640968561172485,0.2234611213207245,0.4142974317073822,0.07736776769161224,0.1206481084227562
growth,0.1739405393600464,0.2057914435863495,0.22700650990009308,0.2819603681564331,0.2925800085067749,0.21544985473155975,0.36778250336647034,0.15040844678878784,0.07547862827777863
",",0.3087472915649414,0.3139454126358032,0.23341737687587738,0.5201468467712402,0.27134549617767334,0.427140474319458,0.24490010738372803,0.23160268366336823,0.31091248989105225
and,0.31309178471565247,0.3675691485404968,0.27436327934265137,0.4954058527946472,0.36289316415786743,0.3739250600337982,0.27911514043807983,0.20140941441059113,0.20544172823429108
continued,0.17878234386444092,0.17228320240974426,0.1720762848854065,0.2845509350299835,0.18603667616844177,0.22831276059150696,0.19308103621006012,0.12792859971523285,0.10404038429260254
gender,0.2898462414741516,0.26706162095069885,0.1824219673871994,0.20639578998088837,0.1826281100511551,0.22587965428829193,0.284028023481369,0.050596240907907486,0.22791960835456848
inequality,0.30072227120399475,0.2628359794616699,0.31150659918785095,0.19402410089969635,0.25484126806259155,0.1783585250377655,0.4811079800128937,0.1085052341222763,0.23619021475315094
in,0.30808621644973755,0.26527702808380127,0.25670310854911804,1.0,0.20338892936706543,0.539380669593811,0.26252827048301697,0.16478820145130157,0.20430970191955566
education,0.19940856099128723,0.12172068655490875,0.14211563766002655,0.2654339671134949,0.17693184316158295,0.21779850125312805,0.3978005647659302,0.03191041946411133,0.18067774176597595
",",0.3087472915649414,0.3139454126358032,0.23341737687587738,0.5201468467712402,0.27134549617767334,0.427140474319458,0.24490010738372803,0.23160268366336823,0.31091248989105225
thus,0.30745524168014526,0.2665204703807831,0.36281275749206543,0.26358214020729065,0.37180498242378235,0.3190890848636627,0.2317546159029007,0.2406419962644577,0.18769288063049316
creating,0.28780505061149597,0.2840180993080139,0.19696679711341858,0.20338892936706543,1.0000001192092896,0.3242962658405304,0.20955556631088257,0.2036760002374649,0.2842518985271454
a,0.3320399522781372,0.3915780484676361,0.2767398953437805,0.539380669593811,0.3242962658405304,1.0,0.19118662178516388,0.25796687602996826,0.23916715383529663
poverty,0.20925714075565338,0.13328371942043304,0.20766718685626984,0.26252827048301697,0.20955556631088257,0.19118662178516388,0.9999999403953552,0.1089429184794426,0.16537553071975708
trap,0.2175908088684082,0.24904219806194305,0.10859134048223495,0.16478820145130157,0.2036760002374649,0.25796687602996826,0.1089429184794426,1.0,0.1698015183210373
.,0.3567904531955719,0.35783761739730835,0.31092435121536255,0.5591574311256409,0.26489248871803284,0.50484299659729,0.20983536541461945,0.20357511937618256,0.4130953550338745
