,how,many,fraternities,form,the,university,of,chicago,interfraternity,council,?
four,0.1955733299255371,0.4139232039451599,0.19461125135421753,0.19950519502162933,0.40344667434692383,0.22242772579193115,0.36293646693229675,0.20796282589435577,0.2252943217754364,0.1311437338590622,0.14532537758350372
of,0.2480744868516922,0.37253960967063904,0.276870995759964,0.29600051045417786,0.733189046382904,0.30646374821662903,1.0,0.18391016125679016,0.3430177569389343,0.2972237169742584,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.251118928194046,0.29286009073257446,1.0,0.263973206281662,0.733189046382904,0.27360326051712036,0.34408459067344666,0.2829204201698303,0.22068053483963013
sororities,0.23006276786327362,0.3220752477645874,0.6484163403511047,0.22863319516181946,0.2839075028896332,0.35193419456481934,0.23068663477897644,0.266701340675354,0.5255113244056702,0.30248141288757324,0.19557832181453705
are,0.311818927526474,0.5655534863471985,0.28139156103134155,0.29983413219451904,0.40399202704429626,0.16609783470630646,0.39081433415412903,0.1553531140089035,0.25621503591537476,0.1583584100008011,0.24591213464736938
members,0.20418256521224976,0.25127971172332764,0.32484325766563416,0.19127008318901062,0.3321719169616699,0.145897775888443,0.28120753169059753,0.14954696595668793,0.2904747426509857,0.3003452718257904,0.10212311148643494
of,0.2480744868516922,0.37253960967063904,0.276870995759964,0.29600051045417786,0.733189046382904,0.30646374821662903,1.0,0.18391016125679016,0.3430177569389343,0.2972237169742584,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.251118928194046,0.29286009073257446,1.0,0.263973206281662,0.733189046382904,0.27360326051712036,0.34408459067344666,0.2829204201698303,0.22068053483963013
national,0.13248363137245178,0.21160955727100372,0.2931421399116516,0.130512997508049,0.32739606499671936,0.35592976212501526,0.3314673602581024,0.26140397787094116,0.2581169605255127,0.2335294932126999,0.15643028914928436
panhellenic,0.16153764724731445,0.2619321346282959,0.3360481560230255,0.26639726758003235,0.3569435179233551,0.24835994839668274,0.3469291031360626,0.22787445783615112,0.39718344807624817,0.29023462533950806,0.18329627811908722
conference,0.12395361065864563,0.14310325682163239,0.2740558087825775,0.14647288620471954,0.25393402576446533,0.3523830771446228,0.19579021632671356,0.23014876246452332,0.27605926990509033,0.29785650968551636,0.11172781884670258
",",0.22659391164779663,0.40610817074775696,0.23439089953899384,0.21805599331855774,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.25842732191085815,0.23820561170578003,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.3036463260650635,0.30469027161598206,0.5171257257461548,0.2665814459323883,0.5116966962814331,0.23260825872421265,0.30803385376930237,0.25117602944374084,0.20544172823429108
ten,0.26821833848953247,0.340677946805954,0.11566812545061111,0.18680891394615173,0.3256247341632843,0.16121917963027954,0.2743614614009857,0.1433320790529251,0.16702722012996674,0.11736644804477692,0.14471080899238586
of,0.2480744868516922,0.37253960967063904,0.276870995759964,0.29600051045417786,0.733189046382904,0.30646374821662903,1.0,0.18391016125679016,0.3430177569389343,0.2972237169742584,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.251118928194046,0.29286009073257446,1.0,0.263973206281662,0.733189046382904,0.27360326051712036,0.34408459067344666,0.2829204201698303,0.22068053483963013
fraternities,0.14430241286754608,0.2664954364299774,0.9999998807907104,0.24568067491054535,0.251118928194046,0.35470515489578247,0.276870995759964,0.23359179496765137,0.8097729086875916,0.2974749207496643,0.21174144744873047
form,0.1948026418685913,0.223133847117424,0.24568067491054535,0.9999999403953552,0.29286009073257446,0.13705310225486755,0.29600051045417786,0.0970139130949974,0.23670220375061035,0.16112904250621796,0.1463010311126709
the,0.33890387415885925,0.4335206151008606,0.251118928194046,0.29286009073257446,1.0,0.263973206281662,0.733189046382904,0.27360326051712036,0.34408459067344666,0.2829204201698303,0.22068053483963013
university,0.12992997467517853,0.19385361671447754,0.35470515489578247,0.13705310225486755,0.263973206281662,1.0,0.30646374821662903,0.29005804657936096,0.34702837467193604,0.2812507450580597,0.11887256056070328
of,0.2480744868516922,0.37253960967063904,0.276870995759964,0.29600051045417786,0.733189046382904,0.30646374821662903,1.0,0.18391016125679016,0.3430177569389343,0.2972237169742584,0.1826142966747284
chicago,0.2247859537601471,0.1944255828857422,0.23359179496765137,0.0970139130949974,0.27360326051712036,0.29005804657936096,0.18391016125679016,1.0,0.2510613799095154,0.1253049522638321,0.16446958482265472
interfraternity,0.24042528867721558,0.23662002384662628,0.8097729086875916,0.23670220375061035,0.34408459067344666,0.34702837467193604,0.3430177569389343,0.2510613799095154,1.0000001192092896,0.29154542088508606,0.2697696387767792
council,0.14261579513549805,0.13560552895069122,0.2974749207496643,0.16112904250621796,0.2829204201698303,0.2812507450580597,0.2972237169742584,0.1253049522638321,0.29154542088508606,1.0,0.1160062924027443
.,0.3287222981452942,0.3974229395389557,0.16754992306232452,0.28317511081695557,0.5934505462646484,0.290679007768631,0.5352458953857422,0.2771213948726654,0.23280225694179535,0.2314436286687851,0.4130953550338745
