,how,much,was,bskyb,going,to,pay,for,the,primier,league,rights,?
the,0.33890387415885925,0.35023224353790283,0.48711544275283813,0.20915858447551727,0.38693177700042725,0.535392165184021,0.1903611719608307,0.4739971458911896,1.0,0.25859078764915466,0.2724147439002991,0.2579100430011749,0.22068053483963013
bbc,0.1965121626853943,0.1483045220375061,0.19087861478328705,0.13325032591819763,0.17001070082187653,0.19421324133872986,0.19323228299617767,0.21995361149311066,0.2735401690006256,0.08003123104572296,0.15864679217338562,0.1666390299797058,0.20556949079036713
was,0.16678167879581451,0.2580166161060333,1.0000001192092896,0.21192802488803864,0.28732410073280334,0.3636345863342285,0.19225089251995087,0.3863949179649353,0.48711544275283813,0.2185480147600174,0.21425791084766388,0.19272007048130035,0.18412111699581146
given,0.2367049753665924,0.19429746270179749,0.26878538727760315,0.1293053925037384,0.24502167105674744,0.3428947925567627,0.2319703996181488,0.44294488430023193,0.37508252263069153,0.11490314453840256,0.1291443258523941,0.24409793317317963,0.2570464313030243
the,0.33890387415885925,0.35023224353790283,0.48711544275283813,0.20915858447551727,0.38693177700042725,0.535392165184021,0.1903611719608307,0.4739971458911896,1.0,0.25859078764915466,0.2724147439002991,0.2579100430011749,0.22068053483963013
highlights,0.19472847878932953,0.21230293810367584,0.10087542235851288,0.23823536932468414,0.12970377504825592,0.22284379601478577,0.17122672498226166,0.2759867310523987,0.22939816117286682,0.05732407793402672,0.23840297758579254,0.1596110314130783,0.17713455855846405
of,0.2480744868516922,0.2671096920967102,0.4069072902202606,0.16413870453834534,0.2849585711956024,0.41548454761505127,0.1583462655544281,0.4185989499092102,0.733189046382904,0.26002490520477295,0.23588460683822632,0.19425496459007263,0.1826142966747284
most,0.311336874961853,0.4205867648124695,0.29933857917785645,0.15500347316265106,0.20491376519203186,0.321603000164032,0.19173449277877808,0.3906237483024597,0.47635307908058167,0.19927889108657837,0.18065476417541504,0.17968110740184784,0.2107497900724411
of,0.2480744868516922,0.2671096920967102,0.4069072902202606,0.16413870453834534,0.2849585711956024,0.41548454761505127,0.1583462655544281,0.4185989499092102,0.733189046382904,0.26002490520477295,0.23588460683822632,0.19425496459007263,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.48711544275283813,0.20915858447551727,0.38693177700042725,0.535392165184021,0.1903611719608307,0.4739971458911896,1.0,0.25859078764915466,0.2724147439002991,0.2579100430011749,0.22068053483963013
matches,0.20288290083408356,0.16178512573242188,0.1769881546497345,0.1902940571308136,0.16875062882900238,0.24033404886722565,0.2322925180196762,0.29099172353744507,0.23195119202136993,0.15336517989635468,0.3100840449333191,0.15334868431091309,0.15025924146175385
",",0.22659391164779663,0.36182254552841187,0.45456063747406006,0.2852807641029358,0.2957560122013092,0.44245919585227966,0.18754567205905914,0.4464869201183319,0.4933079481124878,0.33242368698120117,0.20757631957530975,0.2595706284046173,0.31091248989105225
while,0.2918691337108612,0.3463909924030304,0.3253832161426544,0.09867019206285477,0.4157838523387909,0.43899232149124146,0.242091566324234,0.4232339859008789,0.39804592728614807,0.16060280799865723,0.19974841177463531,0.1892322599887848,0.21076419949531555
bskyb,0.17300152778625488,0.13357697427272797,0.21192802488803864,1.0000001192092896,0.12235918641090393,0.16040074825286865,0.18132349848747253,0.16577120125293732,0.20915858447551727,0.33043378591537476,0.2510380148887634,0.21470366418361664,0.2979319989681244
paying,0.2116144448518753,0.33344587683677673,0.2340831756591797,0.14240379631519318,0.36377599835395813,0.271638423204422,0.6235212087631226,0.3333013653755188,0.21152552962303162,0.07922141253948212,0.11549004167318344,0.18667252361774445,0.2138732671737671
£304m,0.09320617467164993,0.08249633014202118,0.09109776467084885,0.004846574272960424,-0.03992471843957901,0.0494840033352375,-0.04480639472603798,0.028630876913666725,0.05723319202661514,0.10662049055099487,-0.021168792620301247,0.09711435437202454,0.022732464596629143
for,0.3308170735836029,0.2994346022605896,0.3863949179649353,0.16577120125293732,0.3035571873188019,0.4451248347759247,0.24382255971431732,0.9999999403953552,0.4739971458911896,0.1238107904791832,0.26433616876602173,0.24823954701423645,0.264628142118454
the,0.33890387415885925,0.35023224353790283,0.48711544275283813,0.20915858447551727,0.38693177700042725,0.535392165184021,0.1903611719608307,0.4739971458911896,1.0,0.25859078764915466,0.2724147439002991,0.2579100430011749,0.22068053483963013
premier,0.055021628737449646,0.11534225940704346,0.205341175198555,0.26028311252593994,0.12711121141910553,0.170038640499115,0.1550031453371048,0.14301124215126038,0.22658593952655792,0.5650837421417236,0.5466246604919434,0.19440405070781708,0.1292608082294464
league,0.04579940438270569,0.10547846555709839,0.21425791084766388,0.2510380148887634,0.16741585731506348,0.18720030784606934,0.13151173293590546,0.26433616876602173,0.2724147439002991,0.3089398741722107,1.0000001192092896,0.22009842097759247,0.15941482782363892
rights,0.18843793869018555,0.1775423288345337,0.19272007048130035,0.21470366418361664,0.15396928787231445,0.2570022940635681,0.224465012550354,0.24823954701423645,0.2579100430011749,0.1891365796327591,0.22009842097759247,0.9999999403953552,0.21814769506454468
",",0.22659391164779663,0.36182254552841187,0.45456063747406006,0.2852807641029358,0.2957560122013092,0.44245919585227966,0.18754567205905914,0.4464869201183319,0.4933079481124878,0.33242368698120117,0.20757631957530975,0.2595706284046173,0.31091248989105225
would,0.43239715695381165,0.41720274090766907,0.41663143038749695,0.12550891935825348,0.5757668614387512,0.5965728163719177,0.30568239092826843,0.39877474308013916,0.4133751392364502,0.1992221176624298,0.15430445969104767,0.26354020833969116,0.37178951501846313
give,0.3704574406147003,0.30605238676071167,0.16511452198028564,0.10950811952352524,0.284877210855484,0.4396136403083801,0.3130127191543579,0.41813769936561584,0.29086416959762573,0.09717359393835068,0.12370146811008453,0.2423030585050583,0.2985610067844391
them,0.5142028331756592,0.449866384267807,0.23709723353385925,0.12458788603544235,0.48214611411094666,0.5916602611541748,0.33545562624931335,0.41447147727012634,0.4788833558559418,0.19417108595371246,0.18511782586574554,0.25864940881729126,0.35435691475868225
a,0.29312583804130554,0.2958075702190399,0.4508470594882965,0.21951700747013092,0.3356470763683319,0.45503583550453186,0.1940600425004959,0.44038116931915283,0.5829201340675354,0.24025818705558777,0.17562834918498993,0.18041828274726868,0.23916715383529663
monopoly,0.22397707402706146,0.2417891025543213,0.1724308878183365,0.18371844291687012,0.1897655427455902,0.23530659079551697,0.3621583878993988,0.16156336665153503,0.21333852410316467,0.16677938401699066,0.15815021097660065,0.23813565075397491,0.1011270210146904
of,0.2480744868516922,0.2671096920967102,0.4069072902202606,0.16413870453834534,0.2849585711956024,0.41548454761505127,0.1583462655544281,0.4185989499092102,0.733189046382904,0.26002490520477295,0.23588460683822632,0.19425496459007263,0.1826142966747284
all,0.3725806474685669,0.34814906120300293,0.23179835081100464,0.15181906521320343,0.35503214597702026,0.42520734667778015,0.23617897927761078,0.41144001483917236,0.4860881567001343,0.1704135537147522,0.2673014998435974,0.22061574459075928,0.29575422406196594
live,0.16572442650794983,0.19567839801311493,0.18769018352031708,0.1742045134305954,0.1857801228761673,0.298321396112442,0.22330093383789062,0.22377748787403107,0.2995128035545349,0.09994802623987198,0.10676990449428558,0.1817190945148468,0.19481121003627777
matches,0.20288290083408356,0.16178512573242188,0.1769881546497345,0.1902940571308136,0.16875062882900238,0.24033404886722565,0.2322925180196762,0.29099172353744507,0.23195119202136993,0.15336517989635468,0.3100840449333191,0.15334868431091309,0.15025924146175385
",",0.22659391164779663,0.36182254552841187,0.45456063747406006,0.2852807641029358,0.2957560122013092,0.44245919585227966,0.18754567205905914,0.4464869201183319,0.4933079481124878,0.33242368698120117,0.20757631957530975,0.2595706284046173,0.31091248989105225
up,0.2819872200489044,0.310188889503479,0.24070115387439728,0.08906863629817963,0.352376252412796,0.40375280380249023,0.19323481619358063,0.342966228723526,0.38423117995262146,0.15721018612384796,0.18086190521717072,0.1008690744638443,0.1819818764925003
to,0.44169697165489197,0.40610215067863464,0.3636345863342285,0.16040074825286865,0.5117058157920837,1.0,0.26723966002464294,0.4451248347759247,0.535392165184021,0.18834137916564941,0.18720030784606934,0.2570022940635681,0.29463258385658264
60,0.12259688228368759,0.023746905848383904,-0.003859133692458272,-0.017064502462744713,-0.06486479938030243,0.05980940908193588,-0.13648119568824768,0.033401429653167725,0.04635925963521004,-0.010428826324641705,-0.08434978872537613,-0.004140493925660849,0.06999651342630386
per,0.2243444174528122,0.264721542596817,0.12717042863368988,0.15913265943527222,0.2592545449733734,0.2519395351409912,0.4112613797187805,0.22882020473480225,0.21691934764385223,0.12995545566082,0.13522902131080627,0.09142616391181946,0.22323818504810333
year,0.19631797075271606,0.2093992531299591,0.3209837079048157,0.22740191221237183,0.2234005182981491,0.23523004353046417,0.2380933165550232,0.29294124245643616,0.3609684407711029,0.05339142680168152,0.20387181639671326,0.1866040676832199,0.18315006792545319
from,0.22939439117908478,0.24480824172496796,0.31171464920043945,0.12453003972768784,0.29521477222442627,0.4069952368736267,0.19024398922920227,0.314039945602417,0.40150508284568787,0.17602740228176117,0.18873094022274017,0.159982830286026,0.19969791173934937
the,0.33890387415885925,0.35023224353790283,0.48711544275283813,0.20915858447551727,0.38693177700042725,0.535392165184021,0.1903611719608307,0.4739971458911896,1.0,0.25859078764915466,0.2724147439002991,0.2579100430011749,0.22068053483963013
1992,0.06566344946622849,0.07557931542396545,0.14268599450588226,0.012626544572412968,0.1386803388595581,0.1306968331336975,0.16125860810279846,0.0788465216755867,0.12138951569795609,0.006039463449269533,0.15632931888103485,0.12721270322799683,0.11522171646356583
season,0.13036081194877625,0.1566205769777298,0.24797968566417694,0.18675757944583893,0.14032019674777985,0.22382742166519165,0.1032176986336708,0.24490800499916077,0.2507155239582062,0.17762607336044312,0.41418924927711487,0.13745315372943878,0.16793298721313477
.,0.3287222981452942,0.3374604284763336,0.40146201848983765,0.2844841778278351,0.3473944664001465,0.4645031690597534,0.17372290790081024,0.4726039469242096,0.5934505462646484,0.29985514283180237,0.29573896527290344,0.24957291781902313,0.4130953550338745
