,what,position,did,mark,woods,take,on,at,the,new,american,broadcasting,company,?
noble,0.16937826573848724,0.13150200247764587,0.1576092541217804,0.1260240375995636,0.14874449372291565,0.11751187592744827,0.08178474009037018,0.1465090811252594,0.2295120358467102,0.08807933330535889,0.13568325340747833,0.11255649477243423,0.09502840787172318,0.11942308396100998
subsequently,0.10897690057754517,0.1568334698677063,0.24780967831611633,0.08635448664426804,0.04241021350026131,0.1307390183210373,0.2690025269985199,0.22836923599243164,0.2886511981487274,0.16569100320339203,0.1367620825767517,0.2050919234752655,0.14953728020191193,0.005594457965344191
acquired,0.15010768175125122,0.07877695560455322,0.13529880344867706,0.09671276062726974,0.1279430240392685,0.19979384541511536,0.154404416680336,0.10568470507860184,0.22202405333518982,0.17950591444969177,0.10073783248662949,0.2339058369398117,0.36101943254470825,0.09366346150636673
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.2235521525144577,0.25063925981521606,0.31620436906814575,0.5107308030128479,0.457212895154953,1.0,0.3845241069793701,0.24562937021255493,0.29916465282440186,0.26591673493385315,0.22068053483963013
rights,0.2386135458946228,0.17093810439109802,0.2525300085544586,0.1561269611120224,0.10206303745508194,0.18524368107318878,0.22401921451091766,0.18650774657726288,0.2579100430011749,0.18532176315784454,0.22882525622844696,0.24217469990253448,0.175696462392807,0.21814769506454468
to,0.455847829580307,0.2374807894229889,0.4452643394470215,0.2008102536201477,0.22002160549163818,0.4075521230697632,0.41031414270401,0.36524343490600586,0.535392165184021,0.33159172534942627,0.16338081657886505,0.23729375004768372,0.24903783202171326,0.29463258385658264
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.2235521525144577,0.25063925981521606,0.31620436906814575,0.5107308030128479,0.457212895154953,1.0,0.3845241069793701,0.24562937021255493,0.29916465282440186,0.26591673493385315,0.22068053483963013
``,0.008517155423760414,0.19217348098754883,-0.029888948425650597,0.09205567836761475,-0.060727816075086594,0.010215016081929207,-0.03274054825305939,-0.07642947137355804,0.029072100296616554,-0.03575563058257103,-0.08810009062290192,-0.051995109766721725,-0.11237407475709915,0.0685480609536171
american,0.1909721940755844,0.1544075310230255,0.21486236155033112,0.18758642673492432,0.23742659389972687,0.11751478910446167,0.2356499582529068,0.16126874089241028,0.24562937021255493,0.24982258677482605,1.0000001192092896,0.26785901188850403,0.1761145144701004,0.18877598643302917
broadcasting,0.18499015271663666,0.17351382970809937,0.12097854167222977,0.12269048392772675,0.10947667807340622,0.18839459121227264,0.25327786803245544,0.20605586469173431,0.29916465282440186,0.2377755343914032,0.26785901188850403,1.0,0.3277682960033417,0.10870421677827835
company,0.2333769053220749,0.18375492095947266,0.16800642013549805,0.16135412454605103,0.11675195395946503,0.17336603999137878,0.23664942383766174,0.17487694323062897,0.26591673493385315,0.16146139800548553,0.1761145144701004,0.3277682960033417,1.0,0.12195809185504913
'',0.08143015950918198,-0.05507151037454605,0.01978493109345436,0.06022842600941658,-0.0964636281132698,-0.0276133231818676,0.04238596186041832,0.04379578307271004,0.041273195296525955,-0.021915066987276077,0.0032750738319009542,-0.024218859151005745,0.04412749409675598,0.018684765323996544
name,0.18623162806034088,0.1538318544626236,0.17557460069656372,0.16493947803974152,0.1582435965538025,0.11480727046728134,0.17627742886543274,0.11450952291488647,0.3171212375164032,0.19623230397701263,0.14227524399757385,0.16204847395420074,0.21465471386909485,0.15381577610969543
from,0.2737620174884796,0.23697097599506378,0.20248863101005554,0.10223914682865143,0.170965775847435,0.21964672207832336,0.36926645040512085,0.3447161316871643,0.40150508284568787,0.3360432982444763,0.20110583305358887,0.19793446362018585,0.1728876233100891,0.19969791173934937
george,0.22000353038311005,0.13859274983406067,0.238631471991539,0.18287096917629242,0.16524916887283325,0.05764712393283844,0.1973860114812851,0.1617383360862732,0.2510760426521301,0.18316209316253662,0.2840450704097748,0.1768721640110016,0.16877350211143494,0.1479024887084961
b.,-0.08520887047052383,-0.09553072601556778,0.05412197485566139,-0.023482248187065125,0.03630216419696808,0.07406854629516602,-0.06772769242525101,-0.08145531266927719,-0.008502916432917118,0.0763433501124382,-0.027466805651783943,-0.06596312671899796,0.03698784485459328,-0.032647255808115005
storer,0.13499876856803894,0.1447165459394455,0.13313589990139008,0.1915360540151596,0.1804003119468689,0.08634501695632935,0.15670984983444214,0.19485940039157867,0.22649691998958588,0.16264811158180237,0.22185717523097992,0.19824489951133728,0.3251515030860901,0.1530807912349701
in,0.30808621644973755,0.20453733205795288,0.2593238651752472,0.2269105464220047,0.21960093080997467,0.21975718438625336,0.46853652596473694,0.4374977946281433,0.6662389636039734,0.3758552670478821,0.22871561348438263,0.27609771490097046,0.22141718864440918,0.20430970191955566
1944,0.2575133144855499,0.05834431201219559,0.09948921203613281,0.057948753237724304,0.03741774335503578,0.017751239240169525,0.012422489933669567,0.09403857588768005,0.12787654995918274,0.07537859678268433,0.10004817694425583,0.07185570150613785,0.030603129416704178,0.21799609065055847
;,0.10986888408660889,0.004627429414540529,0.10727239400148392,0.03405384719371796,0.03976725414395332,-0.006976497359573841,-0.017878999933600426,0.00622112350538373,0.09152708947658539,0.021862374618649483,0.07995785772800446,0.0032542117405682802,0.0690227821469307,0.10349778085947037
its,0.30393704771995544,0.24044227600097656,0.19922670722007751,0.15216325223445892,0.14511528611183167,0.2256559580564499,0.34331920742988586,0.2685394287109375,0.559237003326416,0.2215755134820938,0.14820368587970734,0.2771732807159424,0.258992999792099,0.15103481709957123
parent,0.2041042447090149,0.18040575087070465,0.10150361806154251,0.11718643456697464,0.23612196743488312,0.2500421702861786,0.19894549250602722,0.1521894335746765,0.2354632169008255,0.16532272100448608,0.11551972478628159,0.21645978093147278,0.2895146310329437,0.19855059683322906
company,0.2333769053220749,0.18375492095947266,0.16800642013549805,0.16135412454605103,0.11675195395946503,0.17336603999137878,0.23664942383766174,0.17487694323062897,0.26591673493385315,0.16146139800548553,0.1761145144701004,0.3277682960033417,1.0,0.12195809185504913
adopted,0.1504661738872528,0.1278655081987381,0.18617329001426697,0.16595429182052612,0.2055879384279251,0.13786515593528748,0.16192789375782013,0.10609892010688782,0.23462533950805664,0.19420723617076874,0.18802930414676666,0.23409663140773773,0.10233678668737411,0.14235380291938782
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.2235521525144577,0.25063925981521606,0.31620436906814575,0.5107308030128479,0.457212895154953,1.0,0.3845241069793701,0.24562937021255493,0.29916465282440186,0.26591673493385315,0.22068053483963013
corporate,0.17591306567192078,0.16548046469688416,0.10533066093921661,0.16211509704589844,0.09088899195194244,0.1959930658340454,0.17082594335079193,0.09076614677906036,0.22066551446914673,0.21189697086811066,0.21168671548366547,0.3888157606124878,0.5318621397018433,0.17430047690868378
name,0.18623162806034088,0.1538318544626236,0.17557460069656372,0.16493947803974152,0.1582435965538025,0.11480727046728134,0.17627742886543274,0.11450952291488647,0.3171212375164032,0.19623230397701263,0.14227524399757385,0.16204847395420074,0.21465471386909485,0.15381577610969543
american,0.1909721940755844,0.1544075310230255,0.21486236155033112,0.18758642673492432,0.23742659389972687,0.11751478910446167,0.2356499582529068,0.16126874089241028,0.24562937021255493,0.24982258677482605,1.0000001192092896,0.26785901188850403,0.1761145144701004,0.18877598643302917
broadcasting,0.18499015271663666,0.17351382970809937,0.12097854167222977,0.12269048392772675,0.10947667807340622,0.18839459121227264,0.25327786803245544,0.20605586469173431,0.29916465282440186,0.2377755343914032,0.26785901188850403,1.0,0.3277682960033417,0.10870421677827835
companies,0.20801754295825958,0.1433427482843399,0.22622764110565186,0.09323397278785706,0.11947964876890182,0.18691237270832062,0.23421919345855713,0.1353365033864975,0.26917189359664917,0.17638935148715973,0.1615752875804901,0.3542902171611786,0.7287532687187195,0.14365637302398682
",",0.3087472915649414,0.1771278828382492,0.3015086054801941,0.2642361521720886,0.2992924749851227,0.2881867289543152,0.49057599902153015,0.38314947485923767,0.4933079481124878,0.36073189973831177,0.3048616647720337,0.2411014288663864,0.2697763442993164,0.31091248989105225
inc.,0.2657894194126129,0.20768992602825165,0.23379820585250854,0.19345620274543762,0.10466586798429489,0.2017432451248169,0.27102574706077576,0.21546350419521332,0.26402559876441956,0.18782716989517212,0.22034983336925507,0.17868204414844513,0.1912420243024826,0.2727344036102295
woods,0.09034934639930725,0.1049933135509491,0.09587925672531128,0.1709199845790863,0.9999998807907104,0.15723314881324768,0.2297074943780899,0.17768186330795288,0.25063925981521606,0.23794300854206085,0.23742659389972687,0.10947667807340622,0.11675195395946503,0.09811560064554214
