,in,what,month,and,year,did,the,apollo,11,mission,occur,?
the,0.6662389636039734,0.42745697498321533,0.2821349799633026,0.5171257257461548,0.3609684407711029,0.34736719727516174,1.0,0.2169172167778015,-0.0219515822827816,0.22673439979553223,0.26611819863319397,0.22068053483963013
g,0.14793768525123596,0.1146370992064476,0.12867632508277893,0.233489528298378,0.07465824484825134,0.08369095623493195,0.17829053103923798,0.10823342949151993,-0.03489542379975319,0.10140980035066605,0.17167672514915466,0.213205024600029
mission,0.2224319875240326,0.2317502647638321,0.17682379484176636,0.16932862997055054,0.1476016789674759,0.1377914398908615,0.22673439979553223,0.4094500243663788,-0.015701087191700935,1.0,0.024706805124878883,0.19506393373012543
was,0.45514053106307983,0.22111038863658905,0.25208011269569397,0.3740963041782379,0.3209837079048157,0.41399896144866943,0.48711544275283813,0.2306441366672516,0.08354385942220688,0.20951420068740845,0.0945671796798706,0.18412111699581146
achieved,0.24532650411128998,0.1794850081205368,0.1289832592010498,0.21286144852638245,0.2018386274576187,0.2641051709651947,0.2821090817451477,0.0819864273071289,-0.0036209041718393564,0.1363924741744995,0.2826913297176361,0.17008265852928162
on,0.46853652596473694,0.34226128458976746,0.32571008801460266,0.4077630043029785,0.27628999948501587,0.2670976221561432,0.5107308030128479,0.16069947183132172,0.006688752211630344,0.21317659318447113,0.21015475690364838,0.2714994251728058
apollo,0.1461767554283142,0.13561789691448212,0.17837537825107574,0.15251155197620392,0.18754246830940247,0.1976410299539566,0.2169172167778015,0.9999999403953552,0.07242078334093094,0.4094500243663788,0.06707432121038437,0.191528782248497
11,0.03469983860850334,0.0032819851767271757,-0.10230401158332825,0.052219830453395844,-0.08424685150384903,0.07614340633153915,-0.0219515822827816,0.07242078334093094,1.0000001192092896,-0.015701087191700935,0.05416657403111458,-0.04295448586344719
in,1.0,0.30808621644973755,0.2385365217924118,0.4954058527946472,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.1461767554283142,0.03469983860850334,0.2224319875240326,0.26916563510894775,0.20430970191955566
july,0.26500701904296875,0.22688010334968567,0.3256862759590149,0.258785605430603,0.3052220940589905,0.25485745072364807,0.2371699959039688,0.1807384490966797,-0.014140273444354534,0.21290042996406555,0.07321057468652725,0.2897891402244568
1969,0.20296303927898407,0.17037658393383026,0.15590040385723114,0.21076583862304688,0.14029541611671448,0.20070725679397583,0.22767919301986694,0.2411709427833557,0.10584932565689087,0.11890547722578049,0.1794961392879486,0.19860808551311493
by,0.370934396982193,0.2455483376979828,0.13876639306545258,0.4289871156215668,0.28805047273635864,0.18574509024620056,0.4408751428127289,0.1803566962480545,0.06314127892255783,0.18301942944526672,0.10774006694555283,0.17966607213020325
an,0.2605783939361572,0.2821882665157318,0.2161838412284851,0.2838519215583801,0.17045794427394867,0.22598257660865784,0.4207492768764496,0.1602039784193039,0.012114142999053001,0.1624951809644699,0.18376435339450836,0.19793890416622162
all-gemini,0.21234551072120667,0.217531219124794,0.2297099530696869,0.26366233825683594,0.2633044719696045,0.2207580953836441,0.29656821489334106,0.47561341524124146,-0.08144649863243103,0.33000630140304565,0.22558563947677612,0.22556477785110474
veteran,0.18765248358249664,0.12123548984527588,0.13343705236911774,0.1862805187702179,0.18713584542274475,0.10862443596124649,0.2511998414993286,0.1382715404033661,0.06175030767917633,0.16379188001155853,0.038382936269044876,0.15891358256340027
crew,0.18897703289985657,0.17533187568187714,0.13538368046283722,0.22802916169166565,0.14569489657878876,0.16688382625579834,0.25329816341400146,0.36530131101608276,0.07491941004991531,0.30851319432258606,0.06818315386772156,0.16586194932460785
consisting,0.2985212802886963,0.12705351412296295,0.07660962641239166,0.3140257000923157,0.14211995899677277,0.08322962373495102,0.33371514081954956,0.10396692901849747,-0.02577650174498558,0.14342045783996582,0.193398579955101,0.006223649252206087
of,0.5696388483047485,0.33290785551071167,0.23822399973869324,0.5116966962814331,0.2578314542770386,0.2513895630836487,0.733189046382904,0.1786269098520279,-0.022359032183885574,0.20170781016349792,0.24223870038986206,0.1826142966747284
neil,0.15338237583637238,0.10462997853755951,0.020407555624842644,0.18911974132061005,0.07313704490661621,0.15236824750900269,0.15498113632202148,0.32796618342399597,0.11646346002817154,0.2289099395275116,0.11870193481445312,0.08238664269447327
armstrong,0.19110149145126343,0.13854533433914185,0.11592568457126617,0.2486998289823532,0.15500396490097046,0.17690864205360413,0.21708513796329498,0.344567209482193,0.07236919552087784,0.279965877532959,0.03710474446415901,0.16033582389354706
",",0.5201468467712402,0.3087472915649414,0.24291303753852844,0.6633074283599854,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.19808128476142883,0.049171943217515945,0.21226151287555695,0.28566715121269226,0.31091248989105225
michael,0.2203132063150406,0.12049687653779984,0.09372758120298386,0.15943403542041779,0.15274649858474731,0.14375849068164825,0.21768254041671753,0.1487586796283722,0.01566711999475956,0.12520034611225128,0.04170861095190048,0.0667748749256134
collins,0.22908365726470947,0.18020178377628326,0.06735975295305252,0.2697914242744446,0.12034710496664047,0.17659184336662292,0.21934294700622559,0.25414592027664185,0.06386897712945938,0.23411892354488373,0.1175549253821373,0.17714232206344604
and,0.4954058527946472,0.31309178471565247,0.2231980711221695,1.0,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.15251155197620392,0.052219830453395844,0.16932862997055054,0.2570546269416809,0.20544172823429108
buzz,0.10986083745956421,0.2594670057296753,0.10506723076105118,0.1252005696296692,0.138318732380867,0.16433992981910706,0.2135532945394516,0.35917577147483826,0.18191097676753998,0.29156434535980225,0.08470568805932999,0.16664914786815643
aldrin,0.21442434191703796,0.1472271978855133,0.21099896728992462,0.18840408325195312,0.2143915295600891,0.14238063991069794,0.23186081647872925,0.4754999577999115,0.1870114803314209,0.2908926010131836,0.14467807114124298,0.12833799421787262
.,0.5591574311256409,0.3567904531955719,0.25738951563835144,0.588965117931366,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.22384987771511078,0.020607711747288704,0.2227463275194168,0.21290622651576996,0.4130953550338745
,in,what,month,and,year,did,the,apollo,11,mission,occur,?
armstrong,0.19110149145126343,0.13854533433914185,0.11592568457126617,0.2486998289823532,0.15500396490097046,0.17690864205360413,0.21708513796329498,0.344567209482193,0.07236919552087784,0.279965877532959,0.03710474446415901,0.16033582389354706
and,0.4954058527946472,0.31309178471565247,0.2231980711221695,1.0,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.15251155197620392,0.052219830453395844,0.16932862997055054,0.2570546269416809,0.20544172823429108
aldrin,0.21442434191703796,0.1472271978855133,0.21099896728992462,0.18840408325195312,0.2143915295600891,0.14238063991069794,0.23186081647872925,0.4754999577999115,0.1870114803314209,0.2908926010131836,0.14467807114124298,0.12833799421787262
performed,0.27994897961616516,0.17447373270988464,0.12230737507343292,0.27259883284568787,0.1917981058359146,0.2536868453025818,0.239950031042099,0.23581193387508392,0.03168996423482895,0.15433891117572784,0.2477130889892578,0.14428307116031647
the,0.6662389636039734,0.42745697498321533,0.2821349799633026,0.5171257257461548,0.3609684407711029,0.34736719727516174,1.0,0.2169172167778015,-0.0219515822827816,0.22673439979553223,0.26611819863319397,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.20689323544502258,0.3167642652988434,0.3099139928817749,0.33691170811653137,0.49448907375335693,0.21067003905773163,0.010843289084732533,0.254679799079895,0.16797398030757904,0.18701928853988647
landing,0.2088729292154312,0.17083740234375,0.1504521667957306,0.1899331510066986,0.12390837073326111,0.16402073204517365,0.24055521190166473,0.3499414920806885,0.05247507989406586,0.3639855980873108,0.16272668540477753,0.11133739352226257
at,0.4374977946281433,0.2838611304759979,0.2865840494632721,0.3571503460407257,0.3146436810493469,0.28390252590179443,0.457212895154953,0.16096128523349762,-0.049403801560401917,0.2095402330160141,0.1852356344461441,0.21978627145290375
the,0.6662389636039734,0.42745697498321533,0.2821349799633026,0.5171257257461548,0.3609684407711029,0.34736719727516174,1.0,0.2169172167778015,-0.0219515822827816,0.22673439979553223,0.26611819863319397,0.22068053483963013
sea,0.2302369773387909,0.19525039196014404,0.11573082953691483,0.30105236172676086,0.12579944729804993,0.1665116548538208,0.30363768339157104,0.1446453332901001,0.07110694795846939,0.10857987403869629,0.15537698566913605,0.15551945567131042
of,0.5696388483047485,0.33290785551071167,0.23822399973869324,0.5116966962814331,0.2578314542770386,0.2513895630836487,0.733189046382904,0.1786269098520279,-0.022359032183885574,0.20170781016349792,0.24223870038986206,0.1826142966747284
tranquility,0.2208099216222763,0.21500496566295624,0.17413806915283203,0.22934271395206451,0.12679758667945862,0.1238040179014206,0.3095096945762634,0.23443475365638733,0.013411029241979122,0.22707462310791016,0.19287900626659393,0.1691947877407074
