,which,university,has,its,origins,in,a,school,dealing,with,medicine,and,surgery,?
the,0.6521818041801453,0.263973206281662,0.4177538752555847,0.559237003326416,0.2890577018260956,0.6662389636039734,0.5829201340675354,0.22953221201896667,0.30423152446746826,0.4223487675189972,0.19564834237098694,0.5171257257461548,0.23019781708717346,0.22068053483963013
city,0.22264601290225983,0.38537919521331787,0.2476206123828888,0.3465842306613922,0.18001098930835724,0.3911624252796173,0.2349124401807785,0.2677709758281708,0.10013902932405472,0.19554263353347778,0.10000907629728317,0.2827445864677429,0.1544109284877777,0.13423943519592285
has,0.4350704550743103,0.21257302165031433,1.0,0.4627293348312378,0.2554745078086853,0.4173259735107422,0.4670248031616211,0.1724022775888443,0.24870876967906952,0.44092974066734314,0.14583729207515717,0.43716782331466675,0.15232835710048676,0.15994466841220856
two,0.4674137234687805,0.21943320333957672,0.3772575855255127,0.2658975422382355,0.13705410063266754,0.36463531851768494,0.3289857804775238,0.18459290266036987,0.2613541781902313,0.4333336651325226,0.09159645438194275,0.4671151638031006,0.1848491132259369,0.19645625352859497
universities,0.20082904398441315,0.6843494176864624,0.2231019288301468,0.24170787632465363,0.1836944818496704,0.2965206503868103,0.21368376910686493,0.4146347939968109,0.17890998721122742,0.178697869181633,0.23829525709152222,0.3038506805896759,0.14548781514167786,0.16836881637573242
—,0.14832523465156555,0.11598429828882217,0.16243617236614227,0.16909897327423096,0.0726071447134018,0.21084477007389069,0.17566944658756256,0.12371857464313507,0.07819383591413498,0.14606595039367676,0.11945687234401703,0.2444383203983307,0.06573023647069931,0.23527392745018005
newcastle,0.19934645295143127,0.2205878645181656,0.18862372636795044,0.19941815733909607,0.1187262162566185,0.19270820915699005,0.21405641734600067,0.14186303317546844,0.10609953850507736,0.1710812896490097,0.112054243683815,0.20204751193523407,0.15235890448093414,0.0902252271771431
university,0.17800195515155792,1.0,0.21257302165031433,0.18994906544685364,0.20916476845741272,0.3201795518398285,0.20256656408309937,0.48676231503486633,0.14990878105163574,0.13264121115207672,0.3044808804988861,0.2665814459323883,0.23378998041152954,0.11887256056070328
and,0.506277859210968,0.2665814459323883,0.43716782331466675,0.3841775357723236,0.21966230869293213,0.4954058527946472,0.3739250600337982,0.2752758264541626,0.3381464183330536,0.5477725267410278,0.1892286092042923,1.0,0.1696690320968628,0.20544172823429108
northumbria,0.2107645869255066,0.20436663925647736,0.1667829155921936,0.09988373517990112,0.18156050145626068,0.2060338705778122,0.17625916004180908,0.17225749790668488,0.23871907591819763,0.19833023846149445,0.10386873781681061,0.24760061502456665,0.10776059329509735,0.18365557491779327
university,0.17800195515155792,1.0,0.21257302165031433,0.18994906544685364,0.20916476845741272,0.3201795518398285,0.20256656408309937,0.48676231503486633,0.14990878105163574,0.13264121115207672,0.3044808804988861,0.2665814459323883,0.23378998041152954,0.11887256056070328
.,0.45942068099975586,0.290679007768631,0.4105546176433563,0.3566088080406189,0.1620374470949173,0.5591574311256409,0.50484299659729,0.24214158952236176,0.24667346477508545,0.4446153938770294,0.242958664894104,0.588965117931366,0.20701275765895844,0.4130953550338745
