,what,was,tesla,'s,idea,regarding,earth,?
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.2839161455631256,0.29280903935432434,0.2801888585090637,0.22068053483963013
great,0.2562883198261261,0.19652196764945984,0.12483514845371246,-0.014279589988291264,0.23834915459156036,0.15121465921401978,0.16785404086112976,0.13135133683681488
distances,0.22051136195659637,0.1322726160287857,0.2183082103729248,0.08727004379034042,0.25807350873947144,0.22726239264011383,0.38542404770851135,0.08406734466552734
and,0.31309178471565247,0.3740963041782379,0.19560420513153076,0.06895173341035843,0.24201342463493347,0.3182925879955292,0.27524080872535706,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.2839161455631256,0.29280903935432434,0.2801888585090637,0.22068053483963013
nature,0.2566179633140564,0.16693586111068726,0.15766632556915283,0.04408526420593262,0.34743034839630127,0.28787970542907715,0.25348153710365295,0.17397694289684296
of,0.33290785551071167,0.4069072902202606,0.18837453424930573,-0.03817026689648628,0.2342950403690338,0.2715161442756653,0.2329314798116684,0.1826142966747284
what,0.9999998807907104,0.22111038863658905,0.23221199214458466,0.02692362666130066,0.44512778520584106,0.36432263255119324,0.25883176922798157,0.5051238536834717
tesla,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.2329312264919281,0.18636363744735718,0.15147079527378082,0.10250775516033173
was,0.22111038863658905,1.0000001192092896,0.16455206274986267,0.008974763564765453,0.2835119664669037,0.19990648329257965,0.18661361932754517,0.18412111699581146
detecting,0.28681522607803345,0.10826937109231949,0.19970135390758514,-0.023197583854198456,0.22073185443878174,0.2814154326915741,0.19178467988967896,0.1820656806230545
from,0.2737620174884796,0.31171464920043945,0.10324860364198685,-0.01936490088701248,0.2078460454940796,0.19213083386421204,0.1997482180595398,0.19969791173934937
lightning,0.22733277082443237,0.22042222321033478,0.21396644413471222,0.023977316915988922,0.15180470049381256,0.11449150741100311,0.29485228657722473,0.1768351048231125
storms,0.22552527487277985,0.19189701974391937,0.12142734974622726,0.04000473767518997,0.1244429498910904,0.16693654656410217,0.3095923960208893,0.19934114813804626
confirmed,0.1880883276462555,0.29274246096611023,0.11509191989898682,-0.08550186455249786,0.18053728342056274,0.29347220063209534,0.1644553542137146,0.20580808818340302
his,0.26976513862609863,0.4405253231525421,0.1580733060836792,0.047556519508361816,0.23131534457206726,0.2384527623653412,0.18156030774116516,0.18075084686279297
belief,0.3523470163345337,0.2201409488916397,0.19071856141090393,0.08499399572610855,0.4696058928966522,0.3616991937160492,0.31090110540390015,0.20175790786743164
that,0.6297725439071655,0.33670201897621155,0.22102725505828857,0.04397977516055107,0.49277663230895996,0.40174636244773865,0.33014219999313354,0.32716336846351624
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.2839161455631256,0.29280903935432434,0.2801888585090637,0.22068053483963013
earth,0.25883176922798157,0.18661361932754517,0.15147079527378082,0.0661235973238945,0.2670518457889557,0.17787186801433563,1.0,0.17717236280441284
had,0.23849567770957947,0.5927209258079529,0.12050733715295792,-0.004401352722197771,0.3019939363002777,0.24357101321220398,0.11675896495580673,0.20728366076946259
a,0.3320399522781372,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.3483608067035675,0.22400012612342834,0.21121151745319366,0.23916715383529663
resonant,0.23934409022331238,0.15321682393550873,0.2901060879230499,0.004717533476650715,0.283744215965271,0.1912129521369934,0.29908668994903564,0.16311311721801758
frequency,0.2807137370109558,0.1326495260000229,0.2809634506702423,-0.013367456384003162,0.2278350591659546,0.20586304366588593,0.2320060133934021,0.17067383229732513
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.26084083318710327,0.27343305945396423,0.2542925775051117,0.4130953550338745
