,where,is,bielany,forest,located,?
bielany,0.21853943169116974,0.27683836221694946,1.0,0.2290187031030655,0.18817536532878876,0.20519569516181946
forest,0.17165489494800568,0.209678515791893,0.2290187031030655,1.0000001192092896,0.15576256811618805,0.1214437186717987
",",0.3149496018886566,0.4691906273365021,0.3155387341976166,0.2901519536972046,0.2678719460964203,0.31091248989105225
located,0.350632905960083,0.35717159509658813,0.18817536532878876,0.15576256811618805,1.0,0.08983194828033447
within,0.3611587882041931,0.30135563015937805,0.18984100222587585,0.159495547413826,0.3452516496181488,0.1870293766260147
the,0.5003893971443176,0.5823672413825989,0.2801413834095001,0.24134553968906403,0.407527357339859,0.22068053483963013
borders,0.18518313765525818,0.2527235448360443,0.1428561806678772,0.2942621111869812,0.3537926971912384,0.13029009103775024
of,0.38066378235816956,0.4854315221309662,0.24041648209095,0.2309139519929886,0.32520920038223267,0.1826142966747284
warsaw,0.1062634214758873,0.09741193056106567,0.31694042682647705,0.21301954984664917,0.15582799911499023,0.09769917279481888
",",0.3149496018886566,0.4691906273365021,0.3155387341976166,0.2901519536972046,0.2678719460964203,0.31091248989105225
is,0.3586711287498474,1.0,0.27683836221694946,0.209678515791893,0.35717159509658813,0.22961433231830597
the,0.5003893971443176,0.5823672413825989,0.2801413834095001,0.24134553968906403,0.407527357339859,0.22068053483963013
remaining,0.26631638407707214,0.24525704979896545,0.1793372631072998,0.2815878987312317,0.19532015919685364,0.16961920261383057
part,0.3328706920146942,0.4582172930240631,0.2831338346004486,0.1764606237411499,0.3639143705368042,0.08557961881160736
of,0.38066378235816956,0.4854315221309662,0.24041648209095,0.2309139519929886,0.32520920038223267,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,0.2801413834095001,0.24134553968906403,0.407527357339859,0.22068053483963013
masovian,0.1444273591041565,0.2088344842195511,0.30355313420295715,0.19548240303993225,0.2764444947242737,0.11271452158689499
primeval,0.28999724984169006,0.2870083451271057,0.12103353440761566,0.3043822944164276,0.23571372032165527,0.10457183420658112
forest,0.17165489494800568,0.209678515791893,0.2290187031030655,1.0000001192092896,0.15576256811618805,0.1214437186717987
.,0.41390106081962585,0.4569662809371948,0.33447152376174927,0.2418428510427475,0.28226932883262634,0.4130953550338745
