,what,do,government,'s,run,that,affects,teachers,?
around,0.27475327253341675,0.2358471304178238,0.17148277163505554,-0.039796680212020874,0.19048050045967102,0.36311936378479004,0.2914113402366638,0.1727905124425888,0.14729668200016022
the,0.42745697498321533,0.30239659547805786,0.31798112392425537,-0.01540423184633255,0.27883726358413696,0.5473989248275757,0.31535860896110535,0.22025763988494873,0.22068053483963013
world,0.21669597923755646,0.16876555979251862,0.17855651676654816,0.11877062171697617,0.2039691060781479,0.2972288429737091,0.19579100608825684,0.1796829253435135,0.17579582333564758
many,0.36131182312965393,0.38738366961479187,0.27652618288993835,0.01698932610452175,0.24698178470134735,0.5391656160354614,0.26134416460990906,0.29123616218566895,0.2124512493610382
governments,0.2814749777317047,0.25228410959243774,0.87839275598526,0.03380228206515312,0.23014941811561584,0.31705090403556824,0.18797118961811066,0.31098827719688416,0.18805137276649475
operate,0.23576132953166962,0.30079570412635803,0.2652454078197479,0.020892245694994926,0.3767642080783844,0.2764860689640045,0.2781531810760498,0.17424927651882172,0.16664595901966095
teacher,0.20492632687091827,0.1752667874097824,0.1690407693386078,0.026857737451791763,0.1371985822916031,0.1985531747341156,0.06265399605035782,0.7334206104278564,0.1797819435596466
's,0.02692362666130066,-0.01994597539305687,0.00033092309604398906,0.9999999403953552,0.017889494076371193,0.04397977516055107,0.012243480421602726,0.044750411063432693,-0.023395681753754616
colleges,0.19657261669635773,0.18610410392284393,0.25599661469459534,0.039614032953977585,0.16353602707386017,0.19871410727500916,0.13295084238052368,0.5162864327430725,0.15586905181407928
",",0.3087472915649414,0.3283645510673523,0.27344048023223877,-0.0016132977325469255,0.2309936285018921,0.4137537479400635,0.24039752781391144,0.28049156069755554,0.31091248989105225
which,0.5261979103088379,0.31153854727745056,0.27266770601272583,0.03856118768453598,0.32898253202438354,0.6894589066505432,0.3434990644454956,0.17664629220962524,0.25814583897590637
are,0.29724663496017456,0.41111594438552856,0.20126859843730927,-0.008927806280553341,0.2580355107784271,0.45265161991119385,0.3467678129673004,0.2565288841724396,0.24591213464736938
generally,0.40614598989486694,0.33159759640693665,0.22817394137382507,0.017207007855176926,0.22306787967681885,0.4812265634536743,0.3000537157058716,0.23109376430511475,0.23411904275417328
established,0.14869536459445953,0.14786498248577118,0.2903892397880554,-0.05163693428039551,0.18871977925300598,0.2216063141822815,0.05327668786048889,0.18774914741516113,0.15917523205280304
to,0.455847829580307,0.38876664638519287,0.28343796730041504,0.03782717138528824,0.2691870927810669,0.5436353087425232,0.2505618929862976,0.2668606638908386,0.29463258385658264
serve,0.23061832785606384,0.2710522413253784,0.23231241106987,-0.06989327818155289,0.3242220878601074,0.2641109228134155,0.18271975219249725,0.17123639583587646,0.19925682246685028
and,0.31309178471565247,0.276123583316803,0.2859337627887726,0.06895173341035843,0.2711782455444336,0.4731321930885315,0.29763999581336975,0.28640416264533997,0.20544172823429108
protect,0.25314101576805115,0.29360759258270264,0.21546052396297455,-0.06260327994823456,0.1776256561279297,0.324299156665802,0.2277059406042099,0.11183129996061325,0.20180222392082214
the,0.42745697498321533,0.30239659547805786,0.31798112392425537,-0.01540423184633255,0.27883726358413696,0.5473989248275757,0.31535860896110535,0.22025763988494873,0.22068053483963013
public,0.1729622185230255,0.14626605808734894,0.3310128152370453,0.060657959431409836,0.22418135404586792,0.2622828185558319,0.1781618744134903,0.2875809669494629,0.19872993230819702
interest,0.23849236965179443,0.19095668196678162,0.19449731707572937,-0.04592332988977432,0.1163894459605217,0.33937549591064453,0.17269645631313324,0.2429947704076767,0.2411724328994751
through,0.23167094588279724,0.24726749956607819,0.1810576170682907,-0.020649312064051628,0.26957497000694275,0.3152649402618408,0.27806079387664795,0.14667055010795593,0.16913433372974396
certifying,0.2440408617258072,0.26224204897880554,0.22429277002811432,-0.06454572826623917,0.12543173134326935,0.24551492929458618,0.25401973724365234,0.28709879517555237,0.28355228900909424
",",0.3087472915649414,0.3283645510673523,0.27344048023223877,-0.0016132977325469255,0.2309936285018921,0.4137537479400635,0.24039752781391144,0.28049156069755554,0.31091248989105225
governing,0.21229864656925201,0.20172156393527985,0.5178655385971069,0.027716519311070442,0.23304443061351776,0.20442156493663788,0.20269179344177246,0.16565565764904022,0.15836504101753235
and,0.31309178471565247,0.276123583316803,0.2859337627887726,0.06895173341035843,0.2711782455444336,0.4731321930885315,0.29763999581336975,0.28640416264533997,0.20544172823429108
enforcing,0.33972662687301636,0.3115191161632538,0.33914878964424133,-0.01609990745782852,0.2220841646194458,0.3462698757648468,0.2563211917877197,0.21540100872516632,0.24808692932128906
the,0.42745697498321533,0.30239659547805786,0.31798112392425537,-0.01540423184633255,0.27883726358413696,0.5473989248275757,0.31535860896110535,0.22025763988494873,0.22068053483963013
standards,0.2855789363384247,0.26735010743141174,0.19808758795261383,-0.015006564557552338,0.24044649302959442,0.3272990882396698,0.23100213706493378,0.2584725022315979,0.2011813372373581
of,0.33290785551071167,0.26150479912757874,0.3475167155265808,-0.03817026689648628,0.2272813767194748,0.41498205065727234,0.2841792404651642,0.27737662196159363,0.1826142966747284
practice,0.2749895751476288,0.26808103919029236,0.2333477884531021,0.06984969228506088,0.15391409397125244,0.3368259370326996,0.1544497013092041,0.3250579237937927,0.21386858820915222
for,0.3017193675041199,0.29510271549224854,0.23902073502540588,-0.07241261005401611,0.27206581830978394,0.4137635827064514,0.283735454082489,0.274332195520401,0.264628142118454
the,0.42745697498321533,0.30239659547805786,0.31798112392425537,-0.01540423184633255,0.27883726358413696,0.5473989248275757,0.31535860896110535,0.22025763988494873,0.22068053483963013
teaching,0.27416905760765076,0.28052759170532227,0.2805403470993042,-0.021572323516011238,0.163722425699234,0.28482577204704285,0.09696751832962036,0.6562570333480835,0.20424684882164001
profession,0.23272503912448883,0.2303575873374939,0.2474936693906784,-0.000873688084539026,0.1406979262828827,0.24653634428977966,0.13919074833393097,0.40281981229782104,0.13789935410022736
.,0.3567904531955719,0.3613996207714081,0.2521961033344269,-0.003708066651597619,0.2739698588848114,0.4460422694683075,0.23962081968784332,0.24628326296806335,0.4130953550338745
