,comb,like,bands,of,cilia,are,called,what,?
most,0.23593203723430634,0.4050426185131073,0.23650813102722168,0.4178851246833801,0.168910413980484,0.48698675632476807,0.35463574528694153,0.3219912350177765,0.2107497900724411
species,0.28125742077827454,0.21452800929546356,0.1940157562494278,0.23307405412197113,0.4128926396369934,0.3297041952610016,0.16527435183525085,0.14617158472537994,0.1957087516784668
have,0.3246866464614868,0.5579352974891663,0.27947327494621277,0.3802283704280853,0.2765101492404938,0.6577680706977844,0.34887513518333435,0.39808809757232666,0.32991164922714233
eight,0.1389552503824234,0.2140907347202301,0.19149088859558105,0.3220755457878113,0.2041144222021103,0.28273332118988037,0.2603602409362793,0.15383057296276093,0.11634626984596252
strips,0.3219623267650604,0.3234826326370239,0.24725860357284546,0.21180932223796844,0.1589791476726532,0.2727677822113037,0.25898921489715576,0.15434999763965607,0.07454114407300949
",",0.30344703793525696,0.4085598886013031,0.24625691771507263,0.4946078956127167,0.2040555328130722,0.4062570035457611,0.26549121737480164,0.3087472915649414,0.31091248989105225
called,0.2929801940917969,0.4291943311691284,0.2251337319612503,0.4222904443740845,0.19652394950389862,0.3676711618900299,1.0,0.3235960602760315,0.18963319063186646
comb,1.0000001192092896,0.4373675584793091,0.20659449696540833,0.2681940495967865,0.4027756154537201,0.29309141635894775,0.2929801940917969,0.20374168455600739,0.2510223686695099
rows,0.3374672532081604,0.29190489649772644,0.2237379550933838,0.1976359784603119,0.3424287438392639,0.38430702686309814,0.20300939679145813,0.2011227160692215,0.1265581250190735
",",0.30344703793525696,0.4085598886013031,0.24625691771507263,0.4946078956127167,0.2040555328130722,0.4062570035457611,0.26549121737480164,0.3087472915649414,0.31091248989105225
that,0.26970016956329346,0.5397313237190247,0.17152689397335052,0.41498205065727234,0.23379482328891754,0.45265161991119385,0.41604554653167725,0.6297725439071655,0.32716336846351624
run,0.17291320860385895,0.22519657015800476,0.10305795818567276,0.2272813767194748,0.08286541700363159,0.2580355107784271,0.2177579253911972,0.2294815480709076,0.17904110252857208
the,0.24626436829566956,0.32912567257881165,0.23915435373783112,0.733189046382904,0.18933437764644623,0.40399202704429626,0.489897221326828,0.42745697498321533,0.22068053483963013
length,0.1871689110994339,0.1974286437034607,0.134867325425148,0.22847424447536469,0.18394909799098969,0.22141627967357635,0.15949955582618713,0.20598092675209045,0.16668567061424255
of,0.2681940495967865,0.3244853615760803,0.238398939371109,1.0,0.18652039766311646,0.39081433415412903,0.4222904443740845,0.33290785551071167,0.1826142966747284
their,0.22334983944892883,0.33882319927215576,0.30853015184402466,0.4329940676689148,0.2639044523239136,0.46887820959091187,0.33472323417663574,0.35142919421195984,0.1898253709077835
bodies,0.27084144949913025,0.30388277769088745,0.24705366790294647,0.2732889950275421,0.3148353397846222,0.35380154848098755,0.2661176025867462,0.1688588559627533,0.18285469710826874
and,0.28039759397506714,0.46997135877609253,0.2910141348838806,0.5116966962814331,0.19760192930698395,0.48576638102531433,0.3251761794090271,0.31309178471565247,0.20544172823429108
bear,0.2533645033836365,0.2739677429199219,0.146183043718338,0.23180758953094482,0.14756211638450623,0.22308966517448425,0.16293160617351532,0.20183837413787842,0.1837729662656784
comb-like,0.693270206451416,0.643451452255249,0.26878535747528076,0.34076038002967834,0.3070124089717865,0.4270865321159363,0.3905620574951172,0.39371687173843384,0.3298407196998596
bands,0.20659449696540833,0.26410922408103943,1.0000001192092896,0.238398939371109,0.24955275654792786,0.2701379954814911,0.2251337319612503,0.1525251418352127,0.13013741374015808
of,0.2681940495967865,0.3244853615760803,0.238398939371109,1.0,0.18652039766311646,0.39081433415412903,0.4222904443740845,0.33290785551071167,0.1826142966747284
cilia,0.4027756154537201,0.2694288194179535,0.24955275654792786,0.18652039766311646,1.0,0.29726603627204895,0.19652394950389862,0.17923450469970703,0.15204964578151703
",",0.30344703793525696,0.4085598886013031,0.24625691771507263,0.4946078956127167,0.2040555328130722,0.4062570035457611,0.26549121737480164,0.3087472915649414,0.31091248989105225
called,0.2929801940917969,0.4291943311691284,0.2251337319612503,0.4222904443740845,0.19652394950389862,0.3676711618900299,1.0,0.3235960602760315,0.18963319063186646
``,0.09405513107776642,0.043583642691373825,-0.013407791033387184,0.06780257821083069,0.1377962976694107,0.12624181807041168,0.00907047651708126,0.008517155423760414,0.0685480609536171
ctenes,0.31103941798210144,0.27044400572776794,0.17061711847782135,0.339293897151947,0.41469672322273254,0.3391329050064087,0.33143696188926697,0.2761536240577698,0.17213167250156403
",",0.30344703793525696,0.4085598886013031,0.24625691771507263,0.4946078956127167,0.2040555328130722,0.4062570035457611,0.26549121737480164,0.3087472915649414,0.31091248989105225
'',0.13826285302639008,0.002897517755627632,-0.03224702179431915,0.13035868108272552,-0.06040707230567932,0.0263817198574543,0.021102847531437874,0.08143015950918198,0.018684765323996544
stacked,0.3539507985115051,0.33861589431762695,0.2001495212316513,0.1514371931552887,0.1744040548801422,0.28961530327796936,0.23535241186618805,0.22121833264827728,0.15377801656723022
along,0.20714230835437775,0.3364640772342682,0.20552487671375275,0.34889817237854004,0.18323729932308197,0.28655800223350525,0.24222734570503235,0.22421957552433014,0.17134909331798553
the,0.24626436829566956,0.32912567257881165,0.23915435373783112,0.733189046382904,0.18933437764644623,0.40399202704429626,0.489897221326828,0.42745697498321533,0.22068053483963013
comb,1.0000001192092896,0.4373675584793091,0.20659449696540833,0.2681940495967865,0.4027756154537201,0.29309141635894775,0.2929801940917969,0.20374168455600739,0.2510223686695099
