,in,what,year,did,harvard,stadium,become,the,first,ever,concrete,reinforced,stadium,in,the,country,?
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.26072487235069275,0.21361783146858215,0.23238378763198853,0.6662389636039734,0.4127444326877594,0.31014615297317505,0.17634804546833038,0.19189713895320892,0.21361783146858215,1.0,0.6662389636039734,0.3040012717247009,0.20430970191955566
1903,-0.044793061912059784,-0.012590811587870121,0.027260299772024155,-0.03599010407924652,-0.00190915132407099,0.06712718307971954,-0.07016164064407349,-0.06626241654157639,-0.08258609473705292,-0.015867527574300766,-0.16301916539669037,-0.11196043342351913,0.06712718307971954,-0.044793061912059784,-0.06626241654157639,-0.04222870618104935,0.07038750499486923
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2719281017780304,0.2056228220462799,0.29676204919815063,0.4933079481124878,0.34503069519996643,0.2519058883190155,0.17591224610805511,0.19079533219337463,0.2056228220462799,0.5201468467712402,0.4933079481124878,0.27878350019454956,0.31091248989105225
harvard,0.26072487235069275,0.2177114188671112,0.12264450639486313,0.12897181510925293,1.0,0.02879151701927185,0.13981258869171143,0.24496200680732727,0.23987877368927002,0.14121243357658386,0.07071206718683243,0.0673099160194397,0.02879151701927185,0.26072487235069275,0.24496200680732727,0.10126452893018723,0.11685016006231308
stadium,0.21361783146858215,0.12456028908491135,0.17522569000720978,0.14029206335544586,0.02879151701927185,1.0,0.1331838071346283,0.21145665645599365,0.21396547555923462,0.19227948784828186,0.21528291702270508,0.20562027394771576,1.0,0.21361783146858215,0.21145665645599365,0.18169455230236053,0.07579939067363739
introduced,0.2614979147911072,0.09417270123958588,0.16381673514842987,0.17650672793388367,0.17448736727237701,0.10402141511440277,0.23949556052684784,0.242969810962677,0.32411283254623413,0.11285901069641113,0.0953867956995964,0.1988341063261032,0.10402141511440277,0.2614979147911072,0.242969810962677,0.11106136441230774,0.16386865079402924
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.24754071235656738,0.14596018195152283,0.3215816617012024,0.5829201340675354,0.4287874400615692,0.27561625838279724,0.2701549232006073,0.20886801183223724,0.14596018195152283,0.539380669593811,0.5829201340675354,0.20991116762161255,0.23916715383529663
new,0.3758552670478821,0.2130378633737564,0.25045546889305115,0.227974995970726,0.2566078007221222,0.17546728253364563,0.26596391201019287,0.3845241069793701,0.3283863663673401,0.20430122315883636,0.18102504312992096,0.12233187258243561,0.17546728253364563,0.3758552670478821,0.3845241069793701,0.17981185019016266,0.14782847464084625
era,0.19679902493953705,0.18199029564857483,0.3129877746105194,0.1672050952911377,0.15188343822956085,0.1473984271287918,0.11306849867105484,0.266272634267807,0.23962056636810303,0.18065369129180908,0.059709981083869934,0.12935611605644226,0.1473984271287918,0.19679902493953705,0.266272634267807,0.14539262652397156,0.14369545876979828
into,0.38021373748779297,0.2180619090795517,0.08657927066087723,0.14888085424900055,0.1779884397983551,0.01824663020670414,0.25905951857566833,0.39493247866630554,0.21452488005161285,0.15127615630626678,0.24464133381843567,0.23375387489795685,0.01824663020670414,0.38021373748779297,0.39493247866630554,0.17958055436611176,0.15662476420402527
football,0.2378888875246048,0.21136903762817383,0.18749721348285675,0.1318265050649643,0.21268169581890106,0.3764069080352783,0.13127537071704865,0.18794101476669312,0.1892295479774475,0.172469824552536,0.07612154632806778,0.12830515205860138,0.3764069080352783,0.2378888875246048,0.18794101476669312,0.21726855635643005,0.14957410097122192
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.11114109307527542,0.11267887055873871,0.2542296051979065,0.4223487675189972,0.2691199779510498,0.24614813923835754,0.230372816324234,0.20429550111293793,0.11267887055873871,0.4080928862094879,0.4223487675189972,0.24760155379772186,0.2433311939239502
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.24496200680732727,0.21145665645599365,0.31731709837913513,1.0,0.49448907375335693,0.3474041819572449,0.19700539112091064,0.2340577244758606,0.21145665645599365,0.6662389636039734,1.0,0.30432501435279846,0.22068053483963013
first-ever,0.37219661474227905,0.3837502896785736,0.27820366621017456,0.3552926480770111,0.3163122534751892,0.2700178325176239,0.28547704219818115,0.4066307544708252,0.6340906620025635,0.5138863325119019,0.30275020003318787,0.21863903105258942,0.2700178325176239,0.37219661474227905,0.4066307544708252,0.2722553312778473,0.4267039895057678
permanent,0.25959497690200806,0.21309445798397064,0.14762265980243683,0.17201969027519226,0.11979272216558456,0.17895695567131042,0.24745681881904602,0.34165191650390625,0.31070181727409363,0.19345159828662872,0.25884079933166504,0.17782023549079895,0.17895695567131042,0.25959497690200806,0.34165191650390625,0.2174893021583557,0.14813289046287537
reinforced,0.19189713895320892,0.2595861852169037,0.07847730070352554,0.1721036285161972,0.0673099160194397,0.20562027394771576,0.10426932573318481,0.2340577244758606,0.1353544145822525,0.09959683567285538,0.5008258819580078,1.0,0.20562027394771576,0.19189713895320892,0.2340577244758606,0.09421530365943909,0.13411131501197815
concrete,0.17634804546833038,0.2282307744026184,0.061543092131614685,0.1724289059638977,0.07071206718683243,0.21528291702270508,0.10284781455993652,0.19700539112091064,0.18098898231983185,0.2052738517522812,1.0,0.5008258819580078,0.21528291702270508,0.17634804546833038,0.19700539112091064,0.11588290333747864,0.18976950645446777
stadium,0.21361783146858215,0.12456028908491135,0.17522569000720978,0.14029206335544586,0.02879151701927185,1.0,0.1331838071346283,0.21145665645599365,0.21396547555923462,0.19227948784828186,0.21528291702270508,0.20562027394771576,1.0,0.21361783146858215,0.21145665645599365,0.18169455230236053,0.07579939067363739
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.25842633843421936,0.17126937210559845,0.31678006052970886,0.733189046382904,0.3536086082458496,0.22901833057403564,0.17426584661006927,0.24846599996089935,0.17126937210559845,0.5696388483047485,0.733189046382904,0.28866857290267944,0.1826142966747284
its,0.3793783485889435,0.30393704771995544,0.15338382124900818,0.19922670722007751,0.18569302558898926,0.190396249294281,0.22375573217868805,0.559237003326416,0.26377397775650024,0.24558986723423004,0.25342607498168945,0.17375777661800385,0.190396249294281,0.3793783485889435,0.559237003326416,0.25601598620414734,0.15103481709957123
kind,0.2349269688129425,0.39947736263275146,0.12288408726453781,0.2636054456233978,0.1376442313194275,0.05164331570267677,0.15052397549152374,0.2516445517539978,0.21994365751743317,0.2823124825954437,0.2352009415626526,0.27989283204078674,0.05164331570267677,0.2349269688129425,0.2516445517539978,0.22277255356311798,0.2628666162490845
