,what,type,of,discipline,do,critics,want,to,see,?
whilst,0.24058668315410614,0.10738121718168259,0.24168513715267181,0.19060997664928436,0.182874396443367,0.22428083419799805,0.2699848711490631,0.353153795003891,0.2526192367076874,0.12100983411073685
this,0.5489566326141357,0.36936521530151367,0.45148900151252747,0.2229543775320053,0.34963881969451904,0.2730849087238312,0.4082619547843933,0.5759071707725525,0.45724403858184814,0.3155723512172699
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.13422119617462158,0.30895981192588806,0.18080487847328186,0.2273285835981369,0.42745086550712585,0.30759111046791077,0.22961433231830597
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.1981438249349594,0.30239659547805786,0.22951364517211914,0.3003826439380646,0.535392165184021,0.3770301640033722,0.22068053483963013
consensus,0.40389591455459595,0.1621013879776001,0.14788506925106049,0.22404946386814117,0.3104965090751648,0.26646724343299866,0.34386858344078064,0.3241267502307892,0.3616371750831604,0.3630031645298004
viewpoint,0.3907443583011627,0.1304972767829895,0.20330668985843658,0.25545546412467957,0.2492700070142746,0.3195986747741699,0.3147137463092804,0.28127455711364746,0.3186999559402466,0.3248816728591919
amongst,0.20627230405807495,0.07778054475784302,0.29788947105407715,0.17332200706005096,0.2667011022567749,0.14652608335018158,0.21734987199306488,0.2415056824684143,0.19656531512737274,0.16806721687316895
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.1981438249349594,0.30239659547805786,0.22951364517211914,0.3003826439380646,0.535392165184021,0.3770301640033722,0.22068053483963013
majority,0.25967487692832947,0.1443064659833908,0.29706597328186035,0.17082364857196808,0.2536437511444092,0.1905573010444641,0.23394149541854858,0.26316750049591064,0.1644551306962967,0.220119908452034
of,0.33290785551071167,0.18112817406654358,1.0,0.2260950356721878,0.26150479912757874,0.1690414994955063,0.2645295262336731,0.41548454761505127,0.33962661027908325,0.1826142966747284
academics,0.1989833265542984,0.06300079822540283,0.21528516709804535,0.3503478765487671,0.26491817831993103,0.34624800086021423,0.27935129404067993,0.22121617197990417,0.16085176169872284,0.15616270899772644
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.18374353647232056,0.3283645510673523,0.2416941076517105,0.30747702717781067,0.44245919585227966,0.35306161642074585,0.31091248989105225
some,0.4491020441055298,0.2761056125164032,0.4300730526447296,0.21145696938037872,0.4725562036037445,0.2920626103878021,0.4402318298816681,0.4636894166469574,0.4159115254878998,0.2562315762042999
teachers,0.2526462972164154,0.09933348745107651,0.27737662196159363,0.28530004620552063,0.28984060883522034,0.22402533888816833,0.24404427409172058,0.2668606638908386,0.19954586029052734,0.19522249698638916
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.22925299406051636,0.276123583316803,0.2266203612089157,0.34348347783088684,0.48971283435821533,0.367068350315094,0.20544172823429108
parents,0.24383264780044556,0.04523434117436409,0.15361808240413666,0.14040187001228333,0.19929470121860504,0.17706532776355743,0.27050498127937317,0.2508617043495178,0.1292462944984436,0.17306075990200043
advocate,0.25457003712654114,0.1554168164730072,0.22164754569530487,0.2862596809864044,0.23349358141422272,0.20202049612998962,0.30184584856033325,0.21481721103191376,0.15188239514827728,0.19954998791217804
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.21818003058433533,0.26237669587135315,0.22763262689113617,0.2898913025856018,0.45503583550453186,0.3039536476135254,0.23916715383529663
