,against,what,country,was,kennedy,promising,superiority,over,?
in,0.27273955941200256,0.30808621644973755,0.3040012717247009,0.45514053106307983,0.10888300836086273,0.26066380739212036,0.18867790699005127,0.3605569899082184,0.20430970191955566
november,0.17957201600074768,0.23963461816310883,0.17964929342269897,0.4240739941596985,0.31186509132385254,0.17066852748394012,0.12348722666501999,0.18310204148292542,0.3159552216529846
1960,-0.019820695742964745,-0.11768999695777893,0.026117993518710136,0.02247970923781395,0.03531629592180252,-0.02831830270588398,-0.07273086160421371,-0.09068881720304489,-0.02243652194738388
",",0.31168749928474426,0.3087472915649414,0.27878350019454956,0.45456063747406006,0.3363509774208069,0.23044167459011078,0.21279318630695343,0.3301127254962921,0.31091248989105225
john,0.12553705275058746,0.18237407505512238,0.07300809770822525,0.2875721752643585,0.38912948966026306,0.15512190759181976,0.16784219443798065,0.1764024943113327,0.13162356615066528
f.,0.16581344604492188,0.18076683580875397,0.2583077847957611,0.17113131284713745,0.041616905480623245,0.16271574795246124,0.3287504315376282,0.14025621116161346,0.11007396876811981
kennedy,0.15664032101631165,0.2125646471977234,0.101834237575531,0.1929353028535843,1.0,0.22204412519931793,0.16988524794578552,0.1931285709142685,0.21965277194976807
was,0.22972732782363892,0.22111038863658905,0.24557247757911682,1.0000001192092896,0.1929353028535843,0.21362970769405365,0.19998039305210114,0.24486446380615234,0.18412111699581146
elected,0.15985623002052307,0.16005432605743408,0.2351258546113968,0.2710091769695282,0.18819577991962433,0.26640838384628296,0.14638464152812958,0.19543826580047607,0.1966295689344406
president,0.21157698333263397,0.1870913952589035,0.2654520869255066,0.2505730390548706,0.2599526643753052,0.20219998061656952,0.09824834764003754,0.22208066284656525,0.14148259162902832
after,0.31196507811546326,0.21973377466201782,0.20467059314250946,0.49306565523147583,0.22713129222393036,0.2337491810321808,0.12574203312397003,0.3694296181201935,0.16608688235282898
a,0.2227657586336136,0.3320399522781372,0.20991116762161255,0.4508470594882965,0.16651007533073425,0.3067912459373474,0.24268001317977905,0.32199642062187195,0.23916715383529663
campaign,0.33877986669540405,0.22158007323741913,0.20090419054031372,0.2556212544441223,0.16240710020065308,0.2633141279220581,0.17749761044979095,0.1666449010372162,0.162482351064682
that,0.3318655490875244,0.6297725439071655,0.210195854306221,0.33670201897621155,0.26946479082107544,0.29990747570991516,0.3273641765117645,0.3882925808429718,0.32716336846351624
promised,0.26427483558654785,0.24721461534500122,0.2559897005558014,0.32441285252571106,0.29765307903289795,0.5646939873695374,0.2155914008617401,0.2700718939304352,0.22630755603313446
american,0.13537569344043732,0.1909721940755844,0.24713923037052155,0.31632548570632935,0.22192241251468658,0.17794789373874664,0.12351305782794952,0.14846734702587128,0.18877598643302917
superiority,0.21658006310462952,0.30062198638916016,0.12611426413059235,0.19998039305210114,0.16988524794578552,0.1950705498456955,1.0,0.2595362663269043,0.2002149522304535
over,0.2783746123313904,0.28007611632347107,0.23639845848083496,0.24486446380615234,0.1931285709142685,0.22158771753311157,0.2595362663269043,1.0,0.25742942094802856
the,0.3090755045413971,0.42745697498321533,0.30432501435279846,0.48711544275283813,0.20303435623645782,0.28158700466156006,0.2711385190486908,0.39856547117233276,0.22068053483963013
soviet,0.11852100491523743,0.12922172248363495,0.27580127120018005,0.259528785943985,0.16605955362319946,0.17875024676322937,0.2782602906227112,0.19966743886470795,0.08693568408489227
union,0.1828596144914627,0.1396910548210144,0.229777529835701,0.23276571929454803,0.12483806163072586,0.12959635257720947,0.23871971666812897,0.18018433451652527,0.07797172665596008
in,0.27273955941200256,0.30808621644973755,0.3040012717247009,0.45514053106307983,0.10888300836086273,0.26066380739212036,0.18867790699005127,0.3605569899082184,0.20430970191955566
the,0.3090755045413971,0.42745697498321533,0.30432501435279846,0.48711544275283813,0.20303435623645782,0.28158700466156006,0.2711385190486908,0.39856547117233276,0.22068053483963013
fields,0.1236901730298996,0.14054246246814728,0.29255029559135437,0.09075388312339783,0.18043027818202972,0.18394093215465546,0.11193794757127762,0.1493593156337738,0.1411406248807907
of,0.2669808566570282,0.33290785551071167,0.28866857290267944,0.4069072902202606,0.1657739132642746,0.20736101269721985,0.29289692640304565,0.36136594414711,0.1826142966747284
space,0.09528990089893341,0.20525942742824554,0.10870691388845444,0.14677780866622925,0.28336045145988464,0.07432117313146591,0.20240719616413116,0.16284048557281494,0.1885536164045334
exploration,0.12187609821557999,0.24038591980934143,0.17237506806850433,0.23681795597076416,0.19180570542812347,0.18372298777103424,0.2391165941953659,0.1688123196363449,0.13539034128189087
and,0.3292689621448517,0.31309178471565247,0.30884742736816406,0.3740963041782379,0.22218705713748932,0.28049349784851074,0.23986971378326416,0.4021143913269043,0.20544172823429108
missile,0.23800013959407806,0.18716071546077728,0.0915166363120079,0.14506791532039642,0.23357219994068146,0.11197664588689804,0.22357484698295593,0.1929929405450821,0.20229725539684296
defense,0.38783565163612366,0.193815678358078,0.1230468675494194,0.2295428365468979,0.15298449993133545,0.18655408918857574,0.33588576316833496,0.17289970815181732,0.21935760974884033
.,0.28705209493637085,0.3567904531955719,0.26130348443984985,0.40146201848983765,0.3016270697116852,0.21908892691135406,0.2231634259223938,0.37877383828163147,0.4130953550338745
