,when,did,good,morning,america,first,debut,?
discovering,0.2805112302303314,0.2014436423778534,0.19833339750766754,0.1550522893667221,0.18399502336978912,0.24393583834171295,0.15565691888332367,0.12564857304096222
that,0.5860282182693481,0.47518548369407654,0.44230329990386963,0.22818860411643982,0.28841280937194824,0.3482176661491394,0.15335598587989807,0.32716336846351624
their,0.3682888448238373,0.38078752160072327,0.31324175000190735,0.14899477362632751,0.24297001957893372,0.26809096336364746,0.2307511568069458,0.1898253709077835
formats,0.18003614246845245,0.15240904688835144,0.16709281504154205,0.1423373818397522,0.15952982008457184,0.18412505090236664,0.23161470890045166,0.22007566690444946
seemed,0.3710494041442871,0.4443226754665375,0.2979317009449005,0.27851417660713196,0.19239076972007751,0.22337354719638824,0.1493975818157196,0.2128053456544876
to,0.5423505902290344,0.4452643394470215,0.30719634890556335,0.2066953182220459,0.2636699676513672,0.3792489171028137,0.19055314362049103,0.29463258385658264
appeal,0.22608788311481476,0.1984085738658905,0.15369127690792084,0.1989123523235321,0.08890415728092194,0.23861998319625854,0.18312472105026245,0.18189522624015808
to,0.5423505902290344,0.4452643394470215,0.30719634890556335,0.2066953182220459,0.2636699676513672,0.3792489171028137,0.19055314362049103,0.29463258385658264
their,0.3682888448238373,0.38078752160072327,0.31324175000190735,0.14899477362632751,0.24297001957893372,0.26809096336364746,0.2307511568069458,0.1898253709077835
viewers,0.1492905169725418,0.22879217565059662,0.21895457804203033,0.22766639292240143,0.20959563553333282,0.16945748031139374,0.24180682003498077,0.2274174839258194
",",0.36674630641937256,0.3015086054801941,0.3217065632343292,0.2763875424861908,0.253568559885025,0.34503069519996643,0.2218245416879654,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,0.2735973596572876,0.23715223371982574,0.37090015411376953,0.49448907375335693,0.2226441204547882,0.22068053483963013
network,0.19011130928993225,0.08572790026664734,0.18278025090694427,0.19841404259204865,0.2160404473543167,0.2069581300020218,0.1548605114221573,0.17853789031505585
became,0.32363733649253845,0.3632316589355469,0.1454779952764511,0.2145226001739502,0.2067197561264038,0.37862223386764526,0.261801153421402,0.11374033987522125
the,0.5091903209686279,0.34736719727516174,0.2735973596572876,0.23715223371982574,0.37090015411376953,0.49448907375335693,0.2226441204547882,0.22068053483963013
first,0.4282494783401489,0.33691170811653137,0.24823413789272308,0.1886126548051834,0.297447144985199,1.0,0.4099076986312866,0.18701928853988647
to,0.5423505902290344,0.4452643394470215,0.30719634890556335,0.2066953182220459,0.2636699676513672,0.3792489171028137,0.19055314362049103,0.29463258385658264
adopt,0.23024049401283264,0.19038312137126923,0.24928708374500275,0.03700735419988632,0.17497703433036804,0.18108251690864563,0.13790304958820343,0.26708900928497314
them,0.4773717522621155,0.44189682602882385,0.39619550108909607,0.20817723870277405,0.2508472502231598,0.29246917366981506,0.12971141934394836,0.35435691475868225
for,0.43402108550071716,0.318512886762619,0.39067649841308594,0.23810894787311554,0.243271604180336,0.3800288736820221,0.2246619164943695,0.264628142118454
a,0.44397395849227905,0.2552328109741211,0.3146486282348633,0.2411087453365326,0.22012436389923096,0.4287874400615692,0.23467278480529785,0.23916715383529663
new,0.257220059633255,0.227974995970726,0.2091202735900879,0.21077623963356018,0.27665242552757263,0.3283863663673401,0.22840984165668488,0.14782847464084625
national,0.1649656444787979,0.17743784189224243,0.1693447381258011,0.17909719049930573,0.22092604637145996,0.2272171974182129,0.18468135595321655,0.15643028914928436
morning,0.2786853313446045,0.2513515055179596,0.27647507190704346,1.0000001192092896,0.24307334423065186,0.1886126548051834,0.16588154435157776,0.17971698939800262
show,0.2859477698802948,0.1697595715522766,0.2837553024291992,0.2815828323364258,0.2167469561100006,0.23758427798748016,0.21141785383224487,0.2520138621330261
",",0.36674630641937256,0.3015086054801941,0.3217065632343292,0.2763875424861908,0.253568559885025,0.34503069519996643,0.2218245416879654,0.31091248989105225
good,0.2947733402252197,0.35611584782600403,0.9999999403953552,0.27647507190704346,0.24779494106769562,0.24823413789272308,0.15653888881206512,0.3187684714794159
morning,0.2786853313446045,0.2513515055179596,0.27647507190704346,1.0000001192092896,0.24307334423065186,0.1886126548051834,0.16588154435157776,0.17971698939800262
america,0.21924224495887756,0.2212076634168625,0.24779494106769562,0.24307334423065186,0.9999998807907104,0.297447144985199,0.1728883981704712,0.19333907961845398
",",0.36674630641937256,0.3015086054801941,0.3217065632343292,0.2763875424861908,0.253568559885025,0.34503069519996643,0.2218245416879654,0.31091248989105225
which,0.572554349899292,0.2750149369239807,0.29182055592536926,0.2163253277540207,0.26265275478363037,0.3828166127204895,0.16210904717445374,0.25814583897590637
debuted,0.16806688904762268,0.19454216957092285,0.18507720530033112,0.22339989244937897,0.25412288308143616,0.35306718945503235,0.7086208462715149,0.12089905142784119
on,0.37706470489501953,0.2670976221561432,0.2569187879562378,0.36716437339782715,0.24962958693504333,0.3120559751987457,0.26024293899536133,0.2714994251728058
november,0.2606481611728668,0.27178457379341125,0.21985329687595367,0.2690788209438324,0.20330403745174408,0.324241042137146,0.21076227724552155,0.3159552216529846
3,0.06927181035280228,0.0008236956200562418,0.034581538289785385,0.05089614912867546,0.07055429369211197,0.03959788382053375,0.023525221273303032,0.005975271109491587
",",0.36674630641937256,0.3015086054801941,0.3217065632343292,0.2763875424861908,0.253568559885025,0.34503069519996643,0.2218245416879654,0.31091248989105225
1975,0.2846478223800659,0.1641349047422409,0.23489835858345032,0.2410445660352707,0.12762928009033203,0.14965268969535828,0.1723828762769699,0.19593262672424316
.,0.475719153881073,0.35288307070732117,0.29664117097854614,0.2531995475292206,0.29180291295051575,0.4345304071903229,0.20454879105091095,0.4130953550338745
,when,did,good,morning,america,first,debut,?
first,0.4282494783401489,0.33691170811653137,0.24823413789272308,0.1886126548051834,0.297447144985199,1.0,0.4099076986312866,0.18701928853988647
premiering,0.2530581057071686,0.23587262630462646,0.23300275206565857,0.23186413943767548,0.25442931056022644,0.3478009104728699,0.3183305561542511,0.20125806331634521
in,0.4431333839893341,0.2593238651752472,0.2152448445558548,0.23238615691661835,0.3098583221435547,0.4127444326877594,0.23145294189453125,0.20430970191955566
