,after,huguenots,fled,france,",",their,last,remaining,bastion,was,where,?
following,0.39623188972473145,0.18395991623401642,0.17534828186035156,0.24970202147960663,0.27101513743400574,0.2611377537250519,0.2649783194065094,0.25999826192855835,0.15538617968559265,0.16493390500545502,0.2838563919067383,0.1555173695087433
this,0.3357301354408264,0.2504573166370392,0.1604461669921875,0.23969228565692902,0.4316047728061676,0.40095847845077515,0.34740546345710754,0.3211146891117096,0.3259558081626892,0.3638818562030792,0.4012809097766876,0.3155723512172699
exodus,0.1910923421382904,0.2516270875930786,0.25751641392707825,0.12385634332895279,0.18189449608325958,0.19164106249809265,0.23044799268245697,0.17530381679534912,0.2539542317390442,0.18616466224193573,0.13796649873256683,0.14324861764907837
",",0.38860568404197693,0.23394492268562317,0.26419100165367126,0.28250643610954285,1.0000001192092896,0.3045167922973633,0.29026782512664795,0.2946331799030304,0.2243879735469818,0.45456063747406006,0.3149496018886566,0.31091248989105225
huguenots,0.27856364846229553,1.0,0.3725947439670563,0.44966813921928406,0.23394492268562317,0.30116045475006104,0.16549907624721527,0.284906804561615,0.44713401794433594,0.20650696754455566,0.2706839442253113,0.16010338068008423
remained,0.332328736782074,0.26883962750434875,0.4295122027397156,0.18760237097740173,0.23734888434410095,0.2628236711025238,0.30199819803237915,0.591425359249115,0.2388296127319336,0.49345076084136963,0.22419263422489166,0.08263323456048965
in,0.44050168991088867,0.25916293263435364,0.28289681673049927,0.3812309503555298,0.5201468467712402,0.34976133704185486,0.30714505910873413,0.3161192238330841,0.25846341252326965,0.45514053106307983,0.5344807505607605,0.20430970191955566
large,0.20869922637939453,0.22648413479328156,0.21692036092281342,0.1730155199766159,0.2263888567686081,0.2902883291244507,0.14683687686920166,0.25992003083229065,0.19443833827972412,0.21717436611652374,0.33358052372932434,0.1355665624141693
numbers,0.187367781996727,0.22225825488567352,0.07739146053791046,0.14704099297523499,0.26479464769363403,0.2700943946838379,0.2072811722755432,0.27679747343063354,0.138262078166008,0.13953587412834167,0.23721979558467865,0.19297972321510315
in,0.44050168991088867,0.25916293263435364,0.28289681673049927,0.3812309503555298,0.5201468467712402,0.34976133704185486,0.30714505910873413,0.3161192238330841,0.25846341252326965,0.45514053106307983,0.5344807505607605,0.20430970191955566
only,0.3814272880554199,0.2358747124671936,0.1923857033252716,0.22878502309322357,0.4220978021621704,0.374733567237854,0.47931623458862305,0.48089343309402466,0.23799759149551392,0.36249664425849915,0.46093058586120605,0.2767370045185089
one,0.3593756854534149,0.19493170082569122,0.15587665140628815,0.23014985024929047,0.3696635365486145,0.3991999328136444,0.3381962776184082,0.41976359486579895,0.33386924862861633,0.3752199709415436,0.3907615840435028,0.2673267424106598
region,0.2101082056760788,0.2700238823890686,0.20223776996135712,0.3406105935573578,0.2119160145521164,0.1464851349592209,0.1578676551580429,0.13630294799804688,0.20707820355892181,0.19296804070472717,0.2589060366153717,0.13441751897335052
of,0.3867455720901489,0.27577435970306396,0.2759998142719269,0.3265724182128906,0.4946078956127167,0.4329940676689148,0.3052992522716522,0.3693024218082428,0.23488347232341766,0.4069072902202606,0.38066378235816956,0.1826142966747284
france,0.2599034905433655,0.44966813921928406,0.2900550961494446,1.0000001192092896,0.28250643610954285,0.18637089431285858,0.14316001534461975,0.20931476354599,0.3548058867454529,0.2715669870376587,0.21451038122177124,0.15069349110126495
:,-0.011440866626799107,0.013555551879107952,-0.01737091690301895,0.13446922600269318,-0.004729332868009806,-0.0711502954363823,-0.040164098143577576,-0.013993486762046814,0.013518724590539932,0.002802103292196989,-0.012972540222108364,-0.07156077772378922
the,0.4565047025680542,0.30745792388916016,0.27857163548469543,0.35517507791519165,0.4933079481124878,0.516537070274353,0.3698786795139313,0.45105910301208496,0.28407976031303406,0.48711544275283813,0.5003893971443176,0.22068053483963013
rugged,0.13073691725730896,0.1652345061302185,0.23312479257583618,0.1514124870300293,0.21519804000854492,0.2184961587190628,0.06725320219993591,0.18842053413391113,0.23873142898082733,0.1853410303592682,0.21008484065532684,0.03694036602973938
cévennes,0.23060008883476257,0.45331236720085144,0.2515653669834137,0.602469265460968,0.3313896954059601,0.20480670034885406,0.14007310569286346,0.2356950044631958,0.42774784564971924,0.2643001973628998,0.20305539667606354,0.1659584641456604
region,0.2101082056760788,0.2700238823890686,0.20223776996135712,0.3406105935573578,0.2119160145521164,0.1464851349592209,0.1578676551580429,0.13630294799804688,0.20707820355892181,0.19296804070472717,0.2589060366153717,0.13441751897335052
in,0.44050168991088867,0.25916293263435364,0.28289681673049927,0.3812309503555298,0.5201468467712402,0.34976133704185486,0.30714505910873413,0.3161192238330841,0.25846341252326965,0.45514053106307983,0.5344807505607605,0.20430970191955566
the,0.4565047025680542,0.30745792388916016,0.27857163548469543,0.35517507791519165,0.4933079481124878,0.516537070274353,0.3698786795139313,0.45105910301208496,0.28407976031303406,0.48711544275283813,0.5003893971443176,0.22068053483963013
south,0.21278640627861023,0.2368669956922531,0.22767485678195953,0.26797276735305786,0.3256652057170868,0.15484310686588287,0.1511668711900711,0.21468719840049744,0.12841661274433136,0.2792486846446991,0.2539864182472229,0.12336621433496475
.,0.35870397090911865,0.2170230895280838,0.18768249452114105,0.33719199895858765,0.6812511086463928,0.34427863359451294,0.3548945486545563,0.27891913056373596,0.205089271068573,0.40146201848983765,0.41390106081962585,0.4130953550338745
