,at,what,speed,did,the,turbine,operate,?
on,0.4806317389011383,0.34226128458976746,0.22568315267562866,0.2670976221561432,0.5107308030128479,0.1482713669538498,0.2474922388792038,0.2714994251728058
his,0.27659502625465393,0.26976513862609863,0.14704850316047668,0.3546801507472992,0.4394008219242096,0.07583784312009811,0.14066661894321442,0.18075084686279297
50th,0.09623987972736359,0.08142440766096115,0.26308995485305786,0.04507705196738243,0.19595111906528473,0.15602082014083862,0.00979803130030632,0.004919986240565777
birthday,0.2572021186351776,0.21950648725032806,0.12286652624607086,0.2158898115158081,0.1861504316329956,0.007234352175146341,0.06919530034065247,0.22143252193927765
in,0.4374977946281433,0.30808621644973755,0.2239796668291092,0.2593238651752472,0.6662389636039734,0.19420358538627625,0.24484391510486603,0.20430970191955566
1906,0.0857710987329483,0.023754507303237915,0.05107547342777252,0.00024033099180087447,0.0538046732544899,0.04657668247818947,-0.0052760266698896885,0.010789075866341591
",",0.38314947485923767,0.3087472915649414,0.21732394397258759,0.3015086054801941,0.4933079481124878,0.21183495223522186,0.23721125721931458,0.31091248989105225
tesla,0.16552478075027466,0.23221199214458466,0.32621487975120544,0.09757418930530548,0.1324402391910553,0.34648242592811584,0.20074942708015442,0.10250775516033173
demonstrated,0.2098814845085144,0.20940876007080078,0.0902765691280365,0.2299390286207199,0.2412586510181427,0.23341311514377594,0.20882101356983185,0.1947716772556305
his,0.27659502625465393,0.26976513862609863,0.14704850316047668,0.3546801507472992,0.4394008219242096,0.07583784312009811,0.14066661894321442,0.18075084686279297
200,-0.2933797538280487,-0.2539483904838562,-0.18343573808670044,-0.20726703107357025,-0.23840995132923126,-0.26918837428092957,-0.2934810221195221,-0.22913911938667297
horsepower,0.16350601613521576,0.20367394387722015,0.4503122866153717,0.21618662774562836,0.22541259229183197,0.6025349497795105,0.32653483748435974,0.2179865539073944
(,0.23315078020095825,0.2411840260028839,0.19531001150608063,0.18979617953300476,0.33289089798927307,0.1862340271472931,0.17198657989501953,0.40561532974243164
150,-0.01485216524451971,0.07717549800872803,-0.02196173183619976,0.0738314539194107,-0.08971958607435226,0.0060453470796346664,-0.06396446377038956,0.13918475806713104
kilowatts,0.254572331905365,0.1843169778585434,0.4105556309223175,0.14419306814670563,0.24929918348789215,0.4889097213745117,0.32901376485824585,0.2282012701034546
),0.23338089883327484,0.26259949803352356,0.20451702177524567,0.18584993481636047,0.3456730246543884,0.17438945174217224,0.16244468092918396,0.42300865054130554
"16,000",0.03351133316755295,0.06033626198768616,0.05357369780540466,0.04203864932060242,0.052542198449373245,0.11240056157112122,0.07659236341714859,0.22946134209632874
rpm,0.19381369650363922,0.14559519290924072,0.41352421045303345,0.0719265341758728,0.1466367542743683,0.4350120425224304,0.3149137496948242,0.13234180212020874
bladeless,0.18886040151119232,0.2980666160583496,0.2820771038532257,0.2116953432559967,0.2553631365299225,0.3921068012714386,0.18037323653697968,0.26046502590179443
turbine,0.13332998752593994,0.1404699683189392,0.40077322721481323,0.13428311049938202,0.1799832284450531,1.0000001192092896,0.33438771963119507,0.16315746307373047
.,0.4549728035926819,0.3567904531955719,0.20181311666965485,0.35288307070732117,0.5934505462646484,0.22899852693080902,0.23679214715957642,0.4130953550338745
