,what,movie,awards,show,does,abc,currently,hold,the,rights,to,?
abc,0.1317344456911087,0.24821209907531738,0.25637099146842957,0.4449407458305359,0.1641341596841812,1.0000001192092896,0.21135549247264862,0.06463664770126343,0.2068762183189392,0.16774038970470428,0.1762417107820511,0.19065172970294952
currently,0.21436211466789246,0.17692437767982483,0.1717088669538498,0.22552809119224548,0.2973312437534332,0.21135549247264862,1.0000001192092896,0.20926736295223236,0.2945235073566437,0.2349909543991089,0.2719990611076355,0.1861555278301239
holds,0.08176258951425552,0.21618980169296265,0.24179910123348236,0.15404461324214935,0.2685805559158325,0.12780119478702545,0.33407676219940186,0.580230176448822,0.28190866112709045,0.18737824261188507,0.1390777975320816,0.11379207670688629
the,0.42745697498321533,0.2636405825614929,0.22946466505527496,0.319829523563385,0.35928019881248474,0.2068762183189392,0.2945235073566437,0.3067915439605713,1.0,0.2579100430011749,0.535392165184021,0.22068053483963013
broadcast,0.17857211828231812,0.31659966707229614,0.3216399550437927,0.43468156456947327,0.1793109029531479,0.4876510202884674,0.20666693150997162,0.14037762582302094,0.2713715434074402,0.21661575138568878,0.2326623648405075,0.15760008990764618
rights,0.2386135458946228,0.1732078492641449,0.17506709694862366,0.12080831825733185,0.19725890457630157,0.16774038970470428,0.2349909543991089,0.19839069247245789,0.2579100430011749,0.9999999403953552,0.2570022940635681,0.21814769506454468
to,0.455847829580307,0.2026578187942505,0.17636770009994507,0.29833272099494934,0.4391997456550598,0.1762417107820511,0.2719990611076355,0.3469145894050598,0.535392165184021,0.2570022940635681,1.0,0.29463258385658264
the,0.42745697498321533,0.2636405825614929,0.22946466505527496,0.319829523563385,0.35928019881248474,0.2068762183189392,0.2945235073566437,0.3067915439605713,1.0,0.2579100430011749,0.535392165184021,0.22068053483963013
academy,0.11844556778669357,0.3773726522922516,0.5267941355705261,0.17501069605350494,0.11523628979921341,0.1486385464668274,0.13939368724822998,0.10496517270803452,0.2649388611316681,0.13425655663013458,0.17879998683929443,0.1340850442647934
awards,0.1704339236021042,0.30866575241088867,1.0000001192092896,0.2456497997045517,0.21570223569869995,0.25637099146842957,0.1717088669538498,0.1448553204536438,0.22946466505527496,0.17506709694862366,0.17636770009994507,0.2122269868850708
",",0.3087472915649414,0.2886425256729126,0.27591487765312195,0.31928569078445435,0.28617382049560547,0.2097204476594925,0.33041635155677795,0.2803111970424652,0.4933079481124878,0.2595706284046173,0.44245919585227966,0.31091248989105225
emmy,0.12609587609767914,0.4074353873729706,0.6359357237815857,0.3982601463794708,0.20744644105434418,0.383931964635849,0.16613076627254486,0.09536140412092209,0.17476516962051392,0.20286786556243896,0.12211265414953232,0.19688284397125244
awards,0.1704339236021042,0.30866575241088867,1.0000001192092896,0.2456497997045517,0.21570223569869995,0.25637099146842957,0.1717088669538498,0.1448553204536438,0.22946466505527496,0.17506709694862366,0.17636770009994507,0.2122269868850708
(,0.2411840260028839,0.25030237436294556,0.21851767599582672,0.21963447332382202,0.2728188931941986,0.183883935213089,0.25274062156677246,0.14320339262485504,0.33289089798927307,0.17563141882419586,0.30882009863853455,0.40561532974243164
which,0.5261979103088379,0.18620790541172028,0.200836643576622,0.32096749544143677,0.39111801981925964,0.1991286277770996,0.2807596027851105,0.32377585768699646,0.6521818041801453,0.1689544916152954,0.5345056653022766,0.25814583897590637
are,0.29724663496017456,0.14360709488391876,0.15812073647975922,0.26362085342407227,0.3126322329044342,0.06184951588511467,0.3489539325237274,0.2846895456314087,0.40399202704429626,0.1375609040260315,0.3504326641559601,0.24591213464736938
rotated,0.21268752217292786,0.10730282962322235,0.1162918284535408,0.23812635242938995,0.265286922454834,0.11633303016424179,0.1810125708580017,0.2434355467557907,0.28645768761634827,0.13392502069473267,0.24383118748664856,0.09326861798763275
across,0.24809791147708893,0.13892868161201477,0.15049022436141968,0.20376354455947876,0.17146113514900208,0.1354796588420868,0.15320248901844025,0.29741334915161133,0.3816230297088623,0.13331446051597595,0.36818596720695496,0.17034576833248138
all,0.41981086134910583,0.15133486688137054,0.21331468224525452,0.2571442127227783,0.31124600768089294,0.18112415075302124,0.30398327112197876,0.35920122265815735,0.4860881567001343,0.22061574459075928,0.42520734667778015,0.29575422406196594
four,0.18057085573673248,0.14153961837291718,0.20749853551387787,0.2222614288330078,0.14431285858154297,0.11602456867694855,0.20947536826133728,0.2171424925327301,0.40344667434692383,0.13917513191699982,0.2803118824958801,0.14532537758350372
major,0.21026742458343506,0.15337112545967102,0.1870136260986328,0.12536971271038055,0.17495857179164886,0.1743539571762085,0.2293645292520523,0.13007400929927826,0.31775903701782227,0.12514404952526093,0.19240309298038483,0.19788557291030884
networks,0.18279550969600677,0.22201789915561676,0.221358522772789,0.2811821699142456,0.17467273771762848,0.350273072719574,0.22990109026432037,0.1954345554113388,0.24705806374549866,0.23431594669818878,0.23877078294754028,0.17815114557743073
on,0.34226128458976746,0.2304898053407669,0.20980879664421082,0.3708709180355072,0.2568802833557129,0.2862928807735443,0.2809738218784332,0.2548828125,0.5107308030128479,0.22401921451091766,0.41031414270401,0.2714994251728058
a,0.3320399522781372,0.2430880069732666,0.18129821121692657,0.24886544048786163,0.38201746344566345,0.21331243216991425,0.2612716257572174,0.2822398841381073,0.5829201340675354,0.18041828274726868,0.45503583550453186,0.23916715383529663
year-to-year,0.2499021291732788,0.21589292585849762,0.3256085515022278,0.1991562694311142,0.2143476903438568,0.25503265857696533,0.21734200417995453,0.2059600055217743,0.32355234026908875,0.2575368285179138,0.27236348390579224,0.38274189829826355
basis,0.27055948972702026,0.11909053474664688,0.18746982514858246,0.21949349343776703,0.2395273596048355,0.19969910383224487,0.2322341650724411,0.23305441439151764,0.2758672833442688,0.2824784219264984,0.23188701272010803,0.14255106449127197
),0.26259949803352356,0.27831876277923584,0.22488117218017578,0.22110877931118011,0.2575884759426117,0.18381085991859436,0.24783915281295776,0.16549283266067505,0.3456730246543884,0.18886376917362213,0.31236231327056885,0.42300865054130554
",",0.3087472915649414,0.2886425256729126,0.27591487765312195,0.31928569078445435,0.28617382049560547,0.2097204476594925,0.33041635155677795,0.2803111970424652,0.4933079481124878,0.2595706284046173,0.44245919585227966,0.31091248989105225
american,0.1909721940755844,0.3497736155986786,0.2897343933582306,0.24534088373184204,0.1448984146118164,0.24405160546302795,0.16191020607948303,0.16105858981609344,0.24562937021255493,0.22882525622844696,0.16338081657886505,0.18877598643302917
music,0.23070453107357025,0.31778550148010254,0.39040371775627136,0.26216647028923035,0.13985829055309296,0.2344057261943817,0.1010681614279747,0.16682331264019012,0.2714049816131592,0.17561842501163483,0.24181292951107025,0.18264494836330414
awards,0.1704339236021042,0.30866575241088867,1.0000001192092896,0.2456497997045517,0.21570223569869995,0.25637099146842957,0.1717088669538498,0.1448553204536438,0.22946466505527496,0.17506709694862366,0.17636770009994507,0.2122269868850708
",",0.3087472915649414,0.2886425256729126,0.27591487765312195,0.31928569078445435,0.28617382049560547,0.2097204476594925,0.33041635155677795,0.2803111970424652,0.4933079481124878,0.2595706284046173,0.44245919585227966,0.31091248989105225
disney,0.19632026553153992,0.4810844361782074,0.23533895611763,0.29615774750709534,0.15968258678913116,0.37895750999450684,0.1495034396648407,0.08801805227994919,0.24980762600898743,0.22048398852348328,0.23984374105930328,0.22150784730911255
parks,0.1465490311384201,0.169918492436409,0.22985275089740753,0.14913834631443024,0.17476899921894073,0.1435646265745163,0.1729516088962555,0.16206800937652588,0.22552673518657684,0.24568355083465576,0.20691047608852386,0.18846100568771362
christmas,0.2578675448894501,0.28464895486831665,0.18899960815906525,0.18839715421199799,0.165972501039505,0.2213122695684433,0.11845515668392181,0.14322079718112946,0.2044597715139389,0.13347859680652618,0.17153602838516235,0.23817040026187897
day,0.2990210950374603,0.20109404623508453,0.16809318959712982,0.17508642375469208,0.12629863619804382,0.12723639607429504,0.12233826518058777,0.18628239631652832,0.3062323033809662,0.21728062629699707,0.21753256022930145,0.2141837179660797
parade,0.1388082206249237,0.21490368247032166,0.2709999978542328,0.24240505695343018,0.059349704533815384,0.21438539028167725,0.05882558599114418,0.18133415281772614,0.21481609344482422,0.10705547034740448,0.1589377522468567,0.12773637473583221
",",0.3087472915649414,0.2886425256729126,0.27591487765312195,0.31928569078445435,0.28617382049560547,0.2097204476594925,0.33041635155677795,0.2803111970424652,0.4933079481124878,0.2595706284046173,0.44245919585227966,0.31091248989105225
tournament,0.18378743529319763,0.21726509928703308,0.25889161229133606,0.29747137427330017,0.12548084557056427,0.21720123291015625,0.2344355583190918,0.20278386771678925,0.23608733713626862,0.11376433819532394,0.22922229766845703,0.160465806722641
of,0.33290785551071167,0.2027330845594406,0.20138365030288696,0.21383242309093475,0.3119818866252899,0.14607268571853638,0.2655649185180664,0.2465030699968338,0.733189046382904,0.19425496459007263,0.41548454761505127,0.1826142966747284
roses,0.14439304172992706,0.14493530988693237,0.18054652214050293,0.19760799407958984,0.11643882840871811,0.17026455700397491,0.04843425005674362,0.19787821173667908,0.24968113005161285,0.0727890208363533,0.13774867355823517,0.11230529099702835
parade,0.1388082206249237,0.21490368247032166,0.2709999978542328,0.24240505695343018,0.059349704533815384,0.21438539028167725,0.05882558599114418,0.18133415281772614,0.21481609344482422,0.10705547034740448,0.1589377522468567,0.12773637473583221
",",0.3087472915649414,0.2886425256729126,0.27591487765312195,0.31928569078445435,0.28617382049560547,0.2097204476594925,0.33041635155677795,0.2803111970424652,0.4933079481124878,0.2595706284046173,0.44245919585227966,0.31091248989105225
country,0.22705033421516418,0.14497697353363037,0.18610352277755737,0.20533311367034912,0.21151480078697205,0.19232627749443054,0.1351807713508606,0.16765156388282776,0.30432501435279846,0.2157892882823944,0.31281599402427673,0.12647280097007751
music,0.23070453107357025,0.31778550148010254,0.39040371775627136,0.26216647028923035,0.13985829055309296,0.2344057261943817,0.1010681614279747,0.16682331264019012,0.2714049816131592,0.17561842501163483,0.24181292951107025,0.18264494836330414
association,0.13908448815345764,0.1553996056318283,0.26466017961502075,0.1333257257938385,0.12607689201831818,0.16977214813232422,0.25106778740882874,0.11796003580093384,0.26550325751304626,0.22987712919712067,0.19401024281978607,0.1542656421661377
awards,0.1704339236021042,0.30866575241088867,1.0000001192092896,0.2456497997045517,0.21570223569869995,0.25637099146842957,0.1717088669538498,0.1448553204536438,0.22946466505527496,0.17506709694862366,0.17636770009994507,0.2122269868850708
and,0.31309178471565247,0.27676329016685486,0.24970239400863647,0.3455478549003601,0.3461615741252899,0.16453155875205994,0.2922934591770172,0.30117684602737427,0.5171257257461548,0.26346641778945923,0.48971283435821533,0.20544172823429108
the,0.42745697498321533,0.2636405825614929,0.22946466505527496,0.319829523563385,0.35928019881248474,0.2068762183189392,0.2945235073566437,0.3067915439605713,1.0,0.2579100430011749,0.535392165184021,0.22068053483963013
cma,0.20875883102416992,0.13046753406524658,0.326058954000473,0.15735477209091187,0.18869803845882416,0.16436496376991272,0.29767510294914246,0.13335588574409485,0.26078566908836365,0.1866544634103775,0.14632365107536316,0.21154996752738953
music,0.23070453107357025,0.31778550148010254,0.39040371775627136,0.26216647028923035,0.13985829055309296,0.2344057261943817,0.1010681614279747,0.16682331264019012,0.2714049816131592,0.17561842501163483,0.24181292951107025,0.18264494836330414
festival,0.15385980904102325,0.28947556018829346,0.3765612840652466,0.16517610847949982,0.1333700269460678,0.12287978082895279,0.07924287766218185,0.1726202368736267,0.20982226729393005,0.11339596658945084,0.19796393811702728,0.17767390608787537
.,0.3567904531955719,0.25674229860305786,0.24817058444023132,0.3016606271266937,0.3022993505001068,0.2567209303379059,0.29744869470596313,0.30296799540519714,0.5934505462646484,0.24957291781902313,0.4645031690597534,0.4130953550338745
