,what,is,it,called,when,people,in,society,rebel,against,laws,they,think,are,unfair,?
one,0.376489520072937,0.4544198513031006,0.4284902811050415,0.3550408184528351,0.38307374715805054,0.2841606140136719,0.4129433035850525,0.14336618781089783,0.12813962996006012,0.2450990378856659,0.20311206579208374,0.4178827106952667,0.38898006081581116,0.42537835240364075,0.22036322951316833,0.2673267424106598
of,0.33290785551071167,0.4854315221309662,0.38761502504348755,0.4222904443740845,0.3757161796092987,0.3251037895679474,0.5696388483047485,0.23646748065948486,0.20536015927791595,0.2669808566570282,0.2539142072200775,0.3426007330417633,0.2625778615474701,0.39081433415412903,0.1832394152879715,0.1826142966747284
its,0.30393704771995544,0.4447362422943115,0.5786119699478149,0.2840702533721924,0.34032323956489563,0.24203898012638092,0.3793783485889435,0.22161203622817993,0.11853040754795074,0.16972889006137848,0.19458016753196716,0.36212384700775146,0.2645775079727173,0.30942749977111816,0.17158721387386322,0.15103481709957123
earliest,0.23163363337516785,0.22056961059570312,0.24131013453006744,0.2724706828594208,0.1827615648508072,0.13262943923473358,0.3064194619655609,0.1624295562505722,0.057453904300928116,0.13629721105098724,0.1957409381866455,0.26570942997932434,0.2355099618434906,0.23689374327659607,0.1357625275850296,0.139415442943573
massive,0.2346794754266739,0.18490807712078094,0.20762670040130615,0.16794326901435852,0.21964876353740692,0.15063433349132538,0.23310531675815582,0.0624011792242527,0.20100313425064087,0.21963739395141602,0.11849598586559296,0.2398177683353424,0.26932021975517273,0.16136156022548676,0.21299126744270325,0.17558397352695465
implementations,0.25346487760543823,0.22464688122272491,0.2384057641029358,0.20568257570266724,0.19461949169635773,0.1505061686038971,0.19230693578720093,0.18629834055900574,0.1264173686504364,0.1648302674293518,0.29048213362693787,0.22304585576057434,0.34753894805908203,0.32065096497535706,0.2534673810005188,0.21828727424144745
was,0.22111038863658905,0.5810302495956421,0.4577186405658722,0.33927658200263977,0.37326499819755554,0.2518421411514282,0.45514053106307983,0.21627455949783325,0.20125381648540497,0.22972732782363892,0.21506984531879425,0.3300964832305908,0.245719313621521,0.3076191842556,0.26003265380859375,0.18412111699581146
brought,0.26212388277053833,0.1763010025024414,0.21531027555465698,0.27182692289352417,0.2630053460597992,0.2352575659751892,0.25879573822021484,0.18555353581905365,0.17121024429798126,0.23774723708629608,0.1847754418849945,0.267337441444397,0.27934029698371887,0.17135658860206604,0.32073354721069336,0.2339296191930771
about,0.47976887226104736,0.3532065451145172,0.4291239380836487,0.3000706732273102,0.3835894465446472,0.394355833530426,0.39797019958496094,0.1937600076198578,0.14911171793937683,0.1949513703584671,0.2397419661283493,0.34267860651016235,0.417228102684021,0.36165615916252136,0.28437507152557373,0.302409827709198
by,0.2455483376979828,0.3899846076965332,0.40926623344421387,0.3092815577983856,0.4376842677593231,0.20350977778434753,0.370934396982193,0.14365209639072418,0.17954662442207336,0.24816733598709106,0.2311946451663971,0.3391372263431549,0.2680226266384125,0.37842893600463867,0.25161653757095337,0.17966607213020325
egyptians,0.2462402880191803,0.19300468266010284,0.22348608076572418,0.19879038631916046,0.23037979006767273,0.2665310502052307,0.178280770778656,0.2256287932395935,0.1190265491604805,0.13430078327655792,0.19883523881435394,0.3554549813270569,0.2735450267791748,0.2356991469860077,0.2233775556087494,0.1427619308233261
against,0.24561616778373718,0.1754940152168274,0.19986185431480408,0.2557203471660614,0.32684949040412903,0.20144562423229218,0.27273955941200256,0.1690732091665268,0.3415723741054535,1.0,0.3110208213329315,0.26509472727775574,0.23559826612472534,0.20829962193965912,0.40664321184158325,0.18095137178897858
the,0.42745697498321533,0.5823672413825989,0.6251175999641418,0.489897221326828,0.5091903209686279,0.36838498711586,0.6662389636039734,0.2789285480976105,0.2621999979019165,0.3090755045413971,0.2587076723575592,0.49925389885902405,0.3102172613143921,0.40399202704429626,0.20782865583896637,0.22068053483963013
british,0.19255435466766357,0.19484983384609222,0.18971234560012817,0.13953031599521637,0.1642608791589737,0.15512417256832123,0.23084034025669098,0.19119364023208618,0.2435218095779419,0.1403929740190506,0.1395837366580963,0.22308164834976196,0.20286142826080322,0.12250547111034393,0.15653933584690094,0.09711728990077972
occupation,0.1860596090555191,0.1461997777223587,0.1094738021492958,0.1094021126627922,0.14154621958732605,0.16156630218029022,0.1896161586046219,0.171309694647789,0.19281263649463654,0.15366131067276,0.1875002682209015,0.1426827609539032,0.08155927062034607,0.07659916579723358,0.1998683661222458,0.13284437358379364
in,0.30808621644973755,0.5394441485404968,0.5130809545516968,0.40847352147102356,0.4431333839893341,0.39605680108070374,1.0,0.21229879558086395,0.20774626731872559,0.27273955941200256,0.2591988444328308,0.4330179989337921,0.23837615549564362,0.3841303884983063,0.2098894715309143,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.6251175999641418,0.489897221326828,0.5091903209686279,0.36838498711586,0.6662389636039734,0.2789285480976105,0.2621999979019165,0.3090755045413971,0.2587076723575592,0.49925389885902405,0.3102172613143921,0.40399202704429626,0.20782865583896637,0.22068053483963013
1919,-0.018709933385252953,-0.10451921820640564,-0.04941331595182419,-0.06695441156625748,-0.053414784371852875,-0.1414480209350586,-0.11894635111093521,0.015371067449450493,-0.10519997030496597,-0.006568768993020058,-0.0004832082486245781,-0.004340830724686384,-0.0029527570586651564,-0.042042531073093414,0.034449897706508636,-0.03536369651556015
revolution,0.1946869045495987,0.16210032999515533,0.2443300038576126,0.20601029694080353,0.22921188175678253,0.22981400787830353,0.23010264337062836,0.2139892727136612,0.3122277855873108,0.21501266956329346,0.18342208862304688,0.17551329731941223,0.15500304102897644,0.11951993405818939,0.21455977857112885,0.1727980077266693
.,0.3567904531955719,0.4569662809371948,0.5593622326850891,0.300344854593277,0.475719153881073,0.33118996024131775,0.5591574311256409,0.18022798001766205,0.20001912117004395,0.28705209493637085,0.2222834676504135,0.4510921239852905,0.31119775772094727,0.3452940285205841,0.2616492211818695,0.4130953550338745
