,since,this,was,the,50th,one,",",what,was,the,theme,color,for,the,super,bowl,?
various,0.19380737841129303,0.2975272238254547,0.14120686054229736,0.3235042691230774,0.0014689455274492502,0.21905072033405304,0.30093157291412354,0.26045072078704834,0.14120686054229736,0.3235042691230774,0.22138603031635284,0.2017081081867218,0.3578505516052246,0.3235042691230774,0.18656621873378754,0.13842716813087463,0.12823495268821716
gold-themed,0.22348937392234802,0.27973222732543945,0.3472447395324707,0.32273250818252563,0.06600891053676605,0.31627368927001953,0.35713663697242737,0.3060356378555298,0.3472447395324707,0.32273250818252563,0.6040834188461304,0.2510842978954315,0.27999621629714966,0.32273250818252563,0.3094090521335602,0.3193160891532898,0.2645840346813202
promotions,0.2645259499549866,0.2271537184715271,0.22922086715698242,0.24518147110939026,0.07660004496574402,0.27133727073669434,0.27384960651397705,0.19845254719257355,0.22922086715698242,0.24518147110939026,0.19357386231422424,0.14090164005756378,0.2772783041000366,0.24518147110939026,0.15903757512569427,0.12888547778129578,0.23684287071228027
and,0.3515571057796478,0.42353692650794983,0.3740963041782379,0.5171257257461548,0.1709929257631302,0.42438167333602905,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2354547381401062,0.21500243246555328,0.5064792633056641,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
initiatives,0.18833497166633606,0.26125040650367737,0.13597998023033142,0.22065459191799164,-0.029087042436003685,0.17288734018802643,0.18175654113292694,0.20909109711647034,0.13597998023033142,0.22065459191799164,0.12971548736095428,0.0858483836054802,0.3080129623413086,0.22065459191799164,0.09691639989614487,0.12038062512874603,0.21253491938114166
were,0.3373812139034271,0.25469228625297546,0.590133786201477,0.3906462490558624,0.02057926543056965,0.3453167676925659,0.36755475401878357,0.22298263013362885,0.590133786201477,0.3906462490558624,0.1238798275589943,0.12284558266401291,0.33592689037323,0.3906462490558624,0.18743500113487244,0.17085392773151398,0.17890112102031708
held,0.30853620171546936,0.20280437171459198,0.30231067538261414,0.32185450196266174,0.08180196583271027,0.25712814927101135,0.2880980372428894,0.0974166989326477,0.30231067538261414,0.32185450196266174,0.16005060076713562,0.09134256839752197,0.2495253086090088,0.32185450196266174,0.1602509617805481,0.1913566142320633,0.14103956520557404
throughout,0.3317762315273285,0.3272508978843689,0.2373686283826828,0.4158564507961273,0.10382337868213654,0.30948054790496826,0.22385434806346893,0.2130906730890274,0.2373686283826828,0.4158564507961273,0.23388122022151947,0.15362001955509186,0.31491008400917053,0.4158564507961273,0.1474054902791977,0.14524398744106293,0.12665234506130219
the,0.4054957628250122,0.6274310946464539,0.48711544275283813,1.0,0.19595111906528473,0.5514441132545471,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.2470158040523529,0.21895472705364227,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
2015,0.04247409105300903,-0.008934302255511284,0.14799827337265015,0.1466771513223648,0.07448999583721161,-0.006648390553891659,0.06568983197212219,-0.07269049435853958,0.14799827337265015,0.1466771513223648,-0.006539882626384497,-0.0029450252186506987,-0.08512632548809052,0.1466771513223648,0.04363032057881355,0.0710686594247818,-0.029954981058835983
nfl,0.13534599542617798,0.14613954722881317,0.20145657658576965,0.15305201709270477,0.1160515546798706,0.19273783266544342,0.18939071893692017,0.12579965591430664,0.20145657658576965,0.15305201709270477,0.10590102523565292,0.23169848322868347,0.23749186098575592,0.15305201709270477,0.319060355424881,0.48354101181030273,0.10610254108905792
season,0.25668418407440186,0.22691239416599274,0.24797968566417694,0.2507155239582062,0.1592143177986145,0.24332979321479797,0.2232367992401123,0.12117787450551987,0.24797968566417694,0.2507155239582062,0.20135252177715302,0.24341042339801788,0.24490800499916077,0.2507155239582062,0.2755677402019501,0.3117852509021759,0.16793298721313477
to,0.3733763098716736,0.5759071707725525,0.3636345863342285,0.535392165184021,0.10572241246700287,0.4025384783744812,0.44245919585227966,0.455847829580307,0.3636345863342285,0.535392165184021,0.20641355216503143,0.2497486025094986,0.4451248347759247,0.535392165184021,0.17783479392528534,0.16993016004562378,0.29463258385658264
tie,0.1476009041070938,0.2121773362159729,0.13822536170482635,0.22106048464775085,0.1844152808189392,0.23058487474918365,0.1799984574317932,0.13305725157260895,0.13822536170482635,0.22106048464775085,0.13266025483608246,0.21301783621311188,0.21001765131950378,0.22106048464775085,0.17262586951255798,0.11696851253509521,0.1004955843091011
into,0.1695472002029419,0.32724273204803467,0.2322220653295517,0.39493247866630554,0.004610401578247547,0.31758198142051697,0.2826121151447296,0.2180619090795517,0.2322220653295517,0.39493247866630554,0.11099060624837875,0.12051166594028473,0.231735959649086,0.39493247866630554,0.178719162940979,0.16612307727336884,0.15662476420402527
the,0.4054957628250122,0.6274310946464539,0.48711544275283813,1.0,0.19595111906528473,0.5514441132545471,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.2470158040523529,0.21895472705364227,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
``,0.05498616769909859,0.09380315989255905,-0.012679691426455975,0.029072100296616554,-0.0076248059049248695,0.1164957657456398,0.09681109338998795,0.008517155423760414,-0.012679691426455975,0.029072100296616554,-0.04043178632855415,0.03322875499725342,0.01270448137074709,0.029072100296616554,0.012585706077516079,-0.004176590591669083,0.0685480609536171
golden,0.15389908850193024,0.2370232343673706,0.21282179653644562,0.28740859031677246,0.11116579174995422,0.24314451217651367,0.26355642080307007,0.172581747174263,0.21282179653644562,0.28740859031677246,0.12523235380649567,0.2082231640815735,0.28620874881744385,0.28740859031677246,0.2640960216522217,0.25437235832214355,0.1324693262577057
super,0.13119962811470032,0.1776810586452484,0.21420986950397491,0.21959073841571808,0.14578431844711304,0.21711376309394836,0.22322475910186768,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.20093533396720886,0.16928184032440186,0.22938419878482819,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.14065173268318176,0.17725728452205658,0.21915455162525177,0.21576224267482758,0.10496746003627777,0.19098831713199615,0.1810409277677536,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.16222190856933594,0.21894660592079163,0.24430087208747864,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
'',-0.048634905368089676,0.015337302349507809,0.04456103965640068,0.041273195296525955,-0.03024963289499283,0.036477331072092056,-0.037358131259679794,0.08143015950918198,0.04456103965640068,0.041273195296525955,0.03232346102595329,0.03426432982087135,-0.04479556903243065,0.041273195296525955,-0.02655862085521221,-0.008809788152575493,0.018684765323996544
;,0.08755459636449814,0.062140218913555145,0.0754367932677269,0.09152708947658539,0.036975786089897156,0.03110813908278942,0.04938793554902077,0.10986888408660889,0.0754367932677269,0.09152708947658539,0.021994154900312424,0.14817428588867188,0.0293948445469141,0.09152708947658539,0.0580664724111557,0.03451862558722496,0.10349778085947037
gold-tinted,0.26319390535354614,0.265615314245224,0.3376583755016327,0.34194332361221313,0.06497320532798767,0.2528582215309143,0.33270150423049927,0.25862276554107666,0.3376583755016327,0.34194332361221313,0.2751008868217468,0.2732832729816437,0.3129521608352661,0.34194332361221313,0.21833153069019318,0.3090018332004547,0.21912521123886108
logos,0.15541666746139526,0.22688186168670654,0.12409704178571701,0.22483909130096436,0.03637005016207695,0.30142655968666077,0.23948726058006287,0.24573560059070587,0.12409704178571701,0.22483909130096436,0.28400948643684387,0.23626486957073212,0.19651250541210175,0.22483909130096436,0.13980142772197723,0.06191003695130348,0.3621874749660492
were,0.3373812139034271,0.25469228625297546,0.590133786201477,0.3906462490558624,0.02057926543056965,0.3453167676925659,0.36755475401878357,0.22298263013362885,0.590133786201477,0.3906462490558624,0.1238798275589943,0.12284558266401291,0.33592689037323,0.3906462490558624,0.18743500113487244,0.17085392773151398,0.17890112102031708
implemented,0.32876965403556824,0.349133163690567,0.2312583029270172,0.21611113846302032,0.0474710576236248,0.23991183936595917,0.25661253929138184,0.2723406255245209,0.2312583029270172,0.21611113846302032,0.17477379739284515,0.13211099803447723,0.2980538010597229,0.21611113846302032,0.18682299554347992,0.12407568097114563,0.27067989110946655
across,0.2003818154335022,0.2762756943702698,0.20413610339164734,0.3816230297088623,0.11814287304878235,0.32745984196662903,0.22515052556991577,0.24809791147708893,0.20413610339164734,0.3816230297088623,0.1457352489233017,0.1356656849384308,0.20198741555213928,0.3816230297088623,0.1142096221446991,0.10498353838920593,0.17034576833248138
the,0.4054957628250122,0.6274310946464539,0.48711544275283813,1.0,0.19595111906528473,0.5514441132545471,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.2470158040523529,0.21895472705364227,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
nfl,0.13534599542617798,0.14613954722881317,0.20145657658576965,0.15305201709270477,0.1160515546798706,0.19273783266544342,0.18939071893692017,0.12579965591430664,0.20145657658576965,0.15305201709270477,0.10590102523565292,0.23169848322868347,0.23749186098575592,0.15305201709270477,0.319060355424881,0.48354101181030273,0.10610254108905792
's,-0.04899144917726517,0.02106832154095173,0.008974763564765453,-0.01540423184633255,0.13025708496570587,0.06913424283266068,-0.0016132977325469255,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.010491529479622841,-0.02538621611893177,-0.07241261005401611,-0.01540423184633255,0.09726737439632416,-0.02838491089642048,-0.023395681753754616
properties,0.17428246140480042,0.2858579158782959,0.14832323789596558,0.20062518119812012,0.10232514888048172,0.2079814374446869,0.21241174638271332,0.23360128700733185,0.14832323789596558,0.20062518119812012,0.1471114605665207,0.2783186733722687,0.30291658639907837,0.20062518119812012,0.09991060942411423,0.10915952920913696,0.12601029872894287
and,0.3515571057796478,0.42353692650794983,0.3740963041782379,0.5171257257461548,0.1709929257631302,0.42438167333602905,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2354547381401062,0.21500243246555328,0.5064792633056641,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
painted,0.15218037366867065,0.17481456696987152,0.2505439817905426,0.18695808947086334,0.023871609941124916,0.19186271727085114,0.1939309537410736,0.19051748514175415,0.2505439817905426,0.18695808947086334,0.21060775220394135,0.23317764699459076,0.17847150564193726,0.18695808947086334,0.1073715016245842,0.21304813027381897,0.13457663357257843
on,0.32446393370628357,0.4193967580795288,0.3909217119216919,0.5107308030128479,0.15247806906700134,0.3601475656032562,0.49057599902153015,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.2474956214427948,0.20340315997600555,0.36199691891670227,0.5107308030128479,0.1569211632013321,0.1334993690252304,0.2714994251728058
fields,0.14443239569664001,0.2319744974374771,0.09075388312339783,0.16397054493427277,0.14353463053703308,0.15212957561016083,0.2786177098751068,0.14054246246814728,0.09075388312339783,0.16397054493427277,0.1484793722629547,0.1414540857076645,0.2648622393608093,0.16397054493427277,0.08708840608596802,0.16866959631443024,0.1411406248807907
",",0.3991432189941406,0.4316047728061676,0.45456063747406006,0.4933079481124878,0.1069522351026535,0.3696635365486145,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21865783631801605,0.20653429627418518,0.4464869201183319,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
the,0.4054957628250122,0.6274310946464539,0.48711544275283813,1.0,0.19595111906528473,0.5514441132545471,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.2470158040523529,0.21895472705364227,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
numbering,0.23441612720489502,0.336038738489151,0.1521965116262436,0.33478236198425293,0.09003391861915588,0.257413387298584,0.26845359802246094,0.26612839102745056,0.1521965116262436,0.33478236198425293,0.14767307043075562,0.20506060123443604,0.27114859223365784,0.33478236198425293,0.18296942114830017,0.08578565716743469,0.18656331300735474
of,0.35513219237327576,0.45148900151252747,0.4069072902202606,0.733189046382904,0.11716882884502411,0.4999135136604309,0.4946078956127167,0.33290785551071167,0.4069072902202606,0.733189046382904,0.17537155747413635,0.1876296103000641,0.4185989499092102,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
the,0.4054957628250122,0.6274310946464539,0.48711544275283813,1.0,0.19595111906528473,0.5514441132545471,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.2470158040523529,0.21895472705364227,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
50-yard,0.12861718237400055,0.24507705867290497,0.3158988356590271,0.2974485754966736,0.21387262642383575,0.24196577072143555,0.24600011110305786,0.20699849724769592,0.3158988356590271,0.2974485754966736,0.25888270139694214,0.18793989717960358,0.2571229338645935,0.2974485754966736,0.17980119585990906,0.18631784617900848,0.11265861243009567
line,0.18991616368293762,0.2371007651090622,0.1765366792678833,0.29789501428604126,0.1829305738210678,0.21660056710243225,0.22637072205543518,0.2245367169380188,0.1765366792678833,0.29789501428604126,0.1632579118013382,0.1994156837463379,0.2019100785255432,0.29789501428604126,0.1948607861995697,0.09206075221300125,0.16271452605724335
on,0.32446393370628357,0.4193967580795288,0.3909217119216919,0.5107308030128479,0.15247806906700134,0.3601475656032562,0.49057599902153015,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.2474956214427948,0.20340315997600555,0.36199691891670227,0.5107308030128479,0.1569211632013321,0.1334993690252304,0.2714994251728058
fields,0.14443239569664001,0.2319744974374771,0.09075388312339783,0.16397054493427277,0.14353463053703308,0.15212957561016083,0.2786177098751068,0.14054246246814728,0.09075388312339783,0.16397054493427277,0.1484793722629547,0.1414540857076645,0.2648622393608093,0.16397054493427277,0.08708840608596802,0.16866959631443024,0.1411406248807907
was,0.4384658932685852,0.3638818562030792,1.0000001192092896,0.48711544275283813,0.17689552903175354,0.3752199709415436,0.45456063747406006,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.21860456466674805,0.15961390733718872,0.3863949179649353,0.48711544275283813,0.21420986950397491,0.21915455162525177,0.18412111699581146
colored,0.16469234228134155,0.23772351443767548,0.15550875663757324,0.23921820521354675,0.13208089768886566,0.18686626851558685,0.22846366465091705,0.18799574673175812,0.15550875663757324,0.23921820521354675,0.19945859909057617,0.5748913884162903,0.24367780983448029,0.23921820521354675,0.16287699341773987,0.23187671601772308,0.17333996295928955
gold,0.17999514937400818,0.18747787177562714,0.24345459043979645,0.27136439085006714,0.12334956228733063,0.16427479684352875,0.28787803649902344,0.15779642760753632,0.24345459043979645,0.27136439085006714,0.1178743913769722,0.21654076874256134,0.2409525066614151,0.27136439085006714,0.1844714879989624,0.19331370294094086,0.11542754620313644
",",0.3991432189941406,0.4316047728061676,0.45456063747406006,0.4933079481124878,0.1069522351026535,0.3696635365486145,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21865783631801605,0.20653429627418518,0.4464869201183319,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
and,0.3515571057796478,0.42353692650794983,0.3740963041782379,0.5171257257461548,0.1709929257631302,0.42438167333602905,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2354547381401062,0.21500243246555328,0.5064792633056641,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
beginning,0.3910749852657318,0.37674275040626526,0.35191401839256287,0.49622642993927,0.2102031707763672,0.32498449087142944,0.31347912549972534,0.3351518511772156,0.35191401839256287,0.49622642993927,0.303350567817688,0.21635805070400238,0.2987837791442871,0.49622642993927,0.1733865588903427,0.17699073255062103,0.19413669407367706
on,0.32446393370628357,0.4193967580795288,0.3909217119216919,0.5107308030128479,0.15247806906700134,0.3601475656032562,0.49057599902153015,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.2474956214427948,0.20340315997600555,0.36199691891670227,0.5107308030128479,0.1569211632013321,0.1334993690252304,0.2714994251728058
week,0.28058603405952454,0.301459938287735,0.24251437187194824,0.28402599692344666,0.12676650285720825,0.3283141255378723,0.3187089264392853,0.2483774870634079,0.24251437187194824,0.28402599692344666,0.22605960071086884,0.19774609804153442,0.3263654112815857,0.28402599692344666,0.18053525686264038,0.2576042413711548,0.25105318427085876
7,-0.049088627099990845,-0.1854155957698822,0.002381215337663889,-0.1142377033829689,-0.024329544976353645,-0.17211076617240906,0.07715427130460739,-0.1699475795030594,0.002381215337663889,-0.1142377033829689,-0.18579626083374023,-0.1588040143251419,-0.11536749452352524,-0.1142377033829689,-0.11163666844367981,-0.12705844640731812,-0.15092156827449799
",",0.3991432189941406,0.4316047728061676,0.45456063747406006,0.4933079481124878,0.1069522351026535,0.3696635365486145,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21865783631801605,0.20653429627418518,0.4464869201183319,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
all,0.3231091797351837,0.4746263027191162,0.23179835081100464,0.4860881567001343,0.03125869855284691,0.4628787636756897,0.425624817609787,0.41981086134910583,0.23179835081100464,0.4860881567001343,0.17170163989067078,0.2018435001373291,0.41144001483917236,0.4860881567001343,0.26925644278526306,0.2204573154449463,0.29575422406196594
sideline,0.22276347875595093,0.16644924879074097,0.23175807297229767,0.2606579065322876,0.13891226053237915,0.19887381792068481,0.22783276438713074,0.3090035319328308,0.23175807297229767,0.2606579065322876,0.26272261142730713,0.250257670879364,0.27458781003952026,0.2606579065322876,0.2961301803588867,0.33748066425323486,0.2637002468109131
jackets,0.1227615624666214,0.21267616748809814,0.1580561101436615,0.22636963427066803,0.18042168021202087,0.19945450127124786,0.21782124042510986,0.138166144490242,0.1580561101436615,0.22636963427066803,0.1065300926566124,0.34018102288246155,0.2967052459716797,0.22636963427066803,0.1899246871471405,0.2728385329246521,0.0852784663438797
and,0.3515571057796478,0.42353692650794983,0.3740963041782379,0.5171257257461548,0.1709929257631302,0.42438167333602905,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2354547381401062,0.21500243246555328,0.5064792633056641,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
hats,0.19601041078567505,0.24001488089561462,0.15088391304016113,0.24366404116153717,0.04738956317305565,0.23858095705509186,0.24768668413162231,0.29457175731658936,0.15088391304016113,0.24366404116153717,0.1955588012933731,0.2166050374507904,0.26582539081573486,0.24366404116153717,0.12189412862062454,0.19273144006729126,0.22648833692073822
featured,0.20402656495571136,0.2519071400165558,0.3064519464969635,0.28660184144973755,0.10224851220846176,0.32110923528671265,0.27189624309539795,0.20330384373664856,0.3064519464969635,0.28660184144973755,0.37877461314201355,0.1986236274242401,0.30727413296699524,0.28660184144973755,0.24398969113826752,0.18793275952339172,0.2944096624851227
gold-trimmed,0.24644087255001068,0.37466806173324585,0.30106842517852783,0.3633308410644531,0.12248513102531433,0.2962011396884918,0.3834155201911926,0.3198505938053131,0.30106842517852783,0.3633308410644531,0.20418934524059296,0.3210209012031555,0.3064876198768616,0.3633308410644531,0.21647635102272034,0.27731314301490784,0.3005979359149933
