,who,was,delegated,command,of,the,mongol,forces,against,the,jin,dynasty,?
he,0.5500732064247131,0.5410010814666748,0.26345402002334595,0.22075726091861725,0.38706058263778687,0.4571082592010498,0.17718079686164856,0.23372142016887665,0.29170042276382446,0.4571082592010498,0.20774221420288086,0.20496657490730286,0.2089974731206894
allowed,0.37092331051826477,0.27499085664749146,0.29900386929512024,0.19162322580814362,0.2699741721153259,0.2985120713710785,0.1115831658244133,0.23840101063251495,0.25516477227211,0.2985120713710785,0.1392575353384018,0.0762246772646904,0.2309964895248413
them,0.5243523120880127,0.23709723353385925,0.2495109736919403,0.19149261713027954,0.34503093361854553,0.4788833558559418,0.2579866647720337,0.26547691226005554,0.31722354888916016,0.4788833558559418,0.1529458612203598,0.17160163819789886,0.35435691475868225
to,0.42656609416007996,0.3636345863342285,0.20565974712371826,0.25119054317474365,0.41548454761505127,0.535392165184021,0.2125127911567688,0.2581802308559418,0.310872346162796,0.535392165184021,0.16679616272449493,0.1214921623468399,0.29463258385658264
make,0.28430092334747314,0.20205417275428772,0.12180563062429428,0.135438933968544,0.2912110388278961,0.3146495521068573,0.11574490368366241,0.16603046655654907,0.25389260053634644,0.3146495521068573,0.17022700607776642,0.12921898066997528,0.28314751386642456
decisions,0.3022976219654083,0.18396079540252686,0.3464019298553467,0.2624362111091614,0.2881335914134979,0.30538004636764526,0.18425345420837402,0.24892830848693848,0.2743150293827057,0.30538004636764526,0.11255599558353424,0.15085485577583313,0.29068708419799805
on,0.2340552806854248,0.3909217119216919,0.19261066615581512,0.22726084291934967,0.3966929316520691,0.5107308030128479,0.13546301424503326,0.220676988363266,0.3163113296031952,0.5107308030128479,0.1488168090581894,0.10236000269651413,0.2714994251728058
their,0.3767721951007843,0.2396296262741089,0.2012769877910614,0.11862919479608536,0.4329940676689148,0.516537070274353,0.2211313098669052,0.2225925475358963,0.2741570472717285,0.516537070274353,0.16253890097141266,0.17074425518512726,0.1898253709077835
own,0.31838667392730713,0.19632458686828613,0.2071245014667511,0.2011040300130844,0.3269667625427246,0.334675133228302,0.11799279600381851,0.16307170689105988,0.20257870852947235,0.334675133228302,0.09457052499055862,0.13185198605060577,0.1937696635723114
when,0.48282691836357117,0.37326499819755554,0.19402678310871124,0.23274312913417816,0.3757161796092987,0.5091903209686279,0.17596986889839172,0.2460811883211136,0.32684949040412903,0.5091903209686279,0.2185768038034439,0.16945278644561768,0.22841128706932068
they,0.47879111766815186,0.3300964832305908,0.2532498240470886,0.1752728819847107,0.3426007330417633,0.49925389885902405,0.21323534846305847,0.26182860136032104,0.26509472727775574,0.49925389885902405,0.18641439080238342,0.16200979053974152,0.2753053903579712
embarked,0.1487167477607727,0.2882765233516693,0.13875125348567963,0.20556007325649261,0.24539470672607422,0.26044318079948425,0.1520567536354065,0.26364222168922424,0.22671855986118317,0.26044318079948425,0.12779344618320465,0.19578753411769867,0.1276444047689438
on,0.2340552806854248,0.3909217119216919,0.19261066615581512,0.22726084291934967,0.3966929316520691,0.5107308030128479,0.13546301424503326,0.220676988363266,0.3163113296031952,0.5107308030128479,0.1488168090581894,0.10236000269651413,0.2714994251728058
campaigns,0.24375636875629425,0.22862818837165833,0.3014054298400879,0.29203104972839355,0.26936405897140503,0.27786964178085327,0.2090030163526535,0.3712177276611328,0.3636043071746826,0.27786964178085327,0.12062255293130875,0.15055546164512634,0.13006390631198883
far,0.24308858811855316,0.24026422202587128,0.21053659915924072,0.19731274247169495,0.3005201518535614,0.38564538955688477,0.19750434160232544,0.1692141592502594,0.23112905025482178,0.38564538955688477,0.13058020174503326,0.13901594281196594,0.2170870453119278
from,0.27839982509613037,0.31171464920043945,0.2038457989692688,0.16142813861370087,0.4249346852302551,0.40150508284568787,0.2123146951198578,0.15575696527957916,0.2447778731584549,0.40150508284568787,0.12960711121559143,0.17493854463100433,0.19969791173934937
the,0.3733934462070465,0.48711544275283813,0.2847515940666199,0.27488255500793457,0.733189046382904,1.0,0.2924198508262634,0.3134811818599701,0.3090755045413971,1.0,0.23336409032344818,0.26267939805984497,0.22068053483963013
mongol,0.22505711019039154,0.17204789817333221,0.17516610026359558,0.27862411737442017,0.22712039947509766,0.2924198508262634,1.0000001192092896,0.29515793919563293,0.21419116854667664,0.2924198508262634,0.4456239342689514,0.5123041272163391,0.12849251925945282
empire,0.18977859616279602,0.30602675676345825,0.22499465942382812,0.25368329882621765,0.30522286891937256,0.32532164454460144,0.45230501890182495,0.28554752469062805,0.22308263182640076,0.32532164454460144,0.27039724588394165,0.43554046750068665,0.14909450709819794
capital,0.15628641843795776,0.21907466650009155,0.2739143371582031,0.14938737452030182,0.30823585391044617,0.3049491047859192,0.2768394947052002,0.2321779429912567,0.1251458078622818,0.3049491047859192,0.17969052493572235,0.26309049129486084,0.0907452180981636
karakorum,0.1675548553466797,0.2074032723903656,0.2570081353187561,0.15140840411186218,0.3111494183540344,0.36812421679496765,0.4358240067958832,0.18275035917758942,0.1194833442568779,0.36812421679496765,0.34476256370544434,0.29466310143470764,0.1823367327451706
.,0.3541337847709656,0.40146201848983765,0.2548682689666748,0.22706228494644165,0.5352458953857422,0.5934505462646484,0.16751837730407715,0.21802116930484772,0.28705209493637085,0.5934505462646484,0.17743851244449615,0.20616187155246735,0.4130953550338745
