,along,with,private,individuals,and,organizations,",",what,groups,sometimes,runs,ergänzungsschulen,?
ergänzungsschulen,0.18933670222759247,0.30429598689079285,0.23421190679073334,0.30427929759025574,0.36461132764816284,0.29117831587791443,0.38104408979415894,0.2493663877248764,0.24052061140537262,0.2779465913772583,0.2543945014476776,1.0,0.2810702323913574
are,0.28655800223350525,0.38996943831443787,0.1694057136774063,0.42574483156204224,0.48576638102531433,0.29940158128738403,0.4062570035457611,0.29724663496017456,0.41374143958091736,0.47411349415779114,0.22761638462543488,0.26853707432746887,0.24591213464736938
secondary,0.20302525162696838,0.21208807826042175,0.2717200517654419,0.2569618225097656,0.25317713618278503,0.12218857556581497,0.2158004194498062,0.20388361811637878,0.19140729308128357,0.1994035392999649,0.0798717588186264,0.2528528869152069,0.18118004500865936
or,0.2587498426437378,0.38158315420150757,0.21888144314289093,0.4400286376476288,0.4713204801082611,0.31885844469070435,0.3769497275352478,0.33867141604423523,0.26111581921577454,0.5977028608322144,0.23629164695739746,0.31182238459587097,0.32389625906944275
post-secondary,0.20514826476573944,0.23735763132572174,0.2878333032131195,0.3119736611843109,0.24882420897483826,0.16935645043849945,0.24816079437732697,0.2607934772968292,0.20938563346862793,0.23796337842941284,0.10689037293195724,0.307748407125473,0.24135255813598633
(,0.18445467948913574,0.29503780603408813,0.162434384226799,0.13270869851112366,0.4862271547317505,0.16571606695652008,0.6363511681556702,0.2411840260028839,0.13202787935733795,0.19618426263332367,0.14261752367019653,0.33049020171165466,0.40561532974243164
non-tertiary,0.16079121828079224,0.18212516605854034,0.2492711842060089,0.3663666546344757,0.2599339783191681,0.2563166618347168,0.25467851758003235,0.3168926537036896,0.28735384345054626,0.29645293951034546,0.1201472356915474,0.3960892856121063,0.30903810262680054
),0.17395511269569397,0.3069596290588379,0.16768941283226013,0.11222387105226517,0.4961937665939331,0.17612864077091217,0.63033527135849,0.26259949803352356,0.13946877419948578,0.21177692711353302,0.141518235206604,0.3305574357509613,0.42300865054130554
schools,0.19221381843090057,0.13740696012973785,0.4158569872379303,0.29715076088905334,0.29319998621940613,0.39243805408477783,0.2760516405105591,0.1820785105228424,0.2776908278465271,0.20231235027313232,0.18934756517410278,0.27628400921821594,0.18349280953407288
",",0.29824912548065186,0.4120737314224243,0.1899166703224182,0.18873384594917297,0.6633074283599854,0.21690145134925842,1.0000001192092896,0.3087472915649414,0.2671695053577423,0.26600122451782227,0.22710935771465302,0.38104408979415894,0.31091248989105225
which,0.33404073119163513,0.46403205394744873,0.21277280151844025,0.3835611343383789,0.506277859210968,0.30137717723846436,0.3658004403114319,0.5261979103088379,0.28361281752586365,0.4812026917934418,0.2880222499370575,0.3375672698020935,0.25814583897590637
are,0.28655800223350525,0.38996943831443787,0.1694057136774063,0.42574483156204224,0.48576638102531433,0.29940158128738403,0.4062570035457611,0.29724663496017456,0.41374143958091736,0.47411349415779114,0.22761638462543488,0.26853707432746887,0.24591213464736938
run,0.20148341357707977,0.16277898848056793,0.14252924919128418,0.20802655816078186,0.2711782455444336,0.21010226011276245,0.2309936285018921,0.2294815480709076,0.13469059765338898,0.2351977825164795,0.6555101275444031,0.23557928204536438,0.17904110252857208
by,0.34227433800697327,0.39731505513191223,0.18554414808750153,0.25637397170066833,0.4289871156215668,0.19712397456169128,0.3680937886238098,0.2455483376979828,0.22748439013957977,0.22042182087898254,0.14847011864185333,0.22416812181472778,0.17966607213020325
private,0.13822825253009796,0.20792533457279205,1.0,0.31264999508857727,0.2557651102542877,0.30603620409965515,0.1899166703224182,0.16778090596199036,0.1768459528684616,0.17724783718585968,0.04245321452617645,0.23421190679073334,0.14389030635356903
individuals,0.178839311003685,0.309203177690506,0.31264999508857727,1.0,0.2956017851829529,0.4351976215839386,0.18873384594917297,0.25709760189056396,0.40269169211387634,0.29504233598709106,0.12285438925027847,0.30427929759025574,0.20243582129478455
",",0.29824912548065186,0.4120737314224243,0.1899166703224182,0.18873384594917297,0.6633074283599854,0.21690145134925842,1.0000001192092896,0.3087472915649414,0.2671695053577423,0.26600122451782227,0.22710935771465302,0.38104408979415894,0.31091248989105225
private,0.13822825253009796,0.20792533457279205,1.0,0.31264999508857727,0.2557651102542877,0.30603620409965515,0.1899166703224182,0.16778090596199036,0.1768459528684616,0.17724783718585968,0.04245321452617645,0.23421190679073334,0.14389030635356903
organizations,0.16836178302764893,0.2466343492269516,0.30603620409965515,0.4351976215839386,0.2811741828918457,1.0,0.21690145134925842,0.20689024031162262,0.4296261966228485,0.25346869230270386,0.151455357670784,0.29117831587791443,0.22215601801872253
or,0.2587498426437378,0.38158315420150757,0.21888144314289093,0.4400286376476288,0.4713204801082611,0.31885844469070435,0.3769497275352478,0.33867141604423523,0.26111581921577454,0.5977028608322144,0.23629164695739746,0.31182238459587097,0.32389625906944275
rarely,0.15153633058071136,0.27675285935401917,0.21158529818058014,0.34385132789611816,0.29163622856140137,0.20303353667259216,0.2792596220970154,0.2806011736392975,0.21207059919834137,0.5739140510559082,0.09330824017524719,0.2574542164802551,0.23009803891181946
",",0.29824912548065186,0.4120737314224243,0.1899166703224182,0.18873384594917297,0.6633074283599854,0.21690145134925842,1.0000001192092896,0.3087472915649414,0.2671695053577423,0.26600122451782227,0.22710935771465302,0.38104408979415894,0.31091248989105225
religious,0.1579800248146057,0.16567319631576538,0.2632821798324585,0.30829641222953796,0.30280056595802307,0.33753183484077454,0.2753547728061676,0.26794421672821045,0.23779352009296417,0.23318730294704437,0.04682163521647453,0.17107225954532623,0.15727058053016663
groups,0.1700378954410553,0.22698035836219788,0.1768459528684616,0.40269169211387634,0.29783302545547485,0.4296261966228485,0.2671695053577423,0.23137421905994415,1.0,0.2792103588581085,0.05640923231840134,0.24052061140537262,0.14349548518657684
and,0.4213258922100067,0.5477725267410278,0.2557651102542877,0.2956017851829529,1.0,0.2811741828918457,0.6633074283599854,0.31309178471565247,0.29783302545547485,0.35151126980781555,0.2632412016391754,0.36461132764816284,0.20544172823429108
offer,0.19576308131217957,0.2691042125225067,0.30405572056770325,0.296478271484375,0.3224562108516693,0.26470470428466797,0.2830800712108612,0.20134106278419495,0.15246544778347015,0.18072181940078735,0.15686969459056854,0.1711035668849945,0.1774262934923172
a,0.24426962435245514,0.3783375024795532,0.20346391201019287,0.2836177945137024,0.3739250600337982,0.21523034572601318,0.427140474319458,0.3320399522781372,0.2068004310131073,0.3788676857948303,0.23921579122543335,0.37360092997550964,0.23916715383529663
type,0.054106924682855606,0.1964726597070694,0.2055162489414215,0.222527414560318,0.16898801922798157,0.14802059531211853,0.1804078221321106,0.2722663879394531,0.18917711079120636,0.29955020546913147,0.04432639479637146,0.2522682249546051,0.17536182701587677
of,0.34889817237854004,0.41827285289764404,0.18706899881362915,0.27365922927856445,0.5116966962814331,0.24586479365825653,0.4946078956127167,0.33290785551071167,0.24723079800605774,0.296434611082077,0.22292760014533997,0.29503199458122253,0.1826142966747284
education,0.11758220195770264,0.11138669401407242,0.34071704745292664,0.23829632997512817,0.308173805475235,0.38138994574546814,0.2718683183193207,0.19940856099128723,0.19384700059890747,0.11944156885147095,0.14711213111877441,0.27784520387649536,0.18067774176597595
which,0.33404073119163513,0.46403205394744873,0.21277280151844025,0.3835611343383789,0.506277859210968,0.30137717723846436,0.3658004403114319,0.5261979103088379,0.28361281752586365,0.4812026917934418,0.2880222499370575,0.3375672698020935,0.25814583897590637
