,who,was,margaret,'s,brother,?
one,0.40083858370780945,0.3752199709415436,0.18361519277095795,0.06913424283266068,0.23151856660842896,0.2673267424106598
of,0.2827862501144409,0.4069072902202606,0.23430486023426056,-0.03817026689648628,0.18226121366024017,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.2006026655435562,-0.01540423184633255,0.1885300725698471,0.22068053483963013
claimants,0.3662828803062439,0.21609260141849518,0.2724190354347229,-0.04086063429713249,0.27971339225769043,0.21451130509376526
of,0.2827862501144409,0.4069072902202606,0.23430486023426056,-0.03817026689648628,0.18226121366024017,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.2006026655435562,-0.01540423184633255,0.1885300725698471,0.22068053483963013
english,0.33983519673347473,0.23000946640968323,0.2145424783229828,0.04063878208398819,0.16386979818344116,0.23251567780971527
throne,0.24592310190200806,0.25343436002731323,0.26788005232810974,-0.0466860756278038,0.4130021631717682,0.17206846177577972
opposing,0.30764588713645935,0.19197437167167664,0.1950617879629135,0.0009290455491282046,0.18422779440879822,0.23064684867858887
william,0.32068803906440735,0.28444796800613403,0.40571412444114685,0.00675395829603076,0.2745901346206665,0.14462219178676605
the,0.3733934462070465,0.48711544275283813,0.2006026655435562,-0.01540423184633255,0.1885300725698471,0.22068053483963013
conqueror,0.2574475109577179,0.2757565677165985,0.2040625959634781,-0.07044915109872818,0.32358458638191223,0.16424570977687836
",",0.3365725874900818,0.45456063747406006,0.2575826942920685,-0.0016132977325469255,0.25189656019210815,0.31091248989105225
edgar,0.18291336297988892,0.24357405304908752,0.3696565330028534,0.011881363578140736,0.259956955909729,0.16689051687717438
atheling,0.2806413769721985,0.23365922272205353,0.3738480508327484,-0.07706931978464127,0.3993244171142578,0.1809864491224289
",",0.3365725874900818,0.45456063747406006,0.2575826942920685,-0.0016132977325469255,0.25189656019210815,0.31091248989105225
eventually,0.3540181517601013,0.35699570178985596,0.1394808292388916,-0.021462872624397278,0.28177180886268616,0.13642115890979767
fled,0.32700315117836,0.30835461616516113,0.20221823453903198,0.024207159876823425,0.27395373582839966,0.13968057930469513
to,0.42656609416007996,0.3636345863342285,0.19161929190158844,0.03782717138528824,0.2254609316587448,0.29463258385658264
scotland,0.16836953163146973,0.17744721472263336,0.3167702257633209,0.03316264972090721,0.11933985352516174,0.09160218387842178
.,0.3541337847709656,0.40146201848983765,0.25492289662361145,-0.003708066651597619,0.19498419761657715,0.4130953550338745
,who,was,margaret,'s,brother,?
king,0.24555552005767822,0.27377256751060486,0.2990265190601349,-0.002494113054126501,0.32217687368392944,0.19130074977874756
malcolm,0.2678929269313812,0.22052408754825592,0.4192274212837219,-0.007855248637497425,0.22153683006763458,0.1363493651151657
iii,0.1920083463191986,0.22718268632888794,0.17859412729740143,-0.025885440409183502,0.2071385234594345,0.13642357289791107
of,0.2827862501144409,0.4069072902202606,0.23430486023426056,-0.03817026689648628,0.18226121366024017,0.1826142966747284
scotland,0.16836953163146973,0.17744721472263336,0.3167702257633209,0.03316264972090721,0.11933985352516174,0.09160218387842178
married,0.299703449010849,0.3079395592212677,0.3755885362625122,-0.05299868807196617,0.3460144102573395,0.18062160909175873
edgar,0.18291336297988892,0.24357405304908752,0.3696565330028534,0.011881363578140736,0.259956955909729,0.16689051687717438
's,0.05599616840481758,0.008974763564765453,-0.015566902235150337,0.9999999403953552,-0.0180375799536705,-0.023395681753754616
sister,0.2822686433792114,0.1974511742591858,0.27979418635368347,0.019992811605334282,0.6320614814758301,0.15028199553489685
margaret,0.2467152178287506,0.24508002400398254,0.9999999403953552,-0.015566902235150337,0.17309263348579407,0.13320839405059814
",",0.3365725874900818,0.45456063747406006,0.2575826942920685,-0.0016132977325469255,0.25189656019210815,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.25282537937164307,0.06895173341035843,0.2818823754787445,0.20544172823429108
came,0.26680538058280945,0.4994563162326813,0.10583926737308502,0.03627123311161995,0.18730276823043823,0.1739392727613449
into,0.16956904530525208,0.2322220653295517,0.1349223107099533,0.00961404386907816,0.1573338657617569,0.15662476420402527
opposition,0.28465259075164795,0.27720752358436584,0.268650621175766,-0.03729081526398659,0.20437397062778473,0.15647298097610474
to,0.42656609416007996,0.3636345863342285,0.19161929190158844,0.03782717138528824,0.2254609316587448,0.29463258385658264
william,0.32068803906440735,0.28444796800613403,0.40571412444114685,0.00675395829603076,0.2745901346206665,0.14462219178676605
who,0.9999998807907104,0.3318818509578705,0.2467152178287506,0.05599616840481758,0.39596912264823914,0.26220351457595825
had,0.36173108220100403,0.5927209258079529,0.20718994736671448,-0.004401352722197771,0.2542606592178345,0.20728366076946259
already,0.41363927721977234,0.35964685678482056,0.1430814117193222,-0.030866524204611778,0.20582570135593414,0.3477933406829834
disputed,0.2177141308784485,0.18628759682178497,0.13002754747867584,-0.011792498640716076,0.0743202343583107,0.2165134698152542
scotland,0.16836953163146973,0.17744721472263336,0.3167702257633209,0.03316264972090721,0.11933985352516174,0.09160218387842178
's,0.05599616840481758,0.008974763564765453,-0.015566902235150337,0.9999999403953552,-0.0180375799536705,-0.023395681753754616
southern,0.1828710436820984,0.23717372119426727,0.15576539933681488,0.02131068892776966,0.1650347113609314,0.11225555837154388
borders,0.09341493248939514,0.17570072412490845,0.08869891613721848,-0.04271578788757324,0.15714538097381592,0.13029009103775024
.,0.3541337847709656,0.40146201848983765,0.25492289662361145,-0.003708066651597619,0.19498419761657715,0.4130953550338745
